municipio;codigo_ibge;tipo_captacao;nome_sistema;latitude;longitude;fonte;observacao
Cuiabá;5103403;subterraneo;P.T. JONAS PINHEIRO;-15.538333;-56.031111;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 151;-15.543025;-56.487875;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 164;-15.656528;-55.923583;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;PT 02 A PARQUE II;-17.167778;-56.874722;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 01 PEQUIZEIRO;-15.790000;-57.430833;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 02 PEQUIZEIRO;-16.970556;-57.195278;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 03 PEQUIZEIRO;-16.479444;-57.063056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 04 PEQUIZEIRO;-16.815000;-56.309167;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 05 PEQUIZEIRO;-16.248333;-56.288889;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 01 ALTOS PQ II;-15.686944;-56.029167;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 01 ST TEREZINHA;-15.657500;-56.031667;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 90;-15.666000;-56.038000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T.01 SOLAR CHAPADA;-15.558889;-56.553056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 107;-15.560000;-56.019000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 30;-15.655000;-55.998000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 31;-15.660000;-55.975000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 187;-16.894444;-56.103889;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 124;-15.541261;-56.036008;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 68;-16.656111;-56.288611;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 53;-15.969167;-56.719167;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 62;-15.548000;-56.031000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 82;-15.564897;-56.020700;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 02;-15.639000;-55.983000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 52;-15.561119;-56.021047;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 55;-15.725000;-56.838889;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 58;-15.988611;-57.660000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T.03 Alice novack;-15.638333;-55.993889;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 123;-16.118056;-56.098611;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 125;-15.540875;-56.033197;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 122;-15.534614;-56.034275;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 189;-15.727222;-57.603056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 190;-15.920833;-57.448333;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 69;-15.547000;-56.037000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 01 ST TEREZINHA;-15.664722;-56.027778;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 02 ALTOS PQ II;-15.685000;-56.024167;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 77;-15.570797;-56.020742;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T.02 SOLAR CHAPADA;-16.493333;-57.641944;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 169;-15.517500;-56.183056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 61;-15.513000;-56.027000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 65;-16.694444;-57.503333;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 101;-16.963333;-56.984444;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T.03 ALICE NOVACK;-16.139722;-57.061667;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 115;-15.724132;-56.136669;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 68;-15.724113;-56.136669;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 100;-15.719783;-56.086022;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 83;-15.720506;-56.107603;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 62;-15.000000;-56.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 93;-15.737997;-56.136042;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 90;-15.685900;-56.149372;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 69;-15.711010;-56.143803;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT CHÁCARA VILMAR;-15.709506;-56.136681;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 109;-15.696711;-56.134883;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 117;-15.642886;-56.083888;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 110;-15.709739;-56.142483;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 79;-15.679564;-56.153706;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 77;-15.678228;-56.101831;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 99;-15.651394;-56.068000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Acorizal;5100102;subterraneo;Ponto 1;-15.160000;-56.321111;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Acorizal;5100102;subterraneo;Ponto 1;-15.145278;-56.342222;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Acorizal;5100102;subterraneo;Ponto 1;-15.155278;-56.413889;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 103;-15.700334;-56.152211;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 101;-15.703344;-56.152211;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Poconé;5106505;subterraneo;PT 02;-16.260600;-56.631600;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Poconé;5106505;subterraneo;PT 03;-16.269872;-56.622883;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Poconé;5106505;subterraneo;PT 05;-16.268886;-56.633092;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Poconé;5106505;subterraneo;PT 06;-16.272308;-56.649053;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Poconé;5106505;subterraneo;PT 10;-16.265222;-56.650214;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Poconé;5106505;subterraneo;PT 12;-16.273297;-56.645208;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Poconé;5106505;subterraneo;PT 17;-16.283428;-56.628489;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 40;-15.749719;-56.181047;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 114;-15.726820;-56.151769;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 01;-15.657581;-56.102192;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 03;-15.661706;-56.097883;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 06Ponto 1;-15.641367;-56.103327;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 54;-15.652819;-56.100827;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 12;-15.663311;-56.091669;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 14;-15.585580;-56.090217;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 15;-15.664919;-56.097036;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 91;-15.665383;-56.092122;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 106;-15.663900;-56.098864;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 108;-15.670408;-56.093778;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 16;-15.063407;-56.102342;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 17;-15.668808;-56.114514;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 18;-15.670058;-56.117303;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 63;-15.663847;-56.119739;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 23;-15.647892;-56.091478;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 53;-15.672733;-56.156689;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 66;-15.679789;-56.157833;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 67;-15.714350;-56.139847;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 86;-15.698569;-56.124442;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 105;-15.681561;-56.134883;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Santo Antônio de Leverger;5107800;subterraneo;P1 CHB MAREC.ROND.1;-15.839960;-56.079270;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
