codigo_inep;nome;municipio;codigo_ibge;dependencia;localizacao;situacao;latitude;longitude;fonte;observacao
;Maple Bear Cuiabá Florais;Cuiabá;5103403;private;;em_atividade;-15.537007;-56.103368;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EE His. Rubens de Mendonça;;;;;em_atividade;-15.647021;-56.045188;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.668947;-56.040850;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Senai Distrito Industrial;Cuiabá;5103403;;;em_atividade;-15.654527;-55.991794;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.536964;-56.032930;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.559729;-56.030567;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB 12 de Outubro;;;;;em_atividade;-15.585616;-56.034554;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Dejani Ribeiro Campos;;;;;em_atividade;-15.541376;-56.065644;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Senhorinha Ana Alves de Oliveira;Cuiabá;5103403;;;em_atividade;-15.537005;-56.076352;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Cívico-Militar Cuiabana Prof.ª Maria Dimpina Lobo Duarte;;;;;em_atividade;-15.628317;-56.054309;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;CEIC Professora Monserat Ismênia de Moraes Borges;;;;;em_atividade;-15.597711;-56.074657;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.550330;-56.050664;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Benedito de Carvalho;;;;;em_atividade;-15.554981;-56.044141;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;CMEI Auro Ida;;;;;em_atividade;-15.641367;-56.007005;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual da Polícia Militar - Tiradentes;Cuiabá;5103403;;;em_atividade;-15.580738;-56.050607;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Padre Ernesto Camilo Barreto;;;;;em_atividade;-15.617544;-56.084521;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Emeb Eunice Cesar de Mello;;;;;em_atividade;-15.669430;-56.117288;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Deputado Emanuel Pinheiro;;;;;em_atividade;-15.632717;-56.109228;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Maria Elazir Correa de Figueredo;;;;;em_atividade;-15.614418;-56.003137;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Master Gênesis Alvorada;Cuiabá;5103403;;;em_atividade;-15.578458;-56.077363;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Nossa Senhora de Aparecida;;;;;em_atividade;-15.566329;-56.116496;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.605777;-56.096820;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola de Saúde Pública do Estado de Mato Grosso;;;;;em_atividade;-15.633221;-56.058532;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.652828;-56.027232;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Prof Paciana Torres de Santana;Cuiabá;5103403;;;em_atividade;-15.646405;-56.032776;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EE Leônida de Matos;;;public/government;;em_atividade;-15.863685;-56.075637;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEBC Professora Hilda Caetano de Oliveira Leite;Cuiabá;5103403;;;em_atividade;-15.547744;-56.158212;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Madre Marta Cerutti;Cuiabá;5103403;;;em_atividade;-15.579918;-56.063059;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.543578;-56.075579;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Antônia Tita Maciel de Campos;;;;;em_atividade;-15.546983;-56.079401;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Orzina de Amorim Soares;;;;;em_atividade;-15.538439;-56.068036;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.538788;-56.067571;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.593220;-56.092266;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Moacyr Gratidiano Dorileo;;;;;em_atividade;-15.630822;-56.044039;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Municipal de Ensino Básico Rural Nossa Senhora da Penha de França;Cuiabá;5103403;;;em_atividade;-15.460215;-55.977408;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Profª Irenice Godoy de Campos e Silva;;;;;em_atividade;-15.621479;-56.170882;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.619592;-56.170575;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Victorino Monteiro da Silva;;;;;em_atividade;-15.561886;-56.035584;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.635466;-56.173670;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Municipal de Educação Básica do Campo Professora Udeney Gonçalves de Amorim;Cuiabá;5103403;;;em_atividade;-15.281847;-56.130203;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Filogonio Correa;;;;;em_atividade;-15.280347;-56.124003;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;CMEI Voluntários da Pátria;;;;;em_atividade;-15.621678;-55.953554;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Colégio Estadual Integrado 3;;;;;em_atividade;-15.632513;-55.945665;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.634264;-55.947160;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.551779;-56.025413;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.559906;-56.029925;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.684209;-56.035193;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;CMEI Edgar Santana de Amorim;;;government;;em_atividade;-15.639154;-55.997112;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.625991;-56.015327;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;E.E Mariana Luiza Moreira;;;;;em_atividade;-15.632157;-56.008123;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.660781;-56.048552;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Colégio Imaculado Coração;;;;;em_atividade;-15.614667;-56.057667;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB 8 de Abril;;;;;em_atividade;-15.582376;-56.053893;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Municipal Armando de Oliveira;;;;;em_atividade;-14.999857;-56.376991;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;CMEI Floriano Bocheneki;;;;;em_atividade;-15.665327;-56.059194;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-14.818355;-56.424084;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-14.828186;-56.428548;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-14.840608;-56.438152;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Tereza Benguela;;;;;em_atividade;-15.640984;-56.043835;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EE Professora Alice Fontes Pinheiro;;;;;em_atividade;-15.639845;-56.046839;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Eugênia Pereira de Mello;;;;;em_atividade;-15.635251;-56.049423;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Ceic Centro Educacional Infantil Silva Freire;;;;;em_atividade;-15.635302;-56.048097;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;E. E. Hermelinda de Figueiredo;;;government;;em_atividade;-15.634588;-56.058346;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EE Padre Firmo Pinto Duarte Filho;;;government;;em_atividade;-15.647289;-55.993224;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Vereador Paulo de Campos Borgese;;;government;;em_atividade;-15.646975;-55.992387;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;CMEI Aliane Fátima;;;government;;em_atividade;-15.647992;-55.996972;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Francisco Pedroso da Silva;;;government;;em_atividade;-15.641118;-56.013276;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Colégio Adventista do Porto;;;religious;;em_atividade;-15.608319;-56.109558;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Colégio Pedro Brandão;;;;;em_atividade;-15.593075;-56.072526;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Aristotelino Alves Praieiro;;;;;em_atividade;-15.545034;-56.032617;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Evangélica Missionário Gunnar Vingren;Cuiabá;5103403;;;em_atividade;-15.573157;-56.070946;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Emeb Profª Elza Luiza Esteves;;;;;em_atividade;-15.582882;-56.074955;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Emeb Quintino Pereira de Freitas;;;;;em_atividade;-15.582344;-56.073337;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Deputado Ulisses Silveira Guimarães;;;;;em_atividade;-15.557966;-56.036254;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Vereador Zeno de Oliveira;;;;;em_atividade;-15.750091;-56.120386;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Municipal Lúcia Leite Rodrigues;;;;;em_atividade;-15.741845;-56.161185;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Dom José do Despraiado;Cuiabá;5103403;;;em_atividade;-15.569488;-56.085341;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM kindergarten;;;;;em_atividade;-15.563907;-56.108262;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Maria Tomich Monteiro Da Silva;;;;;em_atividade;-15.561451;-56.113092;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Dr. João Ponce de Arruda;Várzea Grande;5108402;;;em_atividade;-15.566514;-56.142898;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EE Célia Rodrigues;;;;;em_atividade;-15.652117;-56.138005;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Raimundo Pinheiro;;;;;em_atividade;-15.625897;-56.082609;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Antiga E. E. Cel. Antonio Paes de Barros;Barão de Melgaço;5101605;government;;em_atividade;-16.194168;-55.967154;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Ciro Siqueira Gonçalves;Barão de Melgaço;5101605;government;;em_atividade;-16.193235;-55.948281;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.624904;-56.008474;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;CMEI Engenheiro Oscar Amélito;;;;;em_atividade;-15.672188;-56.037526;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.666765;-56.042622;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.570428;-56.084210;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Ernandy Maurício Baracat de Arruda;;;;;em_atividade;-15.664543;-56.159081;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Maria Lucila da Silva Barros;Cuiabá;5103403;;;em_atividade;-15.559343;-56.090669;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;CMEI Antonio Batista Cruz;;;;;em_atividade;-15.636909;-55.987501;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;FACC - Faculdade Católica;;;;;em_atividade;-15.647432;-56.099374;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Centro catequético e Creche Santa Terezinha do Menino Jesus;Várzea Grande;5108402;;;em_atividade;-15.643435;-56.108885;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EE José Leite de Moraes;Várzea Grande;5108402;;;em_atividade;-15.644243;-56.105092;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.645010;-56.105947;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.675129;-56.037046;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Superar;;;;;em_atividade;-15.644482;-55.974237;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB José Ferreira da Silva;Santo Antônio do Leverger;;;;em_atividade;-15.755964;-56.082172;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Aristides Pompeo de Campos;;;;;em_atividade;-15.649667;-56.187026;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.664759;-56.159596;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.697275;-56.124731;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.648495;-56.134295;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.726838;-56.151148;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Profª Guilhermina De Figueiredo;;;;;em_atividade;-15.588570;-56.060327;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;CMEI Professor Aecim Tocantins;;;;;em_atividade;-15.665276;-56.058647;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.547705;-56.054608;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual João Monteiro Sobrinho;;;;;em_atividade;-14.775432;-57.281678;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Ruth Martins Santana;;;;;em_atividade;-15.669855;-56.137351;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Profª Rita Auxiliadora Campos Cunha;;;;;em_atividade;-15.625127;-56.167174;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Colégio Coração de Jesus;;;;;em_atividade;-15.600474;-56.103486;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Letra Viva;;;;;em_atividade;-15.606960;-56.114501;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.631569;-56.166473;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.585147;-56.061883;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.587782;-56.054379;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Marilce Benedita de Arruda;;;;;em_atividade;-15.643892;-56.126394;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Ana Francisca de Barros;;;;;em_atividade;-15.638890;-56.129331;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Manoel João de Arruda;;;;;em_atividade;-15.638122;-56.139760;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.635782;-56.144732;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Ednilson Francisco Kolling;;;;;em_atividade;-15.603432;-56.177360;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.640921;-56.086744;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.613741;-55.994841;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EE Hermes Rodrigues de Alcântara;;;public;;em_atividade;-15.867334;-56.071782;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Dunga Rodrigues;;;;;em_atividade;-15.659415;-56.091636;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EE Faustino Dias de Amorim;Santo Antônio de Leverger;5107800;;;em_atividade;-15.813773;-56.100694;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EE Manoel Gomes;;;;;em_atividade;-15.631063;-56.114390;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Unicus;;;;;em_atividade;-15.601479;-56.056983;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.625126;-56.147111;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.626328;-56.155879;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Notre Dame de Lourdes;;;;;em_atividade;-15.610222;-56.124657;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Silvino Leite de Arruda;;;;;em_atividade;-15.581477;-56.037028;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Colégio Adventista Várzea Grande;;;;;em_atividade;-15.645159;-56.130475;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual João Crisóstomo;Cuiabá;5103403;;;em_atividade;-15.564292;-56.011983;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Prof Antônio Salustino Areias;;;;;em_atividade;-15.697274;-56.129178;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.702209;-56.131586;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.658750;-56.098069;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Dunga Rodrigues;;;;;em_atividade;-15.661123;-56.091058;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.670385;-56.089194;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EE Prof. Demétrio de Souza;;;;;em_atividade;-15.669491;-56.085800;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Tenente Waldemiro Delgado Bertulio;;;;;em_atividade;-15.670049;-56.095329;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Mamed Untar;;;;;em_atividade;-15.627375;-56.157473;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Sesc Escola Cuiabá;;;private;;em_atividade;-15.576058;-56.060044;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;CMEI Sérgio Luiz Ferreirada Silva;Cuiabá;5103403;government;;em_atividade;-15.540596;-56.041573;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Sesc Escola;Cuiabá;5103403;;;em_atividade;-15.613356;-56.096652;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Red House International School Cuiabá;;;;;em_atividade;-15.583154;-56.123663;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.563740;-56.059949;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-16.048583;-56.723976;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Municipal Nossa Senhora Aparecida;;;;;em_atividade;-16.048583;-56.724500;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Municipal Antônio Joaquim de Arruda;várzea grande;;;;em_atividade;-15.652214;-56.095104;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEBC Novo Renascer;Cuiabá;5103403;;;em_atividade;-15.576846;-55.777222;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Jescelino José Reiners;;;;;em_atividade;-15.579403;-56.031974;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Municipal Rene Barbour;;;;;em_atividade;-14.774318;-57.285241;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual JK;;;;;em_atividade;-16.269170;-56.643661;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Maria Helena de Araujo Bastos;;;;;em_atividade;-16.264011;-56.641192;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Municipal General Caetano de Albuquerque;;;;;em_atividade;-16.266701;-56.627045;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Antônio João Ribeiro;;;;;em_atividade;-16.267566;-56.628086;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Frei Carlos Vallete;;;;;em_atividade;-16.253265;-56.631647;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-16.264341;-56.617373;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Marechal Rondon;;;;;em_atividade;-16.256519;-56.623555;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-16.078436;-56.569551;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Professora Eucaris Nunes da Cunha e Moraes;;;;;em_atividade;-16.259754;-56.626959;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Colégio Meritos Educacional Madre Luiza Bertrand;;;;;em_atividade;-16.261617;-56.624917;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-16.247076;-56.629107;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Bacharel Ribeiro de Arruda;;;;;em_atividade;-16.270637;-56.624821;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.663932;-56.088698;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Ceaada Prof Arlete P Migueletti;;;;;em_atividade;-15.602383;-56.093458;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Maria da Glória de Souza;;;;;em_atividade;-15.591625;-56.081012;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Raimundo Pinheiro;;;;;em_atividade;-15.623532;-56.063373;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Antônio Lino de Campos;;;;;em_atividade;-15.657854;-56.072264;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Benedita Bernardina Curvo;Várzea Grande;5108402;;;em_atividade;-15.613368;-56.171772;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;SENAI;;;;;em_atividade;-15.066568;-57.185135;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Unic Anhanguera Educacional;;;;;em_atividade;-14.779147;-57.283996;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Adventista do Jardim Glória;;;;;em_atividade;-15.641392;-56.159278;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM kindergarten;;;;;em_atividade;-15.658479;-56.185875;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM kindergarten;;;;;em_atividade;-15.654164;-56.178680;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.640444;-56.151760;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.617201;-55.990262;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Fato Educacional;;;;;em_atividade;-15.629101;-56.056145;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Estadual Integral Prof. Rafael Rueda;;;;;em_atividade;-15.628805;-55.952260;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Colégio Estadual Integrado 4;;;;;em_atividade;-15.633670;-55.945845;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Antigo Grupo  Escolar Senador Azeredo;;;;;em_atividade;-15.609488;-56.105345;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.612797;-55.993321;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB São Benedito;;;;;em_atividade;-15.633511;-55.985169;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Creche Nossa Senhora do Carmo 4,9 (40);;;;;em_atividade;-15.598033;-56.108917;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Centro Educacional Ayrton Senna;Várzea Grande;5108402;;;em_atividade;-15.653012;-56.139247;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Gente Miúda;Cuiabá;5103403;;;em_atividade;-15.609488;-56.052070;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.672032;-56.039071;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Escola Municipal Professor Jacondino Bezerra;Chapada dos Guimarães;5103007;;;em_atividade;-15.085841;-55.657813;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.619060;-55.992825;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;Creche Lar Menino Jesus;Santo Antônio de Leverger;5107800;public/government;;em_atividade;-15.814534;-56.099815;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EE Oswaldita Eliza Teixeira Couto;;;public/government;;em_atividade;-15.866584;-56.079479;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Pombinha Branca;;;public/government;;em_atividade;-15.861108;-56.081744;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;CMEI Vereador Júlio Cesar Pinheiro;Cuiabá;5103403;;;em_atividade;-15.606820;-55.984300;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;EMEB Profª Francisca Figueiredo Arruda Martins;Cuiabá;5103403;;;em_atividade;-15.588983;-56.047575;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-14.726682;-57.048886;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-14.722237;-57.053589;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
;OSM school;;;;;em_atividade;-15.678904;-56.187593;OSM;Fallback espacial — preferir microdados INEP quando o download estiver disponível
