id_snisb;nome;municipio;n_ok;n_atencao;n_nao;n_lacuna;n_lacunas_criticas;pae_01;pae_04_zas
34590;Barramento a montante 2;Vera;0;0;2;6;8;lacuna;lacuna
34581;Barramento montante - Fazenda Recanto;Tabaporã;0;0;2;6;8;lacuna;lacuna
35914;Barramento montante - Galerinha;Vila Bela da Santíssima Trindade;0;0;2;6;8;lacuna;lacuna
34623;Barramento montante – Fazenda São Sebastião;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
31541;Barramento principal (1A);Carlinda;0;0;2;6;8;lacuna;lacuna
35228;Barramento principal - Fazenda Rio da Mata;Carlinda;0;0;2;6;8;lacuna;lacuna
34978;Barramento principal - Fazenda Sinop I;Porto dos Gaúchos;0;0;2;6;8;lacuna;lacuna
34622;Barramento – Fazenda São Sebastião;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
33076;Barramento – Munícipio de Bom Jesus do Araguaia;Bom Jesus do Araguaia;0;0;2;6;8;lacuna;lacuna
34589;Barrametno a montante 2;Vera;0;0;2;6;8;lacuna;lacuna
26670;Buriti;Denise;0;0;2;6;8;lacuna;lacuna
304;CARLOS ALBERTO CAPELETTI - FAZENDA TOLEDO;Tapurah;0;0;2;6;8;lacuna;lacuna
34184;CGH Agromar - BARRAMENTO 1;Diamantino;0;0;2;6;8;lacuna;lacuna
24104;CGH Alto Garças - ALTO GARÇAS;Alto Araguaia;0;0;2;6;8;lacuna;lacuna
34136;CGH Aprovale - Associação Dos Produtores Do Vale Do Cedro - cedro;Lucas do Rio Verde;0;0;2;6;8;lacuna;lacuna
24105;CGH Araguaia - ARAGUAIA;Alto Araguaia;0;0;2;6;8;lacuna;lacuna
24106;CGH Araguainha - ARAGUAINHA;Alto Araguaia;0;0;2;6;8;lacuna;lacuna
4739;CGH Aripuanã - Dique da UHE Dardanelos;Aripuanã;0;0;2;6;8;lacuna;lacuna
20472;CGH Buritizal - NÃO POSSUI BARRAMENTO, DERIVAÇÃO LATERAL DIRETA;São José do Rio Claro;0;0;2;6;8;lacuna;lacuna
23960;CGH Cambará - Cambará;Jaciara;0;0;2;6;8;lacuna;lacuna
23957;CGH Caramujo - Barramento Caramujo;Salto do Céu;0;0;2;6;8;lacuna;lacuna
34185;CGH Cocal (75 Kw) - MCH COCAL;Canarana;0;0;2;6;8;lacuna;lacuna
35025;CGH DUAS PONTES - Barramento Duas Pontes;Nova Maringá;0;0;2;6;8;lacuna;lacuna
23987;CGH Desiderio - Barragem 1;Campinápolis;0;0;2;6;8;lacuna;lacuna
23988;CGH Dona Assunta - Barragem 01;Campinápolis;0;0;2;6;8;lacuna;lacuna
23961;CGH Embaúba - Embaúba;Jaciara;0;0;2;6;8;lacuna;lacuna
20736;CGH Faxinal I - CAPTAÇÃO LATERAL SIMPLES;Aripuanã;0;0;3;5;8;nao;lacuna
34157;CGH Faxinal I - CAPTAÇÃO LATERAL SIMPLES (CGH FAXINAL I);Aripuanã;0;0;2;6;8;lacuna;lacuna
34039;CGH Fazenda Dois Irmãos - Córrego Seixas - Fazenda Dois Irmãos;Conquista D'Oeste;0;0;2;6;8;lacuna;lacuna
34225;CGH Fazenda Galera 1 - Galera 1A;Nova Lacerda;0;0;2;6;8;lacuna;lacuna
34130;CGH Fazenda Sao Jose I - Sorriso - BARRAGEM - FAZ. SÃO JOSÉ;Sorriso;0;0;2;6;8;lacuna;lacuna
34226;CGH Galera Centrais Eletricas 1a - 1;Conquista D'Oeste;0;0;2;6;8;lacuna;lacuna
34834;CGH Guimarães 02 - Guimarães 2;Cuiabá;0;0;2;6;8;lacuna;lacuna
34135;CGH ITAUBÁ - USINA;Itaúba;0;0;2;6;8;lacuna;lacuna
24306;CGH Itaquerê I - Barragem 1;Novo São Joaquim;0;0;2;6;8;lacuna;lacuna
24307;CGH Itaquerê II - Barragem 1;Novo São Joaquim;0;0;2;6;8;lacuna;lacuna
34138;CGH Jatobazinho - Jatobazinho;Paranatinga;0;0;2;6;8;lacuna;lacuna
24107;CGH MAX-01 (Nova Lacerda)  - NOVA LACERDA;Nova Lacerda;0;0;2;6;8;lacuna;lacuna
23992;CGH Margarida 2 Duplicidade  - MARGARIDA;Comodoro;0;0;2;6;8;lacuna;lacuna
23998;CGH Masutti - MASUTTI;Campos de Júlio;0;0;2;6;8;lacuna;lacuna
24302;CGH Matula - CGH Matula;Novo São Joaquim;0;0;2;6;8;lacuna;lacuna
34038;CGH Matula I - CGH MATULA I;Novo São Joaquim;0;0;2;6;8;lacuna;lacuna
24089;CGH Mestre - Mestre;Jaciara;0;0;2;6;8;lacuna;lacuna
34836;CGH Michelin - Michelin;Itiquira;0;0;2;6;8;lacuna;lacuna
34123;CGH Miranda Estância - CGH Rio Piolho;Comodoro;0;0;2;6;8;lacuna;lacuna
23989;CGH Noidore - Barragem 01;Campinápolis;0;0;2;6;8;lacuna;lacuna
34040;CGH Oeiras - principal;Chapada dos Guimarães;0;0;2;6;8;lacuna;lacuna
34137;CGH PICCINI V - CGH Piccini V;Tabaporã;0;0;2;6;8;lacuna;lacuna
34820;CGH PICCINI V - CGH Piccini V;Tabaporã;0;0;2;6;8;lacuna;lacuna
34041;CGH Portal do Vale - principal;Chapada dos Guimarães;0;0;2;6;8;lacuna;lacuna
34034;CGH Rancho Fundo - CGH RANCHO FUNDO;Porto dos Gaúchos;0;0;2;6;8;lacuna;lacuna
23999;CGH Rio Margarida 2 - MARGARIDA;Comodoro;0;0;2;6;8;lacuna;lacuna
24061;CGH Rio Vermelho - Usina Rio Vermelho;Itaúba;0;0;2;6;8;lacuna;lacuna
24181;CGH Ronuro - 1;Boa Esperança do Norte;0;0;2;6;8;lacuna;lacuna
23993;CGH SM-01 - CGH SM-01;Itiquira;0;0;2;6;8;lacuna;lacuna
23994;CGH SM-06 - CGH SM-06;Itiquira;0;0;2;6;8;lacuna;lacuna
5115;CGH Salto Belo - Barragem 01;Novo São Joaquim;0;0;2;6;8;lacuna;lacuna
24088;CGH Santa Cecília - Santa Cecília;Jaciara;0;0;2;6;8;lacuna;lacuna
34134;CGH Santiago Fazenda Agrochapada - SANTIAGO;Paranatinga;0;0;2;6;8;lacuna;lacuna
23991;CGH Sapezal - CGH Sapezal;Sapezal;0;0;2;6;8;lacuna;lacuna
34043;CGH Saxão - principal;Nova Lacerda;0;0;2;6;8;lacuna;lacuna
23962;CGH Sucupira - Sucupira;Jaciara;0;0;2;6;8;lacuna;lacuna
24022;CGH Tucunaré - CGH Tucunaré;Sapezal;0;0;2;6;8;lacuna;lacuna
34042;CGH Vale do Roncador - principal;Chapada dos Guimarães;0;0;2;6;8;lacuna;lacuna
34159;CGH Água Clara - Agua Clara;Jaciara;0;0;2;6;8;lacuna;lacuna
336;CHACARA NOSSA SENHORA DE FATIMA;Juína;0;0;2;6;8;lacuna;lacuna
6026;COOP. SERINGUEIROS DE OURO BRANCO;Itiquira;0;0;2;6;8;lacuna;lacuna
31533;Campinas;Novo São Joaquim;0;0;2;6;8;lacuna;lacuna
19977;Campo Experimental Empaer;Nossa Senhora do Livramento;0;0;2;6;8;lacuna;lacuna
36626;Casa do Lago;Tangará da Serra;0;0;2;6;8;lacuna;lacuna
20141;Chapéu do Sol;Várzea Grande;0;0;2;6;8;lacuna;lacuna
36651;Chácara Esteio - Barramento I;Alta Floresta;0;0;2;6;8;lacuna;lacuna
36669;Chácara Esteio ? Barramento 02;Alta Floresta;0;0;2;6;8;lacuna;lacuna
7959;Chácara Patrícia;Juína;0;0;2;6;8;lacuna;lacuna
19992;Chácara Santa Cristina;Sorriso;0;0;2;6;8;lacuna;lacuna
32379;Condomínio Adama Duvalle – Barragem 1;Água Boa;0;0;2;6;8;lacuna;lacuna
26632;Córrego Tonto;Tabaporã;0;0;2;6;8;lacuna;lacuna
32989;Dall Asta 2;Canarana;0;0;2;6;8;lacuna;lacuna
31117;Depósito Mocelin;Tabaporã;0;0;2;6;8;lacuna;lacuna
8007;Destilaria de Álcool Libra LTDA;São José do Rio Claro;0;0;2;6;8;lacuna;lacuna
5339;ESTÂNCIA RANCHO DOURADO;Várzea Grande;0;0;2;6;8;lacuna;lacuna
5321;ETA QUEIMA-PÉ;Tangará da Serra;0;0;2;6;8;lacuna;lacuna
33406;Estrela de Fogo;Sorriso;0;0;2;6;8;lacuna;lacuna
27940;Estância 2R - Retiro Vista Alegre;Rosário Oeste;0;0;2;6;8;lacuna;lacuna
7984;Estância Céu Azul;Tangará da Serra;0;0;2;6;8;lacuna;lacuna
20998;Estância Maristela - Barragem 01;Porto Esperidião;0;0;2;6;8;lacuna;lacuna
20999;Estância Maristela - Barragem 02;Porto Esperidião;0;0;2;6;8;lacuna;lacuna
21000;Estância Maristela - Barragem 03;Porto Esperidião;0;0;2;6;8;lacuna;lacuna
35795;Estância Nogueira Agropecuária - Barramento;Rondonópolis;0;0;2;6;8;lacuna;lacuna
8008;Estância Recreio;Nossa Senhora do Livramento;0;0;2;6;8;lacuna;lacuna
21007;Estância Santa Mônica;Cáceres;0;0;2;6;8;lacuna;lacuna
8042;FAZ. CEOLATTO;Sorriso;0;0;2;6;8;lacuna;lacuna
31827;FAZENDA CAMPO FLORIDO;Canarana;0;0;2;6;8;lacuna;lacuna
295;FAZENDA CAROL I, II e III - Barragem II;Sorriso;0;0;2;6;8;lacuna;lacuna
20032;FAZENDA CASCATA;Sorriso;0;0;2;6;8;lacuna;lacuna
30852;FAZENDA CELESTE III;Vera;0;0;2;6;8;lacuna;lacuna
8028;FAZENDA DONA IRILDE;Lucas do Rio Verde;0;0;2;6;8;lacuna;lacuna
19996;FAZENDA GUAPORÉ;Canarana;0;0;2;6;8;lacuna;lacuna
20035;FAZENDA JABORANDI;Sorriso;0;0;2;6;8;lacuna;lacuna
35608;FAZENDA JAÇANÃ - RESERVATÓRIO PULMÃO;Vera;0;0;2;6;8;lacuna;lacuna
19991;FAZENDA LUAR;Cuiabá;0;0;2;6;8;lacuna;lacuna
294;FAZENDA LUIZ EDUARDO I e II;Sorriso;0;0;2;6;8;lacuna;lacuna
305;FAZENDA MEU PEDAÇO;Sorriso;0;0;2;6;8;lacuna;lacuna
26535;FAZENDA NOSSA SENHORA APARECIDA;Nova Ubiratã;0;0;2;6;8;lacuna;lacuna
8034;FAZENDA OGLIARI;Lucas do Rio Verde;0;0;2;6;8;lacuna;lacuna
5371;FAZENDA OURO BRANCO;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
5364;FAZENDA OURO FINO;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
5362;FAZENDA OURO FINO - Barragem 02;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
5361;FAZENDA OURO FINO- Barragem 01;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
306;FAZENDA POTRICH;Sorriso;0;0;2;6;8;lacuna;lacuna
20036;FAZENDA RINCÃO FLORIDO;Ipiranga do Norte;0;0;2;6;8;lacuna;lacuna
20034;FAZENDA RIO VERDE;Sorriso;0;0;2;6;8;lacuna;lacuna
31590;FLG Agro e Investimento LTDA;Itiquira;0;0;2;6;8;lacuna;lacuna
26539;FRIGOPESCA PSICULTURA E FRIGORÍFICO LTDA-EPP;Poconé;0;0;2;6;8;lacuna;lacuna
26672;Faz São Paulo;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
8174;Faz. Agrocentro Barra Brasil;Barra do Garças;0;0;2;6;8;lacuna;lacuna
20317;Faz. Agrovera;Porto dos Gaúchos;0;0;2;6;8;lacuna;lacuna
20113;Faz. Amanhecer II;Gaúcha do Norte;0;0;2;6;8;lacuna;lacuna
20088;Faz. Boca da Mata;Nova Ubiratã;0;0;2;6;8;lacuna;lacuna
8022;Faz. Bogorni;Ipiranga do Norte;0;0;2;6;8;lacuna;lacuna
7994;Faz. Cabeça Branca - Barragem 01;Nossa Senhora do Livramento;0;0;2;6;8;lacuna;lacuna
7993;Faz. Cabeça Branca - Barragem 02;Nossa Senhora do Livramento;0;0;2;6;8;lacuna;lacuna
7991;Faz. Cabeça Branca - Barragem 04;Nossa Senhora do Livramento;0;0;2;6;8;lacuna;lacuna
7990;Faz. Cabeça Branca - Barragem 05;Nossa Senhora do Livramento;0;0;2;6;8;lacuna;lacuna
7989;Faz. Cabeça Branca - Barragem 06;Nossa Senhora do Livramento;0;0;2;6;8;lacuna;lacuna
20177;Faz. Carvalho;Nobres;0;0;2;6;8;lacuna;lacuna
20214;Faz. Chapadão Verde;Sorriso;0;0;2;6;8;lacuna;lacuna
8009;Faz. Dona Leila - Reservatório 12;Rosário Oeste;0;0;2;6;8;lacuna;lacuna
8010;Faz. Dona Leila - Reservatório 13;Rosário Oeste;0;0;2;6;8;lacuna;lacuna
8013;Faz. Dona Leila - Reservatório 27;Rosário Oeste;0;0;2;6;8;lacuna;lacuna
8012;Faz. Dona Leila - Reservatório 28;Rosário Oeste;0;0;2;6;8;lacuna;lacuna
8011;Faz. Dona Leila - Reservatório 29;Rosário Oeste;0;0;2;6;8;lacuna;lacuna
341;Faz. Espera Feliz;Lucas do Rio Verde;0;0;2;6;8;lacuna;lacuna
8024;Faz. Guarantã - Lotes 21, 22 e 23;Tapurah;0;0;2;6;8;lacuna;lacuna
20739;Faz. Jacarandá;Araguaiana;0;0;2;6;8;lacuna;lacuna
8066;Faz. Jatobá;Feliz Natal;0;0;2;6;8;lacuna;lacuna
20078;Faz. Karnoski;Nova Mutum;0;0;2;6;8;lacuna;lacuna
20140;Faz. Lavínia;Novo São Joaquim;0;0;2;6;8;lacuna;lacuna
20085;Faz. Lote 69-A;Feliz Natal;0;0;2;6;8;lacuna;lacuna
8023;Faz. Mafra - Barragem 01;Nova Mutum;0;0;2;6;8;lacuna;lacuna
8027;Faz. Mafra - Barragem 02;Nova Mutum;0;0;2;6;8;lacuna;lacuna
8019;Faz. Mafra - Barragem 03;Nova Mutum;0;0;2;6;8;lacuna;lacuna
20213;Faz. Mata Velha;Tapurah;0;0;2;6;8;lacuna;lacuna
19850;Faz. Netolândia;Tangará da Serra;0;0;2;6;8;lacuna;lacuna
20119;Faz. Olho d'Água;Nova Canaã do Norte;0;0;2;6;8;lacuna;lacuna
7987;Faz. Ouro Fino - Barragem 05;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
7985;Faz. Ouro Fino - Barragem 06;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
7986;Faz. Ouro Fino - Barragem 07;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
20129;Faz. Paraná;Brasnorte;0;0;2;6;8;lacuna;lacuna
8039;Faz. Paraíso;Sorriso;0;0;2;6;8;lacuna;lacuna
8038;Faz. Pinheiros;Sorriso;0;0;2;6;8;lacuna;lacuna
7988;Faz. Ponte de Pedra;Nova Maringá;0;0;2;6;8;lacuna;lacuna
8015;Faz. Porta do Céu;Nova Mutum;0;0;2;6;8;lacuna;lacuna
8197;Faz. Produtiva;São Félix do Araguaia;0;0;2;6;8;lacuna;lacuna
8018;Faz. Propecus - Lagoa 02;Nova Mutum;0;0;2;6;8;lacuna;lacuna
8020;Faz. Propecus - Lagoa 04;Nova Mutum;0;0;2;6;8;lacuna;lacuna
19952;Faz. Reunidas 15;Paranatinga;0;0;2;6;8;lacuna;lacuna
20116;Faz. Santa Terezinha;Querência;0;0;2;6;8;lacuna;lacuna
8092;Faz. Sopave;Nova Ubiratã;0;0;2;6;8;lacuna;lacuna
20114;Faz. Telles Pires;Nova Canaã do Norte;0;0;2;6;8;lacuna;lacuna
19946;Faz. Toledo;Tapurah;0;0;2;6;8;lacuna;lacuna
7982;Faz. Triângulo - Reservatório 01;Nova Olímpia;0;0;2;6;8;lacuna;lacuna
7981;Faz. Triângulo - Reservatório 02;Nova Olímpia;0;0;2;6;8;lacuna;lacuna
7979;Faz. Triângulo - Reservatório 03;Nova Olímpia;0;0;2;6;8;lacuna;lacuna
7980;Faz. Triângulo - Reservatório 04 / 05 / 13;Nova Olímpia;0;0;2;6;8;lacuna;lacuna
7978;Faz. Triângulo - Reservatório 06 / 10 / 11;Nova Olímpia;0;0;2;6;8;lacuna;lacuna
7983;Faz. Triângulo - Reservatório 12;Nova Olímpia;0;0;2;6;8;lacuna;lacuna
20077;Faz. Três Pinheiros;Santa Rita do Trivelato;0;0;2;6;8;lacuna;lacuna
20754;Fazenda 3 irmãos;Cuiabá;0;0;2;6;8;lacuna;lacuna
6475;Fazenda AFB Brasil;Barra do Garças;0;0;2;6;8;lacuna;lacuna
19966;Fazenda AFB Brasil;Barra do Garças;0;0;2;6;8;lacuna;lacuna
19967;Fazenda AFB Brasil;Barra do Garças;0;0;2;6;8;lacuna;lacuna
19987;Fazenda Admar Galle & Filhos;Água Boa;0;0;2;6;8;lacuna;lacuna
31748;Fazenda Agrocondor II;Alta Floresta;0;0;2;6;8;lacuna;lacuna
36407;Fazenda Alegria - Reservatório Pulmão  I;Sorriso;0;0;2;6;8;lacuna;lacuna
35487;Fazenda Aline ? Reservatório Pulmão;Querência;0;0;2;6;8;lacuna;lacuna
8164;Fazenda Alto Areões - Barragem 01;Água Boa;0;0;2;6;8;lacuna;lacuna
8165;Fazenda Alto Areões-Barragem 02;Água Boa;0;0;2;6;8;lacuna;lacuna
20764;Fazenda Alvorada;Nova Ubiratã;0;0;2;6;8;lacuna;lacuna
32150;Fazenda Alvorada III;Sinop;0;0;2;6;8;lacuna;lacuna
20061;Fazenda Apiacás;Paranaíta;0;0;2;6;8;lacuna;lacuna
20137;Fazenda Arara Azul;Itaúba;0;0;2;6;8;lacuna;lacuna
8159;Fazenda Araribá;Canarana;0;0;2;6;8;lacuna;lacuna
37452;Fazenda Atlântica - Araras;Vera;0;0;2;6;8;lacuna;lacuna
34484;Fazenda Bacuri, Cachoeira e Castanheira;Juara;0;0;2;6;8;lacuna;lacuna
26655;Fazenda Bacurí;Arenápolis;0;0;2;6;8;lacuna;lacuna
7961;Fazenda Barra Grande II- Barragem I;Juruena;0;0;2;6;8;lacuna;lacuna
7962;Fazenda Barra Grande II- Barragem II;Juruena;0;0;2;6;8;lacuna;lacuna
7960;Fazenda Barra Grande II- Barragem III;Juruena;0;0;2;6;8;lacuna;lacuna
335;Fazenda Barreiro;Sorriso;0;0;2;6;8;lacuna;lacuna
6192;Fazenda Batovi;Tesouro;0;0;2;6;8;lacuna;lacuna
21011;Fazenda Bela Vista;Guarantã do Norte;0;0;2;6;8;lacuna;lacuna
8054;Fazenda Bela Vista II;Vera;0;0;2;6;8;lacuna;lacuna
21001;Fazenda Boa Vista;Planalto da Serra;0;0;2;6;8;lacuna;lacuna
27745;Fazenda Boitanga;Tangará da Serra;0;0;2;6;8;lacuna;lacuna
37351;Fazenda Bom Jesus;Campo Novo do Parecis;0;0;2;6;8;lacuna;lacuna
21010;Fazenda Bom Pastor;Cáceres;0;0;2;6;8;lacuna;lacuna
8033;Fazenda Botucatu lll;Lucas do Rio Verde;0;0;2;6;8;lacuna;lacuna
36571;Fazenda Brasil Central;Confresa;0;0;2;6;8;lacuna;lacuna
34993;Fazenda Brasil Central ? Barramento I;Confresa;0;0;2;6;8;lacuna;lacuna
35003;Fazenda Brasil Central ? Barramento II;Confresa;0;0;2;6;8;lacuna;lacuna
36499;Fazenda Buriti  - Barramento Montante 1;Nova Mutum;0;0;2;6;8;lacuna;lacuna
36498;Fazenda Buriti  - Barramento Principal;Nova Mutum;0;0;2;6;8;lacuna;lacuna
36500;Fazenda Buriti ? Barramento Montante 2;Nova Mutum;0;0;2;6;8;lacuna;lacuna
36581;Fazenda Cabanha da Vitória;Comodoro;0;0;2;6;8;lacuna;lacuna
388;Fazenda Cabeceira;Ipiranga do Norte;0;0;2;6;8;lacuna;lacuna
7992;Fazenda Cabeça Branca - Barragem 03;Nossa Senhora do Livramento;0;0;2;6;8;lacuna;lacuna
36556;Fazenda Cachoeira II;Sorriso;0;0;2;6;8;lacuna;lacuna
32064;Fazenda Cafundó - Barramento I;Ipiranga do Norte;0;0;2;6;8;lacuna;lacuna
30819;Fazenda Cambará;Paranatinga;0;0;2;6;8;lacuna;lacuna
30821;Fazenda Cambará;Paranatinga;0;0;2;6;8;lacuna;lacuna
35389;Fazenda Campo Forte I, II, III e IV;Ribeirão Cascalheira;0;0;2;6;8;lacuna;lacuna
34793;Fazenda Canarana – Barramento 01;Canarana;0;0;2;6;8;lacuna;lacuna
33041;Fazenda Canaã – Barragem 1;Santa Terezinha;0;0;2;6;8;lacuna;lacuna
8046;Fazenda Capixaba;Sorriso;0;0;2;6;8;lacuna;lacuna
8053;Fazenda Caravaggio;Sorriso;0;0;2;6;8;lacuna;lacuna
293;Fazenda Carol I, II e III - Barragem I;Sorriso;0;0;2;6;8;lacuna;lacuna
35892;Fazenda Casa Grande ? Lote 202;Querência;0;0;2;6;8;lacuna;lacuna
7963;Fazenda Catavento jusante;Brasnorte;0;0;2;6;8;lacuna;lacuna
7964;Fazenda Catavento montante;Brasnorte;0;0;2;6;8;lacuna;lacuna
20144;Fazenda Ceita Porã;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
36474;Fazenda Centro Oeste;Nova Maringá;0;0;2;6;8;lacuna;lacuna
19989;Fazenda Cocal;Canarana;0;0;2;6;8;lacuna;lacuna
35251;Fazenda Cocal (Barramento III) - Montante;Canarana;0;0;2;6;8;lacuna;lacuna
35633;Fazenda Cocal - Barramento 05;Canarana;0;0;2;6;8;lacuna;lacuna
35338;Fazenda Cocal ? Barramento 04;Canarana;0;0;2;6;8;lacuna;lacuna
36627;Fazenda Concorcia;Nova Ubiratã;0;0;2;6;8;lacuna;lacuna
36632;Fazenda Concordia - Reservatório 2;Nova Ubiratã;0;0;2;6;8;lacuna;lacuna
37519;Fazenda Confiança (Reservatório 1);Vera;0;0;2;6;8;lacuna;lacuna
37571;Fazenda Confiança (Reservatório 2);Vera;0;0;2;6;8;lacuna;lacuna
28141;Fazenda Confluência;Santa Rita do Trivelato;0;0;2;6;8;lacuna;lacuna
8095;Fazenda Conquista;Rondonópolis;0;0;2;6;8;lacuna;lacuna
27278;Fazenda Copacabana;Poxoréu;0;0;2;6;8;lacuna;lacuna
26442;Fazenda Cristalina;Campo Verde;0;0;2;6;8;lacuna;lacuna
34760;Fazenda Cristo Rei I – Barramento 04;Tapurah;0;0;2;6;8;lacuna;lacuna
34751;Fazenda Cristo Rei I –Barramento 01;Tapurah;0;0;2;6;8;lacuna;lacuna
35195;Fazenda Cruzeiro I - Barramento (principal);General Carneiro;0;0;2;6;8;lacuna;lacuna
35196;Fazenda Cruzeiro I - Barramento II - Montante I;General Carneiro;0;0;2;6;8;lacuna;lacuna
35147;Fazenda Curió - Barramento 3;Rosário Oeste;0;0;2;6;8;lacuna;lacuna
35150;Fazenda Curió - Barramento I;Rosário Oeste;0;0;2;6;8;lacuna;lacuna
37450;Fazenda Córrego Fundo;Água Boa;0;0;2;6;8;lacuna;lacuna
8040;Fazenda Córrego Grande;Sorriso;0;0;2;6;8;lacuna;lacuna
334;Fazenda Dal Molin V;Sorriso;0;0;2;6;8;lacuna;lacuna
32376;Fazenda Dall Asta – Barramento 1;Canarana;0;0;2;6;8;lacuna;lacuna
21903;Fazenda Del Mar;Sorriso;0;0;2;6;8;lacuna;lacuna
5490;Fazenda Dona Leila - RESERVATÓRIO 1;Rosário Oeste;0;0;2;6;8;lacuna;lacuna
36628;Fazenda Dona Rosália;Feliz Natal;0;0;2;6;8;lacuna;lacuna
20126;Fazenda Duas Nascentes;Ipiranga do Norte;0;0;2;6;8;lacuna;lacuna
26229;Fazenda Eduina Teresa;Sorriso;0;0;2;6;8;lacuna;lacuna
20033;Fazenda Eldorado;Nova Canaã do Norte;0;0;2;6;8;lacuna;lacuna
35156;Fazenda Eldorado ? Barramento 01;São José do Xingu;0;0;2;6;8;lacuna;lacuna
35507;Fazenda Encosta do Varjão I ? Gleba B ?  Barragem I;São José do Rio Claro;0;0;2;6;8;lacuna;lacuna
36523;Fazenda Espigão do Leste ? Barragem I;São Félix do Araguaia;0;0;2;6;8;lacuna;lacuna
36492;Fazenda Espigão do Leste ? Barramento I;São Félix do Araguaia;0;0;2;6;8;lacuna;lacuna
36524;Fazenda Espigão do Leste – Barragem II;São Félix do Araguaia;0;0;2;6;8;lacuna;lacuna
27373;Fazenda Estrela;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
22229;Fazenda Europa;Vila Rica;0;0;2;6;8;lacuna;lacuna
20071;Fazenda Faccio;Nova Mutum;0;0;2;6;8;lacuna;lacuna
36098;Fazenda Filipina;Santa Cruz do Xingu;0;0;2;6;8;lacuna;lacuna
36550;Fazenda Formosa;Cuiabá;0;0;2;6;8;lacuna;lacuna
27403;Fazenda Fortaleza;Arenápolis;0;0;2;6;8;lacuna;lacuna
32970;Fazenda Frente da Mata – Barragem I;União do Sul;0;0;2;6;8;lacuna;lacuna
36624;Fazenda Froes? Barramento 2;Denise;0;0;2;6;8;lacuna;lacuna
30798;Fazenda Furnas;Ribeirão Cascalheira;0;0;2;6;8;lacuna;lacuna
35490;Fazenda Futura ? Barramento VI;Nova Ubiratã;0;0;2;6;8;lacuna;lacuna
36537;Fazenda Gaúcha;Itiquira;0;0;2;6;8;lacuna;lacuna
36469;Fazenda Gleba Wilma;Novo São Joaquim;0;0;2;6;8;lacuna;lacuna
31747;Fazenda Gravataí;Itiquira;0;0;2;6;8;lacuna;lacuna
5372;Fazenda Guanabara;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
20125;Fazenda Guanabara;Nova Olímpia;0;0;2;6;8;lacuna;lacuna
8096;Fazenda Guarita;Rondonópolis;0;0;2;6;8;lacuna;lacuna
20037;Fazenda Guri e Guri I;Nova Mutum;0;0;2;6;8;lacuna;lacuna
21008;Fazenda Iriri;Guarantã do Norte;0;0;2;6;8;lacuna;lacuna
5320;Fazenda Itapiranga;Brasnorte;0;0;2;6;8;lacuna;lacuna
337;Fazenda Jaborandi;Sorriso;0;0;2;6;8;lacuna;lacuna
35231;Fazenda Jangada Agropastoril - Barragem a montante;Jangada;0;0;2;6;8;lacuna;lacuna
35229;Fazenda Jangada Agropastoril II - Barragem Principal;Jangada;0;0;2;6;8;lacuna;lacuna
27277;Fazenda Jauquara;Barra do Bugres;0;0;2;6;8;lacuna;lacuna
5679;Fazenda Juliandre II;Lucas do Rio Verde;0;0;2;6;8;lacuna;lacuna
33376;Fazenda Junges;Querência;0;0;2;6;8;lacuna;lacuna
26534;Fazenda KM;Cuiabá;0;0;2;6;8;lacuna;lacuna
31994;Fazenda L Cristina - Barragem 1;Canarana;0;0;2;6;8;lacuna;lacuna
20111;Fazenda Lapacho - Gleba B;Sapezal;0;0;2;6;8;lacuna;lacuna
36645;Fazenda Laualo (Morada Nova) - Barramento 2;São Félix do Araguaia;0;0;2;6;8;lacuna;lacuna
8049;Fazenda Marauense;Sorriso;0;0;2;6;8;lacuna;lacuna
34465;Fazenda Marta;Campos de Júlio;0;0;2;6;8;lacuna;lacuna
35175;Fazenda Massapé - Barramento (principal);Primavera do Leste;0;0;2;6;8;lacuna;lacuna
36132;Fazenda Menolli II ? Barramento;Poconé;0;0;2;6;8;lacuna;lacuna
37431;Fazenda Mundo Novo -;Nova Ubiratã;0;0;2;6;8;lacuna;lacuna
37458;Fazenda Mundo Novo - Reservatório Pulmão 1;Boa Esperança do Norte;0;0;2;6;8;lacuna;lacuna
20047;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;0;0;2;6;8;lacuna;lacuna
20048;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;0;0;2;6;8;lacuna;lacuna
20049;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;0;0;2;6;8;lacuna;lacuna
361;Fazenda Nadin;Lucas do Rio Verde;0;0;2;6;8;lacuna;lacuna
27508;Fazenda Nandico;Vera;0;0;2;6;8;lacuna;lacuna
