codigo_cnes;nome_fantasia;nome_razao_social;codigo_municipio;municipio;no_eixo_montante;no_eixo_jusante;bairro_estabelecimento;endereco_estabelecimento;descricao_esfera_administrativa;descricao_nivel_hierarquia;descricao_turno_atendimento;codigo_tipo_unidade;tipo_gestao;atendimento_hospitalar;atendimento_ambulatorial;ambulatorial_sus;centro_cirurgico;centro_obstetrico;centro_neonatal;servico_apoio;latitude;longitude;numero_telefone_estabelecimento;data_atualizacao
7353480;IREDIR MARIA LACCAL DA SILVA;IREDIR MARIA LACCAL DA SILVA;510340;Cuiabá;Sim;Sim;SAO JOAO DEL REI;AVENIDA CARLOS ADAO DE SOUZA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.614641126568852;-55.99757015685392;(65)3665-1384;2025-09-03
7357966;IMMA;IMMA INSTITUTO MEDICOMATO GROSSENSE DE ACUPUNTURA LTDA;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;AV BOSQUE DA SAUDE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;;;9962-2495/3028-1214;2025-09-03
7359934;HELMA ROSA DE SOUZA;HELMA ROSA DE SOUZA;510340;Cuiabá;Sim;Sim;COOPHAMIL;RUA MANOEL RAMOS LINO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.615809797542827;-56.126283662341194;3028-1491/9625-4446;2025-09-03
7363354;INSTITUTO ODONTOLOGIA INTEGRADA;IMAGEM DIGITAL E PROTESE LTDA;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AV DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.595212954897878;-56.11648623099972;(65)3624-4456;2025-09-03
7363478;INSTITUTO CUIABANO DE OTORRINOLARINGOLOGIA E CIRV CEVICO FAC;FERNANDO ARTUR PENA BORGES CANAVARROS;510340;Cuiabá;Sim;Sim;BOSQUE DE SAUDE;AV ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5871243;-56.0781045;;2025-09-03
7381816;HEVANIE BOTEGA LEITE;HEVANIE BOTEGA LEITE;510340;Cuiabá;Sim;Sim;CENTRO NORTE;RUA 24 DE OUTUBRO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.594182839203928;-56.10181516234183;(65)2127-3235;2025-09-03
7382685;CETRA OHB;CENTRO DE TRATAMENTO DE OXIGENOTERAPIA HIPERBARICA EIRELI;510340;Cuiabá;Sim;Sim;CENTRO;TREZE DE JUNHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;65 36263698;2025-09-03
7398964;SILVIA MOMOSE;SILVIA MOMOSE;510340;Cuiabá;Sim;Sim;CPA 1;RUA ALENQUER;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.555026890679507;-56.055118679570704;(65)3641-3700;2025-11-27
7406517;UNIODONTO DE MATOGROSSO;UNIODONTO DE MATO GROSSO COOP DE TRAB ODONTOLOGICO LTDA;510340;Cuiabá;Sim;Sim;DOM AQUINO;GENERAL MELO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.608245749986464;-56.09033338704492;065 6247835;2025-11-27
7406525;DENTECLIN;DENTECLIN CLINICAS ODONTOLOGICAS LTDA;510340;Cuiabá;Sim;Sim;CENTRO NORTE;AV ISAAC POVOAS;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.598243954723136;-56.09914236374504;(65)3028-3024;2025-09-03
7406584;DENTECLIN;CLINICA ODONTOLOGICA CUIABA 2 LTDA;510340;Cuiabá;Sim;Sim;CENTRO SUL;JOAQUIM MURTINHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.599835999881007;-56.098461886879235;65 30283024;2025-09-03
7406630;ORTOCEO;CLINICA DE ORTODONTIA MATOGROSSENSE LTDA ME;510340;Cuiabá;Sim;Sim;BAU;AV HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.589163973140927;-56.085431589888174;;2025-09-03
7427018;POLO BASE CUIABA;DISTRITO SANITARIO ESPECIAL INDIGENA CUIABA;510340;Cuiabá;Sim;Sim;GOIABEIRAS;RUA RUI BARBOSA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;72;M;;Não;NAO;;;;Não;-15.354941;-56.061801;;2025-09-03
7427581;CLINICA RENA;PAULIANA DA SILVA RENA SERRA;510340;Cuiabá;Sim;Sim;PARQUE CUIABA;AV 05;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.66009267854479;-56.043821648783435;(65)3666-0003;2025-09-03
7429061;CONSULTORIO ODONTOLOGICO;CLODOALDO CALIXTO DA SILVA JUNIOR;510340;Cuiabá;Sim;Sim;CPA II;AV PERNAMBUCO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.562553115717705;-56.045544605209926;(65)3023-7176;2025-09-03
7429797;ORAL SIN IMPLANTES E ORTODONTIA;O S INSTITUTO ODONTOLOGICO LTDA ME;510340;Cuiabá;Sim;Sim;GOIABEIRAS;AV SENADOR FILINTO MULLER;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.594441449206824;-56.110225505455354;;2025-11-13
7430043;IRHPA ODONTOLOGICO;INSTITUTO DE DIAGNOSTICO POR IMAGEM OROFACIAL LTDA;510340;Cuiabá;Sim;Sim;BANDEIRANTES;RUA GENERAL VALLE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;;Não;NAO;;;;Sim;-15.602456814454523;-56.09159768558501;(65)4141-4320;2025-09-03
7439113;VACICLIN CLINICA DE VACINACAO;VACICLIN CLINICA DE IMUNIZACOES DE CUIABA LTDA;510340;Cuiabá;Sim;Sim;BAU;CORUMBA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.592389209756847;-56.09007171626804;;2025-09-03
7445857;ORTHOS CPA ORTOPEDIA ESPECIALIZADA;CLINICA DE ORTOPEDIA MATO GROSSO LTDA;510340;Cuiabá;Sim;Sim;BANDEIRANTES;GENERAL VALE;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;65 30269292;2025-09-03
7445865;MARCO ANTONIO DE AVILA;MARCO ANTONIO DE AVILA;510340;Cuiabá;Sim;Sim;CENTRO SUL PORTO;AV SENADOR DE METELO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;(65)3322-2439;2025-12-17
7445938;ORTHOS CUIABA ORTOPEDIA ESPECIALIZADA;MONTEIRO CAMARGO MONTEIRO LTDA;510340;Cuiabá;Sim;Sim;CENTRO SUL;COMANDANTE COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.610108656114708;-56.11230269963092;65 30252008;2025-11-13
7450982;BRUNO OLAVARRIA AQUINO;BRUNO OLAVARRIA AQUINO;510340;Cuiabá;Sim;Sim;DUQUE DE CAXIAS;RUA HENRIQUE PINHEIRO GUEDES ALMIRANTE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.587844424787399;-56.113589565831575;(65)3621-1893;2025-09-03
7471408;EDMILSON B DE FIGUEIREDO;EDMILSON B DE FIGUEIREDO;510340;Cuiabá;Sim;Sim;CENTRO SUL;RUA 13 DE JUNHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;(65) 3322-5522;2025-09-03
7487193;SENEPE MT;SERVICO DE NEFROLOGIA PEDIATRICA DE MATO GROSSO ME;510340;Cuiabá;Sim;Sim;GOIABEIRAS;AV SAO SEBASTIAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.6005259348126;-56.11199054938565;(65)3321-2277;2025-09-03
7490674;PROJESAN;IMP INSTITUTO DE MEDICINA PREVENTIVA LTDA;510340;Cuiabá;Sim;Sim;SANTA ROSA;MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.579094697028484;-56.11021670517073;11 59919500;2025-11-27
7490704;CLINICA DE CIRURGIA PLASTICA DR HENRIQUE LABOISSIERE;CLIN DE CIRURG PLASTICA DR HENRIQUE LABOISSIERE LTDA ME;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AV DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595008462199113;-56.11805247378679;(65)3623-2079;2025-09-03
7493681;FLAVIO SIMOES;FLAVIO SIMOES;510340;Cuiabá;Sim;Sim;DUQUE DE CAXIAS;RUA HENRIQUE PINHEIRO GUEDES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.587971079712375;-56.11470480467064;(65) 3322-2216;2025-09-03
7493800;JULIANA LUCIENE BUDOIA ME;JULIANA LUCIENE BUDOIA FONTOLAN EIRELI;510340;Cuiabá;Sim;Sim;CENTRO SUL;COMANDANTE COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.599700016432227;-56.102574190578295;65 30567800;2025-09-03
7493835;ANA THEREZA DE SABOIA CAMPOS NEVES;ANA THEREZA DE SABOIA CAMPOS NEVES;510340;Cuiabá;Sim;Sim;DUQUE DE CAXIAS;AV MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.610073242901025;-56.12862942347777;(65) 3321-7361;2025-09-03
7514271;UNIMED CPA 2;DIAGNOSTICOS DA AMERICA S A;510340;Cuiabá;Sim;Sim;MORADA DA SERRA;BENJAMIN PEDROSO DA SILVA NUC HAB CPA II;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.558322543951622;-56.05003798068694;11 26303000;2025-09-03
7514298;INSTITUTO MACHADO;CASALENUOVO JUNIOR MORAES LTDA;510340;Cuiabá;Sim;Sim;DUQUE DE CAXIAS;RUA JOAO BENTO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.584288134622124;-56.10926332638213;3623-6066;2025-11-04
7524811;IMPLANT CENTER;IMPLANT CENTER ODONTOLOGIA LTDA ME;510340;Cuiabá;Sim;Sim;CENTRO NORTE;AV TENENTE CORONEL DUARTE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.597861075857068;-56.09367791816347;065 36230444;2025-09-03
7524846;OFTALMOLUZ;HELDER RONDON LUZ CLINICA DE OLHOS LTDA;510340;Cuiabá;Sim;Sim;CENTRO;ISSAC POVOAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596678053852788;-56.100077536732535;65 21271010;2025-12-02
7524870;IMACULADA CONCEICAO ODONTOLOGIA;G C NEVES SERVICOS;510340;Cuiabá;Sim;Sim;CPA III;RUA 8;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.57413958213582;-56.033748991178;06536469630;2025-09-03
7533233;CLINICA ODONTOLOGICA;MARCUS VINICIUS CORREA DA COSTA;510340;Cuiabá;Sim;Sim;QUILOMBO;RUA PRESIDENTE CASTELO BRANCO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.5917404;-56.1045596;65 33216409;2025-09-03
7535872;LUCIANO DE FRANCA CASTRO;LUCIANO DE FRANCA CASTRO;510340;Cuiabá;Sim;Sim;GRANDE TERCEIRO;AV CARMINDO DE CAMPOS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.620331190197609;-56.08527780293078;(65) 33586235;2025-11-27
7537654;CONSULTORIO ODONTOLOGICO;PATRICIA MONTEIRO OLIVEIRA;510340;Cuiabá;Sim;Sim;BOA ESPERANCA;RUA 31;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.616181645043953;-56.068943256090044;65 36273997;2025-09-03
7543689;PREV DENT ESPACO SAUDE;J M PASCOAL ME;510340;Cuiabá;Sim;Sim;CENTRO;RUA ANTONIO MARIA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.59970083147892;-56.09731601869919;3026-4637;2025-11-27
7544898;VIVIANE FERREIRA VARGAS DE SIQUEIRA ZAPAROLI;VIVANE FERREIRA VARGAS DE SIQUEIRA ZAPAROLI;510340;Cuiabá;Sim;Sim;PORTO;RUA COMANDANTE COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;(65)3052-4300;2025-09-03
7550146;LARISSA DA SILVA NUNES;LARISSA DA SILVA NUNES;510340;Cuiabá;Sim;Sim;JD DAS AMERICAS;AV BRASILIA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;;;65 9972-9067;2025-09-03
7554974;CENTRAL ESTADUAL DE TRANSPLANTES;SECRETARIA DE ESTADO DE SAUDE DE MATO GROSSO;510340;Cuiabá;Sim;Sim;CENTRO SUL;RUA COMANDANTE COSTA;ESTADUAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);82;E;;Não;NAO;;;;Sim;-15.599663491787593;-56.102038621902466;65-3317-3215;2025-09-03
7555822;FLAVIA BATTITUZ;FLAVIA BATTISTUZ;510340;Cuiabá;Sim;Sim;JD KENNEDY;AV TANCREDO NEVES;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.615675381938964;-56.076215006518346;65 9972-2523;2025-10-17
7560818;CARLOS LUCIO ANTUNES;CARLOS LUCIO ANTUNES;510340;Cuiabá;Sim;Sim;BANDEIRANTES;AV CEL ESCOLASTICO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.597681826276593;-56.089984620560074;65 3624-1011;2025-10-11
7560826;IMAGENS;IMAGENS MEDICINA DIAGNOSTICA LTDA;510340;Cuiabá;Sim;Sim;JD CUIABA;RUA DAS DALIAS;MUNICIPAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);39;M;;Não;NAO;;;;Sim;-15.5448254;-56.0431998;(65) 4009-8000;2025-09-03
7565321;LILIAN DA SILVA SANTANNA;LILIAN DA SILVA SANTANNA;510340;Cuiabá;Sim;Sim;JD CUIABA;RUA DAS PAPOULAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596726033391667;-56.11414936150421;3025-3777;2025-09-03
7570597;GUSTAVO BARBOSA RIBEIRO;GUSTAVO BARBOSA RIBEIRO;510340;Cuiabá;Sim;Sim;CENTRO SUL;RUA JESSE PINTO FREIRE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.597394207386259;-56.102265564073;65 3052-6706;2025-09-03
7575998;ALEDINER MESQUITA BORBA;ALEDINER MESQUITA BORBA;510340;Cuiabá;Sim;Sim;ACLIMACAO;AV RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;;;36530339;2025-09-03
7591543;ONCOVIDA;CENTRO DE ONCO HEMATOLOGIA DE MATO GROSSO LTDA;510340;Cuiabá;Sim;Sim;JD CUIABA;RUA DAS VIOLETAS;MUNICIPAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);36;M;Não;Não;SIM;Não;Não;Não;Sim;-15.59518036183566;-56.11432894089145;3051-8700;2026-03-28
7601271;LUCIANA TIEMI TAKASHIMA;LUCIANA TIEMI TAKASHIMA;510340;Cuiabá;Sim;Sim;PORTO;RUA MAJ JOAO BUENO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.610193642157586;-56.104998606756254;3622-0934;2025-09-03
7611544;CLINICA E CIRURGIA DOS OLHOS;CLINICA E CIRURGIA DOS OLHOS LTDA;510340;Cuiabá;Sim;Sim;ARAES;GAGO COUTINHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.591653466588538;-56.09139152226884;65 21288076;2025-09-03
7613970;HISTO;HISTO DIAGNOSTICOS EM PATOLOGIAS CIRURGICAS LTDA;510340;Cuiabá;Sim;Sim;CENTRO SUL;MAJOR GAMA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.605319118199956;-56.10268978932772;65 93142020;2025-09-03
7620063;SAMU 192 CUIABA USA A3;SECRETARIA DE ESTADO DE SAUDE DE MATO GROSSO;510340;Cuiabá;Sim;Sim;COOPHEMA;AVENIDA ADAUTO BOTELHO;ESTADUAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);42;E;;Não;NAO;;;;Não;-15.634102589146694;-56.05853319168091;(65) 3317-3200;2025-09-03
7635230;CLINLIFE CLINICA DE FISIOTERAPIA;CLINLIFE CLINICA DE FISIOTERAPIA LTDA;510340;Cuiabá;Sim;Sim;QUILOMBO;BRIENE CARVALHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;65 36267645;2025-09-03
7641168;WASHINGTON PAULO SOARES;WASHINGTON PAULO SOARES;510340;Cuiabá;Sim;Sim;CPA II;AV BRASIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.559566343786372;-56.051391426608006;65 2136-3154;2025-11-27
7645791;CONSULTORIO ODONTOLOGICO;PAULO ANDRE MASSAROTTE IBANHES;510340;Cuiabá;Sim;Sim;CENTRO SUL;RUA BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.601253302267336;-56.10090126531146;3624-0203;2025-09-03
7645813;RADIMAGEM SERVICOS MEDICOS LTDA;RADIMAGEM SERVICOS MEDICOS LTDA EPP;510340;Cuiabá;Sim;Sim;JD CALIFORNIA;AV TANCREDO NEVES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;;Não;NAO;;;;Sim;-15.596;-56.097;3627-1132;2025-09-03
7668554;TAMARA LACERDA VIEIRA;TAMARA LACERDA VIEIRA;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;RUA DAS VIOLETAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.59508639960715;-56.11362746327122;06536263223;2025-11-27
7672004;VISAO OFTALMOLOGIA;CENTRO CUIABANO DE EXCELENCIA EM OFTALMOLOGIA LTDA ME;510340;Cuiabá;Sim;Sim;ARAES;RUA DESEMBARGADOR TRIGO DE LOUREIRO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.589387933898808;-56.088001862342004;06530522435;2025-09-03
7681984;CENTRO MEDICO ORTO VIDA;CENTRO MEDICO ORTO VIDA SS LTDA;510340;Cuiabá;Sim;Sim;PEDRA NOVENTA;AVENIDA NEWTON RABELLO DE CASTRO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;06536654810;2025-09-03
7699530;EXPECTA ATENDIMENTO E ASSISTENCIA A SAUDE;EXPECTA ATENDIMENTO E ASSISTENCIA A SAUDE LTDA;510340;Cuiabá;Sim;Sim;JARDIM PETROPOLIS;CARMINDO DE CAMPOS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;77;M;Não;Não;NAO;Não;Não;Não;Não;-15.620397925614617;-56.069771472092874;65 30281460;2025-09-03
7704100;VALMIR PAGLIARO FRANCO;VALMIR PAGLIARO FRANCO;510340;Cuiabá;Sim;Sim;JARDIM ACLIMACAO;RUA ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.588484768537764;-56.07689733845182;;2025-09-03
7720726;CEICO;CENTRO DE IMAGENOLOGIA DO CENTRO OESTE LTDA;510340;Cuiabá;Sim;Sim;BANDEIRANTES;GENERAL VALE;MUNICIPAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.601544044059443;-56.095110051723694;65 30261328;2025-09-03
7726449;LARA TAVARES NEIVA;LAARA TAVARES NEIVA;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;RUA DAS VIOLETAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.5427285;-56.0429132;;2025-09-03
7728964;NATHALIA BARBOSA E SILVA;NATHALIA BARBOSA E SILVA;510340;Cuiabá;Sim;Sim;JARDIM DAS AMERICAS;RUA MANOEL DA COSTA GRANJA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.60826516068177;-56.07482557615053;;2025-11-13
7731434;AC FENIX CONSULTORIA RH;ALESSANDRA PAELLO CAMARAO;510340;Cuiabá;Sim;Sim;ALVORADA;RUA LUIS PHELLIPE PEREIRA LEITE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.581232875345602;-56.08021039556417;;2025-09-03
7743203;CENTRO HIPICO RANCHO DOURADO;JULIANA DALVA RODRIGUES CAOBIANCO;510340;Cuiabá;Sim;Sim;SANTA CRUZ II;TRINTA E SETE S CRUZ II;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.600566189386962;-56.04660616955909;65 92427841;2025-09-03
7743238;RESPIRE SERVICOS MEDICOS;KGMS SERVICOS MEDICOS ESPECIALIZADOS LTDA;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.58787942695978;-56.07672698533151;65 30252008;2025-11-27
7743262;FABIANE DE MELLO PINHEIRO CIA LTDA;FMP ODONTOLOGIA EIRELI;510340;Cuiabá;Sim;Sim;CENTRO;BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.603790492135134;-56.10361375591175;;2025-10-17
7743270;PAULO ROBERTO ALVES;PAULO ROBERTO ALVES;510340;Cuiabá;Sim;Sim;DOM AQUINO;RUA PIMENTA BUENO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.607790676880978;-56.09799734495054;06536239240;2025-09-03
7752350;CLINICA ARTUS ORTOPEDIA;ARTUS SAUDE LTDA;510340;Cuiabá;Sim;Sim;SANTA ROSA;POLONIA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.582774335747722;-56.119858133322474;65 30287328;2026-03-03
7757506;CARLOS AUGUSTO SILVA XAVIER ARAUJO;CARLOS AUGUSTO SILVA XAVIER ARAUJO;510340;Cuiabá;Sim;Sim;JARDIM MARIANA;AVENIDA MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;;2025-09-03
7761228;ESPACO PIU VITA;INSTITUTO DE GERIATRIA E ODONTOLOGIA LTDA;510340;Cuiabá;Sim;Sim;CENTRO SUL;RUA COMANDANTE COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.598859568422869;-56.10084475434486;06530567800;2025-10-17
7770200;DIAGNOSTICOS DA AMERICA S A;DIAGNOSTICOS DA AMERICA S A;510340;Cuiabá;Sim;Sim;CENTRO NORTE;MONSENHOR TREBAURE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;11 41975433;2025-09-03
