codigo_cnes;nome_fantasia;nome_razao_social;codigo_municipio;municipio;no_eixo_montante;no_eixo_jusante;bairro_estabelecimento;endereco_estabelecimento;descricao_esfera_administrativa;descricao_nivel_hierarquia;descricao_turno_atendimento;codigo_tipo_unidade;tipo_gestao;atendimento_hospitalar;atendimento_ambulatorial;ambulatorial_sus;centro_cirurgico;centro_obstetrico;centro_neonatal;servico_apoio;latitude;longitude;numero_telefone_estabelecimento;data_atualizacao
5256291;JOSE CARLOS DANTAS DOS SANTOS;JOSE CARLOS DANTAS DOS SANTOS;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.587258285108758;-56.077426645149984;65 3051-2222;2025-09-03
5256305;JOSE MILTON PELLOSO JUNIOR;JOSE MILTON PELLOSO JUNIOR;510340;Cuiabá;Sim;Sim;JARDIM MARIANA;RUA ADEL MALUF;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.578952657446747;-56.11061368620214;;2025-09-03
5256321;JULIANA BUISSA DE MARQUI SOUZA;JULIANA BUISSA DE MARQUI SOUZA;510340;Cuiabá;Sim;Sim;LIXEIRA;RUA CORUMBA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.591373504705308;-56.08822464823092;65 3623-3980;2025-09-03
5256356;LAERTE BASSO JUNIOR;LAERTE BASSO JUNIOR;510340;Cuiabá;Sim;Sim;BAU;RUA CORUMBA;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.592585130885706;-56.08994851994479;65 3028-2009;2025-11-13
5256364;LIA RACHEL CHAVES DO AMARAL PELLOSO;LIA RACHEL CHAVES DO AMARAL PELLOSO;510340;Cuiabá;Sim;Sim;JARDIM MARIANA;RUA ADEL MALUF;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.579385112234341;-56.11122312330239;;2025-11-13
5256372;LUCIANO COLOGNESE;LUCIANO COLOGNESE;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.594939187017289;-56.11657452633073;;2025-11-27
5256399;LUIZ CEZAR DIAS BETONTI;LUIZ CEZAR DIAS BETONTI;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.587819404234606;-56.07704213263817;;2025-11-27
5256402;MARCOS BENEDITO CORREA GABRIEL;MARCOS BENEDITO CORREA GABRIEL;510340;Cuiabá;Sim;Sim;DOM AQUINO;RUA DOM AQUINO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.60375260475186;-56.09671163604245;;2025-09-03
5256410;MARIA ANGELICA DE MACEDO ORIONE;MARIA ANGELICA DE MACEDO ORIONE;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595033907001488;-56.118059648045765;65 3051-3567;2025-09-03
5256453;REGINALDO CAMPOS GRANJEIRO;REGINALDO CAMPOS GRANJEIRO;510340;Cuiabá;Sim;Sim;LIXEIRA;RUA SAO BENEDITO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595424722096388;-56.08927005894648;;2025-09-03
5256488;ROQUE RAFAEL DE OLIVEIRA NETO;ROQUE RAFAEL DE OLIVEIRA NETO;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3624-7043;2025-09-03
5256496;SANDOVAL CARNEIRO FILHO;SANDOVAL CARNEIRO FILHO;510340;Cuiabá;Sim;Sim;BAU;RUA CORUMBA;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5909906;-56.0882884;65 3624-2673;2025-09-03
5256577;ROQUE RAFAEL DE OLIVEIRA NETO;ROQUE RAFAEL DE OLIVEIRA NETO;510340;Cuiabá;Sim;Sim;CENTRO;RUA CLOVIS HUGNEY;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3026-7576;2025-09-03
5256585;VICTOR CEZAR SANO GARCIA;VICTOR CEZAR SANO GARCIA;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.61508477826426;-56.08273488363231;65 3051-2222;2025-11-27
5256593;ROQUE RAFAEL DE OLIVEIRA NETO;ROQUE RAFAEL DE OLIVEIRA NETO;510340;Cuiabá;Sim;Sim;JD MARIANA;AV MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.579418192951923;-56.110297040652405;30283223;2025-09-03
5258243;MURILO DE CAMPOS BORGES;MURILO DE CAMPOS BORGES;510340;Cuiabá;Sim;Sim;DUQUE DE CAXIAS II;RUA CECILIA BORGES DE LIMA AVELINO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.587535761055385;-56.11077228892534;65 3622-0012;2025-11-13
5261686;MARCIAL FRANCIS GALERA;MARCIAL FRANCIS GALERA;510340;Cuiabá;Sim;Sim;CENTRO NORTE;RUA 24 DE OUTUBRO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595340421352587;-56.09973547266653;65 3623-1218;2025-11-27
5263980;WALDEMAR VIEIRA JUNIOR;WALDEMAR VIEIRA JUNIOR;510340;Cuiabá;Sim;Sim;LIXEIRA;TRAVESSA LARANJEIRAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3321-6663;2025-09-03
5265991;MARCIO BENEDITO PALMA PIMENTA;MARCIO BENEDITO PALMA PIMENTA;510340;Cuiabá;Sim;Sim;JARDIM MARIANA;AVENIDA MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.579446613254486;-56.11023266763278;65 3025-5560;2026-02-14
5266009;RONEI EDMAR RIBEIRO;RONEI EDMAR RIBEIRO;510340;Cuiabá;Sim;Sim;GOIABEIRAS;RUA BRIGADEIRO EDUARDO GOMES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 3324-2259;2025-09-03
5266025;PAULO ROBERTO VIEIRA DE FIGUEIREDO;PAULO ROBERTO VIEIRA DE FIGUEIREDO;510340;Cuiabá;Sim;Sim;CENTRO;AVENIDA GETULIO VARGAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.6583217;-56.1864196;65 3623-9393;2025-09-03
5266033;PAULO ROBERTO BEZERRA DE MELLO;PAULO ROBERTO BEZERRA DE MELLO;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.59502938593326;-56.11797314680441;65 3051-3591;2025-09-03
5266092;ESTEVAM VAZ CURVO;ESTEVAM VAZ CURVO;510340;Cuiabá;Sim;Sim;QUILOMBO;AVENIDA SAO SEBASTIAO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.6142361;-56.1219381;65 3321-2002;2025-09-03
5266114;NICANDRO DE FIGUEIREDO NETO;NICANDRO DE FIGUEIREDO NETO;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595107067323884;-56.11648669974273;;2025-11-13
5266149;BERTHOLDO MODESTO PARANAGUA;BERTHOLDO MODESTO PARANAGUA;510340;Cuiabá;Sim;Sim;CENTRO SUL;RUA 13 DE JUNHO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.609182222088991;-56.10478836234144;;2025-10-11
5266165;PAULO AFFONSO FORTUNATO;PAULO AFFONSO FORTUNATO;510340;Cuiabá;Sim;Sim;BAU;RUA CORUMBA;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.592326135187845;-56.089906275834956;65 3321-2983;2025-11-27
5266173;FRANCISCO CARLOS DE ALMEIDA FONSECA;FRANCISCO CARLOS DE ALMEIDA FONSECA;510340;Cuiabá;Sim;Sim;CENTRO SUL;RUA THOGO PEREIRA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.60358322142764;-56.102530400102175;65 3622-2255;2025-10-17
5266203;ELIBENE DE ALMEIDA ORRO JUNQUEIRA;ELIBENE DE ALMEIDA ORRO JUNQUEIRA;510340;Cuiabá;Sim;Sim;GOIABEIRAS;RUA FILINTO MULLER;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.593120001419155;-56.10916174083923;65 3321-2974;2025-10-17
5266475;SANDRA REGINA GUIRALDELI BORGES VILELA;SANDRA REGINA GUIRALDELI BORGES VILELA;510340;Cuiabá;Sim;Sim;SANTA HELENA;RUA PRESIDENTE MARQUES;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5953116;-56.1026261;;2025-09-03
5266483;SOLANGE DE MORAIS MONTANHA;SOLANGE DE MORAIS MONTANHA;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5870968123183;-56.07764122240223;65 3648-2222;2025-09-03
5266491;CARLA DE MATOS;CARLA DE MATOS;510340;Cuiabá;Sim;Sim;COOPHAMIL;AVENIDA MANOEL RAMOS LINO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.569988328544444;-56.0734623670578;65 3625-1491;2025-09-03
5266505;ZIAD HAMAOUI;ZIAD HAMAOUI;510340;Cuiabá;Sim;Sim;LIXEIRA;RUA CORUMBA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.592760162704336;-56.08997064884877;65 3623-0379;2025-11-27
5266513;SULLEGE FABIOLA SUZUKI;SULLEGE FABIOLA SUZUKI;510340;Cuiabá;Sim;Sim;CPA II;RUA PARA;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.557508593066244;-56.049498602759854;65 3641-2249;2025-09-03
5266521;RUBENS CHICONELLI;RUBENS CHICONELLI;510340;Cuiabá;Sim;Sim;CENTRO;RUA CANDIDO MARIANO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3623-4007;2025-09-03
5267706;FABIANE UEMURA MATSUMOTO DINIZ;FABIANE UEMURA MATSUMOTO DINIZ;510340;Cuiabá;Sim;Sim;DUQUE DE CAXIAS;RUA ALMIRANTE HENRIQUE PINHEIRO GUEDES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.588508995215166;-56.11519940194114;65 3622-0037;2025-10-17
5267714;ROSANA SANTANA OLIVEIRA;ROSANA SANTANA OLIVEIRA;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;RUA DAS DALIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.594549038159427;-56.11694803790015;65 3023-1616;2025-11-27
5267749;MARIA VANIA VIEIRA DA SILVA;MARIA VANIA VIEIRA DA SILVA;510340;Cuiabá;Sim;Sim;CENTRO;AVENIDA ISAAC POVOAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596608300829248;-56.10015934409792;65 3623-5221;2025-11-27
5267773;MAURICIO DE OLIVEIRA MALHEIROS;MAURICIO DE OLIVEIRA MALHEIROS;510340;Cuiabá;Sim;Sim;ARAES;RUA DESEMBARGADOR JOSE DE MESQUITA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.590613711815367;-56.09440380420312;65 3322-8857;2025-09-03
5267781;FRANCISCO GERALDO LUCIO SILVA;FRANCISCO GERALDO LUCIO SILVA;510340;Cuiabá;Sim;Sim;ARAES;RUA GAGO COUTINHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 2128-8000;2025-09-03
5267811;IVENS CUIABANO SCAFF;IVENS CUIABANO SCAFF;510340;Cuiabá;Sim;Sim;CENTRO;RUA FLORIANO PEIXOTO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5756186;-56.03972;65 3322-2507;2025-12-17
5267846;JOAO MANOEL DE OLIVEIRA;JOAO MANOEL DE OLIVEIRA;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;RUA RAMIRO DE NORONHA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 3027-1818;2025-09-03
5267862;LENUCE RIBEIRO AZIZ YDY;LENUCE RIBEIRO AZIZ YDY;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 3051-2222;2025-09-03
5267870;ELAINE CRISTINA FORTES ZYS DE MELLO;ELAINE CRISTINA FORTES ZYS DE MELLO;510340;Cuiabá;Sim;Sim;MORADA DA SERRA;AVENIDA HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3641-0101;2025-09-03
5267919;EDUARDO BUSSIKI CUIABANO;EDUARDO BUSSIKI CUIABANO;510340;Cuiabá;Sim;Sim;BAU;RUA CORUMBA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.592284799186036;-56.08992773350623;65 3623-6698;2025-10-17
5267927;DIRCEU GONCALO ALMEIDA COSTA;DIRCEU GONCALO ALMEIDA COSTA;510340;Cuiabá;Sim;Sim;CENTRO;AVENIDA ISAAC POVOAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 3623-5221;2025-09-03
5267935;EDMAR JORGE DE ANUNCIACAO;EDMAR JORGE DE ANUNCIACAO;510340;Cuiabá;Sim;Sim;BANDEIRANTES;RUA GENERAL VALE;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;;2025-09-03
5267943;DALVA ALVES DAS NEVES;DALVA ALVES DAS NEVES;510340;Cuiabá;Sim;Sim;POCAO;RUA MIRANDA REIS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.60337322532095;-56.091624785503406;65 3624-1735;2025-09-03
5267951;CRISTINA GUIMARAES INOCENCIO;CRISTINA GUIMARAES INOCENCIO;510340;Cuiabá;Sim;Sim;CENTRO;AVENIDA ISAAC POVOAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.594753990365659;-56.10189413278525;65 3623-5221;2025-09-03
5267978;ADRIANA MARQUES MONTEIRO;ADRIANA MARQUES MONTEIRO;510340;Cuiabá;Sim;Sim;JARDIM MARIANA;RUA ADEL MALUF;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.57894577878179;-56.110805429082276;65 3618-8222;2025-10-11
5267994;ALEXANDRA SALES;ALEXANDRA SALES;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.587008971063787;-56.077539298623606;;2025-09-03
5268001;ANGELO LOBATO CAMPOS TONUSSI;ANGELO LOBATO CAMPOS TONUSSI;510340;Cuiabá;Sim;Sim;JARDIM MARIANA;RUA ADEL MALUF;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.578992121699658;-56.11097926419168;;2025-09-03
5268036;AUGUSTO CESAR TAQUES SALDANHA;AUGUSTO CESAR TAQUES SALDANHA;510340;Cuiabá;Sim;Sim;BANDEIRANTES;RUA BALTAZAR NAVARROS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 3623-1094;2025-09-03
5268044;AURELIO ABDIAS SAMPAIO FERREIRA;AURELIO ABDIAS SAMPAIO FERREIRA;510340;Cuiabá;Sim;Sim;CENTRO;AVENIDA ISAAC POVOAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.59468229914221;-56.101802938800894;;2025-09-03
5270510;CLINICA GASTROMT;JULIANO BLANCO CANAVARROS;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;RUA DAS BEGONIAS;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.594237206368046;-56.11761429416803;;2025-09-03
5270553;LEANDRO COMBIS MANDALOUFAS;LEANDRO COMBIS MANDALOUFAS;510340;Cuiabá;Sim;Sim;BAU;AVENIDA RUENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.590260305611123;-56.08622692342077;;2025-11-13
5270588;LINDOLFO ARAUJO FILHO;LINDOLFO ARAUJO FILHO;510340;Cuiabá;Sim;Sim;CENTRO;PRACA DO SEMINARIO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.602048435535492;-56.095350738005926;;2025-11-13
5270596;LILIAN FURQUIM DE GODOY;LILIAN FURQUIM DE GODOY;510340;Cuiabá;Sim;Sim;GOIABEIRAS;RUA 24 DE OUTUBRO;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3623-1696;2025-09-03
5270618;MANOEL DESCHAMPS CAVALCANTI NETO;MANOEL DESCHAMPS CAVALCANTI NETO;510340;Cuiabá;Sim;Sim;CENTRO;RUA MAJOR GAMA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.605671151694562;-56.10247187825186;65 3323-7438;2025-11-27
5270626;JAIR GIAMPANI JUNIOR;JAIR GIAMPANI JUNIOR;510340;Cuiabá;Sim;Sim;DUQUE DE CAXIAS;ALICE BORGES LIMA AVELINO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.585148842196451;-56.11133588466907;;2025-11-04
5270634;JONAS CORREA DA COSTA;JONAS CORREA DA COSTA;510340;Cuiabá;Sim;Sim;CENTRO;AVENIDA DOM AQUINO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.6037759;-56.096797797653;;2025-09-03
5270642;JOSE VALDEMAR OST MEDICINA DO TRABALHO;JOSE VALDEMAR OST;510340;Cuiabá;Sim;Sim;CENTRO;RUA JOAQUIM MURTINHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.604428263806655;-56.103416046949434;3624-2941;2025-09-03
5270650;WILSON BENEDITO PEREIRA;WILSON BENEDITO PEREIRA;510340;Cuiabá;Sim;Sim;CENTRO;RUA GENERAL VALE;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.601716146338225;-56.09098148409627;65 3322-7117;2025-11-27
5270677;FRANCISCO PEREIRA FILHO;FRANCISCO PEREIRA FILHO;510340;Cuiabá;Sim;Sim;CENTRO;AVENIDA GENERAL VALLE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.602201821502641;-56.09100830618216;;2025-10-17
5270685;GENTIL FARRATH JUNIOR;GENTIL FARRATH JUNIOR;510340;Cuiabá;Sim;Sim;BAU;AVENIDA RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;;2025-09-03
5270707;ADRIANA SILVA BORGES GIAMPANI;ADRIANA SILVA BORGES GIAMPANI;510340;Cuiabá;Sim;Sim;JD CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;;2025-09-03
5270715;ANGELA MAR GOMES ALVAREZ;ANGELA MAR GOMES ALVAREZ;510340;Cuiabá;Sim;Sim;JARDIM MARIANA;RUA ADEL MALUF;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.578934635145313;-56.11086661181762;;2025-09-03
5270774;DOUGLAS ALBERTO DE ARRUDA GOMES;DOUGLAS ALBERTO DE ARRUDA GOMES;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595099529277588;-56.11806320223129;;2025-09-03
5270782;EDUARDO DE TOLEDO BARROS;EDUARDO DE TOLEDO BARROS;510340;Cuiabá;Sim;Sim;BAU;AVENIDA RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;;2025-09-03
5270804;ELTON HUGO MAIA TEIXEIRA;ELTON HUGO MAIA TEIXEIRA;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.5870184;-56.07748286592682;65 3051-2222;2025-09-03
5270812;FABIOLA LAUREN DE CASTRO SULZBACHER;FABIOLA LAUREN DE CASTRO SULZBACHER;510340;Cuiabá;Sim;Sim;MIGUEL SUTIL;RUA G;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.583440581220744;-56.082437554478595;;2025-09-03
5270839;AMANDA CAROLINA RIZENTAL PINTO;AMANDA CAROLINA RIZENTAL PINTO;510340;Cuiabá;Sim;Sim;CENTRO;RUA COMANDANTE COSTA;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.601211317937738;-56.1035460690625;;2025-10-11
5270855;FABIOLA LAUREN DE CASTRO SULZBACHER;FABIOLA LAUREN DE CASTRO SULZBACHER;510340;Cuiabá;Sim;Sim;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.587965976056651;-56.07706092253232;;2025-10-17
5270863;MANOEL ROMULO RIZENTAL PINTO;MANOEL ROMULO RIZENTAL PINTO;510340;Cuiabá;Sim;Sim;CENTRO;RUA COMANDANTE COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.601118850852131;-56.10373875392889;;2025-09-03
5270871;MARCONDES COSTA MARQUES;MARCONDES COSTA MARQUES;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595005488875952;-56.118059648045765;;2025-09-03
5270898;MARIA ELISA DE OLIVEIRA NOETHEN;MARIA ELISA DE OLIVEIRA NOETHEN;510340;Cuiabá;Sim;Sim;DUQUE DE CAXIAS;RUA ALMIRANTE HENRIQUE PINHEIRO GUEDES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.58820288949953;-56.11503242042634;65 3322-4852;2025-11-27
5270901;MARIA LUIZA BIANCHINI DAS NEVES;MARIA LUIZA BIANCHINI DAS NEVES;510340;Cuiabá;Sim;Sim;CENTRO;RUA TENENTE CEL THOGO DA SILVA PEREIRA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3623-2000;2025-09-03
5270936;MARIA NAZARE GAIVA DE MATTOS;MARIA NAZARE GAIVA DE MATTOS;510340;Cuiabá;Sim;Sim;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.594908185411303;-56.11660738338881;65 3322-7159;2025-11-27
