latitude;longitude;s_km;offset_km;elevacao_m;elev_talvegue_ref;hand_m
-14.8542;-56.02976;52.0;-4.0;259.0;215.0;44.0
-14.80774;-56.08658;52.0;4.0;213.0;215.0;0.0
-14.82139;-56.06898;54.0;0.0;211.0;211.0;0.0
-14.82451;-56.07232;54.0;-0.5;215.0;211.0;4.0
-14.81826;-56.06563;54.0;0.5;210.0;211.0;0.0
-14.82764;-56.07567;54.0;-1.0;228.0;211.0;17.0
-14.81514;-56.06229;54.0;1.0;216.0;211.0;5.0
-14.83076;-56.07901;54.0;-1.5;224.0;211.0;13.0
-14.81201;-56.05895;54.0;1.5;221.0;211.0;10.0
-14.83389;-56.08236;54.0;-2.0;245.0;211.0;34.0
-14.80888;-56.0556;54.0;2.0;241.0;211.0;30.0
-14.83701;-56.0857;54.0;-2.5;247.0;211.0;36.0
-14.80576;-56.05226;54.0;2.5;266.0;211.0;55.0
-14.84014;-56.08904;54.0;-3.0;242.0;211.0;31.0
-14.80263;-56.04891;54.0;3.0;255.0;211.0;44.0
-14.84326;-56.09239;54.0;-3.5;245.0;211.0;34.0
-14.79951;-56.04557;54.0;3.5;236.0;211.0;25.0
-14.84639;-56.09573;54.0;-4.0;260.0;211.0;49.0
-14.79638;-56.04223;54.0;4.0;241.0;211.0;30.0
-14.81903;-56.08642;56.0;0.0;204.0;205.0;0.0
-14.82323;-56.08806;56.0;-0.5;213.0;205.0;8.0
-14.81482;-56.08478;56.0;0.5;221.0;205.0;16.0
-14.82744;-56.0897;56.0;-1.0;220.0;205.0;15.0
-14.81061;-56.08315;56.0;1.0;218.0;205.0;13.0
-14.83165;-56.09133;56.0;-1.5;230.0;205.0;25.0
-14.8064;-56.08151;56.0;1.5;223.0;205.0;18.0
-14.83586;-56.09297;56.0;-2.0;233.0;205.0;28.0
-14.80219;-56.07987;56.0;2.0;223.0;205.0;18.0
-14.84007;-56.09461;56.0;-2.5;243.0;205.0;38.0
-14.79798;-56.07823;56.0;2.5;227.0;205.0;22.0
-14.84428;-56.09625;56.0;-3.0;257.0;205.0;52.0
-14.79377;-56.0766;56.0;3.0;233.0;205.0;28.0
-14.84849;-56.09788;56.0;-3.5;241.0;205.0;36.0
-14.78956;-56.07496;56.0;3.5;240.0;205.0;35.0
-14.8527;-56.09952;56.0;-4.0;242.0;205.0;37.0
-14.78536;-56.07332;56.0;4.0;240.0;205.0;35.0
-14.80763;-56.09882;58.0;0.0;212.0;212.0;0.0
-14.81213;-56.09882;58.0;-0.5;225.0;212.0;13.0
-14.80313;-56.09882;58.0;0.5;238.0;212.0;26.0
-14.81662;-56.09882;58.0;-1.0;228.0;212.0;16.0
-14.79864;-56.09882;58.0;1.0;225.0;212.0;13.0
-14.82112;-56.09882;58.0;-1.5;230.0;212.0;18.0
-14.79414;-56.09882;58.0;1.5;234.0;212.0;22.0
-14.82562;-56.09882;58.0;-2.0;238.0;212.0;26.0
-14.78964;-56.09882;58.0;2.0;235.0;212.0;23.0
-14.83011;-56.09882;58.0;-2.5;233.0;212.0;21.0
-14.78515;-56.09882;58.0;2.5;229.0;212.0;17.0
-14.83461;-56.09882;58.0;-3.0;240.0;212.0;28.0
-14.78065;-56.09882;58.0;3.0;225.0;212.0;13.0
-14.83911;-56.09882;58.0;-3.5;246.0;212.0;34.0
-14.77615;-56.09882;58.0;3.5;234.0;212.0;22.0
-14.8436;-56.09882;58.0;-4.0;259.0;212.0;47.0
-14.77166;-56.09882;58.0;4.0;267.0;212.0;55.0
-14.81506;-56.11344;60.0;0.0;209.0;209.0;0.0
-14.81876;-56.11608;60.0;-0.5;210.0;209.0;1.0
-14.81136;-56.1108;60.0;0.5;214.0;209.0;5.0
-14.82246;-56.11873;60.0;-1.0;226.0;209.0;17.0
-14.80765;-56.10816;60.0;1.0;224.0;209.0;15.0
-14.82616;-56.12137;60.0;-1.5;222.0;209.0;13.0
-14.80395;-56.10552;60.0;1.5;221.0;209.0;12.0
-14.82986;-56.12401;60.0;-2.0;225.0;209.0;16.0
-14.80025;-56.10288;60.0;2.0;219.0;209.0;10.0
-14.83357;-56.12665;60.0;-2.5;232.0;209.0;23.0
-14.79655;-56.10024;60.0;2.5;229.0;209.0;20.0
-14.83727;-56.12929;60.0;-3.0;234.0;209.0;25.0
-14.79285;-56.0976;60.0;3.0;236.0;209.0;27.0
-14.84097;-56.13193;60.0;-3.5;234.0;209.0;25.0
-14.78914;-56.09496;60.0;3.5;252.0;209.0;43.0
-14.84467;-56.13457;60.0;-4.0;229.0;209.0;20.0
-14.78544;-56.09232;60.0;4.0;242.0;209.0;33.0
-14.79779;-56.11248;62.0;0.0;202.0;202.0;0.0
-14.7976;-56.11713;62.0;-0.5;211.0;202.0;9.0
-14.79797;-56.10783;62.0;0.5;218.0;202.0;16.0
-14.79742;-56.12177;62.0;-1.0;207.0;202.0;5.0
-14.79815;-56.10318;62.0;1.0;226.0;202.0;24.0
-14.79724;-56.12642;62.0;-1.5;216.0;202.0;14.0
-14.79833;-56.09854;62.0;1.5;225.0;202.0;23.0
-14.79706;-56.13107;62.0;-2.0;219.0;202.0;17.0
-14.79851;-56.09389;62.0;2.0;244.0;202.0;42.0
-14.79688;-56.13571;62.0;-2.5;213.0;202.0;11.0
-14.79869;-56.08924;62.0;2.5;248.0;202.0;46.0
-14.7967;-56.14036;62.0;-3.0;227.0;202.0;25.0
-14.79887;-56.0846;62.0;3.0;236.0;202.0;34.0
-14.79652;-56.14501;62.0;-3.5;233.0;202.0;31.0
-14.79905;-56.07995;62.0;3.5;227.0;202.0;25.0
-14.79633;-56.14965;62.0;-4.0;228.0;202.0;26.0
-14.79923;-56.0753;62.0;4.0;238.0;202.0;36.0
-14.79567;-56.12519;64.0;0.0;206.0;206.0;0.0
-14.79918;-56.12809;64.0;-0.5;211.0;206.0;5.0
-14.79215;-56.12228;64.0;0.5;215.0;206.0;9.0
-14.80269;-56.13099;64.0;-1.0;219.0;206.0;13.0
-14.78864;-56.11938;64.0;1.0;221.0;206.0;15.0
-14.8062;-56.1339;64.0;-1.5;226.0;206.0;20.0
-14.78513;-56.11648;64.0;1.5;224.0;206.0;18.0
-14.80972;-56.1368;64.0;-2.0;243.0;206.0;37.0
-14.78162;-56.11357;64.0;2.0;228.0;206.0;22.0
-14.81323;-56.13971;64.0;-2.5;247.0;206.0;41.0
-14.7781;-56.11067;64.0;2.5;234.0;206.0;28.0
-14.81674;-56.14261;64.0;-3.0;237.0;206.0;31.0
-14.77459;-56.10777;64.0;3.0;267.0;206.0;61.0
-14.82025;-56.14551;64.0;-3.5;239.0;206.0;33.0
-14.77108;-56.10486;64.0;3.5;273.0;206.0;67.0
-14.82377;-56.14842;64.0;-4.0;241.0;206.0;35.0
-14.76757;-56.10196;64.0;4.0;257.0;206.0;51.0
-14.78371;-56.13828;66.0;0.0;210.0;210.0;0.0
-14.78801;-56.13966;66.0;-0.5;215.0;210.0;5.0
-14.77942;-56.13691;66.0;0.5;224.0;210.0;14.0
-14.7923;-56.14104;66.0;-1.0;230.0;210.0;20.0
-14.77513;-56.13553;66.0;1.0;226.0;210.0;16.0
-14.7966;-56.14242;66.0;-1.5;233.0;210.0;23.0
-14.77083;-56.13415;66.0;1.5;227.0;210.0;17.0
-14.80089;-56.1438;66.0;-2.0;231.0;210.0;21.0
-14.76654;-56.13277;66.0;2.0;219.0;210.0;9.0
-14.80519;-56.14518;66.0;-2.5;228.0;210.0;18.0
-14.76224;-56.1314;66.0;2.5;214.0;210.0;4.0
-14.80948;-56.14655;66.0;-3.0;236.0;210.0;26.0
-14.75795;-56.13002;66.0;3.0;222.0;210.0;12.0
-14.81378;-56.14793;66.0;-3.5;234.0;210.0;24.0
-14.75365;-56.12864;66.0;3.5;230.0;210.0;20.0
-14.81807;-56.14931;66.0;-4.0;227.0;210.0;17.0
-14.74936;-56.12726;66.0;4.0;220.0;210.0;10.0
-14.77552;-56.15436;68.0;0.0;210.0;210.0;0.0
-14.77951;-56.1565;68.0;-0.5;206.0;210.0;0.0
-14.77152;-56.15223;68.0;0.5;222.0;210.0;12.0
-14.7835;-56.15863;68.0;-1.0;210.0;210.0;0.0
-14.76753;-56.15009;68.0;1.0;226.0;210.0;16.0
-14.7875;-56.16077;68.0;-1.5;206.0;210.0;0.0
-14.76353;-56.14795;68.0;1.5;222.0;210.0;12.0
-14.79149;-56.16291;68.0;-2.0;213.0;210.0;3.0
-14.75954;-56.14582;68.0;2.0;210.0;210.0;0.0
-14.79549;-56.16504;68.0;-2.5;221.0;210.0;11.0
-14.75554;-56.14368;68.0;2.5;211.0;210.0;1.0
-14.79948;-56.16718;68.0;-3.0;221.0;210.0;11.0
-14.75155;-56.14155;68.0;3.0;222.0;210.0;12.0
-14.80347;-56.16932;68.0;-3.5;239.0;210.0;29.0
-14.74756;-56.13941;68.0;3.5;215.0;210.0;5.0
-14.80747;-56.17145;68.0;-4.0;232.0;210.0;22.0
-14.74356;-56.13728;68.0;4.0;224.0;210.0;14.0
-14.7625;-56.16139;70.0;0.0;213.0;213.0;0.0
-14.7616;-56.16595;70.0;-0.5;218.0;213.0;5.0
-14.7634;-56.15683;70.0;0.5;212.0;213.0;0.0
-14.76071;-56.1705;70.0;-1.0;217.0;213.0;4.0
-14.76429;-56.15228;70.0;1.0;211.0;213.0;0.0
-14.75981;-56.17506;70.0;-1.5;224.0;213.0;11.0
-14.76519;-56.14772;70.0;1.5;224.0;213.0;11.0
-14.75891;-56.17962;70.0;-2.0;238.0;213.0;25.0
-14.76609;-56.14316;70.0;2.0;215.0;213.0;2.0
-14.75801;-56.18417;70.0;-2.5;227.0;213.0;14.0
-14.76698;-56.13861;70.0;2.5;212.0;213.0;0.0
-14.75712;-56.18873;70.0;-3.0;226.0;213.0;13.0
-14.76788;-56.13405;70.0;3.0;220.0;213.0;7.0
-14.75622;-56.19329;70.0;-3.5;232.0;213.0;19.0
-14.76878;-56.12949;70.0;3.5;225.0;213.0;12.0
-14.75532;-56.19784;70.0;-4.0;242.0;213.0;29.0
-14.76967;-56.12494;70.0;4.0;224.0;213.0;11.0
-14.74991;-56.15274;72.0;0.0;205.0;205.0;0.0
-14.7523;-56.15669;72.0;-0.5;210.0;205.0;5.0
-14.74753;-56.1488;72.0;0.5;207.0;205.0;2.0
-14.75468;-56.16063;72.0;-1.0;219.0;205.0;14.0
-14.74514;-56.14486;72.0;1.0;218.0;205.0;13.0
-14.75707;-56.16457;72.0;-1.5;219.0;205.0;14.0
-14.74276;-56.14092;72.0;1.5;222.0;205.0;17.0
-14.75945;-56.16851;72.0;-2.0;222.0;205.0;17.0
-14.74037;-56.13698;72.0;2.0;236.0;205.0;31.0
-14.76184;-56.17245;72.0;-2.5;219.0;205.0;14.0
-14.73799;-56.13304;72.0;2.5;236.0;205.0;31.0
-14.76422;-56.1764;72.0;-3.0;226.0;205.0;21.0
-14.7356;-56.1291;72.0;3.0;247.0;205.0;42.0
-14.76661;-56.18034;72.0;-3.5;235.0;205.0;30.0
-14.73322;-56.12515;72.0;3.5;240.0;205.0;35.0
-14.76899;-56.18428;72.0;-4.0;240.0;205.0;35.0
-14.73083;-56.12121;72.0;4.0;239.0;205.0;34.0
-14.74182;-56.16857;74.0;0.0;199.0;199.0;0.0
-14.74515;-56.17169;74.0;-0.5;205.0;199.0;6.0
-14.73849;-56.16545;74.0;0.5;212.0;199.0;13.0
-14.74849;-56.17481;74.0;-1.0;213.0;199.0;14.0
-14.73515;-56.16234;74.0;1.0;212.0;199.0;13.0
-14.75182;-56.17793;74.0;-1.5;227.0;199.0;28.0
-14.73182;-56.15922;74.0;1.5;211.0;199.0;12.0
-14.75516;-56.18105;74.0;-2.0;231.0;199.0;32.0
-14.72848;-56.1561;74.0;2.0;217.0;199.0;18.0
-14.75849;-56.18417;74.0;-2.5;229.0;199.0;30.0
-14.72515;-56.15298;74.0;2.5;223.0;199.0;24.0
-14.76183;-56.18729;74.0;-3.0;229.0;199.0;30.0
-14.72181;-56.14986;74.0;3.0;238.0;199.0;39.0
-14.76516;-56.19041;74.0;-3.5;225.0;199.0;26.0
-14.71848;-56.14674;74.0;3.5;244.0;199.0;45.0
-14.76849;-56.19353;74.0;-4.0;233.0;199.0;34.0
-14.71514;-56.14362;74.0;4.0;244.0;199.0;45.0
-14.72984;-56.18242;76.0;0.0;208.0;208.0;0.0
-14.73284;-56.18588;76.0;-0.5;209.0;208.0;1.0
-14.72685;-56.17895;76.0;0.5;210.0;208.0;2.0
-14.73583;-56.18935;76.0;-1.0;213.0;208.0;5.0
-14.72385;-56.17548;76.0;1.0;219.0;208.0;11.0
-14.73883;-56.19282;76.0;-1.5;214.0;208.0;6.0
-14.72086;-56.17201;76.0;1.5;226.0;208.0;18.0
-14.74182;-56.19629;76.0;-2.0;226.0;208.0;18.0
-14.71786;-56.16854;76.0;2.0;228.0;208.0;20.0
-14.74481;-56.19976;76.0;-2.5;242.0;208.0;34.0
-14.71487;-56.16507;76.0;2.5;232.0;208.0;24.0
-14.74781;-56.20323;76.0;-3.0;233.0;208.0;25.0
-14.71187;-56.16161;76.0;3.0;234.0;208.0;26.0
-14.7508;-56.2067;76.0;-3.5;241.0;208.0;33.0
-14.70888;-56.15814;76.0;3.5;229.0;208.0;21.0
-14.7538;-56.21016;76.0;-4.0;246.0;208.0;38.0
-14.70588;-56.15467;76.0;4.0;217.0;208.0;9.0
-14.71812;-56.19638;78.0;0.0;199.0;199.0;0.0
-14.7218;-56.19904;78.0;-0.5;212.0;199.0;13.0
-14.71443;-56.19372;78.0;0.5;208.0;199.0;9.0
-14.72549;-56.20171;78.0;-1.0;208.0;199.0;9.0
-14.71074;-56.19106;78.0;1.0;218.0;199.0;19.0
-14.72918;-56.20437;78.0;-1.5;215.0;199.0;16.0
-14.70705;-56.1884;78.0;1.5;211.0;199.0;12.0
-14.73287;-56.20703;78.0;-2.0;212.0;199.0;13.0
-14.70337;-56.18574;78.0;2.0;222.0;199.0;23.0
-14.73655;-56.20969;78.0;-2.5;219.0;199.0;20.0
-14.69968;-56.18308;78.0;2.5;235.0;199.0;36.0
-14.74024;-56.21235;78.0;-3.0;217.0;199.0;18.0
-14.69599;-56.18042;78.0;3.0;225.0;199.0;26.0
-14.74393;-56.21501;78.0;-3.5;229.0;199.0;30.0
-14.6923;-56.17776;78.0;3.5;226.0;199.0;27.0
-14.74762;-56.21767;78.0;-4.0;230.0;199.0;31.0
-14.68862;-56.1751;78.0;4.0;216.0;199.0;17.0
-14.71541;-56.21391;80.0;0.0;206.0;206.0;0.0
-14.7199;-56.21405;80.0;-0.5;210.0;206.0;4.0
-14.71092;-56.21377;80.0;0.5;204.0;206.0;0.0
-14.7244;-56.21419;80.0;-1.0;209.0;206.0;3.0
-14.70642;-56.21363;80.0;1.0;213.0;206.0;7.0
-14.72889;-56.21433;80.0;-1.5;210.0;206.0;4.0
-14.70193;-56.21349;80.0;1.5;216.0;206.0;10.0
-14.73339;-56.21447;80.0;-2.0;216.0;206.0;10.0
-14.69743;-56.21334;80.0;2.0;216.0;206.0;10.0
-14.73788;-56.21462;80.0;-2.5;218.0;206.0;12.0
-14.69294;-56.2132;80.0;2.5;208.0;206.0;2.0
-14.74238;-56.21476;80.0;-3.0;225.0;206.0;19.0
-14.68844;-56.21306;80.0;3.0;206.0;206.0;0.0
-14.74687;-56.2149;80.0;-3.5;231.0;206.0;25.0
-14.68395;-56.21292;80.0;3.5;215.0;206.0;9.0
-14.75137;-56.21504;80.0;-4.0;226.0;206.0;20.0
-14.67945;-56.21278;80.0;4.0;216.0;206.0;10.0
