id_snisb;nome;municipio;orgao_fiscalizador;empreendedor;curso_dagua;codigo_trecho_curso_dagua;relacao_com_cuiaba;categoria_risco;dano_potencial_associado;classe_cnrh;altura_m;capacidade_hm3;uso_principal;fase_de_vida;possui_plano_de_seguranca;possui_pae;data_ultima_inspecao;latitude;longitude
31578;Barragem Taguá;Cuiabá;MT - Secretaria de Estado do Meio Ambiente - SEMA;TAGUÁ AGROPECUÁRIA LTDA;Rio Bandeira;8965754;montante;Médio;Baixo;D;3.0;0.007;Dessedentação Animal;Operação;Não;;;-15.421777777999978;-56.074027778000016
36539;Barramento Pé de Pequi I;Chapada dos Guimarães;MT - Secretaria de Estado do Meio Ambiente - SEMA;Ivan Tadeu Bezerra;Ribeirão Mutum;89676;montante;Médio;Baixo;D;5.12;0.004;Abastecimento humano;Operação;Não;;;-15.047694444000001;-55.954361111000026
34734;BARRAGEM 3;Cuiabá;MT - Secretaria de Estado do Meio Ambiente - SEMA;Cidade Jardim Incorporações de Empreendimentos Imobiliários Ltda.;Rio Bandeira;8965754;montante;Médio;Baixo;D;3.0;0.004;Paisagismo;Operação;Não;;;-15.464583333000007;-56.06419444400001
27940;Estância 2R - Retiro Vista Alegre;Rosário Oeste;MT - Secretaria de Estado do Meio Ambiente - SEMA;Rodrigo Ferreira da Silva;Ribeirão do Engenho;8965932;montante;Baixo;Baixo;E;3.0;0.003;Dessedentação Animal;Operação;Não;;;-15.031999999999982;-56.32011111100002
35027;Barramento ? Fazenda Jardim;Cuiabá;MT - Secretaria de Estado do Meio Ambiente - SEMA;Jamir Fernando Jardim Prates;Rio Coxipó-açu;896576;montante;Médio;Baixo;D;1.6;0.001;Irrigação;Operação;Não;;;-15.102527778000024;-55.99791666700003
26534;Fazenda KM;Cuiabá;MT - Secretaria de Estado do Meio Ambiente - SEMA;Khalil Mikhail Malouf;SEM NOME;8965768;montante;Alto;Baixo;C;3.0;0.001;Abastecimento humano;Operação;Não;;;-15.214833333000001;-55.91300000000001
29384;BR SANTA FELICIDADE 04;Nossa Senhora do Livramento;Agência Nacional de Mineração - ANM;FILADELFO DOS REIS DIAS;Córrego Tarumã;8965742;montante;Baixo;Baixo;E;25.0;;Contenção de rejeitos de mineração;Construção;Não;;;-15.669688888999985;-56.35072777800002
21949;BARRAGEM ÁGUA BRANCA;Rosário Oeste;Agência Nacional de Mineração - ANM;RIDALECIO DE SOUZA;Córrego Chiqueirinho;8965944;montante;Baixo;Baixo;E;0.0;0.0;Contenção de rejeitos de mineração;Construção;Não;;;-14.87913888899999;-56.57302777799998
26265;BRAVO II;Várzea Grande;Agência Nacional de Mineração - ANM;ROBINSON DA SILVA BRAVO;Ribeirão Espinheiro;896578;montante;Baixo;Baixo;E;0.0;0.0;Contenção de rejeitos de mineração;Construção;Não;;;-15.465573611000025;-56.45760666699999
31525;BRAVO IV;Várzea Grande;Agência Nacional de Mineração - ANM;Fellipe Gabriel Firmino Bravo;Ribeirão Espinheiro;896578;montante;Baixo;Baixo;E;17.0;0.0;Contenção de rejeitos de mineração;Construção;Não;;;-15.456388611000023;-56.45557638899999
