id_snisb;nome_powerbi;municipio_powerbi;comprimento_coroamento_m;altura_estimada_m;capacidade_estimada_m3;data_ultima_fiscalizacao;data_ultima_autuacao;data_inicio_fase_de_vida;data_inspecao_seguranca_regular;tipo_empreendedor;corpo_hidrico;data_atualizacao_registro;situacao_cadastro
28304;BARRAGEM 4;VÁRZEA GRANDE;0;0;0;;;1800-01-01T00:00:00;;Empresas em Geral - Privado;córrego sem denominação;2024-10-09;
28361;BARRAGEM 2;SANTA CRUZ DO XINGU;90;0;0;;;1800-01-01T00:00:00;;Pessoa Física;córrego sem denominação;;
28616;Fazenda Santa Fé;SANTA CRUZ DO XINGU;115;0;0;;;2022-10-21;;Pessoa Física;SEM NOME;2024-10-08;
28620;Barramento II - Fazenda Cascata;IPIRANGA DO NORTE;222.43;11.81;0.448;;;1800-01-01T00:00:00;;Pessoa Física;Córrego Vai-Vem;2026-02-04;
28709;BARRAGEM 1;IPIRANGA DO NORTE;180.46;0;0;;;2023-06-19;;Pessoa Física;SEM NOME;2024-10-08;
28719;Barragem Carnaíba;MIRASSOL D'OESTE;305;0;0;;;1992-01-01;;Órgãos - Público;Represa Carnaiba;2026-02-04;
28805;Fazenda Roncador;QUERÊNCIA;207.8;0;0;;;1800-01-01T00:00:00;;Outros - Privado;SEM NOME;2024-10-09;
28863;Barragem 13;SANTA CRUZ DO XINGU;119.55;0;0;;;1800-01-01T00:00:00;;Pessoa Física;SEM NOME;2024-10-08;
28886;Mariana II;POXORÉU;102;0;0;;;2023-03-17;;Pessoa Física;Ribeirão Sangradourozinho;2024-10-08;
28918;Barragem 03;SANTA CRUZ DO XINGU;65.5;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Córrego do Pedro;2025-02-19;
28934;BR02;NOSSA SENHORA DO LIVRAMENTO;1439;;;2026-04-29;;2022-06-01;;;Córrego Barbeiro;2026-06-23;Classe II B - Inertes
293;Fazenda Carol I, II e III - Barragem I;SORRISO;61.6;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Barragem Fazenda Carol 2;2025-01-31;
29376;VALE DO OURO;NOSSA SENHORA DO LIVRAMENTO;;;;;;2023-01-13;;Pessoa Física;Ribeirão Bento Gomes;;
29377;Barragem MSJ;CUIABÁ;783;;;;;2024-07-01;;;Córrego Aricazinho;2025-11-24;Classe II B - Inertes
29378;TB04;NOSSA SENHORA DO LIVRAMENTO;;14;1.299;;;2022-07-19;;;Ribeirão Bento Gomes;2026-02-26;
29380;Barragem de Rejeito Capim Gold 2;NOSSA SENHORA DO LIVRAMENTO;850;12.02;0.28;;;2026-02-12;;;Ribeirão Bento Gomes;2026-04-09;Classe II B - Inertes
29381;BR03;NOSSA SENHORA DO LIVRAMENTO;1350;;;;;2022-06-01;;;Córrego Barbeiro;2025-11-24;Classe II B - Inertes
29382;Barragem de Rejeito - Mineração Ouro Fino;NOSSA SENHORA DO LIVRAMENTO;287.5;;;;;2024-01-15;;;Ribeirão Cocaes;2025-12-08;Classe II B - Inertes
29383;Mineração Livramento;NOSSA SENHORA DO LIVRAMENTO;;;;;;2023-04-06;;;Córrego Tarumã;;
29384;BR SANTA FELICIDADE 04;NOSSA SENHORA DO LIVRAMENTO;1870;25;0;;;2023-07-14;;;Córrego Tarumã;2026-02-26;
29385;TR1;NOSSA SENHORA DO LIVRAMENTO;873.04;;;2024-09-20;;2023-08-01;;;Córrego Perobas;2025-11-25;Classe II A - Não inertes
29386;LD-01;NOSSA SENHORA DO LIVRAMENTO;673.53;14;0;;;2023-03-16;;;Rio Cuiabá;2026-02-26;
29387;CATARINO;Poconé;424.13;;;;;2023-08-10;;Pessoa Física;Rio Bento Gomes;2025-11-26;Classe II B - Inertes
29388;P.R.A;PONTES E LACERDA;460;;;;;2022-12-28;;;córrego Água Azul;2025-11-24;Classe II B - Inertes
294;FAZENDA LUIZ EDUARDO I e II;SORRISO;0;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Córrego A. Alves;;
295;FAZENDA CAROL I, II e III - Barragem II;SORRISO;0;;;;;1800-01-01T00:00:00;;Pessoa Física;Córrego Boi Morto;2025-01-27;
29564;UISA A;BARRA DO BUGRES;269.27;0;0;;;1988-01-01;;;Rio Branco;2025-12-11;
29579;Barramento II;CONFRESA;340;0;0;;;1990-08-09;;Empresas em Geral - Privado;SEM NOME;2025-01-28;
29886;B1;ARAGUAIANA;0;0;0;;;2023-08-22;;Pessoa Física;SEM NOME;2025-01-24;
29888;BARRAGEM FAZENDA PANFLORA;Rosário Oeste;185;0;0;;;1800-01-01T00:00:00;;Empresas em Geral - Privado;Córrego Cocal;2024-10-09;
29889;B2;ARAGUAIANA;135;0;0;;;2023-08-23;;Pessoa Física;Córrego Ramagem ou São Joãozinho;2024-10-09;
29894;B3;ARAGUAIANA;248;0;0;;;2023-08-24;;Pessoa Física;SEM NOME;2024-10-09;
29953;Barragem 02;CLÁUDIA;170;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Córrego Naida;2024-10-25;
30131;Fazenda Tanguro;CANARANA;0;0;0;;;;;Pessoa Física;SEM NOME;;
30135;NSL 01;NOSSA SENHORA DO LIVRAMENTO;1063.58;;;;;2012-10-15;;;Ribeirão Cocaes;2025-11-24;Classe II B - Inertes
304;CARLOS ALBERTO CAPELETTI - FAZENDA TOLEDO;TAPURAH;234.24;;;;;1800-01-01T00:00:00;;Pessoa Física;Barragem Carlos Alberto Capeletti - Fazenda Toledo;2024-12-04;
30462;BARRAGEM 01;CLÁUDIA;210;0;0;;;2023-11-28;;Pessoa Física;Córrego Naida;2024-10-25;
305;FAZENDA MEU PEDAÇO;SORRISO;130;;;;;2003-02-08;;Pessoa Física;Barragem Fazenda Meu Pedaço;2025-03-31;
30591;Barragem na Fazenda Gera;CAMPO NOVO DO PARECIS;203.18;0;0;;;2023-12-14;;Pessoa Física;SEM NOME;2025-01-27;
306;FAZENDA POTRICH;SORRISO;0;0;0;;;1993-03-14;;Empresas em Geral - Privado;Barragem Fazenda Potrich;2024-10-08;
307;Fazenda Vitória;SORRISO;0;0;0;;;2003-06-27;;Pessoa Física;Barragem Sergio Adão Esteves;2025-12-18;
30796;Fazenda Possamai II;SORRISO;107.09;0;0;;;2022-10-27;;Pessoa Física;Córrego Caititu;2025-01-24;
30797;Martins 2;Poconé;1307;16;1330;;;2025-02-19;;Pessoa Física;SEM NOME;2025-11-12;Classe II B - Inertes
30798;Fazenda Furnas;RIBEIRÃO CASCALHEIRA;389;0;0;;;1800-01-01T00:00:00;;Empresas em Geral - Privado;SEM NOME;2025-01-27;
30819;Fazenda Cambará;PARANATINGA;254.8;0;0;;;2024-01-08;;Empresas em Geral - Privado;SEM NOME;2024-10-03;
30821;Fazenda Cambará;PARANATINGA;113.3;0;0;;;2024-01-08;;Empresas em Geral - Privado;SEM NOME;2025-01-27;
30836;Mariana IB;POXORÉU;140;0;0;;;2023-03-17;;Pessoa Física;SEM NOME;2024-12-05;
30852;FAZENDA CELESTE III;VERA;63.7;0;0;;;2023-07-20;;Pessoa Física;córrego sem denominação;2025-01-27;
30856;Fazenda Tropeiro Velho;SORRISO;;0;0;;;2024-01-15;;Pessoa Física;Córrego da Ponte;2025-01-28;
30879;Fazenda Paraúna;NOVA UBIRATÃ;172.3;0;0;;;2023-03-24;;Pessoa Física;Córrego Água do Macaco;2025-04-28;
30884;Barragem na Fazenda Paulista III;NOVA MARILÂNDIA;147.45;0;0;;;2024-01-22;;Pessoa Física;Ribeirão Maria Joana de Paula;2025-12-19;
30886;UISA A;NOVA OLÍMPIA;;0;0;;;2023-04-20;;;Córrego São Lourenço;2025-12-12;
30900;Lagemann;IPIRANGA DO NORTE;45.6;0;0;;;2023-02-01;;Pessoa Física;SEM NOME;2024-10-03;
30902;Barramento 4 - Fazenda Guanabara – Gleba A;DENISE;112.01;0;0;;;2024-01-24;;;Córrego Ponta de Cerne;2024-10-01;
30908;Barragem I - Fazenda Nandico;VERA;48.44;0;0;;;2023-02-02;;Pessoa Física;Rio Nandico;2025-10-13;
30909;BARRAGEM PRINCIPAL;Água Boa;299.1;0;0;2024-11-06;;2023-08-16;2025-03-31;Pessoa Física;SEM NOME;2026-06-23;
30913;Barragem Fazenda Adriana;GUIRATINGA;398.75;0;0;;;2025-01-29;;Empresas em Geral - Privado;Barragem Fazenda Adriana;2025-12-19;
30922;Barragem na Fazenda Izabel;RONDONÓPOLIS;202;0;0;;;2025-12-22;;Empresas em Geral - Privado;Rio Itiquira;2026-06-22;
30939;BARRAMENTO 09;BARRA DO BUGRES;69.62;0;0;;;2024-02-01;;;Rio dos Bugres;2025-02-11;
30947;Barramento 8 - Fazenda Guanabara – Gleba A;DENISE;;0;0;;;2024-02-02;;;CÓRREGO LOBO;2024-10-09;
30960;Barramento - Fazenda Progresso I e II;PRIMAVERA DO LESTE;303.69;0;0;;;2024-02-15;;Empresas em Geral - Privado;Córrego Fundo;2025-01-29;
30962;Barramento 1 - Fazenda Guanabara – Gleba A;NOVA OLÍMPIA;152.26;0;0;;;2024-02-08;;;Rio Bracinho;2024-10-09;
31000;Barramento II - Fazenda Cabeceira;IPIRANGA DO NORTE;240.06;0;0;;;2024-02-20;;Pessoa Física;SEM NOME;2026-06-23;
31011;Reservatório de Água P.R.A.;PONTES E LACERDA;235;0;0;;;2024-02-21;;;córrego Água Azul;2024-10-04;
31048;Barragem na Fazenda Santa Fé;CANARANA;111.26;0;0;;;2024-02-29;;Pessoa Física;Ribeirão Bonito;2024-09-30;
31105;Fazenda Santa Helena;MARCELÂNDIA;138.3;0;0;;;2024-03-18;;Pessoa Física;Córrego Saudade;2025-10-01;
31117;Depósito Mocelin;TABAPORÃ;81.62;0;0;;;2024-03-21;;Pessoa Física;SEM NOME;2024-10-08;
31174;LOTES 79 E 80;SINOP;127.94;0;0;;;2023-03-06;;Fundações Privadas - Privado;Córrego Isaura Egle;2026-02-04;
31175;LOTES 79 E 80;SINOP;127.94;0;0;;;2024-03-06;;Fundações Privadas - Privado;Córrego Isaura Egle;2026-02-04;
31228;Barragem na Fazenda dos Sonhos;ALTO ARAGUAIA;117;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Córrego do Rancho;2025-01-28;
31258;Salinas;NOSSA SENHORA DO LIVRAMENTO;447;0;0;;;1800-01-01T00:00:00;;;SEM NOME;2024-09-30;
31286;Reservatório  B1;CUIABÁ;218;0;0;;;2023-12-27;;;Córrego Aricazinho;2024-10-02;
31305;Manga;PONTES E LACERDA;539;;;2025-10-14;;2024-01-17;;;CÓRREGO BARREIRO;2025-11-12;Classe II B - Inertes
31358;BARRAGEM DE REJEITO NORMA;Poconé;693;;;;;2024-04-26;;Pessoa Física;Rio Bento Gomes;2025-11-12;Classe II B - Inertes
31360;Barramento I - Rio Fontoura Agropecuária;SÃO FÉLIX DO ARAGUAIA;227.36;0;0;;;;;Empresas em Geral - Privado;SEM NOME;2024-10-03;
31361;Pascoal;QUERÊNCIA;450;0;0;;;2023-05-19;;Pessoa Física;SEM NOME;2025-01-27;
31362;Barragem II;QUERÊNCIA;207;0;0;;;2023-05-19;;Pessoa Física;SEM NOME;2025-01-27;
31363;Barragem III;QUERÊNCIA;175;0;0;;;2023-05-19;;Pessoa Física;SEM NOME;2025-01-27;
31371;Barragem 01 – Fazenda Ubatuba;SÃO JOSÉ DO XINGU;275;0;0;;;2023-03-17;;Pessoa Física;SEM NOME;2025-01-28;
31383;SÃO RAFAEL;Poconé;90;;;;;2024-05-01;;;SEM NOME;2025-11-26;Classe II B - Inertes
31468;BARRAGEM PRINCIPAL;SORRISO;112.47;0;0;;;1800-01-01T00:00:00;;Pessoa Física;SEM NOME;2025-01-24;
31517;Barragem Bem-te-vi;LUCAS DO RIO VERDE;74.5;0;0;;;2019-01-24;;Pessoa Física;Rio Marapé;2024-10-04;
31525;BRAVO IV;VÁRZEA GRANDE;1147;;;;;2024-05-25;;;;;
31533;Campinas;NOVO SÃO JOAQUIM;115;0;0;;;2023-12-12;;Pessoa Física;SEM NOME;2025-01-27;
31541;Barramento principal (1A);CARLINDA;94.85;0;0;;;1800-01-01T00:00:00;;Outros - Privado;SEM NOME;2025-01-27;
31551;Barragem 07 - Fazenda Zeniiti III;Alta Floresta;47.42;0;0;;;2024-01-17;;Pessoa Física;Rio Santa Helena;2025-01-24;
31556;Fazenda Selva de Pedra;DENISE;109.97;0;0;;;2024-06-03;;Pessoa Física;Córrego Mococa;2024-09-30;
31561;Prefeitura Municipal de Lucas do Rio Verde;LUCAS DO RIO VERDE;115.65;0;0;;;2024-06-04;;Órgãos - Público;SEM NOME;2024-10-04;
31563;BARRAGEM URUTAU;Barra do Garças;512;0;0;;;1800-01-01T00:00:00;;Empresas em Geral - Privado;SEM NOME;2026-02-04;
31568;Barramento Fazenda Vera Cruz;Barra do Garças;265.98;0;0;;;2024-06-06;;Pessoa Física;córrego Água Azul;2025-09-17;
31569;Fazenda Luta;CONFRESA;1147;0;0;2024-06-25;;2021-01-05;2025-12-31;Empresas em Geral - Privado;SEM NOME;2025-01-27;
31577;Barramento Montante Fazenda Carajas  - Lote 64;LUCAS DO RIO VERDE;123.08;0;0;;;2024-06-18;;Pessoa Física;SEM NOME;2025-01-29;
31578;Barragem Taguá;CUIABÁ;68;0;0;;;2023-07-24;;Outros - Privado;SEM NOME;2024-09-30;
31590;FLG Agro e Investimento LTDA;Itiquira;31.22;0;0;;;2024-06-12;;Empresas em Geral - Privado;Rio Correntes;2026-06-22;
31606;Santa Maria;VERA;245.01;0;0;;;2023-12-05;;Pessoa Física;Córrego Desespero;2024-10-04;
31618;Barragem Fazenda Morada do Sol;CÁCERES;197;0;0;;;2023-01-25;;Empresas em Geral - Privado;SEM NOME;2025-01-24;
31620;Loteamento Brisas do Campo;CUIABÁ;;0;0;;;2024-06-24;;Empresas em Geral - Privado;Rio Bandeira;2025-01-23;
31622;Barragem 1 Fazenda Pesa III;SÃO JOSÉ DO XINGU;0;0;0;;;2023-03-17;;Pessoa Física;SEM NOME;2025-01-24;
31629;Lago Azul;NOVA MUTUM;199.29;0;0;;;2023-12-05;;Pessoa Física;SEM NOME;2024-10-02;
31632;Barramento Fazenda Remanso II;SINOP;179.6;0;0;;;2000-06-27;;Pessoa Física;Córrego Fundo;2024-10-02;
31633;Barragem na Fazenda Remanso I;SINOP;218.67;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Córrego Caldeirão;2025-01-27;
31635;Barragem I - Fazenda Batista;BRASNORTE;0;0;0;;;2023-09-21;;Pessoa Física;SEM NOME;2025-01-24;
31643;Beariz;PONTES E LACERDA;1408;25;0.814;;;2024-06-28;;;Rio do Cágado;2026-02-26;
31648;Barragem I Fazenda Santana;SORRISO;0;0;0;;;2023-09-06;;Pessoa Física;SEM NOME;2025-01-24;
31656;Barragerm Chácara nº269;SINOP;106.52;0;0;2024-09-03;;2023-01-31;;Pessoa Física;Rio Curupi;2025-01-24;
31661;Barragem na Fazenda Nova Esperança II;CANARANA;113.61;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Córrego Fundo;2025-01-27;
31665;Barramento Fazenda Sossego 2;NOVA MUTUM;173.87;0;0;;;2024-07-08;;Pessoa Física;Rio Marapé;2025-01-29;
31709;Barragem Chácara nº 270;SINOP;113.28;0;0;2024-11-06;;2022-12-08;;Pessoa Física;Rio Curupi;2026-02-21;
31722;Barragem 2  Fazenda Sossego;NOSSA SENHORA DO LIVRAMENTO;190;0;0;;;2023-10-25;;Pessoa Física;Córrego Perobas;2025-02-11;
31744;Barragem Fazenda Nossa Senhora Salete;VERA;307.21;0;0;;;2025-11-12;;Pessoa Física;Ribeirão Engano;2026-01-22;
31747;Fazenda Gravataí;Itiquira;224;0;0;;;2024-08-05;;Pessoa Física;SEM NOME;2026-06-22;
31748;Fazenda Agrocondor II;Alta Floresta;247.9;0;0;;;2023-09-27;;Pessoa Física;Ribeirão Taxidermista;2025-01-24;
31769;Sítio Estrela;Tangará da Serra;112;0;0;;;2023-05-08;;Pessoa Física;SEM NOME;2024-10-01;
31779;Barramento II - Fazenda Gravataí;Itiquira;134;0;0;;;2024-08-13;;Pessoa Física;SEM NOME;2026-06-23;
31784;Barragem Canaã;TAPURAH;154.3;0;0;;;2023-12-05;;Empresas em Geral - Privado;córrego sem denominação;2024-10-01;
31785;Barramento MONTANTE;TAPURAH;164.48;0;0;;;2023-12-05;;Empresas em Geral - Privado;córrego sem denominação;2025-01-27;
31827;FAZENDA CAMPO FLORIDO;CANARANA;95.11;0;0;;;2023-10-03;;Pessoa Física;SEM NOME;2024-09-30;
31920;Fazenda Zeniiti III - Barramento 4;Alta Floresta;116.7;0;0;;;2019-07-30;;Pessoa Física;SEM NOME;2025-12-18;
31954;SS RANCH;CUIABÁ;328.7;0;0;2024-05-15;;2023-12-12;2025-12-31;Pessoa Física;CÓRREGO DO OURO;2024-11-05;
31977;2B;Alta Floresta;200.47;0;0;;;2024-01-19;;Pessoa Física;SEM NOME;2024-09-10;
31990;1A;Alta Floresta;136.57;0;0;;;2024-01-23;;Pessoa Física;SEM NOME;2024-09-19;
31994;Fazenda L Cristina - Barragem 1;CANARANA;94.14;0;0;;;2024-03-25;;Pessoa Física;SEM NOME;2025-01-29;
31998;Barramento Aeroporto Municipal de Juína;JUÍNA;198.21;0;0;;;2024-08-07;;;SEM NOME;2025-12-18;
32029;BARRAGEM NA FAZENDA ÁGUA SANTA II;LUCAS DO RIO VERDE;153.47;;;;;1800-01-01T00:00:00;;Empresas em Geral - Privado;Ribeirão do Cedro;2025-01-27;
32031;Barragem Rejeito Max 2;NOSSA SENHORA DO LIVRAMENTO;2520;22;4.051;;;2024-09-17;;Pessoa Física;SEM NOME;2026-02-26;
32034;Fazenda Três Marcos – Barragem 1;Água Boa;163.89;;;;;2024-04-29;;Pessoa Física;SEM NOME;2025-01-31;
32064;Fazenda Cafundó - Barramento I;IPIRANGA DO NORTE;334.74;;;;;2024-03-20;;Pessoa Física;SEM NOME;2025-01-24;
32067;Barramento Lagoa da Garça;JUÍNA;127.67;;;;;2024-09-24;;;SEM NOME;2025-12-18;
32071;Barragem 03;RIBEIRÃO CASCALHEIRA;419.65;;;;;1800-01-01T00:00:00;;Pessoa Física;SEM NOME;2025-01-27;
32077;Barramento Fazenda Bonanza;SANTA CRUZ DO XINGU;58.92;;;;;2024-09-25;;Pessoa Física;SEM NOME;2025-01-29;
32088;Fazenda Poconé – Barramento I;Poconé;718.41;;;;;2024-08-15;;Pessoa Física;Córrego das Traíras;2025-01-31;
32118;BARRAGEM NA FAZENDA WENTZ;QUERÊNCIA;268.35;;;;;2024-09-27;;Pessoa Física;SEM NOME;2024-11-05;
32150;Fazenda Alvorada III;SINOP;269.5;;;;;2024-05-16;;Pessoa Física;SEM NOME;2024-12-04;
32159;Barragem na Fazenda Iguaçu;SANTO ANTÔNIO DO LESTE;138.87;;;;;1800-01-01T00:00:00;;Pessoa Física;SEM NOME;2026-03-27;
32261;Represa da Estrada;CUIABÁ;192.15;;;;;2023-12-11;;Pessoa Física;SEM NOME;2025-10-06;
32376;Fazenda Dall Asta – Barramento 1;CANARANA;142.34;;;;;2024-05-02;;Empresas em Geral - Privado;SEM NOME;2025-01-31;
32377;Fazenda Sant’Ana de Vargem Grande – Barramento 1 (Principal);GAÚCHA DO NORTE;146.21;;;;;;;Pessoa Física;SEM NOME;2025-01-31;
32379;Condomínio Adama Duvalle – Barragem 1;Água Boa;;;;;;2024-01-19;;Empresas em Geral - Privado;Barragem Faz. Estância Bahia Leilões;2025-12-18;
32385;QB-01;NOSSA SENHORA DO LIVRAMENTO;626.29;14;0.158;;;2024-10-25;;;Córrego Mata Cavalo;2026-02-26;
32386;Barragem 1 - Fazenda Mirandopolis;JUSCIMEIRA;;;;;;2024-08-17;;Empresas em Geral - Privado;SEM NOME;2025-12-18;
32390;Barragem VERA;Poconé;1334.54;;;;;2023-11-01;;Pessoa Física;Ribeirão Bento Gomes;2025-11-26;Classe II B - Inertes
32394;Barragem XAVIER;Poconé;566;;;;;2023-12-01;;Pessoa Física;Córrego Fundo;2025-11-24;Classe II B - Inertes
32398;Barragem 02 – Fazenda 3 Irmãos;CUIABÁ;350;;;;;2023-12-11;;Pessoa Física;SEM NOME;2025-01-31;
32400;FAZENDA HARAS;Água Boa;220;;;2024-11-06;;2023-05-19;2025-12-31;Pessoa Física;SEM NOME;2024-12-04;
32421;Barragem 03 – Fazenda 3 Irmãos;CUIABÁ;190;;;;;2023-12-11;;Pessoa Física;SEM NOME;2025-01-31;
32441;Barragem I - Fazenda Vedana;VERA;163.22;;;;;2023-04-05;;Pessoa Física;SEM NOME;2025-12-18;
32445;Mangaba e Aterrado;CUIABÁ;580.4;;;;;2024-05-13;;Outros - Privado;Rio Bandeira;2024-12-04;
32449;Barramento Principal – Fazenda Jaó;NOVA XAVANTINA;140.92;;;;;2024-11-12;;Empresas em Geral - Privado;SEM NOME;2025-01-29;
32740;Barragem Nogueira I e II;SANTO ANTÔNIO DO LESTE;97;;;;;2024-01-17;;Pessoa Física;Córrego Mimoso;2025-12-19;
32906;Fazenda São Roque II e São João – Barragem I;VERA;156.56;;;;;2024-05-02;;Empresas em Geral - Privado;SEM NOME;2025-12-18;
32970;Fazenda Frente da Mata – Barragem I;UNIÃO DO SUL;150.56;;;;;2024-05-03;;Pessoa Física;Ribeirão Amarelinho;2025-01-28;
32989;Dall Asta 2;CANARANA;222.11;;;;;2024-06-21;;Empresas em Geral - Privado;SEM NOME;2025-02-12;
330;Barramento I (montante) ?  Fazenda São Domingos;PRIMAVERA DO LESTE;205.37;;;;;1800-01-01T00:00:00;;Pessoa Física;Barragem Fazenda São Luiz I;2025-12-15;
33041;Fazenda Canaã – Barragem 1;SANTA TEREZINHA;198.22;;;;;2024-03-25;;Pessoa Física;SEM NOME;2025-01-24;
33076;Barramento – Munícipio de Bom Jesus do Araguaia;BOM JESUS DO ARAGUAIA;311;;;;;2024-12-11;;Órgãos - Público;SEM NOME;2024-12-17;
331;Barramento I (montante)  Fazenda São Domingos;PRIMAVERA DO LESTE;290;;;;;2009-12-22;;Pessoa Física;Barragem Getulio Luiz Barchet e outro 2;2026-02-10;
332;Fazenda São Martinho XII - 2;SORRISO;219.09;0;0;;;2000-05-10;;Pessoa Física;Barragem Eduardo Fuhr/Milton Paulo Cella;2026-02-04;
333;Sítio São Judas Tadeu;Alta Floresta;0;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Ribeirão Taxidermista;;
33351;Barragem Taquaral I;NOSSA SENHORA DO LIVRAMENTO;89;;;;;2024-05-02;;Outros - Privado;Córrego Sangradouro;2025-02-10;
33352;Barragem 01 – Fazenda Esplanada;SÃO FÉLIX DO ARAGUAIA;;;;;;2023-11-23;;Pessoa Física;SEM NOME;2025-12-18;
33355;Barramento 2 - Mangaba Urbanismo LTDA;CUIABÁ;20.55;;;;;2025-01-06;;Outros - Privado;Rio Bandeira;2025-02-10;
33358;Taquaral II;NOSSA SENHORA DO LIVRAMENTO;83;;;;;2024-05-02;;Outros - Privado;Córrego Sangradouro;2025-02-10;
33359;Barragem Goiana II;QUERÊNCIA;207;;;;;2024-11-28;;Pessoa Física;SEM NOME;2025-02-17;
33360;Três Marias II;RIBEIRÃO CASCALHEIRA;424.43;;;;;2024-02-15;;Pessoa Física;SEM NOME;2025-02-10;
33376;Fazenda Junges;QUERÊNCIA;252.69;;;;;2024-01-24;;Pessoa Física;SEM NOME;2025-02-10;
33384;Barragem 02 – Fazenda Esplanada;SÃO FÉLIX DO ARAGUAIA;;;;;;2023-11-23;;Pessoa Física;SEM NOME;2025-02-10;
334;Fazenda Dal Molin V;SORRISO;0;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Barragem Angelo Virginio Dal Molin;;
33406;Estrela de Fogo;SORRISO;247.3;;;;;2019-08-30;;Outros - Privado;SEM NOME;2025-02-10;
335;Fazenda Barreiro;SORRISO;0;0;0;;;;;Pessoa Física;Barragem Edson Dal Molin;;
336;CHACARA NOSSA SENHORA DE FATIMA;JUÍNA;100;;;;;1800-01-01T00:00:00;;Pessoa Física;SEM NOME;;
337;Fazenda Jaborandi;SORRISO;0;;;;;1800-01-01T00:00:00;;Pessoa Física;Córrego do Verde;;
338;Barragem A2;NOVA UBIRATÃ;0;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Barragem 152/2012;2025-01-27;
339;Refugio dos Pardais;Alta Floresta;60;;;;;1800-01-01T00:00:00;;Pessoa Física;Rio Santa Helena;;
33942;Barramento Juína - Principal;JUÍNA;147.72;;;;;2025-01-15;;;SEM NOME;2025-10-08;
33943;Barramento Juína - Montante;JUÍNA;154.84;;;;;2025-01-15;;;SEM NOME;2025-12-18;
33944;Barramento Juína – Montante 2;JUÍNA;130.55;;;;;2025-01-15;;;SEM NOME;2025-12-18;
33949;Barragem I Fazenda Talismã;RONDONÓPOLIS;150;;;;;2023-11-28;;Pessoa Física;SEM NOME;2025-02-10;
33960;Barramento 1 - Mangaba Urbanismo LTDA;CUIABÁ;173.33;;;;;2025-01-16;;Outros - Privado;Rio Bandeira;2025-02-12;
33981;Vila Rica IV;VILA RICA;170;;;;;2024-08-05;;Empresas em Geral - Privado;SEM NOME;2025-02-10;
340;Piscicultura São Rafael;NOSSA SENHORA DO LIVRAMENTO;0;0;0;;;1800-01-01T00:00:00;;Pessoa Física;Barragem Silmar de Souza Gonçalves;;
34001;Barramento 1 - Fazenda Progresso Vista Alegre;CANARANA;129.17;;;;;2025-01-21;;Pessoa Física;Rio Tanguro;2025-02-10;
34019;Fazenda Talismã II;NOVA UBIRATÃ;176.25;;;;;2024-11-30;;Pessoa Física;Rio Tartaruga;2025-02-12;
34024;Barramento 3-  São Cristóvão;SORRISO;317;;;;;2025-01-24;;Pessoa Física;SEM NOME;2025-02-10;
34025;Barramento 01 (Montante) São Cristóvão;SORRISO;112.18;;;;;2025-01-24;;Pessoa Física;SEM NOME;2025-10-06;
34034;CGH Rancho Fundo - CGH RANCHO FUNDO;PORTO DOS GAÚCHOS;250;;;;;2017-05-25;;Pessoa Física;;;
34038;CGH Matula I - CGH MATULA I;NOVO SÃO JOAQUIM;;;;;;1800-01-01T00:00:00;;Empresas em Geral - Privado;;;
34039;CGH Fazenda Dois Irmãos - Córrego Seixas - Fazenda Dois Irmãos;CONQUISTA D'OESTE;20.61;;;;;2014-09-29;;Pessoa Física;;;
34040;CGH Oeiras - principal;CHAPADA DOS GUIMARÃES;20;;;;;2015-03-20;;Empresas em Geral - Privado;;;
34041;CGH Portal do Vale - principal;CHAPADA DOS GUIMARÃES;21;;;;;2015-05-15;;Empresas em Geral - Privado;;;
34042;CGH Vale do Roncador - principal;CHAPADA DOS GUIMARÃES;21;;;;;2015-10-24;;Empresas em Geral - Privado;;;
34043;CGH Saxão - principal;NOVA LACERDA;;;;;;1800-01-01T00:00:00;;Empresas em Geral - Privado;;;
34064;PCH Jesuíta - PCH Jesuíta;SAPEZAL;646;;;2026-07-01;;2023-04-28;;Empresas em Geral - Privado;;;
34078;PCH Rio Claro (Antiga Perdidos) - PCH Rio Claro;SÃO JOSÉ DO RIO CLARO;;;;;;2022-11-26;;Empresas em Geral - Privado;;;
34094;PCH Nova Guaporé - Nova Guaporé;VALE DE SÃO DOMINGOS;540;;;2026-07-01;;2022-09-03;;Empresas em Geral - Privado;;;
341;Faz. Espera Feliz;LUCAS DO RIO VERDE;0;;;;;1800-01-01T00:00:00;;Pessoa Física;Rio Marapé;;
34123;CGH Miranda Estância - CGH Rio Piolho;COMODORO;40;;;;;2009-12-16;;Empresas em Geral - Privado;;;
34130;CGH Fazenda Sao Jose I - Sorriso - BARRAGEM - FAZ. SÃO JOSÉ;SORRISO;2300;;;;;1983-01-01;;Pessoa Física;;;
