id_snisb;nome_powerbi;municipio_powerbi;comprimento_coroamento_m;altura_estimada_m;capacidade_estimada_m3;data_ultima_fiscalizacao;data_ultima_autuacao;data_inicio_fase_de_vida;data_inspecao_seguranca_regular;tipo_empreendedor;corpo_hidrico;data_atualizacao_registro;situacao_cadastro
34134;CGH Santiago Fazenda Agrochapada - SANTIAGO;PARANATINGA;10;;;;;2014-03-25;;Empresas em Geral - Privado;;;
34135;CGH ITAUBÁ - USINA;Itaúba;102;;;2026-07-01;;1974-01-20;;Empresas em Geral - Privado;;;
34136;CGH Aprovale - Associação Dos Produtores Do Vale Do Cedro - cedro;LUCAS DO RIO VERDE;108;;;;;2019-12-10;;Empresas em Geral - Privado;;;
34137;CGH PICCINI V - CGH Piccini V;TABAPORÃ;;;;;;2005-09-08;;Pessoa Física;;;
34138;CGH Jatobazinho - Jatobazinho;PARANATINGA;60;;;;;2014-05-14;;Empresas em Geral - Privado;;;
34145;UHE Manso - Barragem da Margem Direita;CHAPADA DOS GUIMARÃES;1180;;;2026-07-01;;2000-11-29;;Empresas em Geral - Privado;;;
34146;UHE Manso - Barragem da Margem Esquerda;CHAPADA DOS GUIMARÃES;2015;;;2026-07-01;;2000-11-29;;Empresas em Geral - Privado;;;
34157;CGH Faxinal I - CAPTAÇÃO LATERAL SIMPLES (CGH FAXINAL I);ARIPUANÃ;;;;;;1997-03-01;;Empresas em Geral - Privado;;;
34159;CGH Água Clara - Agua Clara;JACIARA;90;;;;;2022-10-26;;Empresas em Geral - Privado;;;
34160;PCH Mantovilis - Mantovilis;SANTO ANTÔNIO DO LEVERGER;66;;;2026-07-01;;2022-10-14;;Empresas em Geral - Privado;;;
34181;PCH Foz do Cedro (Antiga A1E8) - 1;SORRISO;315;;;2026-07-01;;2022-11-30;;Empresas em Geral - Privado;;;
34184;CGH Agromar - BARRAMENTO 1;DIAMANTINO;90;;;;;1985-06-01;;Empresas em Geral - Privado;;;
34185;CGH Cocal (75 Kw) - MCH COCAL;CANARANA;450;;;;;2017-07-05;;Empresas em Geral - Privado;;;
34186;PCH Juí 117 - NÃO POSSUI BARRAMENTO, DERIVAÇÃO LATERAL DIREITA;COMODORO;;;;2026-07-01;;2019-12-17;;Empresas em Geral - Privado;;;
34225;CGH Fazenda Galera 1 - Galera 1A;NOVA LACERDA;13.5;;;;;1984-04-17;;Pessoa Física;;;
34226;CGH Galera Centrais Eletricas 1a - 1;CONQUISTA D'OESTE;13.5;;;;;1997-09-23;;Empresas em Geral - Privado;;;
34227;PCH Faxinal II - PCH FAXINAL II;ARIPUANÃ;346;;;2026-07-01;;2005-11-22;;Empresas em Geral - Privado;;;
34233;UHE Juruena - Barragem UHE Juruena;SAPEZAL;455;;;2026-07-01;;2025-09-03;;Empresas em Geral - Privado;;;
34465;Fazenda Marta;CAMPOS DE JÚLIO;155;;;;;2024-06-07;;Pessoa Física;SEM NOME;2025-03-14;
34468;Fazenda Zeniiti III – Barramento 05;Alta Floresta;127.28;;;;;2024-08-14;;Pessoa Física;SEM NOME;2025-02-10;
34471;Vila Rica VII;VILA RICA;195;;;;;2024-07-29;;Empresas em Geral - Privado;SEM NOME;2025-12-18;
34473;Vila Rica VIII;VILA RICA;90;;;;;2024-07-29;;Empresas em Geral - Privado;SEM NOME;2025-02-12;
34474;Vila Rica IX;VILA RICA;80;;;;;2024-07-29;;Empresas em Geral - Privado;SEM NOME;2025-02-12;
34480;Barramento - Fazenda Alvorada II;SINOP;173.17;;;;;2025-02-05;;Pessoa Física;SEM NOME;2025-03-14;
34482;Barragem Paranoá;MIRASSOL D'OESTE;180;;;;;2024-08-30;;;Ribeirão Caeté;2025-02-26;
34483;BARRAGEM MANAH 1;NOSSA SENHORA DO LIVRAMENTO;1600;;;2026-05-13;;2014-01-02;;Pessoa Física;Rio Santana;2025-12-04;Classe I – Perigosos
34484;Fazenda Bacuri, Cachoeira e Castanheira;JUARA;146.08;;;;;2024-09-03;;Outros - Privado;SEM NOME;2025-02-20;
34498;Fazenda Nossa Senhora Aparecida;POXORÉU;85.4;;;;;2024-01-03;;Pessoa Física;Ribeirão do Sapé;2025-02-20;
34508;Santa Terezinha;QUERÊNCIA;797;;;;;2024-12-20;;Pessoa Física;Rio Suiá-miçu ou Suiazão;2025-03-05;
34519;Barramento 15 - Fazenda Zeniiti III;Alta Floresta;131.1;;;;;2025-02-17;;Pessoa Física;SEM NOME;2026-02-04;
34520;Barramento 16 - Montante;Alta Floresta;83.98;;;;;2025-02-17;;Pessoa Física;SEM NOME;2026-02-04;
34521;Barramento 17 (montante) - Fazenda Zeniiti III;Alta Floresta;110.99;;;;;2025-02-17;;Pessoa Física;SEM NOME;2026-02-04;
34522;Barramento 18 (montante) - Fazenda Zeniiti III;Alta Floresta;87.05;;;;;2025-02-17;;Pessoa Física;SEM NOME;2026-02-04;
34534;barragem 7;SANTA CRUZ DO XINGU;134;;;;;2022-10-17;;Pessoa Física;SEM NOME;2025-02-25;
34535;BARRAGEM 4;SANTA CRUZ DO XINGU;105.64;;;;;2022-10-17;;Pessoa Física;SEM NOME;2025-02-25;
34536;BARRAGEM 5;SANTA CRUZ DO XINGU;130;;;;;2022-10-17;;Pessoa Física;SEM NOME;2025-02-25;
34537;BARRAGEM 6;SANTA CRUZ DO XINGU;;;;;;2022-10-17;;Pessoa Física;SEM NOME;2025-02-25;
34545;Barramento - Fazenda Fiorese I;FELIZ NATAL;148.91;;;;;2014-02-20;;Pessoa Física;SEM NOME;2025-02-26;
34554;Barramento II - Fazenda Fiorese I;FELIZ NATAL;136.69;;;;;2005-02-24;;Pessoa Física;Ribeirão São João;2025-03-05;
34567;Barragem 1 Fazenda Santa Maria;BARRA DO BUGRES;70;;;;;2023-10-10;;Empresas em Geral - Privado;SEM NOME;2025-03-05;
34579;Barragem Fazenda Dois Filhos;Água Boa;202.78;;;;;2024-12-11;;Pessoa Física;SEM NOME;2025-03-14;
34580;Barramento I - Fazenda Recanto;TABAPORÃ;216.27;;;;;2005-02-27;;Pessoa Física;SEM NOME;2025-03-14;
34581;Barramento montante - Fazenda Recanto;TABAPORÃ;86.2;;;;;2005-02-27;;Pessoa Física;SEM NOME;2025-03-14;
34585;Barramento - Fazenda Cristalino III;Alta Floresta;127.24;;;;;2015-02-27;;Outros - Privado;Córrego do Vale;2025-03-14;
34589;Barrametno a montante 2;VERA;111.14;;;;;2024-02-15;;Outros - Privado;SEM NOME;2025-03-14;
34590;Barramento a montante 2;VERA;44.08;;;;;2024-02-15;;Outros - Privado;SEM NOME;2025-03-14;
34599;Barragem I - Fazenda Tapena – Gleba Santa Maria-M-4863;TABAPORÃ;97.78;;;;;2024-08-15;;Pessoa Física;SEM NOME;2025-03-14;
34610;Barramento - Fazenda Luchese I;PRIMAVERA DO LESTE;82.61;;;;;2015-03-06;;Pessoa Física;Ribeirão Sangradourozinho;2025-03-20;
34622;Barramento – Fazenda São Sebastião;BARRA DO BUGRES;181.9;;;;;2025-03-10;;Pessoa Física;Córrego Grande;2025-03-14;
34623;Barramento montante – Fazenda São Sebastião;BARRA DO BUGRES;74;;;;;2025-03-10;;Pessoa Física;Córrego Grande;2025-03-14;
34631;Sítio Recanto Feliz – Lote Nº 131-B;VERA;95.6;;;;;2020-03-12;;Pessoa Física;SEM NOME;2025-03-20;
34694;Barragem Rios Psicultura;Tangará da Serra;68;;;;;;;Pessoa Física;SEM NOME;2026-02-04;
34700;Barragem Rios Psicultura - a montante;Tangará da Serra;;;;;;2023-10-27;;Pessoa Física;SEM NOME;2026-02-04;
34706;Barramento 3 – Fazenda Santa Maria;BARRA DO BUGRES;181;;;;;2025-03-19;;Pessoa Física;Rio Paraguai;2025-03-31;
34707;Barramento 2 – Fazenda Santa Maria;BARRA DO BUGRES;123.4;;;;;2025-03-19;;Pessoa Física;SEM NOME;2025-03-31;
34712;Barragem I - Fazenda Lucion;VERA;74.81;;;;;2024-12-05;;Pessoa Física;Córrego Desespero;2025-03-31;
34713;Rancho Queixo Duro I;SORRISO;126.8;;;;;2015-03-21;;Pessoa Física;Rio São Manuel ou Teles Pires;2025-03-31;
34718;Barragem 1 - Fazenda Dois Filhos;NORTELÂNDIA;195.88;;;;;2024-03-01;;Pessoa Física;SEM NOME;2025-12-18;
34730;Barragem Bravin;PRIMAVERA DO LESTE;126;;;;;2015-03-31;;Pessoa Física;SEM NOME;2025-04-22;
34731;Barragem 2  Principal;CUIABÁ;154;;;;;2025-02-24;;Empresas em Geral - Privado;SEM NOME;2025-12-18;
34732;BARRAGEM 1;CUIABÁ;181;;;;;2025-02-24;;Empresas em Geral - Privado;SEM NOME;2025-05-09;
34733;BARRAGEM 2 SUPERIOR;CUIABÁ;;;;;;;;Empresas em Geral - Privado;SEM NOME;2025-05-09;
34734;Barragem 3;CUIABÁ;;;;;;2025-02-24;;Empresas em Geral - Privado;Rio Bandeira;2025-05-09;
34737;Barragem PM1;JURUENA;9;14;0;;;2025-03-31;;;SEM NOME;2026-03-13;
34750;Barragem Mutuca;NOSSA SENHORA DO LIVRAMENTO;;;;;;2024-11-28;;Outros - Privado;Córrego Mata Cavalo;2025-12-18;
34751;Fazenda Cristo Rei I –Barramento 01;TAPURAH;100.69;;;;;2015-04-07;;Empresas em Geral - Privado;SEM NOME;2025-04-22;
34760;Fazenda Cristo Rei I – Barramento 04;TAPURAH;117.27;;;;;2015-04-09;;Empresas em Geral - Privado;SEM NOME;2025-05-06;
34767;Barragem I - Fazenda Lagoa Vermelha;CANARANA;171.92;;;;;2024-08-15;;Pessoa Física;SEM NOME;2025-04-22;
34774;Barragem I - Fazenda Santa Maria do Jurigue;PEDRA PRETA;;;;;;2024-07-30;;Outros - Privado;Rio Jurigue;2025-05-06;
34787;Tupa 1;Poconé;875;;;2026-04-29;;2019-06-03;;Pessoa Física;Ribeirão Bento Gomes;2025-11-24;Classe II B - Inertes
34793;Fazenda Canarana – Barramento 01;CANARANA;381.29;;;;;2024-09-03;;Pessoa Física;SEM NOME;2025-05-19;
34809;PCH Rio Claro (Antiga Perdidos) - PCH Rio Claro;SÃO JOSÉ DO RIO CLARO;567.6;;;2026-07-01;;2022-11-26;;Empresas em Geral - Privado;;;
34820;CGH PICCINI V - CGH Piccini V;TABAPORÃ;74.1;;;2026-07-01;;2005-09-08;;Pessoa Física;;;
34834;CGH Guimarães 02 - Guimarães 2;CUIABÁ;42.7;;;;;2023-08-16;;Empresas em Geral - Privado;;;
34836;CGH Michelin - Michelin;Itiquira;230;;;;;1986-02-20;;Empresas em Geral - Privado;;;
34847;PCH Mutum I - MUTUM-1;SANTO ANTÔNIO DO LEVERGER;240;;;2026-07-01;;;;Empresas em Geral - Privado;;;
34856;Barragem GMX;NOSSA SENHORA DO LIVRAMENTO;;;0.891;;;2025-04-29;;Pessoa Física;SEM NOME;2026-02-26;
34857;Barragem I Jangada Agropastoril;JANGADA;292.32;;;;;2024-10-29;;Outros - Privado;SEM NOME;2025-05-09;
34978;Barramento principal - Fazenda Sinop I;PORTO DOS GAÚCHOS;529.26;;;;;2024-12-27;;Outros - Privado;Córrego Barracão;2025-12-18;
34991;Barramento 2 Principal - Fazenda Cocal;CANARANA;209.31;;;;;2015-05-13;;Empresas em Geral - Privado;Córrego do Caminho;2025-05-19;
34992;Barramento 3 Montante - Fazenda Cocal;CANARANA;164.94;;;;;2015-05-13;;Empresas em Geral - Privado;SEM NOME;2025-05-19;
34993;Fazenda Brasil Central ? Barramento I;CONFRESA;181;;;;;2025-01-03;;Pessoa Física;Córrego Samambaia;2026-06-23;
34995;Barramento I – Fazenda Futura;NOVA UBIRATÃ;194.07;;;;;2015-05-14;;;SEM NOME;2025-05-19;
35000;Barragem 01 - Fazenda 3 Irmãos;CUIABÁ;192.15;;;;;2023-12-11;;Pessoa Física;SEM NOME;2025-12-18;
35001;Barramento Santa Rita;PORTO DOS GAÚCHOS;105.48;;;;;2025-05-15;;Pessoa Física;Igarapé Alfredo Carison;2026-02-12;
35003;Fazenda Brasil Central ? Barramento II;CONFRESA;145.36;;;;;;;Pessoa Física;SEM NOME;2026-06-23;
35005;Barramento - Fazenda Tropeiro Velho IV e V;Alta Floresta;214.17;;;;;2015-05-19;;Pessoa Física;SEM NOME;2025-06-05;
35019;Barramento - Fazenda Paraná - São Bento;BRASNORTE;149.47;;;;;2015-05-27;;Pessoa Física;SEM NOME;2025-06-05;
35020;Barramento 1 (montante) - Fazenda Paraná - São Bento;BRASNORTE;77.37;;;;;2015-05-27;;Pessoa Física;SEM NOME;2025-06-05;
35021;Barragem Charrua;CAMPO VERDE;87;;;;;2025-05-28;;Empresas em Geral - Privado;SEM NOME;2026-02-27;
35023;Barramento - Mineração Casa de Pedra;CUIABÁ;703.8;;;;;2020-05-29;;;Represa Casa de Pedra;2025-06-05;
35025;CGH DUAS PONTES - Barramento Duas Pontes;NOVA MARINGÁ;39.17;;;;;2023-11-27;;Empresas em Geral - Privado;;;
35027;Barramento ? Fazenda Jardim;CUIABÁ;51;;;;;2015-06-03;;Pessoa Física;Rio Coxipó-açu;2026-02-27;
35059;Barragem na Fazenda Havaí;SÃO JOSÉ DO XINGU;281.48;;;;;;;Pessoa Física;Ribeirão Capivara;2025-07-16;
35070;Barramento - Fazenda Lagoa Azul;Tangará da Serra;149.15;;;;;2025-06-25;;Pessoa Física;Córrego Duas Antas;2025-07-16;
35071;Barramento 1 ? Lote n° 114-B, 114-C E 115;CLÁUDIA;52.74;;;;;2015-06-25;;Pessoa Física;Córrego Tânia;2025-07-16;
35072;Barramento - Fazenda Belo Horizonte;Barra do Garças;149.35;;;;;2025-06-26;;Pessoa Física;Córrego Desconhecido;2026-03-11;
35075;Barramento - Fazenda Estância Gaúcha;CAMPO NOVO DO PARECIS;110;;;;;2025-06-30;;Pessoa Física;SEM NOME;2025-07-22;
35076;Barramento - Fazenda Belo Horizonte II;Barra do Garças;205.5;;;;;2025-06-30;;Pessoa Física;Córrego Desconhecido;2025-07-22;
35077;Barragem Primavera;Tangará da Serra;58;;;;;2025-07-02;;Pessoa Física;Rio Juba;2025-07-22;
35081;VICTOR;Poconé;;;1.12;;;2025-03-31;;;Córrego Guanandi;2026-03-13;
35082;Barragem de Rejeito 01;NOSSA SENHORA DO LIVRAMENTO;412;;;;;2022-01-05;;;Córrego Santa Bárbara;2025-11-24;Classe II B - Inertes
35083;Tanque Pulmão Trojan;PRIMAVERA DO LESTE;800;;;;;2025-07-07;;Empresas em Geral - Privado;Córrego Corrente;2025-07-16;
35084;Barragem Terra Nova;GAÚCHA DO NORTE;215;;;;;2025-07-08;;Pessoa Física;SEM NOME;2026-02-27;
35091;Barragem Ághata II;SANTA CRUZ DO XINGU;63;;;;;2025-07-10;;Pessoa Física;Igarapé Fontourinha;2025-07-16;
35097;B1;ARAGUAIANA;215;;;;;;;Pessoa Física;SEM NOME;2026-02-27;
35098;Fazenda Zeniiti III (Barramento 6);Alta Floresta;131;;;;;2025-07-17;;Pessoa Física;SEM NOME;2025-08-01;
35099;LV-01;PONTES E LACERDA;;;0.021;;;2025-07-17;;;SEM NOME;2026-03-13;
35102;Barragem XVII;NOSSA SENHORA DO LIVRAMENTO;175;;;;;2015-07-22;;Pessoa Física;Barragem Silmar de Souza Gonçalves;2025-08-01;
35103;Barragem Tamboril I;PONTES E LACERDA;270;;;;;2024-11-06;;Outros - Privado;CÓRREGO BARREIRO;2025-08-01;
35104;Barragem Tamboril II;PONTES E LACERDA;137;;;;;2025-11-06;;Outros - Privado;SEM NOME;2025-12-18;
35105;Roncador VI SEDE;QUERÊNCIA;860;;;;;2025-07-22;;Outros - Privado;SEM NOME;2025-08-01;
35106;Barragem VIII (principal);NOSSA SENHORA DO LIVRAMENTO;145;;;;;2015-07-23;;Pessoa Física;SEM NOME;2025-08-01;
35107;Barragem VII (montante);NOSSA SENHORA DO LIVRAMENTO;145;;;;;2015-07-23;;Pessoa Física;SEM NOME;2026-02-27;
35108;Barragem VI (montante);NOSSA SENHORA DO LIVRAMENTO;165;;;;;2015-07-23;;Pessoa Física;SEM NOME;2026-02-27;
35109;Barragem II;QUERÊNCIA;210;;;;;;;Outros - Privado;SEM NOME;2025-08-01;
35110;Barramento 10 - Fazenda Zeniiti III;Alta Floresta;132.56;;;;;;;Pessoa Física;SEM NOME;2025-08-01;
35113;Barramento 12 - fazenda Zeniiti III;Alta Floresta;70.25;;;;;;;Pessoa Física;SEM NOME;2025-08-01;
35114;BARRAGEM XI - DO PERERECA;QUERÊNCIA;694;;;;;2025-07-24;;Outros - Privado;SEM NOME;2025-08-01;
35115;Barragem XIX;NOSSA SENHORA DO LIVRAMENTO;295;;;;;2025-07-24;;Pessoa Física;Ribeirão dos Peixes;2025-08-01;
35116;Barragem XVIII;NOSSA SENHORA DO LIVRAMENTO;220;;;;;2025-07-24;;Pessoa Física;SEM NOME;2026-02-27;
35118;Barramento 05 - Fazenda Zeniiti III;Alta Floresta;120.69;;;;;2025-07-25;;Pessoa Física;SEM NOME;2025-12-18;
35119;BARRAGEM ROSA CRISTINA I;VÁRZEA GRANDE;216;;;;;;;Pessoa Física;Ribeirão Esmeril;2025-12-17;
35120;Barragem Sankara;NOVA LACERDA;;;0.19;;;2025-07-25;;;SEM NOME;2026-02-26;
35121;Barragem Canário;Barra do Garças;202;;;;;2024-12-12;;Empresas em Geral - Privado;SEM NOME;2025-08-14;
35123;Barramento - Fazenda Seriema;SORRISO;214.15;;;;;;;Pessoa Física;SEM NOME;2025-08-08;
35124;Barramento Sítio Recanto da Natureza;SINOP;321.72;;;;;2025-07-29;;Outros - Privado;Rio São Manuel ou Teles Pires;2025-08-08;
35126;Barragem III ? Fazenda Nossa Senhora Aparecida;ARAGUAIANA;87.73;;;;;2025-03-21;;Pessoa Física;Córrego Laje;2025-08-08;
35127;Barragem V -  Fazenda Nossa Senhora Aparecida;ARAGUAIANA;198.34;;;;;2025-03-21;;Pessoa Física;SEM NOME;2025-08-08;
35128;BARRAMENTO PRINCIPAL;SORRISO;132.45;;;;;2025-07-30;;Outros - Privado;SEM NOME;2025-11-24;
35130;Barramento MONTANTE;SORRISO;373.49;;;;;2025-07-31;;Outros - Privado;Barragem Fazenda Poranga II - III;2025-11-24;
35131;Barramento MONTANTE 2;SORRISO;78.25;;;;;2025-07-31;;Outros - Privado;SEM NOME;2025-11-24;
35132;Barramento - Fazenda Santa Maria - Gleba A;CAMPO NOVO DO PARECIS;96.28;;;;;2025-07-31;;Outros - Privado;SEM NOME;2025-08-08;
35135;Barramento Green Fish;PARANAÍTA;148;;;;;2025-08-01;;Pessoa Física;Represa de Piscicultura Pappen;2025-08-08;
35136;Barramento 4;CUIABÁ;153.55;;;;;2015-08-01;;Outros - Privado;Rio Bandeira;2025-08-08;
35147;Fazenda Curió - Barramento 3;Rosário Oeste;289.55;;;;;2025-08-04;;Pessoa Física;SEM NOME;2025-11-24;
35148;Barragem Fazenda Ana Paula;Itiquira;887.5;;;;;2025-04-16;;Pessoa Física;Ribeirão Ponte de Pedra;2025-12-17;
35149;Barragem Fazenda Tocantins;NOVA UBIRATÃ;;;;;;2025-03-07;;Pessoa Física;SEM NOME;2025-08-18;
35150;Fazenda Curió - Barramento I;Rosário Oeste;586.44;;;;;2025-08-04;;Pessoa Física;SEM NOME;2025-11-24;
35152;Barragem Vitória I ? Principal;Barra do Garças;250;;;;;;;Empresas em Geral - Privado;SEM NOME;2025-08-18;
35155;Barramento I;GUARANTÃ DO NORTE;71.16;;;;;;;Pessoa Física;SEM NOME;2025-10-01;
35156;Fazenda Eldorado ? Barramento 01;SÃO JOSÉ DO XINGU;273.61;;;;;2024-06-25;;Pessoa Física;SEM NOME;2025-10-01;
35160;BARRAGEM SANTA TEREZINHA;NOVA SANTA HELENA;120;;;;;2025-08-07;;Órgãos - Público;SEM NOME;2025-11-24;
35161;Barragem B1 - Fazenda Sol Nascente;PONTAL DO ARAGUAIA;;;;;;2024-02-29;;Pessoa Física;Córrego Montenegro;2025-12-18;
35162;Fazenda Água Branca - Barramento;CAMPO VERDE;165.3;;;;;2025-08-08;;Empresas em Geral - Privado;SEM NOME;2025-10-01;
35164;BARRAGEM TROJAN;PRIMAVERA DO LESTE;252;;;;;2025-08-11;;Pessoa Física;SEM NOME;2025-11-24;
35165;Fazenda Ranchinho ? Barramento (Principal);NOVA MARINGÁ;349.29;;;;;2025-08-13;;Empresas em Geral - Privado;Córrego das Tordas;2025-10-01;
35166;Barramento (montante) - Fazenda Ranchinho;NOVA MARINGÁ;155.42;;;;;2025-12-18;;Empresas em Geral - Privado;SEM NOME;2025-12-17;
35168;Barragem Jatobá ? Principal;VILA BELA DA SANTÍSSIMA TRINDADE;500;;;;;2025-08-15;;Empresas em Geral - Privado;SEM NOME;2025-10-01;
35170;BARRAGEM SÃO JOSÉ I;QUERÊNCIA;275;;;;;2025-08-18;;Empresas em Geral - Privado;SEM NOME;2026-01-28;
35171;Fazenda São Luiz - Barramento 1 - Principal;SÃO FÉLIX DO ARAGUAIA;116.77;;;;;2025-08-19;;Pessoa Física;SEM NOME;2025-11-24;
35175;Fazenda Massapé - Barramento (principal);PRIMAVERA DO LESTE;165.6;;;;;2025-08-20;;Pessoa Física;SEM NOME;2025-10-20;
35176;Barragem Rotacionado 15 ? Fazenda Gravataí;Itiquira;131;;;;;2025-08-20;;Pessoa Física;Córrego Duas Pontes;2026-06-23;
35177;BARRAMENTO PRINCIPAL FAZ. REUNIDAS SÃO ROBERTO;VERA;337.37;;;;;;;Empresas em Geral - Privado;SEM NOME;2025-10-01;
35178;Fazenda São Luiz - Barramento 1 Principal;SÃO FÉLIX DO ARAGUAIA;85.36;;;;;2025-08-21;;Pessoa Física;SEM NOME;2025-11-24;
35179;Barramento 2 MONTANTE - Fazenda São Luiz;SÃO FÉLIX DO ARAGUAIA;54.87;;;;;2025-08-21;;Pessoa Física;SEM NOME;2025-11-24;
35180;Barramento 7;CUIABÁ;174.75;;;;;2025-08-22;;Outros - Privado;Ribeirão Dois Córregos;2025-10-01;
35181;BARRAMENTO 6;CUIABÁ;162.85;;;;;2025-08-22;;Outros - Privado;Ribeirão Dois Córregos;2025-10-01;
35182;BARRAMENTO 5;CUIABÁ;157.25;;;;;2025-08-22;;Outros - Privado;Ribeirão Dois Córregos;2025-10-01;
35185;Barramento Fazenda São Luiz;Água Boa;375.47;;;;;2025-08-25;;Pessoa Física;SEM NOME;2025-11-24;
35193;Barragem - Fazenda Jaçanã;VERA;136.21;;;;;2025-08-28;;Pessoa Física;SEM NOME;2025-10-01;
35195;Fazenda Cruzeiro I - Barramento (principal);GENERAL CARNEIRO;136.07;;;;;2025-08-28;;Pessoa Física;Córrego Pindaibão;2025-10-01;
35196;Fazenda Cruzeiro I - Barramento II - Montante I;GENERAL CARNEIRO;122.81;;;;;2025-08-28;;Pessoa Física;Córrego Pindaibão;2025-10-01;
35197;Barramento III - Fazenda Cruzeiro ? Montante II;GENERAL CARNEIRO;79.19;;;;;2025-08-28;;Pessoa Física;Córrego Pindaibão;2025-10-01;
35212;Fazenda Vitória ? Reservatório Pulmão;DOM AQUINO;643.02;;;;;2025-08-29;;Empresas em Geral - Privado;Córrego Cupim;2025-10-01;
35223;Barramento (Principal) - Fazenda Progresso;TABAPORÃ;458.69;6.75;0.69;;;2025-09-11;;Pessoa Física;Barragem Fazenda Progresso;2025-10-01;
35225;Barramento II (Montante) - Fazenda Progresso;TABAPORÃ;346.92;;;;;2025-09-12;;Pessoa Física;SEM NOME;2025-10-01;
35226;Barragem Fazenda Santa Fé do Colorado;Itiquira;70;;;;;2025-09-12;;Pessoa Física;Córrego Grande;2026-06-22;
35227;Barragem Principal - Fazenda Juliana;SORRISO;74.36;;;;;2025-09-12;;Empresas em Geral - Privado;SEM NOME;2025-10-01;
35228;Barramento principal - Fazenda Rio da Mata;CARLINDA;164.15;;;;;2024-12-19;;Pessoa Física;SEM NOME;2025-12-29;
35229;Fazenda Jangada Agropastoril II - Barragem Principal;JANGADA;175.22;;;;;2024-10-30;;Outros - Privado;SEM NOME;2025-12-29;
35230;Barramento Montante - Fazenda Juliana;SORRISO;106.71;;;;;2025-09-12;;Empresas em Geral - Privado;SEM NOME;2025-10-01;
35231;Fazenda Jangada Agropastoril - Barragem a montante;JANGADA;166.28;;;;;2024-10-30;;Outros - Privado;SEM NOME;2025-12-29;
35232;BARRAGEM CRUZEIRO DO SUL 2;TABAPORÃ;393.08;;;;;;;Pessoa Física;SEM NOME;2025-10-01;
35236;Fazenda Roberto I ? Barragem principal;BRASNORTE;101.29;;;;;2025-01-29;;Pessoa Física;SEM NOME;2025-10-01;
35239;Barragem Fazenda Sagarana;CANARANA;135;;;;;2024-11-06;;Pessoa Física;SEM NOME;2025-10-01;
35248;Barragem Fazenda Divisa;VILA RICA;19;;;;;2024-08-19;;Pessoa Física;Rio Beleza;2025-10-01;
35249;RESERVATÓRIO ELDORADO;NOVA XAVANTINA;918;;;;;2025-09-16;;Empresas em Geral - Privado;Rio das Mortes;2025-10-01;
35250;Barramento III Fazenda Cocal;CANARANA;916.28;;;;;2025-09-17;;Empresas em Geral - Privado;SEM NOME;2025-10-01;
35251;Fazenda Cocal (Barramento III) - Montante;CANARANA;117.96;;;;;2025-09-17;;Empresas em Geral - Privado;SEM NOME;2026-02-27;
35252;Fazenda Roncador - Tanque Pulmão 2;QUERÊNCIA;148;;;;;2025-09-17;;Outros - Privado;SEM NOME;2025-10-01;
35253;BARRAGEM PRINCIPAL 1A;CANARANA;;;;;;2025-09-17;;Pessoa Física;SEM NOME;2025-12-15;
35254;Beariz 2;PONTES E LACERDA;156;;;;;2024-09-02;;;Rio do Cágado;2025-11-24;Classe II B - Inertes
35256;Barragem São Miguel;SORRISO;120;;;;;2025-09-18;;Pessoa Física;Córrego Curicaca;2025-10-01;
35257;Tanque Pulmão Agropecuária Roncador;QUERÊNCIA;;;;;;;;Outros - Privado;Rio Suiá-miçu ou Suiazão;2025-10-01;
35272;Barramento 02 Fazenda Água Azul;SORRISO;93.64;;;;;2025-02-03;;Outros - Privado;Rio Celeste;2025-10-06;
35273;Barragem Nossa Senhora Aparecida;Barra do Garças;60;;;;;2025-09-19;;Pessoa Física;SEM NOME;2025-10-06;
35283;Barragem Agrocentro;Barra do Garças;314.84;;;;;2025-09-22;;Pessoa Física;Barragem Faz. Agrocentro Barra Brasil;2025-10-06;
35286;Tanque Pulmão - Reservatório 2;PRIMAVERA DO LESTE;680.75;;;;;2025-09-22;;Pessoa Física;Rio das Mortes;2025-12-16;
35322;Tanque Pulmão - Reservatório 1;PRIMAVERA DO LESTE;979.82;;;;;2025-09-26;;Pessoa Física;Rio das Mortes;2025-10-06;
35338;Fazenda Cocal ? Barramento 04;CANARANA;78.68;;;;;;;Empresas em Geral - Privado;Córrego do Caminho;2025-10-14;
35339;Barragem I - Fazenda Jerusalém VIII;Água Boa;229;;;;;2025-09-29;;Pessoa Física;SEM NOME;2025-12-17;
35359;Barragem do Parque Oeste;LUCAS DO RIO VERDE;293.59;;;;;;;Órgãos - Público;Barragem # ASSOCIAÇÃO DOS PEQUENOS CHACAREIROS DA MICROBACIA DO CÓRREGO LUCAS;2025-12-18;
35379;Barragem Fazenda Belo Horizonte;Barra do Garças;92.31;;;;;2025-10-01;;Pessoa Física;Córrego Desconhecido;2025-12-17;
35382;Barragem Fazenda Jaó II;NOVA XAVANTINA;323.65;;;;;2025-01-30;;Empresas em Geral - Privado;SEM NOME;2025-10-20;
35383;Barramento - Fazenda Gema;SANTO AFONSO;63.65;;;;;2025-10-01;;Pessoa Física;Ribeirão Água-branca;2025-10-13;
35389;Fazenda Campo Forte I, II, III e IV;RIBEIRÃO CASCALHEIRA;149.94;;;;;2025-10-02;;;SEM NOME;2025-10-13;
