id_snisb;nome;municipio_sede;codigo_ibge;data_referencia;chuva_24h_mm;chuva_72h_mm;chuva_prevista_24_72h_mm;percentil_climatologico;saturacao_antecedente;razao_nivel_cota_alerta;dias_consecutivos_chuva_intensa;fonte_precip;fonte_previsao;fonte_solo;fonte_hidro;nivel_alerta_hidro;alerta_cemaden;alerta_cemaden_nivel;alerta_inmet;alerta_inmet_nivel;alerta_ana_nivel;nivel_alerta_integrado;score_alerta_integrado;componente_dominante;motivo_integrado;vazao_prevista_glofas_m3s;fonte_glofas;n_municipios_contribuintes;municipios_contribuintes_ibge;aproximacao_espacial;fonte_telemetria_a;estacao_inmet;dist_estacao_km;cota_cm;vazao_m3s;cota_alerta_cm;codigo_estacao_ana_ref;a6_fonte;data_cota_ana
34767;Barragem I - Fazenda Lagoa Vermelha;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
36503;Barragem Montante Fazenda Passo Fundo;Canarana;5102702;2026-09-06;7.3;9.2;5.2;71.1;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;2;5102702|5107792;sede_mais_montante_max;;;;;;;18415000;sem_cota_alerta;
31661;Barragem na Fazenda Nova Esperança II;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
31048;Barragem na Fazenda Santa Fé;Canarana;5102702;2026-09-06;7.3;9.2;5.2;71.1;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;2;5102702|5107792;sede_mais_montante_max;;;;;;;18415000;sem_cota_alerta;
34001;Barramento 1 - Fazenda Progresso Vista Alegre;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
34991;Barramento 2 Principal - Fazenda Cocal;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18428000;sem_cota_alerta;
35630;Barramento 2A - Fazenda Santa Helena;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
34992;Barramento 3 Montante - Fazenda Cocal;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
35250;Barramento III Fazenda Cocal;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18428000;sem_cota_alerta;
34185;CGH Cocal (75 Kw) - MCH COCAL;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18428000;sem_cota_alerta;
32989;Dall Asta 2;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
31827;FAZENDA CAMPO FLORIDO;Canarana;5102702;2026-09-06;7.3;9.2;5.2;71.1;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;2;5102702|5107792;sede_mais_montante_max;;;;;;;18415000;sem_cota_alerta;
19996;FAZENDA GUAPORÉ;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
8159;Fazenda Araribá;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18415300;sem_cota_alerta;
34793;Fazenda Canarana – Barramento 01;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18415300;sem_cota_alerta;
19989;Fazenda Cocal;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
35251;Fazenda Cocal (Barramento III) - Montante;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
35633;Fazenda Cocal - Barramento 05;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
35338;Fazenda Cocal ? Barramento 04;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18428000;sem_cota_alerta;
32376;Fazenda Dall Asta – Barramento 1;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
31994;Fazenda L Cristina - Barragem 1;Canarana;5102702;2026-09-06;7.3;9.2;5.2;71.1;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;2;5102702|5107792;sede_mais_montante_max;;;;;;;18415300;sem_cota_alerta;
20142;Fazenda Negrinho do Pastoreiro;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
36507;Fazenda Ponta Bonita ? Parte 1;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
30131;Fazenda Tanguro;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
36576;Fazenda Vera Cruz do Xingú;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
23757;Massa d'Água #224375;Canarana;5102702;2026-09-06;1.2;2.4;5.2;23.9;0,9080;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5102702;municipio_sede;;;;;;;18426200;sem_cota_alerta;
31541;Barramento principal (1A);Carlinda;5102793;2026-09-06;11.5;34.9;4.3;55.0;1,0000;0,55;2;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;44.39;openmeteo_glofas_copernicus_ems;9;5102793|5104526|5104559|5105259|5107768|5107909|5107925|5108006|5108501;ponto_barragem_telemetria;openmeteo_ponto;;;;;;17340200;sem_cota_alerta;
35228;Barramento principal - Fazenda Rio da Mata;Carlinda;5102793;2026-09-06;17.9;30.5;13.6;97.2;1,0000;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;44.39;openmeteo_glofas_copernicus_ems;13;5102793|5104526|5104559|5105259|5105580|5106190|5106216|5107768|5107909|5107925|5108006|5108055|5108501;sede_mais_montante_max;;;;;;;17340200;sem_cota_alerta;
27572;LIPINISKY;Carlinda;5102793;2026-09-06;17.9;30.5;13.6;97.2;1,0000;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;44.39;openmeteo_glofas_copernicus_ems;13;5102793|5104526|5104559|5105259|5105580|5106190|5106216|5107768|5107909|5107925|5108006|5108055|5108501;sede_mais_montante_max;;;;;;;17378000;sem_cota_alerta;
36539;Barramento Pé de Pequi I;Chapada dos Guimarães;5103007;2026-09-06;0.7;0.9;3.3;30.0;0,1410;0,735;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;294,0;98,00;400,0;66210000;cota_medida;2026-09-07 09:00:00
34040;CGH Oeiras - principal;Chapada dos Guimarães;5103007;2026-09-06;0.0;0.1;5.5;30.0;0,1410;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;248,0;26,00;;66171500;contexto_somente;2026-09-07 10:00:00
34041;CGH Portal do Vale - principal;Chapada dos Guimarães;5103007;2026-09-06;0.0;0.0;7.4;4.9;0,1410;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;municipio_sede;;;;;;;66223100;sem_cota_alerta;
34042;CGH Vale do Roncador - principal;Chapada dos Guimarães;5103007;2026-09-06;0.0;0.0;7.4;4.9;0,1410;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;municipio_sede;;;;248,0;26,00;;66171500;contexto_somente;2026-09-07 10:00:00
4931;PCH Casca II - B01 - CASCA I;Chapada dos Guimarães;5103007;2026-09-06;0.0;0.0;5.5;30.0;0,1410;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;;;;66165000;sem_cota_alerta;
20618;PCH Casca II - B02 - Ponte Alta;Chapada dos Guimarães;5103007;2026-09-06;0.0;0.0;5.5;30.0;0,1410;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;;;;66165000;sem_cota_alerta;
20617;PCH Casca III - Casca III;Chapada dos Guimarães;5103007;2026-09-06;0.0;0.0;5.5;30.0;0,1410;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;;;;66170500;sem_cota_alerta;
34145;UHE Manso - Barragem da Margem Direita;Chapada dos Guimarães;5103007;2026-09-06;0.0;1.3;4.8;30.0;0,1410;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;29549,0;;;66240080;contexto_somente;2026-09-07 09:00:00
34146;UHE Manso - Barragem da Margem Esquerda;Chapada dos Guimarães;5103007;2026-09-06;0.0;1.3;4.8;30.0;0,1410;0,735;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;294,0;98,00;400,0;66210000;cota_medida;2026-09-07 09:00:00
4436;UHE Manso - Barragem de Terra do Leito do Rio;Chapada dos Guimarães;5103007;2026-09-06;0.0;1.3;4.8;30.0;0,1410;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;29549,0;;;66240080;contexto_somente;2026-09-07 09:00:00
20601;UHE Manso - Dique 2;Chapada dos Guimarães;5103007;2026-09-06;0.0;1.3;4.8;30.0;0,1410;0,735;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;294,0;98,00;400,0;66210000;cota_medida;2026-09-07 09:00:00
20602;UHE Manso - Dique 3;Chapada dos Guimarães;5103007;2026-09-06;0.0;1.3;4.8;30.0;0,1410;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;;;400,0;01455013;sem_cota_alerta;
20603;UHE Manso - Dique 4;Chapada dos Guimarães;5103007;2026-09-06;0.0;1.3;4.8;30.0;0,1410;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;;;;66240060;sem_cota_alerta;
20604;UHE Manso - Dique 5;Chapada dos Guimarães;5103007;2026-09-06;0.0;1.3;4.8;30.0;0,1410;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;;;;66240060;sem_cota_alerta;
20605;UHE Manso - Dique 6;Chapada dos Guimarães;5103007;2026-09-06;0.0;1.3;4.8;30.0;0,1410;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;;;;66240060;sem_cota_alerta;
20606;UHE Manso - Dique 7;Chapada dos Guimarães;5103007;2026-09-06;0.1;0.6;6.4;30.0;0,1410;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;10.09;openmeteo_glofas_copernicus_ems;1;5103007;ponto_barragem_telemetria;openmeteo_ponto;;;;;;66240060;sem_cota_alerta;
30462;BARRAGEM 01;Cláudia;5103056;2026-09-06;0.7;4.4;7.5;30.0;1,0000;;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;3;5103056|5106240|5107248;ponto_barragem_telemetria;openmeteo_ponto;;;;;;18421600;sem_cota_alerta;
29953;Barragem 02;Cláudia;5103056;2026-09-06;3.0;8.2;11.0;39.4;1,0000;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;3;5103056|5106240|5107248;sede_mais_montante_max;;;;;;;18421600;sem_cota_alerta;
36100;Barragem a montante;Cláudia;5103056;2026-09-06;3.0;8.2;11.0;39.4;0,8300;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5103056;municipio_sede;;;;;;;18421600;sem_cota_alerta;
35071;Barramento 1 ? Lote n° 114-B, 114-C E 115;Cláudia;5103056;2026-09-06;3.0;8.2;11.0;39.4;1,0000;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;3;5103056|5106240|5107248;sede_mais_montante_max;;;;;;;18421600;sem_cota_alerta;
36099;Lote nº 316;Cláudia;5103056;2026-09-06;3.0;8.2;11.0;39.4;0,8300;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5103056;municipio_sede;;;;;;;18421600;sem_cota_alerta;
20653;UHE Sinop - Sinop;Cláudia;5103056;2026-09-06;3.0;8.2;11.0;39.4;0,8300;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5103056;municipio_sede;;;;;;;17280990;sem_cota_alerta;
36475;Agropecuária Madeirinha ? Barramento;Colniza;5103254;2026-09-06;4.1;13.8;2.7;30.0;0,6350;;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5103254;ponto_barragem_telemetria;openmeteo_ponto;;;;;;;;
23992;CGH Margarida 2 Duplicidade  - MARGARIDA;Comodoro;5103304;2026-09-06;9.3;24.8;2.0;55.0;1,0000;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;;;5;5103304|5103361|5105507|5106752|5108352;ponto_barragem_telemetria;openmeteo_ponto;;;;;;15122000;sem_cota_alerta;
34123;CGH Miranda Estância - CGH Rio Piolho;Comodoro;5103304;2026-09-06;8.4;36.8;1.5;74.6;1,0000;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;;;5;5103304|5103361|5105507|5106752|5108352;sede_mais_montante_max;;;;;;;15124600;sem_cota_alerta;
23999;CGH Rio Margarida 2 - MARGARIDA;Comodoro;5103304;2026-09-06;8.4;36.8;1.5;74.6;1,0000;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;;;5;5103304|5103361|5105507|5106752|5108352;sede_mais_montante_max;;;;;;;15122000;sem_cota_alerta;
36581;Fazenda Cabanha da Vitória;Comodoro;5103304;2026-09-06;8.4;36.8;1.5;74.6;1,0000;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;;;5;5103304|5103361|5105507|5106752|5108352;sede_mais_montante_max;;;;;;;15122000;sem_cota_alerta;
22435;Massa d'Água #117161;Comodoro;5103304;2026-09-06;8.4;36.8;1.5;74.6;1,0000;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;;;5;5103304|5103361|5105507|5106752|5108352;sede_mais_montante_max;;;;;;;15123000;sem_cota_alerta;
23813;Massa d'Água #240264;Comodoro;5103304;2026-09-06;8.4;36.8;1.5;74.6;1,0000;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;;;5;5103304|5103361|5105507|5106752|5108352;sede_mais_montante_max;;;;;;;15123000;sem_cota_alerta;
4554;PCH Cabixi II - CABIXI II;Comodoro;5103304;2026-09-06;6.0;36.8;1.1;62.7;0,5850;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;;;1;5103304;municipio_sede;;;;;;;15123080;sem_cota_alerta;
4178;PCH Esperança - DESVIO;Comodoro;5103304;2026-09-06;8.4;36.8;1.5;74.6;1,0000;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;;;5;5103304|5103361|5105507|5106752|5108352;sede_mais_montante_max;;;;;;;15123000;sem_cota_alerta;
34186;PCH Juí 117 - NÃO POSSUI BARRAMENTO, DERIVAÇÃO LATERAL DIREITA;Comodoro;5103304;2026-09-06;6.0;36.8;1.1;62.7;0,5850;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;;;1;5103304;municipio_sede;;;;;;;17091310;sem_cota_alerta;
5034;PCH Rio Prata - prata;Comodoro;5103304;2026-09-06;8.4;36.8;1.5;74.6;1,0000;0,55;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;verde;;;;;;;5;5103304|5103361|5105507|5106752|5108352;sede_mais_montante_max;;;;;;;15122000;sem_cota_alerta;
36066;Barragem I;Confresa;5103353;2026-09-06;5.6;12.3;6.1;55.0;0,6680;;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5103353;ponto_barragem_telemetria;openmeteo_ponto;;;;;;26500000;sem_cota_alerta;
29579;Barramento II;Confresa;5103353;2026-09-06;5.7;15.2;5.3;58.5;0,6680;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5103353;municipio_sede;;;;;;;26500000;sem_cota_alerta;
36571;Fazenda Brasil Central;Confresa;5103353;2026-09-06;5.7;15.2;5.3;58.5;0,6680;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5103353;municipio_sede;;;;;;;26500000;sem_cota_alerta;
31569;Fazenda Luta;Confresa;5103353;2026-09-06;5.7;15.2;5.3;58.5;0,6680;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5103353;municipio_sede;;;;;;;26500000;sem_cota_alerta;
26333;PREFEITURA MUNICIPAL DE CONFRESA;Confresa;5103353;2026-09-06;5.7;15.2;5.3;58.5;0,6680;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5103353;municipio_sede;;;;;;;26500000;sem_cota_alerta;
34039;CGH Fazenda Dois Irmãos - Córrego Seixas - Fazenda Dois Irmãos;Conquista D'Oeste;5103361;2026-09-06;7.0;11.3;0.8;55.0;0,7870;;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5103361;ponto_barragem_telemetria;openmeteo_ponto;;;;;;15120500;sem_cota_alerta;
34226;CGH Galera Centrais Eletricas 1a - 1;Conquista D'Oeste;5103361;2026-09-06;8.4;14.6;0.6;74.6;0,7870;;0;openmeteo_sisclima_fallback;openmeteo_ecmwf_ifs025;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;;;1;5103361;municipio_sede;;;;;;;15121000;sem_cota_alerta;
34732;BARRAGEM 1;Cuiabá;5103403;2026-09-06;7.4;7.8;5.4;55.0;0,6310;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;;;;;;10.09;openmeteo_glofas_copernicus_ems;4;5103007|5103403|5104906|5107701;ponto_barragem_telemetria;openmeteo_ponto;;;;;;66258003;sem_cota_alerta;
34733;BARRAGEM 2 SUPERIOR;Cuiabá;5103403;2026-09-06;7.4;7.8;5.4;55.0;0,6310;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;;;;;;10.09;openmeteo_glofas_copernicus_ems;4;5103007|5103403|5104906|5107701;ponto_barragem_telemetria;openmeteo_ponto;;;;;;66258003;sem_cota_alerta;
34734;BARRAGEM 3;Cuiabá;5103403;2026-09-06;9.8;9.8;6.5;55.0;0,6310;0,55;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;hidro_risco_municipal;verde;;;Tempestade;amarelo;;;;;;10.09;openmeteo_glofas_copernicus_ems;4;5103007|5103403|5104906|5107701;ponto_barragem_telemetria;openmeteo_ponto;;;;;;66258003;sem_cota_alerta;
36515;BARRAGEM LAGOA TREVISAN;Cuiabá;5103403;2026-09-06;7.1;7.5;10.3;55.0;0,3970;0,490;0;openmeteo_ponto;openmeteo_ponto;openmeteo_soil_proxy;;;;;Tempestade;amarelo;;;;;;0.23;openmeteo_glofas_copernicus_ems;1;5103403;ponto_barragem_telemetria;openmeteo_ponto;;;98,0;;200,0;66260006;cota_medida;2026-09-07 10:00:00
