id_snisb;nome_barragem;municipio_sede;piloto_eixo;rank;codigo_estacao;nome_estacao;nome_rio;municipio_estacao;lat;lon;dist_barragem_km;dist_eixo_km;no_corredor_eixo;relacao;cota_cm;vazao_m3s;cota_alerta_cm;razao_nivel_cota_alerta;data_ultima;fonte_estacao;fonte_telemetria;a6_fonte
8033;Fazenda Botucatu lll;Lucas do Rio Verde;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;40,34;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
5679;Fazenda Juliandre II;Lucas do Rio Verde;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;31,49;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
361;Fazenda Nadin;Lucas do Rio Verde;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;30,82;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
20075;Fazenda Ogliari;Lucas do Rio Verde;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;42,56;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
8037;Fazenda Palmeira ll;Lucas do Rio Verde;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;6,37;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
8036;Fazenda Piva;Lucas do Rio Verde;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;17,49;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
389;Fazenda Santo Antonio I;Lucas do Rio Verde;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;24,05;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
31561;Prefeitura Municipal de Lucas do Rio Verde;Lucas do Rio Verde;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;34,41;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
5751;Prefeitura de LUCAS DO RIO VERDE;Lucas do Rio Verde;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;2,72;183,74;0;local;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
20177;Faz. Carvalho;Nobres;1;1;01455013;UHE MANSO MET;Rio Manso;Chapada dos Guimarães;-14,861400;-55,789400;30,82;1,04;1;jusante;360,0;110,50;400,0;0,900;2026-07-27 08:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
4224;UHE Manso - Dique 1;Nobres;1;1;01455013;UHE MANSO MET;Rio Manso;Chapada dos Guimarães;-14,861400;-55,789400;67,35;1,04;1;jusante;360,0;110,50;400,0;0,900;2026-07-27 08:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
31665;Barramento Fazenda Sossego 2;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;47,96;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
8023;Faz. Mafra - Barragem 01;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;54,50;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
8027;Faz. Mafra - Barragem 02;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;47,45;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
8019;Faz. Mafra - Barragem 03;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;66,63;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
8015;Faz. Porta do Céu;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;58,15;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
8018;Faz. Propecus - Lagoa 02;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;61,65;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
8020;Faz. Propecus - Lagoa 04;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;51,89;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
20071;Fazenda Faccio;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;59,01;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
20037;Fazenda Guri e Guri I;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;56,01;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
36510;Fazenda Sossego;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;50,26;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
31629;Lago Azul;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;47,93;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
4818;PCH Nova Mutum - PCH Nova Mutum;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;66,16;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
338;Barragem A2;Nova Ubiratã;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;78,72;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
8062;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;76,41;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
26533;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;78,72;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
8058;Fazenda Parauna;Nova Ubiratã;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;63,77;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
30879;Fazenda Paraúna;Nova Ubiratã;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;66,85;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
8056;Fazenda Sorriso;Nova Ubiratã;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;60,52;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
34019;Fazenda Talismã II;Nova Ubiratã;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;75,09;183,74;0;jusante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
37527;Fazenda Ventania;Nova Mutum;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;49,33;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
37431;Fazenda Mundo Novo -;Nova Ubiratã;0;1;01355006;PZ_LUCAS DO RIO VERDE;;Lucas do Rio Verde;-13,073300;-55,923100;72,55;183,74;0;montante;;;;;2026-07-27 09:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
35573;BARRAGEM DO POÇO;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;61,26;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
27548;BIG BERION;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;49,76;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
35103;Barragem Tamboril I;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;51,03;262,27;0;local;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
35104;Barragem Tamboril II;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;50,34;262,27;0;local;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
36585;CPO1;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;66,76;262,27;0;jusante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
21941;Campos;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;50,67;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
21942;Elvo 1;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;50,97;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
21943;Elvo Captação;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;50,78;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
31305;Manga;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;50,83;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
29388;P.R.A;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;61,41;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
31011;Reservatório de Água P.R.A.;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;61,42;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
26261;SR.PEDRINHO;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;48,91;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
26164;Bacia Grota da Onça;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;46,08;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
577;Barragem EPP;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;49,04;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
31643;Beariz;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;61,16;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
35254;Beariz 2;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;61,59;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
21924;Berion;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;50,13;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
21946;Fortuna;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;48,58;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
35099;LV-01;Pontes e Lacerda;0;1;15043000;UHE GUAPORÉ MONTANTE 1;Rio Guaporé;Jauru;-15,059400;-58,910600;51,66;262,27;0;montante;248,0;68,00;280,0;0,886;2026-07-27 10:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
35477;Barramento III - Fazenda São José I;Rosário Oeste;1;1;01455013;UHE MANSO MET;Rio Manso;Chapada dos Guimarães;-14,861400;-55,789400;24,41;1,04;1;jusante;360,0;110,50;400,0;0,900;2026-07-27 08:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;cota_medida
27940;Estância 2R - Retiro Vista Alegre;Rosário Oeste;1;1;01455013;UHE MANSO MET;Rio Manso;Chapada dos Guimarães;-14,861400;-55,789400;60,09;1,04;1;montante;360,0;110,50;400,0;0,900;2026-07-27 08:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
8009;Faz. Dona Leila - Reservatório 12;Rosário Oeste;1;1;01455013;UHE MANSO MET;Rio Manso;Chapada dos Guimarães;-14,861400;-55,789400;79,57;1,04;1;montante;360,0;110,50;400,0;0,900;2026-07-27 08:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
8010;Faz. Dona Leila - Reservatório 13;Rosário Oeste;1;1;01455013;UHE MANSO MET;Rio Manso;Chapada dos Guimarães;-14,861400;-55,789400;79,04;1,04;1;montante;360,0;110,50;400,0;0,900;2026-07-27 08:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
8013;Faz. Dona Leila - Reservatório 27;Rosário Oeste;0;1;01455013;UHE MANSO MET;Rio Manso;Chapada dos Guimarães;-14,861400;-55,789400;77,26;1,04;1;montante;360,0;110,50;400,0;0,900;2026-07-27 08:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
8012;Faz. Dona Leila - Reservatório 28;Rosário Oeste;0;1;01455013;UHE MANSO MET;Rio Manso;Chapada dos Guimarães;-14,861400;-55,789400;77,53;1,04;1;montante;360,0;110,50;400,0;0,900;2026-07-27 08:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
8011;Faz. Dona Leila - Reservatório 29;Rosário Oeste;0;1;01455013;UHE MANSO MET;Rio Manso;Chapada dos Guimarães;-14,861400;-55,789400;77,80;1,04;1;montante;360,0;110,50;400,0;0,900;2026-07-27 08:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;contexto_somente
35396;Fazenda São José;Rosário Oeste;1;1;01455013;UHE MANSO MET;Rio Manso;Chapada dos Guimarães;-14,861400;-55,789400;20,25;1,04;1;jusante;360,0;110,50;400,0;0,900;2026-07-27 08:00:00;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;cota_medida
28918;BARRAGEM 03;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;38,71;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
28863;BARRAGEM 13;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;43,12;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
28361;Barragem 2;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;39,25;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
34535;Barragem 4;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;40,01;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
34536;Barragem 5;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;39,27;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
34537;Barragem 6;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;39,19;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
34534;Barragem 7;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;39,23;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
27753;Barragem B9;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;40,94;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
36278;Barragem Jusante Fazenda Santa Filipina;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;43,75;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
35409;Barragem Principal;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;46,26;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
35091;Barragem Ághata II;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;53,73;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
35410;Barramento 1 (montante);Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;47,36;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
35411;Barramento 1.1;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;48,59;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
32077;Barramento Fazenda Bonanza;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;56,17;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
36098;Fazenda Filipina;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;45,53;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
73;Fazenda Reunidas Filipinas;Santa Cruz do Xingu;0;1;01052001;RIO COMANDANTE FONTOURA;Rio Xingu;São José do Xingu;-10,554700;-52,183300;46,22;618,32;0;jusante;;;;;;csv:/workspace/barragens-mt/dados/brutos/ana_estacoes_mt.csv;csv:/workspace/barragens-mt/dados/brutos/ana_telemetria.csv;
