codigo_setor;codigo_ibge;municipio;situacao;area_km2;populacao;domicilios;latitude;longitude;ano_censo;fonte;aviso
510340310400001;5103403;Cuiabá;Urbana;0.1714;756;300;-15.571197;-56.061373;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400006;5103403;Cuiabá;Urbana;0.2726;1006;414;-15.569939;-56.056053;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400047;5103403;Cuiabá;Urbana;0.0732;639;249;-15.571181;-56.04565;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400106;5103403;Cuiabá;Urbana;0.069;589;212;-15.570834;-56.048803;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400105;5103403;Cuiabá;Urbana;0.0905;501;187;-15.570432;-56.041924;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400085;5103403;Cuiabá;Urbana;0.082;624;220;-15.569508;-56.046185;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400052;5103403;Cuiabá;Urbana;0.1322;731;324;-15.568156;-56.052481;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400046;5103403;Cuiabá;Urbana;0.0865;540;220;-15.568745;-56.042725;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400019;5103403;Cuiabá;Urbana;0.0701;485;198;-15.567962;-56.049303;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400003;5103403;Cuiabá;Urbana;0.1726;641;272;-15.568639;-56.062658;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400018;5103403;Cuiabá;Urbana;0.0514;307;121;-15.568104;-56.046108;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400166;5103403;Cuiabá;Urbana;0.4592;484;218;-15.562778;-56.062466;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400020;5103403;Cuiabá;Urbana;0.0743;411;195;-15.56644;-56.049437;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400017;5103403;Cuiabá;Urbana;0.0722;430;166;-15.566371;-56.046576;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400004;5103403;Cuiabá;Urbana;0.1865;777;290;-15.565966;-56.061928;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400101;5103403;Cuiabá;Urbana;0.0932;686;271;-15.564352;-56.049448;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400099;5103403;Cuiabá;Urbana;0.053;479;182;-15.565885;-56.044739;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400146;5103403;Cuiabá;Urbana;0.0313;548;263;-15.566653;-56.056433;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400143;5103403;Cuiabá;Urbana;0.1721;1619;764;-15.563962;-56.058739;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400162;5103403;Cuiabá;Urbana;0.0746;377;151;-15.564783;-56.054594;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400021;5103403;Cuiabá;Urbana;0.0469;297;114;-15.563907;-56.05006;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400145;5103403;Cuiabá;Urbana;0.0184;568;248;-15.566026;-56.056709;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400022;5103403;Cuiabá;Urbana;0.1178;474;187;-15.563358;-56.050722;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400144;5103403;Cuiabá;Urbana;0.0248;554;252;-15.565103;-56.056913;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400006;5103403;Cuiabá;Urbana;0.2102;0;0;-15.56064;-56.064461;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400005;5103403;Cuiabá;Urbana;0.0525;80;1;-15.558002;-56.062378;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430229;5103403;Cuiabá;Urbana;0.1146;1065;302;-15.687769;-56.026924;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430230;5103403;Cuiabá;Urbana;0.1156;1071;339;-15.685788;-56.026356;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430228;5103403;Cuiabá;Urbana;0.11;1164;367;-15.685104;-56.033161;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430227;5103403;Cuiabá;Urbana;0.2147;718;314;-15.683935;-56.038092;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430226;5103403;Cuiabá;Urbana;0.2944;720;278;-15.6804;-56.040802;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430232;5103403;Cuiabá;Urbana;0.231;671;284;-15.679727;-56.035522;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430114;5103403;Cuiabá;Urbana;0.2247;805;353;-15.678929;-56.037323;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430179;5103403;Cuiabá;Urbana;0.4685;965;469;-15.673518;-56.040579;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430180;5103403;Cuiabá;Urbana;0.1169;390;173;-15.674163;-56.035242;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430022;5103403;Cuiabá;Urbana;0.2957;836;324;-15.669167;-56.044466;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430021;5103403;Cuiabá;Urbana;0.0743;562;193;-15.670192;-56.040091;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430020;5103403;Cuiabá;Urbana;0.1084;714;256;-15.667875;-56.041239;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430024;5103403;Cuiabá;Urbana;0.1831;758;301;-15.6654;-56.046103;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430205;5103403;Cuiabá;Urbana;0.1152;601;226;-15.66305;-56.032217;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430123;5103403;Cuiabá;Urbana;0.0588;490;189;-15.663949;-56.04101;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430019;5103403;Cuiabá;Urbana;0.1061;610;299;-15.662704;-56.040815;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430206;5103403;Cuiabá;Urbana;0.0759;673;236;-15.663186;-56.034864;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430204;5103403;Cuiabá;Urbana;0.0967;846;322;-15.660762;-56.031248;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430026;5103403;Cuiabá;Urbana;0.1676;838;316;-15.660224;-56.048597;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430207;5103403;Cuiabá;Urbana;0.1216;844;329;-15.659915;-56.03521;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430025;5103403;Cuiabá;Urbana;0.074;450;184;-15.660017;-56.046417;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430155;5103403;Cuiabá;Urbana;0.0782;485;186;-15.659455;-56.045551;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430203;5103403;Cuiabá;Urbana;0.0871;636;226;-15.659404;-56.032398;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430018;5103403;Cuiabá;Urbana;0.1094;668;296;-15.659407;-56.043083;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430200;5103403;Cuiabá;Urbana;0.1373;0;0;-15.656887;-56.029806;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430199;5103403;Cuiabá;Urbana;0.133;892;318;-15.657639;-56.027451;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430202;5103403;Cuiabá;Urbana;0.0734;593;231;-15.657469;-56.032713;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430120;5103403;Cuiabá;Urbana;0.0422;432;160;-15.655904;-56.027716;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430201;5103403;Cuiabá;Urbana;0.0775;642;261;-15.655154;-56.033033;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430208;5103403;Cuiabá;Urbana;0.0712;565;233;-15.655299;-56.035957;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430010;5103403;Cuiabá;Urbana;0.1637;771;266;-15.653146;-56.033564;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430235;5103403;Cuiabá;Urbana;0.1261;878;347;-15.663569;-56.025604;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430266;5103403;Cuiabá;Urbana;0.0939;635;233;-15.663933;-56.030422;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430267;5103403;Cuiabá;Urbana;0.0893;586;214;-15.662866;-56.028982;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430268;5103403;Cuiabá;Urbana;0.0766;555;208;-15.660947;-56.026705;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430269;5103403;Cuiabá;Urbana;0.0779;550;198;-15.660037;-56.025389;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430278;5103403;Cuiabá;Urbana;0.094;332;118;-15.666472;-56.0369;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430279;5103403;Cuiabá;Urbana;0.0808;674;260;-15.667577;-56.038965;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430295;5103403;Cuiabá;Urbana;0.0374;349;133;-15.65558;-56.02622;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430296;5103403;Cuiabá;Urbana;0.0407;180;70;-15.654038;-56.026381;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430317;5103403;Cuiabá;Urbana;0.3326;636;273;-15.655041;-56.045376;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430318;5103403;Cuiabá;Urbana;0.3162;695;347;-15.656501;-56.044584;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430329;5103403;Cuiabá;Urbana;0.1006;660;236;-15.663241;-56.045208;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430330;5103403;Cuiabá;Urbana;0.0929;603;255;-15.66442;-56.042439;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430345;5103403;Cuiabá;Urbana;0.2285;1014;473;-15.691792;-56.023674;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430348;5103403;Cuiabá;Urbana;3.3697;242;120;-15.672722;-56.057188;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430349;5103403;Cuiabá;Urbana;0.0922;296;166;-15.66575;-56.052477;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430352;5103403;Cuiabá;Urbana;0.4986;115;59;-15.661226;-56.038305;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430353;5103403;Cuiabá;Urbana;6.294;28;13;-15.662753;-56.022419;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430355;5103403;Cuiabá;Urbana;0.0785;0;0;-15.689622;-56.028246;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400129;5103403;Cuiabá;Urbana;0.0963;839;286;-15.533678;-56.035732;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400131;5103403;Cuiabá;Urbana;0.206;1001;359;-15.531345;-56.033195;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400084;5103403;Cuiabá;Urbana;0.1272;966;350;-15.53675;-56.032557;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400121;5103403;Cuiabá;Urbana;0.0663;689;241;-15.540075;-56.032396;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400132;5103403;Cuiabá;Urbana;0.4282;36;15;-15.533294;-56.029348;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400128;5103403;Cuiabá;Urbana;0.1015;910;306;-15.538392;-56.029734;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400127;5103403;Cuiabá;Urbana;0.3131;1498;442;-15.539045;-56.025023;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400093;5103403;Cuiabá;Urbana;0.1119;739;243;-15.55863;-56.026196;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400112;5103403;Cuiabá;Urbana;0.0464;349;133;-15.555329;-56.025673;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400139;5103403;Cuiabá;Urbana;0.085;328;180;-15.549574;-56.025549;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400119;5103403;Cuiabá;Urbana;0.2283;1018;400;-15.554551;-56.023804;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400079;5103403;Cuiabá;Urbana;0.0687;519;219;-15.546754;-56.024559;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400081;5103403;Cuiabá;Urbana;0.0807;636;199;-15.557866;-56.02367;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400140;5103403;Cuiabá;Urbana;0.0857;764;301;-15.548992;-56.023151;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400111;5103403;Cuiabá;Urbana;0.0721;487;161;-15.545629;-56.022406;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400147;5103403;Cuiabá;Urbana;0.0914;699;253;-15.552058;-56.02228;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400092;5103403;Cuiabá;Urbana;0.0582;423;172;-15.547868;-56.021389;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400155;5103403;Cuiabá;Urbana;0.075;478;186;-15.541397;-56.033865;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400156;5103403;Cuiabá;Urbana;0.1021;338;142;-15.542605;-56.035362;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310000008;5103403;Cuiabá;Rural;122.189;517;812;-15.512071;-55.951342;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310000010;5103403;Cuiabá;Rural;185.1976;520;336;-15.507395;-55.855259;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420119;5103403;Cuiabá;Urbana;0.0902;548;209;-15.574529;-56.026003;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420122;5103403;Cuiabá;Urbana;0.1137;743;302;-15.573546;-56.022377;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420126;5103403;Cuiabá;Urbana;0.24;807;329;-15.569275;-56.016375;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420127;5103403;Cuiabá;Urbana;0.5422;966;398;-15.566903;-56.011656;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420140;5103403;Cuiabá;Urbana;0.3577;680;309;-15.561337;-56.013203;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420142;5103403;Cuiabá;Urbana;0.6245;212;103;-15.576036;-56.015528;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420150;5103403;Cuiabá;Urbana;0.1162;917;334;-15.602996;-56.032116;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420151;5103403;Cuiabá;Urbana;0.1304;570;224;-15.577722;-56.021288;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420154;5103403;Cuiabá;Urbana;0.2124;533;198;-15.583586;-56.018764;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420155;5103403;Cuiabá;Urbana;0.0983;512;216;-15.5798;-56.02087;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420164;5103403;Cuiabá;Urbana;0.055;520;205;-15.601754;-56.033394;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305000010;5103403;Cuiabá;Urbana;0.3068;200;171;-15.548385;-55.98815;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305000009;5103403;Cuiabá;Urbana;0.4108;125;109;-15.546073;-55.993832;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400125;5103403;Cuiabá;Urbana;0.6148;67;24;-15.553837;-56.014322;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400164;5103403;Cuiabá;Urbana;0.3887;428;222;-15.542333;-56.025841;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305000006;5103403;Cuiabá;Urbana;2.2139;553;249;-15.546036;-56.012032;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305000011;5103403;Cuiabá;Urbana;16.7956;851;800;-15.577772;-55.99946;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305000008;5103403;Cuiabá;Rural;19.0278;926;497;-15.529588;-56.010666;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420183;5103403;Cuiabá;Urbana;0.1705;678;286;-15.562364;-56.017635;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420184;5103403;Cuiabá;Urbana;0.1331;702;274;-15.564956;-56.01663;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420190;5103403;Cuiabá;Urbana;1.7326;187;79;-15.593982;-56.028332;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420104;5103403;Cuiabá;Urbana;0.1617;483;195;-15.605383;-56.035002;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420073;5103403;Cuiabá;Urbana;0.1716;578;323;-15.611832;-56.036512;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420070;5103403;Cuiabá;Urbana;0.3402;1014;362;-15.589511;-56.035353;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400043;5103403;Cuiabá;Urbana;0.437;532;236;-15.572277;-56.037735;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400124;5103403;Cuiabá;Urbana;0.1343;731;276;-15.559836;-56.018831;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305000013;5103403;Cuiabá;Urbana;0.1765;522;193;-15.545935;-56.016535;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310430351;5103403;Cuiabá;Urbana;1.0599;31;11;-15.60427;-56.001251;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340315000001;5103403;Cuiabá;Urbana;0.8203;212;151;-15.455703;-55.981777;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340315000009;5103403;Cuiabá;Rural;24.0205;328;292;-15.4876;-55.981245;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310420019;5103403;Cuiabá;Urbana;0.0955;521;249;-15.572315;-56.031033;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400072;5103403;Cuiabá;Urbana;0.1021;768;284;-15.572778;-56.034441;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400045;5103403;Cuiabá;Urbana;0.1086;853;351;-15.573003;-56.04133;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400071;5103403;Cuiabá;Urbana;0.1022;886;376;-15.571629;-56.031382;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
