codigo_setor;codigo_ibge;municipio;situacao;area_km2;populacao;domicilios;latitude;longitude;ano_censo;fonte;aviso
510590305000032;5105903;Nobres;Urbana;0.1403;308;116;-14.723521;-56.31255;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510590305000029;5105903;Nobres;Urbana;0.1605;157;62;-14.722747;-56.324499;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510590305000016;5105903;Nobres;Rural;251.3755;118;86;-14.607914;-56.195608;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510590305000013;5105903;Nobres;Urbana;0.3482;767;335;-14.720349;-56.309168;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510590305000005;5105903;Nobres;Urbana;0.1966;122;63;-14.719819;-56.326035;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510590305000031;5105903;Nobres;Urbana;0.2349;474;193;-14.717509;-56.317797;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510590305000030;5105903;Nobres;Urbana;0.0639;447;164;-14.718615;-56.316822;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510770120000006;5107701;Rosário Oeste;Rural;74.5649;275;154;-14.751675;-56.159645;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510770120000008;5107701;Rosário Oeste;Rural;99.9398;289;235;-14.711648;-56.138445;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305000015;5103403;Cuiabá;Rural;42.3856;421;253;-15.493419;-56.08428;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410214;5103403;Cuiabá;Urbana;2.8898;74;25;-15.543913;-56.108217;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410057;5103403;Cuiabá;Urbana;0.1066;919;322;-15.563863;-56.117476;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410138;5103403;Cuiabá;Urbana;0.0797;752;261;-15.563451;-56.114851;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410262;5103403;Cuiabá;Urbana;0.4487;720;401;-15.533326;-56.110889;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410235;5103403;Cuiabá;Urbana;0.2667;358;145;-15.557123;-56.112057;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410206;5103403;Cuiabá;Rural;1.4509;0;0;-15.531184;-56.105703;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410234;5103403;Cuiabá;Urbana;0.2043;386;144;-15.555181;-56.107208;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410261;5103403;Cuiabá;Urbana;0.4579;60;17;-15.539985;-56.106615;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410241;5103403;Cuiabá;Urbana;0.2243;1573;723;-15.557312;-56.104792;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410194;5103403;Cuiabá;Urbana;0.4081;574;255;-15.555145;-56.10088;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410139;5103403;Cuiabá;Urbana;0.1858;1195;414;-15.555665;-56.101313;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410205;5103403;Cuiabá;Urbana;0.427;690;273;-15.538635;-56.098827;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410186;5103403;Cuiabá;Urbana;0.5861;1116;349;-15.542685;-56.095081;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410204;5103403;Cuiabá;Urbana;0.3031;789;284;-15.548117;-56.095884;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410187;5103403;Cuiabá;Urbana;0.2288;45;28;-15.5588;-56.095976;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410203;5103403;Cuiabá;Urbana;2.0768;45;27;-15.54436;-56.085466;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410201;5103403;Cuiabá;Urbana;0.7572;863;268;-15.537645;-56.090605;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410166;5103403;Cuiabá;Urbana;0.1371;380;139;-15.561852;-56.094358;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410236;5103403;Cuiabá;Urbana;0.1443;854;331;-15.557846;-56.091007;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410237;5103403;Cuiabá;Urbana;0.1746;786;398;-15.558783;-56.088932;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400055;5103403;Cuiabá;Urbana;0.1648;331;173;-15.561176;-56.086199;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410202;5103403;Cuiabá;Urbana;0.6065;1061;351;-15.536604;-56.082853;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410197;5103403;Cuiabá;Urbana;0.1236;1198;498;-15.546173;-56.084473;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400069;5103403;Cuiabá;Urbana;0.1217;344;144;-15.555369;-56.08375;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400054;5103403;Cuiabá;Urbana;0.1503;380;164;-15.559483;-56.084557;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400014;5103403;Cuiabá;Urbana;0.0549;304;194;-15.564651;-56.084379;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410198;5103403;Cuiabá;Urbana;0.1048;1036;472;-15.544963;-56.083599;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410252;5103403;Cuiabá;Urbana;0.097;497;200;-15.54235;-56.083523;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400007;5103403;Cuiabá;Urbana;0.0422;477;290;-15.563436;-56.084055;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400068;5103403;Cuiabá;Urbana;0.1009;625;260;-15.551307;-56.082901;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400008;5103403;Cuiabá;Urbana;0.0141;172;112;-15.56134;-56.083282;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400053;5103403;Cuiabá;Urbana;0.0224;275;172;-15.560483;-56.082796;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400011;5103403;Cuiabá;Urbana;0.0383;448;275;-15.560207;-56.082108;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400042;5103403;Cuiabá;Urbana;0.0616;627;245;-15.551362;-56.081556;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400149;5103403;Cuiabá;Urbana;0.4576;0;0;-15.538693;-56.038082;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400032;5103403;Cuiabá;Urbana;0.1414;1042;392;-15.536417;-56.072794;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305400037;5103403;Cuiabá;Urbana;0.658;544;214;-15.534112;-56.070297;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340310400130;5103403;Cuiabá;Urbana;0.232;824;272;-15.529124;-56.034616;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340320000007;5103403;Cuiabá;Rural;235.9966;248;373;-15.411536;-56.149973;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340320000009;5103403;Cuiabá;Urbana;0.5181;397;206;-15.354564;-56.228493;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340320000014;5103403;Cuiabá;Rural;116.1862;317;343;-15.404296;-56.093191;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340320000015;5103403;Cuiabá;Urbana;1.5138;769;364;-15.347888;-56.239889;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340320000016;5103403;Cuiabá;Urbana;2.4036;481;210;-15.338822;-56.232134;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340335000001;5103403;Cuiabá;Urbana;1.779;895;351;-15.550235;-56.160618;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340335000002;5103403;Cuiabá;Urbana;7.7465;441;291;-15.530591;-56.174162;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340335000003;5103403;Cuiabá;Rural;43.6832;166;133;-15.518706;-56.122442;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410195;5103403;Cuiabá;Urbana;1.0927;886;387;-15.559931;-56.120308;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410196;5103403;Cuiabá;Urbana;1.2533;521;199;-15.556876;-56.126108;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305000001;5103403;Cuiabá;Urbana;0.6727;981;309;-15.559712;-56.136358;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840215000004;5108402;Várzea Grande;Rural;163.8552;279;232;-15.437327;-56.27619;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410207;5103403;Cuiabá;Urbana;0.1679;654;289;-15.579101;-56.119989;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410055;5103403;Cuiabá;Urbana;0.2716;127;54;-15.571272;-56.116434;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340305410165;5103403;Cuiabá;Urbana;0.1452;613;219;-15.566713;-56.11622;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510610905000008;5106109;Nossa Senhora do Livramento;Rural;174.0364;179;210;-15.638762;-56.354975;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840225000004;5108402;Várzea Grande;Rural;35.5833;368;212;-15.683481;-56.217768;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000292;5108402;Várzea Grande;Rural;5.349;77;52;-15.631484;-56.213552;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840225000007;5108402;Várzea Grande;Rural;3.1461;197;117;-15.670576;-56.202562;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000124;5108402;Várzea Grande;Urbana;1.8593;319;168;-15.640046;-56.203083;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000352;5108402;Várzea Grande;Urbana;0.2453;750;276;-15.65509;-56.203268;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000351;5108402;Várzea Grande;Urbana;1.1044;649;272;-15.656169;-56.198524;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000371;5108402;Várzea Grande;Rural;7.7263;41;14;-15.605394;-56.19236;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000388;5108402;Várzea Grande;Urbana;1.4454;23;5;-15.637755;-56.1999;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000290;5108402;Várzea Grande;Urbana;1.5867;3;3;-15.635683;-56.190405;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000389;5108402;Várzea Grande;Urbana;0.0846;643;268;-15.628116;-56.198082;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000305;5108402;Várzea Grande;Urbana;0.2535;1100;381;-15.627291;-56.194351;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000240;5108402;Várzea Grande;Urbana;0.4332;534;309;-15.672202;-56.193624;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000271;5108402;Várzea Grande;Urbana;0.1384;1205;384;-15.632329;-56.19607;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000296;5108402;Várzea Grande;Urbana;0.0842;994;320;-15.628047;-56.196251;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000303;5108402;Várzea Grande;Urbana;0.144;545;220;-15.667912;-56.193686;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000122;5108402;Várzea Grande;Urbana;0.1477;591;257;-15.664107;-56.19371;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000190;5108402;Várzea Grande;Urbana;0.3983;602;282;-15.650845;-56.191111;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000336;5108402;Várzea Grande;Urbana;1.0286;175;90;-15.642376;-56.187962;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000191;5108402;Várzea Grande;Urbana;0.1779;947;370;-15.659393;-56.19158;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000118;5108402;Várzea Grande;Urbana;0.183;850;328;-15.664445;-56.190371;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000117;5108402;Várzea Grande;Urbana;0.2362;819;319;-15.658707;-56.188734;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000119;5108402;Várzea Grande;Urbana;0.1915;483;185;-15.668701;-56.188986;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000189;5108402;Várzea Grande;Urbana;0.1591;681;267;-15.655098;-56.188017;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000192;5108402;Várzea Grande;Urbana;0.155;614;244;-15.671463;-56.187346;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000283;5108402;Várzea Grande;Urbana;0.1721;662;235;-15.664152;-56.186995;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000363;5108402;Várzea Grande;Urbana;0.4498;517;204;-15.648584;-56.185583;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000238;5108402;Várzea Grande;Urbana;0.1845;619;257;-15.667393;-56.184752;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000121;5108402;Várzea Grande;Urbana;0.2032;675;281;-15.674037;-56.184805;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000372;5108402;Várzea Grande;Urbana;0.1794;350;439;-15.592133;-56.184855;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000364;5108402;Várzea Grande;Urbana;0.0962;551;188;-15.651948;-56.18466;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000239;5108402;Várzea Grande;Urbana;0.2412;767;318;-15.678596;-56.184038;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000116;5108402;Várzea Grande;Urbana;0.1687;829;281;-15.654327;-56.183264;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000120;5108402;Várzea Grande;Urbana;0.1744;757;258;-15.669909;-56.182915;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000335;5108402;Várzea Grande;Urbana;0.1911;769;294;-15.640803;-56.181313;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510780005000016;5107800;Santo Antônio de Leverger;Urbana;0.3964;511;212;-15.847256;-56.080263;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510780005000022;5107800;Santo Antônio de Leverger;Urbana;1.1773;244;142;-15.841;-56.083246;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510780025000009;5107800;Santo Antônio de Leverger;Urbana;1.1159;147;82;-15.833279;-56.083212;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510780025000008;5107800;Santo Antônio de Leverger;Rural;4.4477;40;19;-15.829451;-56.068295;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510610913000008;5106109;Nossa Senhora do Livramento;Rural;9.6714;153;107;-15.80783;-56.110086;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510610913000010;5106109;Nossa Senhora do Livramento;Urbana;0.6504;244;148;-15.82138;-56.102657;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510780025000004;5107800;Santo Antônio de Leverger;Rural;9.9028;84;78;-15.80248;-56.080858;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510610913000009;5106109;Nossa Senhora do Livramento;Urbana;0.6439;369;238;-15.814159;-56.101213;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510610913000007;5106109;Nossa Senhora do Livramento;Rural;7.8103;191;126;-15.783329;-56.122784;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510780010000001;5107800;Santo Antônio de Leverger;Urbana;14.5566;283;223;-15.775344;-56.095821;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510340325000006;5103403;Cuiabá;Rural;23.5839;276;217;-15.743359;-56.108341;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000110;5108402;Várzea Grande;Rural;0.9856;12;10;-15.744819;-56.15737;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000111;5108402;Várzea Grande;Urbana;0.1935;656;300;-15.742489;-56.15765;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000112;5108402;Várzea Grande;Urbana;0.0888;521;223;-15.740872;-56.159115;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000109;5108402;Várzea Grande;Urbana;0.2299;517;225;-15.738334;-56.155005;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000103;5108402;Várzea Grande;Urbana;2.1932;904;423;-15.715919;-56.141731;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000107;5108402;Várzea Grande;Urbana;0.0919;581;245;-15.722466;-56.140129;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000106;5108402;Várzea Grande;Urbana;0.0983;590;234;-15.720495;-56.139519;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000105;5108402;Várzea Grande;Urbana;0.0801;654;245;-15.715592;-56.139011;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000104;5108402;Várzea Grande;Urbana;0.0957;722;260;-15.713226;-56.138769;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000185;5108402;Várzea Grande;Urbana;0.0856;389;170;-15.740879;-56.161037;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000265;5108402;Várzea Grande;Urbana;0.1697;582;253;-15.737107;-56.158119;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000383;5108402;Várzea Grande;Urbana;1.8827;66;36;-15.730855;-56.147299;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840205000384;5108402;Várzea Grande;Urbana;0.2087;633;243;-15.728161;-56.15123;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840210000001;5108402;Várzea Grande;Urbana;0.7323;508;216;-15.71698;-56.106283;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840210000002;5108402;Várzea Grande;Urbana;7.9211;535;228;-15.727075;-56.119684;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840210000003;5108402;Várzea Grande;Urbana;1.0923;229;103;-15.725404;-56.127346;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840210000004;5108402;Várzea Grande;Rural;0.228;122;61;-15.749755;-56.141851;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840210000005;5108402;Várzea Grande;Rural;5.7943;377;199;-15.752082;-56.141315;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840210000006;5108402;Várzea Grande;Urbana;0.7247;208;88;-15.738103;-56.126629;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840210000007;5108402;Várzea Grande;Urbana;1.7634;82;31;-15.709631;-56.124146;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
510840210000008;5108402;Várzea Grande;Urbana;0.1813;953;340;-15.71935;-56.134108;2022;IBGE Censo 2022 — malha setores + agregados básicos (V0001);"Centroide = centro da bbox do setor; exposição proxy por centroide na mancha"
