rank;score_prioridade;faixa;id_snisb;nome;municipio_sede;nivel;idap;dano_potencial_associado;uso_principal;n_municipios_extraterritoriais;n_lacunas_pae;alertavel;pts_dpa;pts_rejeito;pts_nivel;pts_extraterritorial;pts_pae;pts_nao_alertavel
552;26;média;7981;Faz. Triângulo - Reservatório 02;Nova Olímpia;Verde;14;Baixo;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
553;26;média;7979;Faz. Triângulo - Reservatório 03;Nova Olímpia;Verde;14;Baixo;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
554;26;média;7980;Faz. Triângulo - Reservatório 04 / 05 / 13;Nova Olímpia;Verde;14;Baixo;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
555;26;média;7978;Faz. Triângulo - Reservatório 06 / 10 / 11;Nova Olímpia;Verde;14;Baixo;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
556;26;média;7983;Faz. Triângulo - Reservatório 12;Nova Olímpia;Verde;14;Baixo;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
557;26;média;20764;Fazenda Alvorada;Nova Ubiratã;Verde;11;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
558;26;média;26655;Fazenda Bacurí;Arenápolis;Verde;14;Baixo;Dessedentação Animal;1;8;não avaliado;0;0;2;9;15;0
559;26;média;6192;Fazenda Batovi;Tesouro;Verde;13;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
560;26;média;7992;Fazenda Cabeça Branca - Barragem 03;Nossa Senhora do Livramento;Verde;15;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
561;26;média;36627;Fazenda Concorcia;Nova Ubiratã;Verde;11;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
562;26;média;36632;Fazenda Concordia - Reservatório 2;Nova Ubiratã;Verde;12;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
563;26;média;26442;Fazenda Cristalina;Campo Verde;Verde;12;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
564;26;média;35195;Fazenda Cruzeiro I - Barramento (principal);General Carneiro;Verde;14;Baixo;Paisagismo;1;8;não avaliado;0;0;2;9;15;0
565;26;média;35196;Fazenda Cruzeiro I - Barramento II - Montante I;General Carneiro;Verde;14;Baixo;Paisagismo;1;8;não avaliado;0;0;2;9;15;0
566;26;média;20033;Fazenda Eldorado;Nova Canaã do Norte;Verde;15;Não Classificado;Dessedentação Animal;2;8;não avaliado;0;0;2;9;15;0
567;26;média;27403;Fazenda Fortaleza;Arenápolis;Verde;13;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
568;26;média;32970;Fazenda Frente da Mata – Barragem I;União do Sul;Verde;15;Baixo;Irrigação;2;8;não avaliado;0;0;2;9;15;0
569;26;média;36624;Fazenda Froes? Barramento 2;Denise;Verde;19;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
570;26;média;30798;Fazenda Furnas;Ribeirão Cascalheira;Verde;14;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
571;26;média;35490;Fazenda Futura ? Barramento VI;Nova Ubiratã;Verde;13;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
572;26;média;36469;Fazenda Gleba Wilma;Novo São Joaquim;Verde;14;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
573;26;média;20125;Fazenda Guanabara;Nova Olímpia;Verde;16;Não Classificado;Industrial;1;8;não avaliado;0;0;2;9;15;0
574;26;média;31569;Fazenda Luta;Confresa;Verde;16;Médio;Irrigação;1;6;não avaliado;0;0;2;9;15;0
575;26;média;20047;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Verde;19;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
576;26;média;20048;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Verde;19;Baixo;Recreação;2;8;sim;0;0;2;9;15;0
577;26;média;20049;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Verde;19;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
578;26;média;20086;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;Verde;12;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
579;26;média;35726;Fazenda Olho D'Água - Barramento 1;Nova Canaã do Norte;Verde;16;Baixo;Dessedentação Animal;2;8;não avaliado;0;0;2;9;15;0
580;26;média;35727;Fazenda Olho D'Água - Barramento 2;Nova Canaã do Norte;Verde;16;Baixo;Dessedentação Animal;2;8;não avaliado;0;0;2;9;15;0
581;26;média;5904;Fazenda Orion;Nova Ubiratã;Verde;12;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
582;26;média;5479;Fazenda Padre Cicero;Porto dos Gaúchos;Verde;15;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
583;26;média;20138;Fazenda Santa Luzia;Várzea Grande;Verde;16;Baixo;Aquicultura;2;8;sim;0;0;2;9;15;0
584;26;média;36554;Fazenda Santa Lúcia;Nova Ubiratã;Verde;13;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
585;26;média;31556;Fazenda Selva de Pedra;Denise;Verde;17;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
586;26;média;8063;Fazenda São Pedro do jatobá II;Jaciara;Verde;13;Não Classificado;Irrigação;2;8;não avaliado;0;0;2;9;15;0
587;26;média;7977;Fazenda Triangulo;Nova Olímpia;Verde;14;Baixo;Aquicultura;1;8;não avaliado;0;0;2;9;15;0
588;26;média;35824;Fazenda Três Marias ? Barramento;Ribeirão Cascalheira;Verde;14;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
589;26;média;26328;Fazenda Água Boa;Poxoréu;Verde;14;Médio;Aquicultura;2;8;não avaliado;0;0;2;9;15;0
590;26;média;26537;Gilmar Mioranza;Nova Santa Helena;Verde;16;Baixo;Aquicultura;2;8;não avaliado;0;0;2;9;15;0
591;26;média;36099;Lote nº 316;Cláudia;Verde;14;Baixo;Recreação;1;8;não avaliado;0;0;2;9;15;0
592;26;média;30836;Mariana IB;Poxoréu;Verde;14;Baixo;Aquicultura;2;8;não avaliado;0;0;2;9;15;0
593;26;média;28886;Mariana II;Poxoréu;Verde;12;Baixo;Aquicultura;2;8;não avaliado;0;0;2;9;15;0
594;26;média;22532;Massa d'Água #147210;São Félix do Araguaia;Verde;13;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
595;26;média;22570;Massa d'Água #154055;São Félix do Araguaia;Verde;13;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
596;26;média;22619;Massa d'Água #161814;São Félix do Araguaia;Verde;13;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
597;26;média;23592;Massa d'Água #197494;São Félix do Araguaia;Verde;12;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
598;26;média;23642;Massa d'Água #204819;São Félix do Araguaia;Verde;13;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
599;26;média;23769;Massa d'Água #227046;General Carneiro;Verde;12;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
600;26;média;23774;Massa d'Água #228290;São Félix do Araguaia;Verde;12;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
601;26;média;23791;Massa d'Água #234391;São Félix do Araguaia;Verde;12;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
602;26;média;22263;Massa d'Água #70232;General Carneiro;Verde;12;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
603;26;média;8065;Matrícula 7164, 2464, 2095 e 2096;Nova Ubiratã;Verde;11;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
604;26;média;20619;PCH Alto Paraguai (Pedro Pedrossian) - Alto Paraguai;Diamantino;Verde;15;Baixo;Hidroelétrica;1;8;não avaliado;0;0;2;9;15;0
605;26;média;4715;PCH Antônio Brennand (Antiga  Alto Jauru) - Antônio Brennand;Jauru;Verde;19;Baixo;Hidroelétrica;1;8;não avaliado;0;0;2;9;15;0
606;26;média;4338;PCH Culuene - Culuene;Paranatinga;Verde;10;Baixo;Hidroelétrica;1;8;não avaliado;0;0;2;9;15;0
607;26;média;4202;PCH Indiavaí - Indiavaí;Jauru;Verde;17;Médio;Hidroelétrica;1;6;não avaliado;0;0;2;9;15;0
608;26;média;4330;PCH Paranatinga II - Paranatinga II;Paranatinga;Verde;11;Médio;Hidroelétrica;1;5;não avaliado;0;0;2;9;15;0
609;26;média;4967;PCH Pequi - Pequi;Jaciara;Verde;12;Baixo;Hidroelétrica;2;8;não avaliado;0;0;2;9;15;0
610;26;média;4487;PCH Salto - Salto;Indiavaí;Verde;17;Médio;Hidroelétrica;2;6;não avaliado;0;0;2;9;15;0
611;26;média;4256;PCH Salto Corgão - Salto Corgão;Nova Lacerda;Verde;16;Baixo;Hidroelétrica;1;6;não avaliado;0;0;2;9;15;0
612;26;média;4548;PCH São Domingos (Torixoréo) - Torixoréo;Ribeirãozinho;Verde;11;Baixo;Hidroelétrica;1;8;não avaliado;0;0;2;9;15;0
613;26;média;26333;PREFEITURA MUNICIPAL DE CONFRESA;Confresa;Verde;13;Não Classificado;Abastecimento humano;1;8;não avaliado;0;0;2;9;15;0
614;26;média;8064;PREFEITURA MUNICIPAL DE TERRA NOVA DO NORTE;Terra Nova do Norte;Verde;14;Baixo;Abastecimento humano;2;8;não avaliado;0;0;2;9;15;0
615;26;média;27780;Palmital Grande;Denise;Verde;17;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
616;26;média;26331;Prefeitura Municipal de Nova Santa Helena;Nova Santa Helena;Verde;15;Não Classificado;Abastecimento humano;2;8;não avaliado;0;0;2;9;15;0
617;26;média;37396;Solimões Indústria e Comércio de Óleos e Proteínas Ltda ? Barragem I;Nossa Senhora do Livramento;Verde;19;Baixo;Dessedentação Animal;2;8;sim;0;0;2;9;15;0
618;26;média;35636;Sítio Bom Futuro;Nova Ubiratã;Verde;15;Baixo;Recreação;1;8;não avaliado;0;0;2;9;15;0
619;26;média;36350;Sítio Nossa Senhora Aparecida;Tangará da Serra;Verde;19;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
620;26;média;20146;Sítio São José;Nova Marilândia;Verde;16;Baixo;Industrial;1;8;não avaliado;0;0;2;9;15;0
621;26;média;22397;T.I Sangradouro;General Carneiro;Verde;13;Não Classificado;Irrigação;1;8;não avaliado;0;0;2;9;15;0
622;26;média;33360;Três Marias II;Ribeirão Cascalheira;Verde;13;Baixo;Irrigação;1;8;não avaliado;0;0;2;9;15;0
623;26;média;30886;UISA A;Nova Olímpia;Verde;17;Baixo;Industrial;1;8;não avaliado;0;0;2;9;15;0
624;26;média;21935;córrego Sapateiro;Várzea Grande;Verde;18;Baixo;Industrial;2;8;sim;0;0;2;9;15;0
625;25;média;35857;BARRAGEM FORTALEZA;Nova Lacerda;Amarelo;20;Médio;Irrigação;0;8;não avaliado;0;0;10;0;15;0
626;25;média;36515;BARRAGEM LAGOA TREVISAN;Cuiabá;Amarelo;12;Médio;Recreação;0;8;não avaliado;0;0;10;0;15;0
627;25;média;35023;Barramento - Mineração Casa de Pedra;Cuiabá;Amarelo;10;Baixo;Industrial;0;8;não avaliado;0;0;10;0;15;0
628;25;média;34834;CGH Guimarães 02 - Guimarães 2;Cuiabá;Amarelo;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;10;0;15;0
629;25;média;34040;CGH Oeiras - principal;Chapada dos Guimarães;Amarelo;6;Baixo;Hidroelétrica;0;8;não avaliado;0;0;10;0;15;0
630;25;média;34041;CGH Portal do Vale - principal;Chapada dos Guimarães;Amarelo;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;10;0;15;0
631;25;média;34042;CGH Vale do Roncador - principal;Chapada dos Guimarães;Amarelo;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;10;0;15;0
632;25;média;31117;Depósito Mocelin;Tabaporã;Amarelo;20;Baixo;Recreação;0;8;não avaliado;0;0;10;0;15;0
633;25;média;19991;FAZENDA LUAR;Cuiabá;Amarelo;14;Baixo;Irrigação;0;8;não avaliado;0;0;10;0;15;0
634;25;média;36550;Fazenda Formosa;Cuiabá;Amarelo;9;Baixo;Recreação;0;8;não avaliado;0;0;10;0;15;0
635;25;média;20135;Fazenda São Jose;Várzea Grande;Amarelo;21;Não Classificado;Aquicultura;0;8;sim;0;0;10;0;15;0
636;25;média;36101;Prefeitura Municipal de Juara;Juara;Amarelo;21;Baixo;Abastecimento humano;0;8;não avaliado;0;0;10;0;15;0
637;25;média;31286;Reservatório  B1;Cuiabá;Amarelo;13;Baixo;Irrigação;0;8;não avaliado;0;0;10;0;15;0
638;24;baixa;20382;B1;Nossa Senhora do Livramento;Verde;13;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
639;24;baixa;20411;BARRAGEM T03;Nossa Senhora do Livramento;Verde;16;Baixo;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
640;24;baixa;20398;Barragem AFGM GP2;Poconé;Verde;14;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
641;24;baixa;21952;Barragem Jatobá;Poconé;Verde;18;Médio;Contenção de rejeitos de mineração;0;3;não avaliado;0;15;2;0;7;0
642;24;baixa;21957;Barragem T08;Nossa Senhora do Livramento;Verde;13;Médio;Contenção de rejeitos de mineração;0;3;não avaliado;0;15;2;0;7;0
643;24;baixa;22007;Barragem TB02;Nossa Senhora do Livramento;Verde;11;Médio;Contenção de rejeitos de mineração;0;3;não avaliado;0;15;2;0;7;0
644;24;baixa;5439;Barragem de Rejeito 1;Poconé;Verde;17;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
645;24;baixa;578;Barragem de Rejeito Max;Nossa Senhora do Livramento;Verde;18;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
646;24;baixa;8004;CANGAS;Poconé;Verde;13;Baixo;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
647;24;baixa;26150;CHIMBUVA;Nossa Senhora do Livramento;Verde;15;Médio;Contenção de rejeitos de mineração;0;3;não avaliado;0;15;2;0;7;0
648;24;baixa;26251;FAZENDA 4M;Nossa Senhora do Livramento;Verde;13;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
649;24;baixa;792;FRED;Poconé;Verde;13;Baixo;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
650;24;baixa;20434;Grameiro;Poconé;Verde;15;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
651;24;baixa;895;MARANATA;Poconé;Verde;13;Baixo;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
652;24;baixa;26133;Martins;Poconé;Verde;15;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
653;24;baixa;5551;Moça Bonita;Nossa Senhora do Livramento;Verde;13;Baixo;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
654;24;baixa;1276;RONDON;Poconé;Verde;18;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
655;24;baixa;5646;Santa Tereza II;Nossa Senhora do Livramento;Verde;18;Médio;Contenção de sedimentos de mineração;0;2;não avaliado;0;15;2;0;7;0
656;24;baixa;1282;TB01;Nossa Senhora do Livramento;Verde;13;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
657;24;baixa;29385;TR1;Nossa Senhora do Livramento;Verde;15;Médio;Contenção de rejeitos de mineração;0;3;não avaliado;0;15;2;0;7;0
658;24;baixa;26139;TUPA 2;Poconé;Verde;15;Baixo;Contenção de rejeitos de mineração;0;3;não avaliado;0;15;2;0;7;0
659;24;baixa;26140;TUPA 3;Poconé;Verde;15;Médio;Contenção de rejeitos de mineração;0;3;não avaliado;0;15;2;0;7;0
660;24;baixa;27882;Tanque Fundo;Nossa Senhora do Livramento;Verde;11;Médio;Contenção de rejeitos de mineração;0;2;não avaliado;0;15;2;0;7;0
661;24;baixa;34787;Tupa 1;Poconé;Verde;15;Baixo;Contenção de rejeitos de mineração;0;3;não avaliado;0;15;2;0;7;0
662;17;baixa;31990;1A;Alta Floresta;Verde;4;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
663;17;baixa;31977;2B;Alta Floresta;Verde;6;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
664;17;baixa;36475;Agropecuária Madeirinha ? Barramento;Colniza;Verde;15;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
665;17;baixa;8106;Assentamento Tio Elias;Itiquira;Verde;3;Baixo;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
666;17;baixa;26334;Associação dos Trabalhadores Rurais do Projeto de Assentamento Mãe Maria Núcleo Imbu e Vizinhos - ITOG;São Félix do Araguaia;Verde;4;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
667;17;baixa;29886;B1;Araguaiana;Verde;7;Baixo;Irrigação;0;5;não avaliado;0;0;2;0;15;0
668;17;baixa;35097;B1;Araguaiana;Verde;5;Baixo;Dessedentação Animal;0;5;não avaliado;0;0;2;0;15;0
669;17;baixa;29889;B2;Araguaiana;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
670;17;baixa;29894;B3;Araguaiana;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
671;17;baixa;28918;BARRAGEM 03;Santa Cruz do Xingu;Verde;4;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
672;17;baixa;28863;BARRAGEM 13;Santa Cruz do Xingu;Verde;4;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
673;17;baixa;36541;BARRAGEM ANGICO;Vila Rica;Verde;10;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
674;17;baixa;35232;BARRAGEM CRUZEIRO DO SUL 2;Tabaporã;Verde;15;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
675;17;baixa;36570;BARRAGEM I;Ribeirão Cascalheira;Verde;5;Baixo;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
676;17;baixa;36494;BARRAGEM IBF;Primavera do Leste;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
677;17;baixa;35109;BARRAGEM II;Querência;Verde;6;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
678;17;baixa;32118;BARRAGEM NA FAZENDA WENTZ;Querência;Verde;15;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
679;17;baixa;35253;BARRAGEM PRINCIPAL 1A;Canarana;Verde;4;Não Classificado;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
680;17;baixa;35629;BARRAGEM SM3;Itiquira;Verde;7;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
681;17;baixa;35650;BARRAGEM SÃO JOSÉ II;Querência;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
682;17;baixa;35164;BARRAGEM TROJAN;Primavera do Leste;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
683;17;baixa;35114;BARRAGEM XI - DO PERERECA;Querência;Verde;15;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
684;17;baixa;35155;BARRAMENTO I;Guarantã do Norte;Verde;14;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
685;17;baixa;21862;BONANZA;Alta Floresta;Verde;5;Baixo;Industrial;0;8;não avaliado;0;0;2;0;15;0
686;17;baixa;33352;Barragem 01 – Fazenda Esplanada;São Félix do Araguaia;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
687;17;baixa;31371;Barragem 01 – Fazenda Ubatuba;São José do Xingu;Verde;4;Médio;Irrigação;0;8;não avaliado;0;0;2;0;15;0
688;17;baixa;33384;Barragem 02 – Fazenda Esplanada;São Félix do Araguaia;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
689;17;baixa;31551;Barragem 07 - Fazenda Zeniiti III;Alta Floresta;Verde;7;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
690;17;baixa;34718;Barragem 1 - Fazenda Dois Filhos;Nortelândia;Verde;5;Não Classificado;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
691;17;baixa;32386;Barragem 1 - Fazenda Mirandopolis;Juscimeira;Verde;13;Não Classificado;Proteção do meio ambiente;0;8;não avaliado;0;0;2;0;15;0
692;17;baixa;26448;Barragem 1 - PREFEITURA MUNICIPAL DE CAMPO VERDE;Campo Verde;Verde;5;Médio;Recreação;0;7;não avaliado;0;0;2;0;15;0
693;17;baixa;31622;Barragem 1 Fazenda Pesa III;São José do Xingu;Verde;4;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
694;17;baixa;36103;Barragem 1 Fazenda Primavera;Vila Rica;Verde;5;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
695;17;baixa;34567;Barragem 1 Fazenda Santa Maria;Barra do Bugres;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
696;17;baixa;26671;Barragem 2;Nossa Senhora do Livramento;Verde;5;Baixo;Industrial;0;8;não avaliado;0;0;2;0;15;0
697;17;baixa;28361;Barragem 2;Santa Cruz do Xingu;Verde;4;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
698;17;baixa;31722;Barragem 2  Fazenda Sossego;Nossa Senhora do Livramento;Verde;11;Baixo;Industrial;0;8;não avaliado;0;0;2;0;15;0
699;17;baixa;34535;Barragem 4;Santa Cruz do Xingu;Verde;6;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
700;17;baixa;28304;Barragem 4;Várzea Grande;Verde;9;Médio;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
701;17;baixa;34536;Barragem 5;Santa Cruz do Xingu;Verde;6;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
702;17;baixa;34537;Barragem 6;Santa Cruz do Xingu;Verde;6;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
703;17;baixa;34534;Barragem 7;Santa Cruz do Xingu;Verde;6;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
704;17;baixa;35283;Barragem Agrocentro;Barra do Garças;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
705;17;baixa;22627;Barragem Aldeia Isibaiadzatsi;Bom Jesus do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
706;17;baixa;35161;Barragem B1 - Fazenda Sol Nascente;Pontal do Araguaia;Verde;12;Médio;Irrigação;0;8;não avaliado;0;0;2;0;15;0
707;17;baixa;36477;Barragem B2;Araguaiana;Verde;14;Baixo;Regularização de vazão;0;8;não avaliado;0;0;2;0;15;0
708;17;baixa;36473;Barragem B3;Araguaiana;Verde;11;Baixo;Regularização de vazão;0;8;não avaliado;0;0;2;0;15;0
709;17;baixa;27753;Barragem B9;Santa Cruz do Xingu;Verde;4;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
710;17;baixa;35489;Barragem Bom Jesus do Kuluene;Gaúcha do Norte;Verde;3;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
711;17;baixa;34730;Barragem Bravin;Primavera do Leste;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
712;17;baixa;31784;Barragem Canaã;Tapurah;Verde;6;Baixo;Aquicultura;0;5;não avaliado;0;0;2;0;15;0
713;17;baixa;35121;Barragem Canário;Barra do Garças;Verde;14;Baixo;Irrigação;0;5;não avaliado;0;0;2;0;15;0
714;17;baixa;6156;Barragem Carnaíba;Mirassol d'Oeste;Verde;7;Baixo;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
715;17;baixa;28719;Barragem Carnaíba;Mirassol d'Oeste;Verde;14;Médio;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
716;17;baixa;35021;Barragem Charrua;Campo Verde;Verde;7;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
717;17;baixa;36573;Barragem Comodoro;Comodoro;Verde;15;Baixo;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
718;17;baixa;35148;Barragem Fazenda Ana Paula;Itiquira;Verde;7;Baixo;Irrigação;0;6;não avaliado;0;0;2;0;15;0
719;17;baixa;35248;Barragem Fazenda Divisa;Vila Rica;Verde;5;Baixo;Irrigação;0;6;não avaliado;0;0;2;0;15;0
720;17;baixa;34579;Barragem Fazenda Dois Filhos;Água Boa;Verde;5;Baixo;Abastecimento humano;0;6;não avaliado;0;0;2;0;15;0
721;17;baixa;35382;Barragem Fazenda Jaó II;Nova Xavantina;Verde;14;Baixo;Irrigação;0;6;não avaliado;0;0;2;0;15;0
722;17;baixa;37420;Barragem Fazenda Laualo – Morada Nova;São Félix do Araguaia;Verde;5;Baixo;Recreação;0;6;não avaliado;0;0;2;0;15;0
723;17;baixa;37419;Barragem Fazenda Marajoara;Itiquira;Verde;12;Médio;Dessedentação Animal;0;6;não avaliado;0;0;2;0;15;0
724;17;baixa;31618;Barragem Fazenda Morada do Sol;Cáceres;Verde;5;Baixo;Dessedentação Animal;0;6;não avaliado;0;0;2;0;15;0
725;17;baixa;36502;Barragem Fazenda Passo Fundo;Canarana;Verde;4;Baixo;Irrigação;0;6;não avaliado;0;0;2;0;15;0
726;17;baixa;35239;Barragem Fazenda Sagarana;Canarana;Verde;5;Baixo;Dessedentação Animal;0;6;não avaliado;0;0;2;0;15;0
727;17;baixa;35226;Barragem Fazenda Santa Fé do Colorado;Itiquira;Verde;7;Baixo;Dessedentação Animal;0;6;não avaliado;0;0;2;0;15;0
728;17;baixa;35149;Barragem Fazenda Tocantins;Nova Ubiratã;Verde;8;Baixo;Irrigação;0;6;não avaliado;0;0;2;0;15;0
729;17;baixa;31635;Barragem I - Fazenda Batista;Brasnorte;Verde;4;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
730;17;baixa;35339;Barragem I - Fazenda Jerusalém VIII;Água Boa;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
731;17;baixa;34767;Barragem I - Fazenda Lagoa Vermelha;Canarana;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
732;17;baixa;37352;Barragem I - Fazenda Mariana II;Alta Floresta;Verde;7;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
733;17;baixa;34774;Barragem I - Fazenda Santa Maria do Jurigue;Pedra Preta;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
734;17;baixa;34599;Barragem I - Fazenda Tapena – Gleba Santa Maria-M-4863;Tabaporã;Verde;15;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
735;17;baixa;36649;Barragem I - Fazenda Água Cristalina;Alto Boa Vista;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
736;17;baixa;31362;Barragem II;Querência;Verde;15;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
737;17;baixa;37353;Barragem II - Fazenda Mariana II;Alta Floresta;Verde;7;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
738;17;baixa;36534;Barragem II - Fazenda Santa Maria do Jurigue;Pedra Preta;Verde;14;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
