id_snisb;nome;municipio;raio_proxy_km;n_captacoes;n_escolas;n_ativos;servicos_essenciais_ameacados;captacao_ameacada;n_vias_malha;n_pontes;n_refs;isolamento_rodoviario;fonte
33358;Taquaral II;Nossa Senhora do Livramento;8.0;1;0;0;0;Captação principal de sede municipal ou única captação;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
29376;VALE DO OURO;Nossa Senhora do Livramento;8.0;0;1;0;1;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26231;VALE GOLD;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
20382;B1;Nossa Senhora do Livramento;8.75;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
35611;BARRAGEM DE MINERAÇÃO HUMBERTO;Nossa Senhora do Livramento;8.0;0;1;0;1;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
37433;BARRAGEM PICOLÉ;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
20411;BARRAGEM T03;Nossa Senhora do Livramento;8.49;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
586;BR BOSCO;Nossa Senhora do Livramento;9.08;1;0;0;0;Captação principal de sede municipal ou única captação;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
21927;BR BRASÃO;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
21940;BR PIRÂMIDE;Nossa Senhora do Livramento;8.0;1;0;0;0;Captação principal de sede municipal ou única captação;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5573;BR SANTA 01;Nossa Senhora do Livramento;8.49;1;0;0;0;Captação principal de sede municipal ou única captação;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
588;BR SANTA FELICIDADE;Nossa Senhora do Livramento;9.17;1;0;0;0;Captação principal de sede municipal ou única captação;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
22009;BR SANTA FELICIDADE 02;Nossa Senhora do Livramento;8.72;1;0;0;0;Captação principal de sede municipal ou única captação;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26147;BR ÁGUA DE COCO;Nossa Senhora do Livramento;8.37;1;0;0;0;Captação principal de sede municipal ou única captação;2;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
28934;BR02;Nossa Senhora do Livramento;9.06;2;0;0;0;Captação principal de sede municipal ou única captação;2;2;2;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
29381;BR03;Nossa Senhora do Livramento;8.49;2;0;0;0;Captação principal de sede municipal ou única captação;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26158;BRITO;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
21948;Bacia de Decantação S1;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
1265;Bacia de Rejeitos;Nossa Senhora do Livramento;10.0;2;0;0;0;Captação principal de sede municipal ou única captação;2;2;2;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
27626;Barragem - Valdenir;Nossa Senhora do Livramento;8.0;1;0;0;0;Captação principal de sede municipal ou única captação;3;2;2;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
20391;Barragem 01;Nossa Senhora do Livramento;12.81;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26130;Barragem B1;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
21950;Barragem Candonga;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26236;Barragem Fazenda Aguassu;Nossa Senhora do Livramento;8.0;2;1;1;2;Captação principal de sede municipal ou única captação;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
32031;Barragem Rejeito Max 2;Nossa Senhora do Livramento;9.38;0;0;0;0;Nenhuma;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
21957;Barragem T08;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
22006;Barragem T09;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
22007;Barragem TB02;Nossa Senhora do Livramento;9.17;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
574;Barragem de Rejeito 01;Nossa Senhora do Livramento;8.0;2;1;0;1;Sistema isolado ou rural;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
35082;Barragem de Rejeito 01;Nossa Senhora do Livramento;8.0;3;4;0;4;Sistema urbano de pequeno ou médio porte;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
29380;Barragem de Rejeito Capim Gold 2;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5560;Barragem de Rejeito Estrela;Nossa Senhora do Livramento;8.49;1;0;0;0;Captação principal de sede municipal ou única captação;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5562;Barragem de Rejeito Estrela 02;Nossa Senhora do Livramento;8.0;1;0;0;0;Captação principal de sede municipal ou única captação;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5559;Barragem de Rejeito Estrela 03;Nossa Senhora do Livramento;8.0;1;0;0;0;Captação principal de sede municipal ou única captação;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5603;Barragem de Rejeitos Bom Futuro;Nossa Senhora do Livramento;8.0;1;0;0;0;Captação principal de sede municipal ou única captação;2;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26150;CHIMBUVA;Nossa Senhora do Livramento;10.39;0;0;0;0;Nenhuma;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26251;FAZENDA 4M;Nossa Senhora do Livramento;8.49;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5551;Moça Bonita;Nossa Senhora do Livramento;8.25;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
30135;NSL 01;Nossa Senhora do Livramento;8.0;2;1;0;1;Sistema isolado ou rural;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26254;Neta;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
36607;Primavera;Nossa Senhora do Livramento;8.0;2;1;0;1;Sistema isolado ou rural;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
32385;QB-01;Nossa Senhora do Livramento;8.0;0;1;0;1;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
27571;Santa Bárbara;Nossa Senhora do Livramento;8.0;1;2;0;2;Sistema isolado ou rural;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
37396;Solimões Indústria e Comércio de Óleos e Proteínas Ltda ? Barragem I;Nossa Senhora do Livramento;8.0;0;29;10;39;Nenhuma;4;1;3;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
22164;T G de Souza;Nossa Senhora do Livramento;8.0;2;0;0;0;Captação principal de sede municipal ou única captação;1;1;1;Acesso único sem alternativa;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
29378;TB04;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
29385;TR1;Nossa Senhora do Livramento;8.0;0;1;0;1;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
27882;Tanque Fundo;Nossa Senhora do Livramento;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
20335;Alain II;Poconé;8.72;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
8003;BACIA DE REJEITOS SÃO BENTO;Poconé;9.08;23;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
27896;BARBA;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
31358;BARRAGEM DE REJEITO NORMA;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
1279;BARRAGEM T01;Poconé;12.33;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
582;BOM PASTOR;Poconé;8.0;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
32390;Barragem VERA;Poconé;8.0;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
32394;Barragem XAVIER;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
21951;Barragem de Mineração-CPM;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5439;Barragem de Rejeito 1;Poconé;8.49;2;0;0;0;Sistema isolado ou rural;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26570;Barramento Fazenda Trabuco;Poconé;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
8001;CAMPOS;Poconé;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
29387;CATARINO;Poconé;8.0;23;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
787;CHICO;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
788;COQUEIRAL;Poconé;9.17;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
22011;Davi;Poconé;8.25;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
22043;FRANCÊS;Poconé;9.59;23;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26539;FRIGOPESCA PSICULTURA E FRIGORÍFICO LTDA-EPP;Poconé;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
36132;Fazenda Menolli II ? Barramento;Poconé;8.0;0;2;2;4;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
36102;Fazenda Poconé - Barramento 2;Poconé;8.0;0;2;2;4;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
32088;Fazenda Poconé – Barramento I;Poconé;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5475;GAÚCHO;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
581;GONÇA;Poconé;10.58;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
23801;Isa;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
8000;JOAO PAULO;Poconé;10.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
894;LU;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
895;MARANATA;Poconé;8.94;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
20401;MARANATA II;Poconé;8.0;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
27897;MOCOTÓ;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
30797;Martins 2;Poconé;8.0;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
899;OURINHOS I;Poconé;8.0;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5459;OURO FINO;Poconé;8.94;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5458;RODUÍ II;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
1276;RONDON;Poconé;10.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
31383;SÃO RAFAEL;Poconé;8.0;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
27628;TARUMÃ II;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
27898;VCS;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
35081;VICTOR;Poconé;8.0;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
8002;BACIA DE REJEITOS BOM JARDIM;Poconé;11.49;23;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5477;BR ISMAEL;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
23798;Barragem 01;Poconé;10.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
23799;Barragem 02;Poconé;9.38;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
20398;Barragem AFGM GP2;Poconé;9.8;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
35939;Barragem Barba 02;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
21952;Barragem Jatobá;Poconé;8.0;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
21954;Barragem Magrini;Poconé;8.0;17;10;3;13;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
7996;Barragem T05;Poconé;8.0;4;1;0;1;Sistema urbano de pequeno ou médio porte;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
7995;Barragem T06;Poconé;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26145;Barragem de Rejeitos SB 02;Poconé;9.7;23;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
8004;CANGAS;Poconé;9.8;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26629;DIEGO;Poconé;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
792;FRED;Poconé;8.72;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
22042;Fazenda Nova;Poconé;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
20434;Grameiro;Poconé;8.0;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26133;Martins;Poconé;8.54;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5436;SANDRO GOMES;Poconé;12.33;22;12;3;15;Sistema urbano de pequeno ou médio porte;1;0;1;Rota única com desvio precário;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
27573;STC03;Poconé;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26139;TUPA 2;Poconé;9.38;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
26140;TUPA 3;Poconé;8.0;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
34787;Tupa 1;Poconé;9.06;0;1;1;2;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
29888;BARRAGEM FAZENDA PANFLORA;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
21949;BARRAGEM ÁGUA BRANCA;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
35477;Barramento III - Fazenda São José I;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
27940;Estância 2R - Retiro Vista Alegre;Rosário Oeste;8.0;0;1;0;1;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
8009;Faz. Dona Leila - Reservatório 12;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
8010;Faz. Dona Leila - Reservatório 13;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
8013;Faz. Dona Leila - Reservatório 27;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
8012;Faz. Dona Leila - Reservatório 28;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
8011;Faz. Dona Leila - Reservatório 29;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
35147;Fazenda Curió - Barramento 3;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
35150;Fazenda Curió - Barramento I;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
5490;Fazenda Dona Leila - RESERVATÓRIO 1;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
35396;Fazenda São José;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
8006;VALE DOURADO;Rosário Oeste;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
34160;PCH Mantovilis - Mantovilis;Santo Antônio de Leverger;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
34847;PCH Mutum I - MUTUM-1;Santo Antônio de Leverger;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
31633;Barragem na Fazenda Remanso I;Sinop;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
31632;Barramento Fazenda Remanso II;Sinop;8.0;0;0;0;0;Nenhuma;0;0;0;Rotas alternativas pavimentadas;proxy buffer eixo Manso–Cuiabá (Sisagua/INEP/OSM) — não é mancha PAE
