codigo_cnes;nome_fantasia;nome_razao_social;codigo_municipio;municipio;no_eixo_montante;no_eixo_jusante;bairro_estabelecimento;endereco_estabelecimento;descricao_esfera_administrativa;descricao_nivel_hierarquia;descricao_turno_atendimento;codigo_tipo_unidade;tipo_gestao;atendimento_hospitalar;atendimento_ambulatorial;ambulatorial_sus;centro_cirurgico;centro_obstetrico;centro_neonatal;servico_apoio;latitude;longitude;numero_telefone_estabelecimento;data_atualizacao;origem_coleta
5078776;UNIDADE DE SAUDE JANGADA RONCADOR;PREFEITURA MUNICIPAL DE CHAPADA DOS GUIMARAES;510300;Chapada dos Guimarães;Não;Não;JANGADA;COMUNIDADE JANGADA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Sim;-15.092235;-55.194988;;2025-09-03;estadual
5078784;UNIDADE DE SAUDE PRAIA RICA;PREFEITURA MUNICIPAL DE CHAPADA DOS GUIMARAES;510300;Chapada dos Guimarães;Não;Não;PRAIA RICA;AVENIDA PRINCIPAL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Sim;-14.45072;-55.410802;;2025-09-03;estadual
5535387;DROGARIA DO POVO;JESSICA DA SILVA SOUZA PAULA CIA LTDA;510300;Chapada dos Guimarães;Não;Não;SAO SEBASTIAO;SAO SEBASTIAO;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;43;M;;Não;NAO;;;;Não;-15.4672603;-55.7337723;65 33012218;2025-09-03;estadual
6500544;SECRETARIA MUNICIPAL DE CHAPADA DOS GUIMARAES;PREFEITURA MUNICIPAL DE CHAPADA DOS GUIMARAES;510300;Chapada dos Guimarães;Não;Não;SANTA CRUZ;RUA E;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;68;M;;Não;SIM;;;;Sim;-15.464069;-55.737158;065 33013215;2025-09-03;estadual
7102968;SAMU 192 CHAPADA DOS GUIMARAES USB B6;SECRETARIA DE ESTADO DE SAUDE DE MATO GROSSO;510300;Chapada dos Guimarães;Não;Não;SAO SEBASTIAO;RUA E;ESTADUAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);42;E;;Não;NAO;;;;Não;-15.464576711440065;-55.73709189891815;(65) 3317-3200;2025-09-03;estadual
7606974;CENTRO DE SAUDE SANTA CRUZ;PREFEITURA MUNICIPAL DE CHAPADA DOS GUIMARAES;510300;Chapada dos Guimarães;Não;Não;SANTA CRUZ;RUA MILITAO GOMES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Não;-15.460715;-55.741594;65 3301 3215;2025-09-03;estadual
7607008;CADEIA PUBLICA DE CHAPADA DOS GUIMARAES;PREFEITURA MUNICIPAL DE CHAPADA DOS GUIMARAES;510300;Chapada dos Guimarães;Não;Não;BOM CLIMA;RUA GENEROSO ANTONIO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;NAO;Não;Não;Não;Não;-15.46253;-55.750608;;2025-09-03;estadual
7843224;CENTRO DE ESPECIALIDADES CHAPADA DOS GUIMARAES;PREFEITURA MUNICIPAL DE CHAPADA DOS GUIMARAES;510300;Chapada dos Guimarães;Não;Não;SANTA CRUZ;RUA ERNESTO BOURET;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;SIM;Não;Não;Não;Não;-15.458956;-55.749641;65 3301 3215;2025-09-03;estadual
7858221;CENTRAL DE REGULACAO DE CHAPADA DOS GUIMARAES;PREFEITURA MUNICIPAL DE CHAPADA DOS GUIMARAES;510300;Chapada dos Guimarães;Não;Não;SANTA CRUZ;RUA ERNESTO BOURET;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;81;M;;Não;NAO;;;;Não;-15.458956;-55.749641;65 3301 3215;2026-06-23;estadual
7934904;UNIDADE DA SAUDE DA FAMILIA OLHO DAGUA II;PREFEITURA MUNICIPAL DE CHAPADA DOS GUIMARAES;510300;Chapada dos Guimarães;Não;Não;VALE DA CHAPADA;RUA DO JASMIM;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Não;-15.474088;-55.731848;;2025-09-03;estadual
9352821;FARMACIA BASICA DE CHAPADA DOS GUIMARAES;PREFEITURA MUNICIPAL DE CHAPADA DOS GUIMARAES;510300;Chapada dos Guimarães;Não;Não;SAO SEBASTIAO;AV PRINCIPAL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;43;M;Não;Não;NAO;Não;Não;Não;Sim;-15.464118;-55.737431;33011116;2025-09-03;estadual
9524452;CLINICA DUARTE;E DE FATIMA DUARTE;510300;Chapada dos Guimarães;Não;Não;VILLAGE I;R C;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.471602;-55.739854;(65) 9979-9757;2025-09-03;estadual
9533419;KLEBERSON KLEINUBING ODONTOLOGIA INTEGRADA;KLEBERSON KLEINUBING ODONTOLOGIA INTEGRADA LTDA;510300;Chapada dos Guimarães;Não;Não;ALTO DOS MIRANTE;DOS IPES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.46828112797009;-55.73990821838379;65 92833839;2026-06-23;estadual
9635890;POSTO DE COLETA UNIDADE ONCOMED;LABORATORIO CARLOS CHAGAS LTDA;510340;Cuiabá;Não;Não;CENTRO SUL;COMANDANTE COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;65 39014700;2025-09-03;estadual
9636633;FEB SAUDE;INSTITUTO MACHADO PEREIRA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;65 36851331;2025-09-03;estadual
9641440;CENTRO DE RETINA CUIABA;CENTRO DE RETINA DE CUIABA LTDA;510340;Cuiabá;Não;Não;JARDIM DAS AMERICAS;BUENOS AIRES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.609996388409332;-56.0727913190162;65 30279986;2025-09-03;estadual
9642803;LABORATORIO CARLOS CHAGAS LTDA;LABORATORIO CARLOS CHAGAS LTDA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;OURO FINO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.589833750043772;-56.07560900885242;65 39014700;2025-11-13;estadual
9644059;POSTO DE COLETA UNIDADE IRHPA;LABORATORIO CARLOS CHAGAS LTDA;510340;Cuiabá;Não;Não;BANDEIRANTES;GENERAL VALE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;65 39014700;2025-09-03;estadual
9644148;LARISSA MOURA ODONTOLOGIA;LARISSA MOURA;510340;Cuiabá;Não;Não;JARDIM CUIABA;RUA MARGARIDAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.5951335;-56.1159465;;2025-09-03;estadual
9658289;L P C LABORATORIO DE PATOLOGIA CLINICA;A L BORBA;510340;Cuiabá;Não;Não;COOPHAMIL;MANOEL RAMOS LINO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Não;-15.616577749739177;-56.126913964010924;65 36249133;2025-11-04;estadual
9667725;IDEALE ODONTOLOGIA;IDEALE ODONTOLOGIA LTDA;510340;Cuiabá;Não;Não;COOPHEMA;ITAPARICA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.6293201;-56.056585;65 33221144;2025-09-03;estadual
9672036;PROJESAN;PROJESAN GESTAO SANITARIA AMBIENTAL SEGURANCA DO TRABALHO E;510340;Cuiabá;Não;Não;GOIABEIRAS;BRIGADEIRO EDUARDO GOMES;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.595341266909003;-56.10333879159907;65 30236189;2025-10-11;estadual
9839739;SAMU 192 CUIABA USB B8;SECRETARIA DE ESTADO DE SAUDE DE MATO GROSSO;510340;Cuiabá;Não;Não;PASCOAL RAMOS;RUA RAIMUNDO PINHEIRO;ESTADUAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);42;E;;Não;NAO;;;;Não;-15.640074336874804;-55.979976654052734;(65) 3317-3200;2025-09-03;estadual
9676961;ZAROUR SERVICOS MEDICOS;ZAROUR SERVICOS MEDICOS EIRELI;510340;Cuiabá;Não;Não;DUQUE DE CAXIAS II;VINTE E CINCO DE AGOSTO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.589689704950404;-56.10383747605056;65 81749999;2025-09-03;estadual
9680896;ONCOLOG;ONCOLOG CLINICA DE TRATAMENTO E PESQUISA EM HEMATOLOGIA E ON;510340;Cuiabá;Não;Não;RIBEIRAO DA PONTE;MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.5985529;-56.1245061;65 81143619;2025-09-03;estadual
9685758;UP VISION;AM SERVICOS MEDICOS E OFTALMOLOGICOS LTDA;510340;Cuiabá;Não;Não;JARDIM CUIABA;DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.595683315476803;-56.11363665181271;65 96101111;2025-11-27;estadual
9688528;CLINICA REVIVERE;CLINICA MEDICA REVIVERE LTDA;510340;Cuiabá;Não;Não;CENTRO NORTE;COMANDANTE COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.5922214;-56.0949969;65 36231000;2025-10-11;estadual
9689834;DROGARIA LONGA VIDA;DROGARIA LONGA VIDA LTDA;510340;Cuiabá;Não;Não;JARDIM ALVORADA;POXOREO;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;43;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 36213490;2025-09-03;estadual
9690654;CLIN MED;S B CLINICA LTDA;510340;Cuiabá;Não;Não;MORADA DA SERRA;RIBEIRAO PRETO NUC HAB CPA I;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.556649149294403;-56.054593025304364;65 36231000;2025-09-03;estadual
9691405;NB CLINICA ODONTOLOGIA;NB ODONTOLOGIA LTDA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.581220125848505;-56.07759604446309;65 99966262;2025-11-13;estadual
9699651;CONSULTORIO DRA MONNIZE;MONNIZE DA COSTA DIAS EIRELI;510340;Cuiabá;Não;Não;CIDADE ALTA;MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;65 81419249;2025-09-03;estadual
9702636;QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE;QUALYVIDA ATENDIMENTO DOMICILIAR EM SAUDE LTDA;510340;Cuiabá;Não;Não;AREAO;IPANEMA JD GUANABARA;MUNICIPAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);77;M;Não;Não;NAO;Não;Não;Não;Sim;-15.603557567332832;-56.07925539191901;65 41014659;2025-10-11;estadual
9643435;LABORATORIO CARLOS CHAGAS SHOPPING POPULAR;LABORATORIO CARLOS CHAGAS LTDA;510340;Cuiabá;Não;Não;DOM AQUINO;TENENTE CORONEL DUARTE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.5959545;-56.0925983;65 39014700;2025-09-03;estadual
423122;PONCIONI SERVICOS MEDICOS;PONCIONI SERVICOS MEDICOS EIRELI;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.58260315;-56.076452641767126;65 30269292;2025-12-17;estadual
451339;COGNITIVE PSICOLOGIA;COGNITIVE CLINICA DE PSICOLOGIA LTDA;510340;Cuiabá;Não;Não;JARDIM ACLIMACAO;HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.580810939437567;-56.07680575120956;65 36220414;2025-12-17;estadual
9671048;CARDIOCORE;N C MARTINS SERVICOS MEDICOS EIRELI;510340;Cuiabá;Não;Não;POCAO;MIRANDA REIS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.603960416624934;-56.093278204670305;65 81182765;2026-03-03;estadual
2534363;CLINICA DE DOENCAS RENAIS;FIGUEIREDO E RABEL FILHO LTDA;510340;Cuiabá;Não;Não;BOA ESPERANCA;VINTE E SETE;MUNICIPAL;;ATENDIMENTO COM TURNOS INTERMITENTES;36;M;Não;Não;SIM;Não;Não;Não;Sim;-15.608696535474426;-56.055580558190215;65 36231000;2026-07-14;estadual
4006003;CLINICA PEQUENO PRINCIPE;CLINICA DE PSICOLOGIA PEQUENO PRINCIPE ESPECIALIZADA EM ABA;510340;Cuiabá;Não;Não;DOM AQUINO;GENERAL MELO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.60766709009642;-56.0896467415643;65 92883563;2025-12-17;estadual
9665994;ANA LAURA MEIRELLES;ANA LAURA MACHADO MEIRELLES;510340;Cuiabá;Não;Não;JARDIM CUIABA;DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.595754373689605;-56.11346449754144;65 92269245;2025-09-03;estadual
4228774;EMPHATICA;EMPHATICA SOLUCAO SAUDE LTDA;510340;Cuiabá;Não;Não;JARDIM CALIFORNIA;SACRAMENTO;MUNICIPAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);36;M;Não;Não;NAO;Não;Não;Não;Não;-15.625658645028743;-56.07263006283294;65 81732810;2026-03-10;estadual
548162;PRISMA PSICOLOGIA COMPORTAMENTAL;PRISMA PSICOLOGIA COMPORTAMENTAL LTDA;510340;Cuiabá;Não;Não;COXIPO;IVAN RODRIGUES ARRAIS VL BALN S JOAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.627535576654683;-56.060629638203906;65 99993414;2025-09-03;estadual
548170;RENATA E DANIEL FISIOTERAPIA;SANTOS PENHA FISIOTERAPIA LTDA;510340;Cuiabá;Não;Não;COXIPO;IVAN RODRIGUES ARRAIS VL BALN S JOAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.627529764777881;-56.06062159157699;65 99993414;2025-09-03;estadual
548189;L N TERAPEUTA;L N MARQUES;510340;Cuiabá;Não;Não;SANTA ROSA;MIGUEL SEROR;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;65 81015561;2025-09-03;estadual
8026858;SMART SEG APOIO ADMINISTRATIVO EM SAUDE E SEGURANCA DO TRABA;SMART SEG APOIO ADMINISTRATIVO EM SAUDE E SEGURANCA DO TRABA;510340;Cuiabá;Não;Não;ARAES;HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.588545264884997;-56.0843589295658;65 30287328;2025-12-17;estadual
8032432;IZABELA FRAGA FONOAUDIOLOGIA;IZABELA FRAGA FONOAUDIOLOGIA LTDA;510340;Cuiabá;Não;Não;JARDIM DAS AMERICAS;NASSAU;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.604536275050267;-56.06756826399354;65 99563621;2025-12-17;estadual
8032440;VEDANA FISIOTERAPIA;JV SERVICOS DE FISIOTERAPIA LTDA;510340;Cuiabá;Não;Não;RESIDENCIAL COXIPO;37 RES S TEREZINHA 2A ETAPA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.650707884414782;-56.019908068921154;65 84385760;2025-12-17;estadual
8032459;KLAYNE MOURA SERVICOS MEDICOS;KLAYNE MOURA SERVICOS MEDICOS LTDA;510340;Cuiabá;Não;Não;GOIABEIRA;ISAAC POVOAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.594656025214583;-56.10219681816354;65 30287328;2025-12-17;estadual
8032467;MED PLASTICA;MED PLASTICA MEDICINA E CIRURGIA LTDA;510340;Cuiabá;Não;Não;SANTA ROSA;RUSSIA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.583444809464707;-56.121108033780075;65 99712117;2025-12-17;estadual
8032483;LAURA LERMEN ATIVIDADE MEDICA;LAURA LERMEN ATIVIDADE MEDICA LTDA;510340;Cuiabá;Não;Não;ALVORADA;HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.58101352076066;-56.07756180888045;65 99890033;2025-12-17;estadual
8032491;JM SERVICOS MEDICOS;JM SERVICOS MEDICOS LTDA;510340;Cuiabá;Não;Não;JARDIM CUIABA;DAS DALIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.594293405489362;-56.11709715313857;65 30252008;2025-12-17;estadual
9692789;RESSIGNIFICAR PESSOAS;ISABEL CHRISTINA DE CAMPOS PINTO;510340;Cuiabá;Não;Não;BAU;BOSQUE DA SAUDE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.5899501;-56.0785532673708;65 92615498;2025-09-03;estadual
8036772;TRES BELLE CLINICA DA AUTOESTIMA;THAIS MARA NOGUEIRA DOS SANTOS ALVES LTDA;510340;Cuiabá;Não;Não;JARDIM CUIABA;DAS PAPOULAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596703066132168;-56.114755094451674;65 21277864;2025-12-17;estadual
8036780;LOSS OTORRINO;LOSS OTORRINO LTDA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;BOSQUE DA SAUDE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.588706919435518;-56.07851484145481;65 30287328;2025-12-17;estadual
8036799;CLINICA SER SAUDAVEL;CAROLINA PULCHERIO RIVERA;510340;Cuiabá;Não;Não;CENTRO SUL;BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.603309987441127;-56.10360839149396;65 84238006;2025-12-17;estadual
8039909;OTOMED;OTOMED CLINICA MEDICA LTDA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;BOSQUE DA SAUDE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.587937201345886;-56.07867571686735;65 81141993;2025-12-17;estadual
8039933;ADAPTA T O;ESPACO ADAPTA LTDA;510340;Cuiabá;Não;Não;CENTRO NORTE;BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.593740262724175;-56.09525269070517;65 92215516;2025-12-17;estadual
8039976;PAULA CORDEIRO;PAULA CORDEIRO DERMATOLOGIA E CIRURGIA DERMATOLOGICA LTDA;510340;Cuiabá;Não;Não;ALVORADA;CORONEL CIVIS LEAO DE MORAES LOT M SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.58075948476102;-56.08145746561087;65 30287328;2025-12-17;estadual
8039992;LEAL FISIO;LEAL FISIO LTDA;510340;Cuiabá;Não;Não;ARAES;GAGO COUTINHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.58977102079301;-56.09039239357402;65 96276165;2025-12-17;estadual
8040001;CARDIOFISIOCARE SERVICOS MEDICOS E ESPECIALIDADES;CARDIOFISIOCARE SERVICOS MEDICOS E ESPECIALIDADES LTDA;510340;Cuiabá;Não;Não;BANDEIRANTES;GENERAL VALE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.601912528245236;-56.09107802918764;65 36231000;2025-12-17;estadual
8040303;IMPULSOS DESENVOLVIMENTO INFANTIL;IMPULSOS DESENVOLVIMENTO INFANTIL LTDA;510340;Cuiabá;Não;Não;BANDEIRANTES;DIOGO DOMINGOS FERREIRA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.598962468749987;-56.09205686076569;65 93583443;2025-12-17;estadual
8044287;T VICTORIA TONDORF DELBEN;T VICTORIA SERVICOS MEDICOS LTDA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;OURO FINO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.58967292515659;-56.07570221629934;65 81104800;2025-12-17;estadual
8044295;VIDA PREMIUM;VIDA PREMIUM SERVICOS DE FISIOTERAPIA LTDA;510340;Cuiabá;Não;Não;CENTRO SUL;SENADOR METELLO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.601013529664039;-56.11447278350606;65 96257993;2025-12-17;estadual
8044309;JGJR SERVICOS MEDICOS E OFTAL;JGJR SERVICOS MEDICOS E OFTAL LTDA;510340;Cuiabá;Não;Não;DUQUE DE CAXIAS;ALICE BORGES LIMA AVELINO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.585043560878086;-56.11135197860931;65 30287328;2025-12-17;estadual
8044317;ORTOPMED BEL SERVICOS MEDICOS;ORTOPMED BEL SERVICOS MEDICOS LTDA;510340;Cuiabá;Não;Não;JARDIM CUIABA;DAS DALIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.594190066459472;-56.11714006848111;65 30287328;2025-12-17;estadual
8051399;VELOSO SERVICOS MEDICOS;VELOSO SERVICOS MEDICOS LTDA;510340;Cuiabá;Não;Não;ALVORADA;CORONEL CIVIS LEAO DE MORAES LOT M SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.584032148052543;-56.08144407675435;65 36446264;2025-12-17;estadual
8051429;INFECTO BR;INFECTO BR LTDA;510340;Cuiabá;Não;Não;JARDIM CUIABA;DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.594631709242945;-56.11667445259146;65 30287328;2025-12-17;estadual
8059330;LUCINEY PAULA ENTRELACOS CONSULTORIO DE PSICOLOGIA;LUCINEY A P SILVA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.579556255240936;-56.07790181627867;65 92079734;2025-12-17;estadual
8059403;COMUNICARE FONOAUDIOLOGIA;T KARLA DE CARVALHO GOMES TAQUES OLIVEIRA RAMOS LTDA;510340;Cuiabá;Não;Não;JARDIM SANTA MARTA;SANTA MONICA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.575800120706228;-56.09975613932852;65 99999999;2025-12-17;estadual
8059489;DOM DIAGNOSTICOS E TERAPIAS MEDICAS;DOM DIAGNOSTICOS E TERAPIAS MEDICAS LTDA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;TOPAZIO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.58936672284653;-56.07855890652024;65 59961453;2025-12-17;estadual
8059500;FISIO EAN;EDPO ARAUJO NUNES;510340;Cuiabá;Não;Não;TIJUCAL;CENTO E TRES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.635834401002333;-56.02121481811123;65 92744033;2025-12-17;estadual
9341145;VALOR DA VIDA;VALOR DA VIDA COMUNIDADE TERAPEUTICA LTDA ME;510340;Cuiabá;Não;Não;SUCURI II;NOVA DA GUIA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;65 30254210;2025-12-17;estadual
