categoria;nome;municipio;distancia_eixo_km;faixa;segmento_do_eixo;familias;hospitalar;detalhe;longitude;latitude
aldeia indígena;ALEGRIA;Barão de Melgaço;0.1;até 2 km;jusante_capital;;;TI Baía dos Guató;-56.582775;-17.056836
aldeia indígena;ATERRADINHO;Barão de Melgaço;0.17;até 2 km;jusante_capital;;;TI Baía dos Guató;-56.593642;-17.009789
aldeia indígena;SÃO BENEDITO;Barão de Melgaço;13.38;acima de 10 km;jusante_capital;;;TI Baía dos Guató;-56.460425;-16.999706
aldeia indígena;PERIGARA;Barão de Melgaço;32.6;acima de 10 km;jusante_capital;;;TI Perigara;-56.229994;-16.921464
aldeia indígena;UMUTINA;Barra do Bugres;68.77;acima de 10 km;manso_capital;;;TI Umutina;-57.108347;-15.089206
aldeia indígena;SANTANA;Nobres;76.74;acima de 10 km;manso_capital;;;TI Santana;-55.479617;-14.233597
aldeia indígena;NOVA CANAÃ;Nobres;80.73;acima de 10 km;manso_capital;;;TI Santana;-55.478097;-14.194072
aldeia indígena;GOMES CARNEIRO;Santo Antônio de Leverger;81.31;acima de 10 km;jusante_capital;;;TI Tereza Cristina;-55.213611;-16.594417
aldeia indígena;Posto Indígena Gomes Carneiro;Santo Antônio de Leverger;82.4;acima de 10 km;jusante_capital;;;TI Tereza Cristina;-55.207147;-16.607417
aldeia indígena;ESTAÇÃO PARECI;Nova Marilândia;92.63;acima de 10 km;manso_capital;;;TI Estação Parecis;-56.928189;-14.151261
aldeia indígena;Posto Indigena Gomes Pimentel;Santo Antônio de Leverger;99.25;acima de 10 km;jusante_capital;;;TI Tereza Cristina;-55.025897;-16.532042
aldeia indígena;PIEBAGA;Santo Antônio de Leverger;104.27;acima de 10 km;jusante_capital;;;TI Tereza Cristina;-54.989967;-16.591578
aldeia indígena;SAWOPA;Planalto da Serra;127.6;acima de 10 km;manso_capital;;;TI Bakairi;-54.721133;-14.346689
aldeia indígena;PAXOLA;Paranatinga;129.05;acima de 10 km;manso_capital;;;TI Bakairi;-54.736717;-14.292692
aldeia indígena;ATURUA;Paranatinga;132.28;acima de 10 km;manso_capital;;;TI Bakairi;-54.650692;-14.391
aldeia indígena;PAKUERA;Paranatinga;132.66;acima de 10 km;manso_capital;;;TI Bakairi;-54.682892;-14.319667
aldeia indígena;PAIKUM;Paranatinga;140.21;acima de 10 km;manso_capital;;;TI Bakairi;-54.611228;-14.306128
aldeia indígena;POBORE;Rondonópolis;146.88;acima de 10 km;jusante_capital;;;TI Tadarimana;-54.567144;-16.502011
aldeia indígena;CABECEIRA DO AZUL;Paranatinga;148.97;acima de 10 km;manso_capital;;;TI Bakairi;-54.535803;-14.276481
aldeia indígena;KAIAHOALO;Paranatinga;152.3;acima de 10 km;manso_capital;;;TI Bakairi;-54.475939;-14.329383
aldeia indígena;praião;Rondonópolis;153.07;acima de 10 km;jusante_capital;;;TI Tadarimana;-54.507544;-16.505361
aldeia indígena;TADARIMANA;Rondonópolis;157.89;acima de 10 km;jusante_capital;;;TI Tadarimana;-54.467364;-16.528475
aldeia indígena;JURIGUE;Rondonópolis;159.61;acima de 10 km;jusante_capital;;;TI Tadarimana;-54.453317;-16.537536
aldeia indígena;PONTE DE PEDRA;Campo Novo do Parecis;172.47;acima de 10 km;manso_capital;;;TI Ponte de Pedra;-57.360719;-13.569881
aldeia indígena;J.M;Tangará da Serra;172.51;acima de 10 km;manso_capital;;;TI Rio Formoso;-58.022464;-14.601936
aldeia indígena;JATOBÁ;Tangará da Serra;173.67;acima de 10 km;manso_capital;;;TI Rio Formoso;-58.033328;-14.601136
aldeia indígena;CACHOEIRINHA;Tangará da Serra;174.64;acima de 10 km;manso_capital;;;TI Rio Formoso;-58.041417;-14.596328
aldeia indígena;FORMOSO;Tangará da Serra;177.52;acima de 10 km;manso_capital;;;TI Rio Formoso;-58.068597;-14.595397
aldeia indígena;Galiléia;Paranatinga;184.75;acima de 10 km;manso_capital;;;TI Paresi;-57.951667;-14.085833
aldeia indígena;QUEIMADA;Tangará da Serra;190.68;acima de 10 km;manso_capital;;;TI Rio Formoso;-58.152094;-14.441592
aldeia indígena;ZANAKWA;Tangará da Serra;199.11;acima de 10 km;manso_capital;;;TI Paresi;-58.160356;-14.223956
aldeia indígena;Hyakane Maytsutsu;Tangará da Serra;199.83;acima de 10 km;manso_capital;;;TI Paresi;-58.100472;-14.072028
aldeia indígena;KOTITICO;Tangará da Serra;201.26;acima de 10 km;manso_capital;;;TI Paresi;-58.235767;-14.383194
aldeia indígena;Alvorada;Paranatinga;201.48;acima de 10 km;manso_capital;;;TI Marechal Rondon;-54.052222;-14.167222
aldeia indígena;KATYOLA-WINÃ;Tangará da Serra;202.23;acima de 10 km;manso_capital;;;TI Paresi;-58.088336;-14.00115
aldeia indígena;KALANAZA;Tangará da Serra;202.25;acima de 10 km;manso_capital;;;TI Paresi;-58.223464;-14.315153
aldeia indígena;KAMAE;Tangará da Serra;202.53;acima de 10 km;manso_capital;;;TI Paresi;-58.232139;-14.333839
aldeia indígena;LAGOA ENCANTADA;Poxoréu;203.33;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.932;-15.315594
aldeia indígena;Pontal;Paranatinga;203.77;acima de 10 km;manso_capital;;;TI Marechal Rondon;-54.108333;-14.008611
aldeia indígena;RIO VERDE;Tangará da Serra;203.91;acima de 10 km;manso_capital;;;TI Paresi;-58.249956;-14.348744
aldeia indígena;Arimateia;Paranatinga;205.48;acima de 10 km;manso_capital;;;TI Marechal Rondon;-54.050278;-14.085
aldeia indígena;MORIMBU;Poxoréu;206.21;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.947375;-15.463836
aldeia indígena;Batovi;Paranatinga;206.32;acima de 10 km;manso_capital;;;TI Marechal Rondon;-54.085556;-14.001389
aldeia indígena;Imaculada Conceição;Novo São Joaquim;206.6;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.880039;-15.219928
aldeia indígena;AFRICA;Tangará da Serra;206.8;acima de 10 km;manso_capital;;;TI Paresi;-58.282675;-14.362192
aldeia indígena;ÉTE ARE;Poxoréu;207.26;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.981731;-15.582675
aldeia indígena;VOLTA GRANDE;Novo São Joaquim;208.78;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.853042;-15.183456
aldeia indígena;Três Estrelas;Novo São Joaquim;209.0;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.860128;-15.234961
aldeia indígena;NHOWI;Poxoréu;210.65;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.957508;-15.606356
aldeia indígena;Nossa Senhora Aparecida;Novo São Joaquim;211.28;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.835556;-15.219167
aldeia indígena;Apertado;Paranatinga;212.46;acima de 10 km;manso_capital;;;TI Marechal Rondon;-54.05;-13.95
aldeia indígena;TRES LAGOAS;General Carneiro;216.09;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.875719;-15.537575
aldeia indígena;CACHOEIRA DE PEDRA;General Carneiro;216.29;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.850358;-15.469614
aldeia indígena;DOM BOSCO;Poxoréu;216.44;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.800297;-15.289061
aldeia indígena;Sangradouro;General Carneiro;216.56;acima de 10 km;jusante_capital;;;terra indígena não identificada;-53.904794;-15.645675
aldeia indígena;ABELHINHA;General Carneiro;220.92;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.821767;-15.520142
aldeia indígena;SÃO MIGUEL;General Carneiro;221.19;acima de 10 km;manso_capital;;;TI Sangradouro/Volta Grande;-53.802644;-15.470581
aldeia indígena;JURUPARA;Tangará da Serra;221.97;acima de 10 km;manso_capital;;;TI Paresi;-58.364744;-14.16835
aldeia indígena;BOM JESUS;General Carneiro;223.5;acima de 10 km;jusante_capital;;;TI Sangradouro/Volta Grande;-53.830347;-15.682514
aldeia indígena;SALTO DA MULHER;Campo Novo do Parecis;223.93;acima de 10 km;manso_capital;;;TI Utiariti;-58.264108;-13.907569
aldeia indígena;CABECEIRA DO SERINGAL;Campo Novo do Parecis;224.91;acima de 10 km;manso_capital;;;TI Utiariti;-58.097872;-13.636131
aldeia indígena;SERINGAL;Campo Novo do Parecis;224.98;acima de 10 km;manso_capital;;;TI Utiariti;-58.0898;-13.624361
aldeia indígena;BATIZA;Tangará da Serra;226.54;acima de 10 km;manso_capital;;;TI Paresi;-58.487472;-14.406081
aldeia indígena;TSÕ REPRE;General Carneiro;226.68;acima de 10 km;jusante_capital;;;TI Sangradouro/Volta Grande;-53.794367;-15.710672
aldeia indígena;MANENE;Tangará da Serra;226.74;acima de 10 km;manso_capital;;;TI Paresi;-58.412206;-14.169769
aldeia indígena;QUATRO CACHOEIRAS;Campo Novo do Parecis;227.8;acima de 10 km;manso_capital;;;TI Utiariti;-58.127775;-13.632067
aldeia indígena;Novo Progresso;Paranatinga;228.63;acima de 10 km;manso_capital;;;TI Marechal Rondon;-53.941389;-13.8425
aldeia indígena;CHAPADA AZUL;Campo Novo do Parecis;229.48;acima de 10 km;manso_capital;;;TI Utiariti;-58.244222;-13.773956
aldeia indígena;ILHOCE;Tangará da Serra;230.79;acima de 10 km;manso_capital;;;TI Paresi;-58.541889;-14.456239
aldeia indígena;SACRE 1;Tangará da Serra;231.55;acima de 10 km;manso_capital;;;TI Paresi;-58.495561;-14.278961
aldeia indígena;ZATEMANA;Tangará da Serra;235.31;acima de 10 km;manso_capital;;;TI Paresi;-58.557975;-14.358456
aldeia indígena;ACURI;Tangará da Serra;235.43;acima de 10 km;manso_capital;;;TI Paresi;-58.555556;-14.346667
aldeia indígena;SACRE ZERO;Tangará da Serra;236.05;acima de 10 km;manso_capital;;;TI Paresi;-58.578689;-14.405783
aldeia indígena;CAPITÃO CARDOSO;Tangará da Serra;238.12;acima de 10 km;manso_capital;;;TI Figueiras;-58.666997;-14.755983
aldeia indígena;FIGUEIRA;Tangará da Serra;238.15;acima de 10 km;manso_capital;;;TI Figueiras;-58.662728;-14.718572
aldeia indígena;FIGUEIRAS;Pontes e Lacerda;238.16;acima de 10 km;manso_capital;;;TI Paresi;-58.662822;-14.718356
aldeia indígena;ESTIVADINHO;Tangará da Serra;238.49;acima de 10 km;manso_capital;;;TI Estivadinho;-58.644461;-14.584875
aldeia indígena;Uirapuru;Paranatinga;238.84;acima de 10 km;manso_capital;;;TI Marechal Rondon;-53.883333;-13.758889
aldeia indígena;BACAVAL;Campo Novo do Parecis;241.45;acima de 10 km;manso_capital;;;TI Utiariti;-58.288333;-13.642208
aldeia indígena;CABECEIRA DO SACRE;Tangará da Serra;245.7;acima de 10 km;manso_capital;;;TI Paresi;-58.689725;-14.478483
aldeia indígena;PEDRA BRANCA;Campinápolis;248.51;acima de 10 km;manso_capital;;;TI Ubawawe;-53.505844;-14.453639
aldeia indígena;SETE RIOS;Novo São Joaquim;254.03;acima de 10 km;manso_capital;;;TI Ubawawe;-53.451683;-14.463114
aldeia indígena;DUAS CACHOEIRA;Tangará da Serra;254.76;acima de 10 km;manso_capital;;;TI Paresi;-58.690822;-14.185344
aldeia indígena;PARAISO;Campinápolis;255.19;acima de 10 km;manso_capital;;;TI Parabubure;-53.447225;-14.431772
aldeia indígena;ALVORADA;Campinápolis;256.7;acima de 10 km;manso_capital;;;TI Parabubure;-53.430097;-14.445378
aldeia indígena;ITYAUSÉ;Tangará da Serra;256.74;acima de 10 km;manso_capital;;;TI Paresi;-58.780278;-14.419456
aldeia indígena;VALE DO PAPAGAIO;Campo Novo do Parecis;256.75;acima de 10 km;manso_capital;;;TI Utiariti;-58.405858;-13.566336
aldeia indígena;TAQUARINHA;Tangará da Serra;256.79;acima de 10 km;manso_capital;;;TI Paresi;-58.761422;-14.347258
aldeia indígena;CULINA;Campinápolis;259.25;acima de 10 km;manso_capital;;;TI Parabubure;-53.400847;-14.471392
aldeia indígena;ALDEONA;Campinápolis;260.23;acima de 10 km;manso_capital;;;TI Parabubure;-53.396114;-14.4486
aldeia indígena;PAPAGAIO III;Tangará da Serra;260.6;acima de 10 km;manso_capital;;;TI Paresi;-58.823831;-14.446308
aldeia indígena;NOVO PAPAGAIO;Tangará da Serra;261.32;acima de 10 km;manso_capital;;;TI Paresi;-58.835489;-14.466631
aldeia indígena;PAPOGAIO 1;Tangará da Serra;261.48;acima de 10 km;manso_capital;;;TI Paresi;-58.850339;-14.527803
aldeia indígena;TIRIWAWEPÁ;Campinápolis;261.53;acima de 10 km;manso_capital;;;TI Parabubure;-53.40245;-14.364108
aldeia indígena;PANORAMA;Campinápolis;262.58;acima de 10 km;manso_capital;;;TI Parabubure;-53.369906;-14.468817
aldeia indígena;LAGOINHA;Campinápolis;263.74;acima de 10 km;manso_capital;;;TI Parabubure;-53.370142;-14.414136
aldeia indígena;ALTO DA VITORIA;Campinápolis;263.94;acima de 10 km;manso_capital;;;TI Parabubure;-53.396469;-14.297675
aldeia indígena;EGITO;Campinápolis;265.58;acima de 10 km;manso_capital;;;TI Parabubure;-53.358806;-14.386372
aldeia indígena;SANTA FÉ;Campinápolis;266.18;acima de 10 km;manso_capital;;;TI Parabubure;-53.388225;-14.250189
aldeia indígena;NOVA ESPERANÇA;Tangará da Serra;267.61;acima de 10 km;manso_capital;;;TI Paresi;-58.785675;-14.095375
aldeia indígena;BETEL;Campinápolis;267.63;acima de 10 km;manso_capital;;;TI Parabubure;-53.352744;-14.33015
aldeia indígena;BURITI;Tangará da Serra;268.38;acima de 10 km;manso_capital;;;TI Paresi;-58.780653;-14.06
aldeia indígena;MORRINHO;Campo Novo do Parecis;268.85;acima de 10 km;manso_capital;;;TI Utiariti;-58.182022;-13.125028
aldeia indígena;BAIXÃO;Campinápolis;269.58;acima de 10 km;manso_capital;;;TI Parabubure;-53.315636;-14.410228
aldeia indígena;SUCURI;Campinápolis;271.08;acima de 10 km;manso_capital;;;TI Parabubure;-53.298667;-14.423803
aldeia indígena;CORREGO SUJO;Tangará da Serra;271.4;acima de 10 km;manso_capital;;;TI Paresi;-58.945147;-14.533656
aldeia indígena;BOA VISTA;Campinápolis;271.58;acima de 10 km;manso_capital;;;TI Parabubure;-53.276608;-14.517275
aldeia indígena;CORREGO DA MATA;Campinápolis;271.59;acima de 10 km;manso_capital;;;TI Parabubure;-53.349761;-14.204486
aldeia indígena;COHABI;Campinápolis;271.94;acima de 10 km;manso_capital;;;TI Parabubure;-53.283989;-14.456667
aldeia indígena;Perdiz;Brasnorte;272.96;acima de 10 km;manso_capital;;;TI Irantxe;-57.984444;-12.900278
aldeia indígena;CABECEIRA DO BURITI;Tangará da Serra;273.21;acima de 10 km;manso_capital;;;TI Paresi;-58.861778;-14.161428
aldeia indígena;Recanto do Alípio;Brasnorte;273.96;acima de 10 km;manso_capital;;;TI Irantxe;-58.000556;-12.901389
aldeia indígena;MATO GROSSO;Campinápolis;274.58;acima de 10 km;manso_capital;;;TI Parabubure;-53.265422;-14.424342
aldeia indígena;Paredão;Brasnorte;274.9;acima de 10 km;manso_capital;;;TI Irantxe;-58.033333;-12.916944
aldeia indígena;JERUSALÉM;Campinápolis;274.9;acima de 10 km;manso_capital;;;TI Parabubure;-53.253897;-14.468544
aldeia indígena;CAITITU;Sapezal;275.05;acima de 10 km;manso_capital;;;TI Tirecatinga;-58.447275;-13.340006
aldeia indígena;TUYENTSU;Sapezal;275.65;acima de 10 km;manso_capital;;;TI Tirecatinga;-58.457478;-13.344328
aldeia indígena;CHÃO PRETO;Campinápolis;275.96;acima de 10 km;manso_capital;;;TI Chão Preto;-53.230586;-14.548556
aldeia indígena;13 de Maio;Brasnorte;276.07;acima de 10 km;manso_capital;;;TI Irantxe;-57.901389;-12.800278
aldeia indígena;BACAIUVAL;Campo Novo do Parecis;276.47;acima de 10 km;manso_capital;;;TI Utiariti;-58.1917;-13.037808
aldeia indígena;NOVA CANAÃ;Campinápolis;276.58;acima de 10 km;manso_capital;;;TI Parabubure;-53.285506;-14.260822
aldeia indígena;SACRE II;Campo Novo do Parecis;277.25;acima de 10 km;manso_capital;;;TI Utiariti;-58.192436;-13.028786
aldeia indígena;MATA VERDE;Campinápolis;278.07;acima de 10 km;manso_capital;;;TI Chão Preto;-53.210372;-14.551911
aldeia indígena;BRASIL;Campinápolis;278.1;acima de 10 km;manso_capital;;;TI Parabubure;-53.225078;-14.461164
aldeia indígena;12 de Outubro;Brasnorte;278.17;acima de 10 km;manso_capital;;;TI Irantxe;-57.933889;-12.801389
aldeia indígena;Cravari;Brasnorte;278.18;acima de 10 km;manso_capital;;;TI Irantxe;-57.933333;-12.800833
aldeia indígena;PARAISO;Tangará da Serra;278.68;acima de 10 km;manso_capital;;;TI Paresi;-59.023142;-14.585894
aldeia indígena;NOVO HORIZONTE;Sapezal;278.79;acima de 10 km;manso_capital;;;TI Tirecatinga;-58.422631;-13.254758
aldeia indígena;NOVO PARAISO;Campinápolis;279.14;acima de 10 km;manso_capital;;;TI Parabubure;-53.223114;-14.420608
aldeia indígena;SANTA HELENA;Campinápolis;279.52;acima de 10 km;manso_capital;;;TI Parabubure;-53.209261;-14.474942
aldeia indígena;TRES JACU;Sapezal;280.29;acima de 10 km;manso_capital;;;TI Tirecatinga;-58.459481;-13.278339
aldeia indígena;CAMPINAS;Campinápolis;280.77;acima de 10 km;manso_capital;;;TI Parabubure;-53.196864;-14.478331
aldeia indígena;SERRINHA;Campinápolis;280.95;acima de 10 km;manso_capital;;;TI Parabubure;-53.194883;-14.479972
aldeia indígena;PIRANHÃO;Campinápolis;281.08;acima de 10 km;manso_capital;;;TI Parabubure;-53.246364;-14.246117
aldeia indígena;JACU;Campinápolis;281.87;acima de 10 km;manso_capital;;;TI Parabubure;-53.243422;-14.229828
aldeia indígena;ESTRELA;Campinápolis;282.41;acima de 10 km;manso_capital;;;TI Parabubure;-53.210364;-14.337481
aldeia indígena;Asa Branca;Brasnorte;282.42;acima de 10 km;manso_capital;;;TI Irantxe;-58.0175;-12.8175
aldeia indígena;TRES LAGOAS;Conquista D'Oeste;283.44;acima de 10 km;manso_capital;;;TI Juininha;-59.058647;-14.533628
aldeia indígena;UTIARITI II;Sapezal;283.67;acima de 10 km;manso_capital;;;TI Utiariti;-58.276564;-13.029264
aldeia indígena;CANDUSUL;Campinápolis;283.85;acima de 10 km;manso_capital;;;TI Parabubure;-53.172306;-14.453925
aldeia indígena;SÃO JOÃO BATISTA;Campinápolis;284.22;acima de 10 km;manso_capital;;;TI Parabubure;-53.158061;-14.516936
aldeia indígena;UTIARITI - DESATIVADO;Tangará da Serra;284.28;acima de 10 km;manso_capital;;;TI Tirecatinga;-58.282564;-13.027392
aldeia indígena;Acorizal;Porto Esperidião;285.19;acima de 10 km;jusante_capital;;;TI Portal do Encantado;-59.415112;-16.232464
aldeia indígena;Paama Mastakama;Porto Esperidião;285.47;acima de 10 km;jusante_capital;;;TI Portal do Encantado;-59.415067;-16.228488
aldeia indígena;ETEIPORE;Campinápolis;285.65;acima de 10 km;manso_capital;;;TI Parabubure;-53.17075;-14.376728
aldeia indígena;BATOVI;Gaúcha do Norte;285.82;acima de 10 km;manso_capital;;;TI Batovi;-53.976789;-12.992472
aldeia indígena;Kamitatuwalu (Batovi);Gaúcha do Norte;285.82;acima de 10 km;manso_capital;;;TI Batovi;-53.976761;-12.992581
aldeia indígena;TELA VIVE;Campinápolis;285.99;acima de 10 km;manso_capital;;;TI Parabubure;-53.167128;-14.378581
aldeia indígena;Mata Verde;Campinápolis;287.12;acima de 10 km;manso_capital;;;TI Parabubure;-53.1275;-14.538611
aldeia indígena;Nautukirs;Porto Esperidião;288.05;acima de 10 km;jusante_capital;;;TI Portal do Encantado;-59.452417;-16.236771
aldeia indígena;NABUREIAU;General Carneiro;288.4;acima de 10 km;manso_capital;;;TI Merure;-53.181219;-15.58135
aldeia indígena;Höiwapredzawi;Campinápolis;288.6;acima de 10 km;manso_capital;;;TI Parabubure;-53.109167;-14.570278
aldeia indígena;Dzepa;Campinápolis;288.95;acima de 10 km;manso_capital;;;TI Parabubure;-53.128333;-14.432222
aldeia indígena;Independência;Campinápolis;289.32;acima de 10 km;manso_capital;;;TI Parabubure;-53.115833;-14.482222
aldeia indígena;Hoiwaprédzawi;Campinápolis;289.49;acima de 10 km;manso_capital;;;TI Parabubure;-53.098111;-14.591722
aldeia indígena;Parabubure;Campinápolis;289.58;acima de 10 km;manso_capital;;;TI Parabubure;-53.113333;-14.4825
aldeia indígena;Pedra Preta;Campinápolis;289.58;acima de 10 km;manso_capital;;;TI Parabubure;-53.113333;-14.4825
aldeia indígena;Chiquitana;Vila Bela da Santíssima Trindade;290.04;acima de 10 km;jusante_capital;;;TI Portal do Encantado;-59.479164;-16.240868
aldeia indígena;Papa Paulo VI;Campinápolis;290.18;acima de 10 km;manso_capital;;;TI Parabubure;-53.108889;-14.475556
aldeia indígena;Hernandares;Campinápolis;290.25;acima de 10 km;manso_capital;;;TI Parabubure;-53.110556;-14.4625
aldeia indígena;Daprabadzé;Campinápolis;290.7;acima de 10 km;manso_capital;;;TI Parabubure;-53.114722;-14.417222
aldeia indígena;Moritu;Campinápolis;290.8;acima de 10 km;manso_capital;;;TI Parabubure;-53.105833;-14.46
aldeia indígena;Palmeiras;Campinápolis;290.8;acima de 10 km;manso_capital;;;TI Parabubure;-53.105833;-14.46
aldeia indígena;Ipê;Campinápolis;293.01;acima de 10 km;manso_capital;;;TI Parabubure;-53.0675;-14.573333
aldeia indígena;Buruwê;Campinápolis;293.34;acima de 10 km;manso_capital;;;TI Parabubure;-53.070556;-14.529722
aldeia indígena;Bela Vista;Campinápolis;293.37;acima de 10 km;manso_capital;;;TI Parabubure;-53.069722;-14.533611
aldeia indígena;Natal;Campinápolis;294.54;acima de 10 km;manso_capital;;;TI Parabubure;-53.061111;-14.517778
aldeia indígena;Irepá (Luto Sagrado);Campinápolis;294.89;acima de 10 km;manso_capital;;;TI Parabubure;-53.077222;-14.406944
aldeia indígena;Monte Pacoal;Campinápolis;295.11;acima de 10 km;manso_capital;;;TI Parabubure;-53.047778;-14.573889
aldeia indígena;SERRA VERDE;Campinápolis;295.14;acima de 10 km;manso_capital;;;TI Parabubure;-53.047728;-14.572417
aldeia indígena;JUININHA;Conquista D'Oeste;295.8;acima de 10 km;manso_capital;;;TI Juininha;-59.177542;-14.547597
aldeia indígena;JUANINHA;Pontes e Lacerda;295.8;acima de 10 km;manso_capital;;;TI Juininha;-59.177542;-14.547597
aldeia indígena;COUTO MAGALHÃES;Campinápolis;296.79;acima de 10 km;manso_capital;;;TI Parabubure;-53.060881;-14.398808
aldeia indígena;Norotsurã;Campinápolis;297.1;acima de 10 km;manso_capital;;;TI Parabubure;-53.058056;-14.398333
aldeia indígena;Deus é Amor;Campinápolis;297.27;acima de 10 km;manso_capital;;;TI Parabubure;-53.059722;-14.382222
aldeia indígena;H O IWAPRÉDZWY;Campinápolis;297.76;acima de 10 km;manso_capital;;;TI Parabubure;-53.021917;-14.582203
aldeia indígena;Paranowa;Campinápolis;297.9;acima de 10 km;manso_capital;;;TI Parabubure;-53.053889;-14.381944
aldeia indígena;MERURE;General Carneiro;298.17;acima de 10 km;manso_capital;;;TI Merure;-53.078856;-15.552383
aldeia indígena;Espírito Santo;Campinápolis;298.61;acima de 10 km;manso_capital;;;TI Parabubure;-53.026944;-14.492222
aldeia indígena;Parawadzaradzé;Campinápolis;298.61;acima de 10 km;manso_capital;;;TI Parabubure;-53.026944;-14.492222
aldeia indígena;SÃO PAULO;Campinápolis;299.04;acima de 10 km;manso_capital;;;TI Parabubure;-53.076839;-14.237867
aldeia indígena;Central;Campinápolis;299.09;acima de 10 km;manso_capital;;;TI Parabubure;-53.0375;-14.4075
aldeia indígena;ULUPUENE;Gaúcha do Norte;299.12;acima de 10 km;manso_capital;;;TI Batovi;-53.898019;-12.901153
aldeia indígena;Ulupuwene;Gaúcha do Norte;299.14;acima de 10 km;manso_capital;;;TI Batovi;-53.897964;-12.900964
aldeia indígena;SANTA ROSA;Campinápolis;299.62;acima de 10 km;manso_capital;;;TI Parabubure;-53.041819;-14.361711
aldeia indígena;Cristalina;Campinápolis;300.59;acima de 10 km;manso_capital;;;TI Parabubure;-53.023333;-14.4075
aldeia indígena;ESPIRITO SANTO;Campinápolis;302.63;acima de 10 km;manso_capital;;;TI Parabubure;-53.009211;-14.381856
aldeia indígena;ONÇA PRETA;Campinápolis;302.71;acima de 10 km;manso_capital;;;TI Parabubure;-53.034219;-14.267628
aldeia indígena;Liderança;Campinápolis;302.74;acima de 10 km;manso_capital;;;TI Parabubure;-53.019444;-14.329167
aldeia indígena;GARÇA;General Carneiro;302.87;acima de 10 km;jusante_capital;;;TI Merure;-53.074125;-15.712294
aldeia indígena;PIRAIBA;Campinápolis;303.02;acima de 10 km;manso_capital;;;TI Parabubure;-53.028056;-14.280708
aldeia indígena;SÃO PEDRO;Campinápolis;303.34;acima de 10 km;manso_capital;;;TI Parabubure;-53.028517;-14.266325
aldeia indígena;PARANOWÀ;Campinápolis;303.49;acima de 10 km;manso_capital;;;TI Parabubure;-53.026047;-14.270583
aldeia indígena;Betânia;Paranatinga;305.19;acima de 10 km;manso_capital;;;TI Marechal Rondon;-53.085;-14.018056
aldeia indígena;SÃO DOMINGOS;Campinápolis;305.94;acima de 10 km;manso_capital;;;TI Parabubure;-52.976192;-14.390867
aldeia indígena;Arimateia;Campos de Júlio;306.97;acima de 10 km;manso_capital;;;TI Uirapuru;-59.244406;-14.361278
aldeia indígena;BOM JESUS DA LAPA;Campinápolis;307.65;acima de 10 km;manso_capital;;;TI Parabubure;-52.989833;-14.256986
aldeia indígena;PACUERA;Gaúcha do Norte;307.93;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.681958;-12.999375
aldeia indígena;Aturwa;Gaúcha do Norte;307.94;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.681931;-12.999322
aldeia indígena;Figueiras (Aldeia do Danilo);Conquista D'Oeste;308.26;acima de 10 km;manso_capital;;;TI Sararé;-59.327994;-14.842025
aldeia indígena;SALVADOR;Barra do Garças;309.89;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.930269;-15.384153
aldeia indígena;NOSSA SENHORA AUXILIADORA;Barra do Garças;309.95;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.909447;-15.251906
aldeia indígena;GUADALUPE;Barra do Garças;310.07;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.935483;-15.421286
aldeia indígena;NOSSA SENHORA DAS GRAÇAS;Barra do Garças;310.29;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.932725;-15.417761
aldeia indígena;JESUS DE NAZARE;Barra do Garças;310.53;acima de 10 km;manso_capital;;;TI Merure;-52.951933;-15.519506
aldeia indígena;JUNDIAI;Barra do Garças;310.8;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.929047;-15.423967
aldeia indígena;SÃO CRISTOVÃO;Barra do Garças;312.03;acima de 10 km;manso_capital;;;TI Merure;-52.932392;-15.496564
aldeia indígena;SÃO JOSE;Campinápolis;312.04;acima de 10 km;manso_capital;;;TI Parabubure;-52.932411;-14.324233
aldeia indígena;SÃO MARCOS;Barra do Garças;312.4;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.904986;-15.375589
aldeia indígena;IMACULADA CONCEIÇÃO;Barra do Garças;312.98;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.898308;-15.368706
aldeia indígena;SÃO FELIPE;Campinápolis;313.95;acima de 10 km;manso_capital;;;TI Parabubure;-52.893947;-14.426953
