categoria;nome;municipio;distancia_eixo_km;faixa;segmento_do_eixo;familias;hospitalar;detalhe;longitude;latitude
estabelecimento de saúde;LUCRECIA MARIA DE MELO;Cuiabá;8.87;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.044775;-15.561501
estabelecimento de saúde;USF CPA III;Cuiabá;8.89;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.039689;-15.564544
estabelecimento de saúde;SULLEGE FABIOLA SUZUKI;Cuiabá;8.89;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.049499;-15.557509
estabelecimento de saúde;IRINEU DAMIANO ROSA;Cuiabá;8.9;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.049477;-15.557388
estabelecimento de saúde;AR ODONTOLOGIA;Cuiabá;8.91;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.043544;-15.561996
estabelecimento de saúde;EMILY NASCIMENTO GARCIA;Cuiabá;8.91;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.054482;-15.553418
estabelecimento de saúde;VIRTUS UROLOGIA;Cuiabá;8.93;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.050835;-15.55592
estabelecimento de saúde;ENDOCORPUS;Cuiabá;8.94;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.050547;-15.556014
estabelecimento de saúde;GUSTAVO ALVES DE ANDRADE;Cuiabá;8.94;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.050611;-15.556048
estabelecimento de saúde;ULTRASSONOGRAFIA SAO LUCAS;Cuiabá;8.95;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.050512;-15.555913
estabelecimento de saúde;BIODNA;Cuiabá;8.95;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.05058;-15.555934
estabelecimento de saúde;CLINICA DE PSICOLOGIA ENTRELACOS;Cuiabá;9.01;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.047086;-15.558028
estabelecimento de saúde;BARBARA PSICOLOGIA;Cuiabá;9.03;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.049632;-15.555741
estabelecimento de saúde;WINNY PSICOLOGA;Cuiabá;9.03;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.023302;-15.57594
estabelecimento de saúde;USF NOVO PARAISO I;Cuiabá;9.04;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.055072;-15.547984
estabelecimento de saúde;ITSUKO MIYASHITA PIONA;Cuiabá;9.04;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.044031;-15.560123
estabelecimento de saúde;VALERIA CRISTHINE LEAL CABRAL;Cuiabá;9.06;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.024605;-15.57433
estabelecimento de saúde;ESPACO ATIVA MENTE;Cuiabá;9.08;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.987492;-15.628551
estabelecimento de saúde;DROGARIA VAREJAO DOS REMEDIOS;Cuiabá;9.12;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.984854;-15.654126
estabelecimento de saúde;CONSULTORIO MEDICO CARLOS AFONSO;Cuiabá;9.15;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.04696;-15.556469
estabelecimento de saúde;BKR ODONTOLOGIA;Cuiabá;9.15;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.031904;-15.567152
estabelecimento de saúde;FARMACIA POPULAR DO BRASIL CUIABA;Cuiabá;9.18;até 10 km;manso_capital;;;sem atendimento hospitalar;-56.037755;-15.562664
estabelecimento de saúde;FARMACIA PAGUE MENOS;Cuiabá;9.18;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.037698;-15.562709
estabelecimento de saúde;UNIDADE CAPAO;Cuiabá;9.18;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.984182;-15.650933
estabelecimento de saúde;USF ALTOS DA SERRA I;Cuiabá;9.19;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.020764;-15.576436
estabelecimento de saúde;PENITENCIARIA CENTRAL DO ESTADO;Cuiabá;9.21;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.983925;-15.6518
estabelecimento de saúde;FISIOTERAPIA HIDROTERAPIA SAO LUCAS;Cuiabá;9.23;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.041008;-15.560182
estabelecimento de saúde;CMO CENTRO MATOGROSSENSE DE OFTALMOLOGIA;Cuiabá;9.25;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.040243;-15.56041
estabelecimento de saúde;CMO CENTRO MATOGROSSENSE DE OFTALMOLOGIA;Cuiabá;9.25;até 10 km;manso_capital;;Sim;atendimento hospitalar;-56.052809;-15.548588
estabelecimento de saúde;CEDROC CLINICA DE RADIOLOGIA ODONTOLOGICA LTDA;Cuiabá;9.25;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.052809;-15.548588
estabelecimento de saúde;RAIA DROGASIL;Cuiabá;9.3;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.999333;-15.597935
estabelecimento de saúde;USF NOVO PARAISO II;Cuiabá;9.32;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.053485;-15.544797
estabelecimento de saúde;CASA ABBA;Cuiabá;9.34;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.041033;-15.558939
estabelecimento de saúde;SORRIZE CLINICA ODONTOLOGICA;Cuiabá;9.35;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.037799;-15.560813
estabelecimento de saúde;MEDCAL SAUDE;Cuiabá;9.43;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.051521;-15.547035
estabelecimento de saúde;DANIELA SANTANA LOPES;Cuiabá;9.44;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.993845;-15.603838
estabelecimento de saúde;HOSPITAL AMECOR;Cuiabá;9.45;até 10 km;manso_capital;;Sim;atendimento hospitalar;-56.051431;-15.546934
estabelecimento de saúde;CONSULTORIO DRA KETILA OLIVEIRA;Cuiabá;9.47;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.981976;-15.640295
estabelecimento de saúde;CECAN;Cuiabá;9.53;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.051398;-15.544832
estabelecimento de saúde;UNIDADE DE PRONTO ATENDIMENTO MORADA DO OURO;Cuiabá;9.56;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.043811;-15.554188
estabelecimento de saúde;PENITENCIARIA FEMININA ANA MARIA DO COUTO MAY;Cuiabá;9.57;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.980642;-15.655406
estabelecimento de saúde;SAMU 192 CUIABA USB B2;Cuiabá;9.59;até 10 km;jusante_capital;;;sem atendimento hospitalar;-55.980964;-15.639113
estabelecimento de saúde;USF JARDIM INDUSTRIARIO;Cuiabá;9.6;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.980323;-15.650418
estabelecimento de saúde;CLINICA ODONTOLOGICA DO PASCOAL RAMOS;Cuiabá;9.61;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.980656;-15.639874
estabelecimento de saúde;UNIDADE DE PRONTO ATENDIMENTO JARDIM LEBLON;Cuiabá;9.64;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.980444;-15.638947
estabelecimento de saúde;POLICLINICA PASCOAL RAMOS;Cuiabá;9.65;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.980408;-15.63896
estabelecimento de saúde;ESPACO SINGULAR;Cuiabá;9.67;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.033491;-15.56014
estabelecimento de saúde;SAMU 192 CUIABA USB B8;Cuiabá;9.68;até 10 km;jusante_capital;;;sem atendimento hospitalar;-55.979977;-15.640074
estabelecimento de saúde;USF SERRA DOURADA;Cuiabá;9.7;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.980115;-15.637476
estabelecimento de saúde;CER II CENTRO ESPECIALIZADO EM REABILITACAO DA REGIAO SUL;Cuiabá;9.74;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.979532;-15.63915
estabelecimento de saúde;DROGARIA FARMA PLUS;Cuiabá;9.77;até 10 km;jusante_capital;;;sem atendimento hospitalar;-55.978912;-15.643207
estabelecimento de saúde;UROPELV FISIOTERAPIA;Cuiabá;9.8;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.048083;-15.54649
estabelecimento de saúde;HYPNOS CENTER;Cuiabá;9.8;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.048984;-15.544181
estabelecimento de saúde;DON CARRIJO PSICOLOGIA;Cuiabá;9.81;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.978562;-15.658568
estabelecimento de saúde;CONCESIONARIA ROTA DO OESTE SAU 09;Acorizal;9.82;até 10 km;manso_capital;;;sem atendimento hospitalar;-56.442701;-15.276543
estabelecimento de saúde;DROGARIA SUL AMERICA;Cuiabá;9.85;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.978177;-15.643888
estabelecimento de saúde;USF OURO FINO;Cuiabá;9.97;até 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.045685;-15.547945
estabelecimento de saúde;VIGILANCIA EM SAUDE DE JANGADA;Jangada;9.97;até 10 km;manso_capital;;;sem atendimento hospitalar;-56.484919;-15.237784
estabelecimento de saúde;MAIS SORRISOS;Cuiabá;9.99;até 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.976747;-15.645713
estabelecimento de saúde;SECRETARIA MUNICIPAL DE SAUDE DE JANGADA;Jangada;10.0;até 10 km;manso_capital;;;sem atendimento hospitalar;-56.485133;-15.237877
estabelecimento de saúde;PRONTO ATENDIMENTO OTILIO FRANCISCO DE PAULA;Jangada;10.01;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.485348;-15.237649
estabelecimento de saúde;SAMU JANGADA;Jangada;10.01;acima de 10 km;manso_capital;;;sem atendimento hospitalar;-56.485214;-15.237989
estabelecimento de saúde;AUDAX EMERGENCIA MEDICA;Cuiabá;10.04;acima de 10 km;jusante_capital;;;sem atendimento hospitalar;-55.976236;-15.654005
estabelecimento de saúde;USF CPA IV;Cuiabá;10.06;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.031158;-15.557485
estabelecimento de saúde;MEDICAL CLINIC;Jangada;10.1;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.488845;-15.235869
estabelecimento de saúde;CENTRAL DE REGULACAO JANGADA;Jangada;10.12;acima de 10 km;manso_capital;;;sem atendimento hospitalar;-56.488631;-15.236159
estabelecimento de saúde;ACADEMIA SAUDE JANGADA;Jangada;10.12;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.489;-15.236
estabelecimento de saúde;FARMACIA MUNICIPAL ANISIO BISPO DE GUSMAO;Jangada;10.12;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.489;-15.236
estabelecimento de saúde;ALMOXARIFADO SAUDE;Jangada;10.18;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.491528;-15.234916
estabelecimento de saúde;JOAO HENRIQUE ELIAS MORTARI;Cuiabá;10.22;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.017838;-15.566157
estabelecimento de saúde;UNIDADE BASICA SAUDE HELTON CARLOS SILVA PONCE;Jangada;10.27;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.489618;-15.237214
estabelecimento de saúde;UBS CRISTINO MILITINO DE OLIVEIRA;Jangada;10.27;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.489618;-15.237214
estabelecimento de saúde;UNIDADE DESCENTRALIZADA DE REABILITACAO;Jangada;10.27;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.489553;-15.237235
estabelecimento de saúde;LABORATORIO MUNICIPAL AMARILDO BENEDITO DE FIGUEIREDO;Jangada;10.29;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.489725;-15.237297
estabelecimento de saúde;O CASTELO DA FADA DO DENTE;Cuiabá;10.32;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.043435;-15.545146
estabelecimento de saúde;USF NOVA ESPERANCA;Cuiabá;10.34;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.973456;-15.646101
estabelecimento de saúde;UROPELV;Cuiabá;10.36;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.0432;-15.544825
estabelecimento de saúde;IMAGENS;Cuiabá;10.36;acima de 10 km;manso_capital;;;sem atendimento hospitalar;-56.0432;-15.544825
estabelecimento de saúde;LEILIANE DOS SANTOS NOVAIS SIQUEIRA;Cuiabá;10.36;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.0432;-15.544825
estabelecimento de saúde;USF JARDIM ARACA;Cuiabá;10.37;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.979962;-15.612386
estabelecimento de saúde;COM TATO DESENVOLVIMENTO HUMANO E PSICOMOTOR;Cuiabá;10.41;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.043218;-15.543223
estabelecimento de saúde;LARA TAVARES NEIVA;Cuiabá;10.46;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.042913;-15.542729
estabelecimento de saúde;USF JARDIM UMUARAMA ALTOS DA GLORIA;Cuiabá;10.47;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.025011;-15.557258
estabelecimento de saúde;USF JOAO BOSCO PINHEIRO;Cuiabá;10.76;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.031924;-15.549414
estabelecimento de saúde;USF 1 DE MARCO;Cuiabá;10.77;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.031976;-15.549264
estabelecimento de saúde;PINHEIRO ZOBIOLE SERVICOS MEDICOS LTDA;Cuiabá;10.78;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.037641;-15.544913
estabelecimento de saúde;CLINICA REVER;Cuiabá;11.02;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.028432;-15.548805
estabelecimento de saúde;LOHMANN CARRIJO PSICOLOGIA;Cuiabá;11.07;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.967085;-15.663371
estabelecimento de saúde;POSTO DE SAUDE DE CHAPEU DE SOL;Acorizal;11.14;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.32548;-15.056223
estabelecimento de saúde;AME CENTRO DE REABILITACAO;Nossa Senhora do Livramento;11.6;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.26339;-15.60543
estabelecimento de saúde;MED FARMA;Cuiabá;11.67;acima de 10 km;jusante_capital;;;sem atendimento hospitalar;-55.962463;-15.630547
estabelecimento de saúde;GENESIS LABORATORIO DE ANALISES CLINICAS E CITOPATOLOGI;Cuiabá;11.7;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.962182;-15.630688
estabelecimento de saúde;CLINICA POPULAR GENESIS;Cuiabá;11.7;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.962183;-15.630641
estabelecimento de saúde;USF PEDRA 90;Cuiabá;11.71;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.962129;-15.630481
estabelecimento de saúde;CENTRO ODONTOLOGICO PEDRA 90;Cuiabá;11.76;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.961619;-15.630788
estabelecimento de saúde;CIAPS ADAUTO BOTELHO UNIDADE II;Cuiabá;11.82;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.960064;-15.663867
estabelecimento de saúde;VITAL DENTE;Cuiabá;11.86;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.960563;-15.631114
estabelecimento de saúde;CORMED CARDIOLIGIA E INTERVENCAO;Cuiabá;12.0;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.95934;-15.630469
estabelecimento de saúde;DROGARIA VIDA POPULAR;Cuiabá;12.49;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.954471;-15.632583
estabelecimento de saúde;USF ROLAND GERALD TRECHAUD E CURVO;Cuiabá;12.49;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.952849;-15.673275
estabelecimento de saúde;LABMAX ANALISES CLINICAS;Cuiabá;12.49;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.954353;-15.633636
estabelecimento de saúde;CENTRO DE SAUDE SAO JOSE;Cuiabá;12.49;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.954353;-15.633636
estabelecimento de saúde;JR ESPACO SAUDE BEM ESTAR;Cuiabá;12.57;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.954597;-15.626824
estabelecimento de saúde;DL DIAGNOSTICO LABORATORIAL;Cuiabá;12.64;acima de 10 km;jusante_capital;;;sem atendimento hospitalar;-55.952843;-15.634047
estabelecimento de saúde;ODONTO VILLY SAUDE E DIAGNOSTICO;Cuiabá;12.74;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.953517;-15.624108
estabelecimento de saúde;DROGARIA NOVA VIDA II;Cuiabá;13.07;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.948613;-15.635682
estabelecimento de saúde;POLICLINICA DO PEDRA 90;Cuiabá;13.2;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.947425;-15.635642
estabelecimento de saúde;USF CINTURAO VERDE;Cuiabá;13.23;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.947061;-15.636214
estabelecimento de saúde;SANTANA SILVA E PAGOTTO;Cuiabá;13.35;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.946492;-15.631511
estabelecimento de saúde;USF AGUACU;Cuiabá;15.44;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.129681;-15.281102
estabelecimento de saúde;ESF MIMOSO;Santo Antônio de Leverger;16.04;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.799206;-16.272666
estabelecimento de saúde;UNIDADE RURAL COIVARAS;Cuiabá;16.5;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-55.757463;-15.023456
estabelecimento de saúde;DSEI CUIABA;Cuiabá;19.36;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.061801;-15.354941
estabelecimento de saúde;POLO BASE CUIABA;Cuiabá;19.36;acima de 10 km;manso_capital;;;sem atendimento hospitalar;-56.061801;-15.354941
estabelecimento de saúde;HOSPITAL E PRONTO SOCORRO MUNICIPAL DE CUIABA;Cuiabá;19.96;acima de 10 km;manso_capital;;Sim;atendimento hospitalar;-56.055676;-15.355532
estabelecimento de saúde;USF COXIPO DO OURO;Cuiabá;20.72;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-55.981666;-15.458586
estabelecimento de saúde;HOSPITAL MUNICIPAL PROFESSORA MARIA ARLINDA DA COSTA;Nossa Senhora do Livramento;20.75;acima de 10 km;jusante_capital;;Sim;atendimento hospitalar;-56.340506;-15.771566
estabelecimento de saúde;UNIDADE DE SAUDE DA FAMILIA RURAL SUL NORTE;Nossa Senhora do Livramento;20.89;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.341817;-15.772121
estabelecimento de saúde;FARMACIA BASICA MUNICIPAL DE NOSSA SENHORA DO LIVRAMENTO;Nossa Senhora do Livramento;20.9;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.341968;-15.772162
estabelecimento de saúde;UNIDADE BASICA DE SAUDE III;Nossa Senhora do Livramento;20.92;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.342161;-15.771749
estabelecimento de saúde;CENTRAL MUNICIPAL DE REGULACAO;Nossa Senhora do Livramento;20.93;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.342182;-15.771687
estabelecimento de saúde;UNIDADE BASICA DE SAUDE URBANO;Nossa Senhora do Livramento;20.99;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.342767;-15.772863
estabelecimento de saúde;ACADEMIA DE SAUDE;Nossa Senhora do Livramento;21.0;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.342869;-15.771956
estabelecimento de saúde;NUCLEO DE REABILITACAO N SRA LIVRAMENTO;Nossa Senhora do Livramento;21.36;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.346195;-15.774883
estabelecimento de saúde;SECRETARIA MUNICIPAL DE SAUDE DE NOSSA SENHORA DO LIVRAMENTO;Nossa Senhora do Livramento;21.36;acima de 10 km;jusante_capital;;;sem atendimento hospitalar;-56.346239;-15.774531
estabelecimento de saúde;USF RIO DOS PEIXES;Cuiabá;24.26;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-55.990948;-15.39552
estabelecimento de saúde;POSTO DE SAUDE DO PIRIZAL;Nossa Senhora do Livramento;26.45;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.375078;-16.232634
estabelecimento de saúde;DROGARIA MEGA POPULAR;Nobres;27.97;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-55.974655;-14.565973
estabelecimento de saúde;UBS RODA D AGUA;Nobres;28.13;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-55.956974;-14.581756
estabelecimento de saúde;UNIDADE DE SAUDE DA FAMILIA MUTUM;Jangada;31.13;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.642761;-15.35968
estabelecimento de saúde;FISIOTERAPIA NILSON VIEIRA DA SILVA;Jangada;31.55;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.641645;-15.365805
estabelecimento de saúde;DROGARIA BOM JARDIM;Nobres;31.71;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-55.87698;-14.553013
estabelecimento de saúde;ESF VILA BOM JARDIM;Nobres;31.86;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-55.874104;-14.551476
estabelecimento de saúde;UNIDADE BASICA SAUDE PATRICIO DE OLIVEIRA BASTOS;Jangada;32.86;acima de 10 km;manso_capital;;Não;sem atendimento hospitalar;-56.649928;-15.374453
estabelecimento de saúde;UNIDADE BASICA DE SAUDE INDIGENA PERIGARA;Barão de Melgaço;32.91;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.226397;-16.920934
estabelecimento de saúde;CENTRO DE IMUNIZACAO UBSI ALDEIA PERIGARA;Barão de Melgaço;33.12;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.197815;-16.861062
estabelecimento de saúde;FAZENDA DA ESPERANCA FAZ ESPERANCA N SRA DAS GRACAS;Poconé;35.33;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.631947;-16.298433
estabelecimento de saúde;LABORATORIO DE ANALISES CLINICAS MUNICIPAL;Poconé;36.86;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.622119;-16.270998
estabelecimento de saúde;SECRETARIA MUNICIPAL DE SAUDE DE POCONE;Poconé;36.91;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.622563;-16.270693
estabelecimento de saúde;CENTRO DE ENFRENTAMENTO COVID 19;Poconé;36.99;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.623321;-16.270442
estabelecimento de saúde;CLINICA MEDICA PLENA;Poconé;37.03;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.623074;-16.269793
estabelecimento de saúde;AGENCIA TRANSFUNCIONAL DE POCONE;Poconé;37.05;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.623836;-16.270133
estabelecimento de saúde;UFC CUIABA;Cuiabá;37.12;acima de 10 km;jusante_capital;;;sem atendimento hospitalar;-56.622942;-16.268557
estabelecimento de saúde;HOSPITAL GERAL DE POCONE;Poconé;37.21;acima de 10 km;jusante_capital;;Sim;atendimento hospitalar;-56.626237;-16.270242
estabelecimento de saúde;CENTRO OFTALMOLOGICO PANTANAL POCONE;Poconé;37.21;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.624139;-16.268501
estabelecimento de saúde;MBR SERVICOS MEDICOS;Poconé;37.22;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.62493;-16.269062
estabelecimento de saúde;MULTIMAGEM;Poconé;37.23;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.624893;-16.268871
estabelecimento de saúde;FISIOMED;Cuiabá;37.24;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.627647;-16.271073
estabelecimento de saúde;PREVICLIN;Poconé;37.25;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.625842;-16.269443
estabelecimento de saúde;PSF SAO BENEDITO;Poconé;37.33;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.628693;-16.270896
estabelecimento de saúde;LABORATORIO FREI VALLET;Poconé;37.39;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.625182;-16.267243
estabelecimento de saúde;CENTRO DE REABILITACAO DE POCONE;Poconé;37.43;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.624739;-16.266338
estabelecimento de saúde;FARMACIA MUNICIPAL DE POCONE MT;Poconé;37.45;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.6239;-16.265524
estabelecimento de saúde;BEM POPUPAR BRASIL;Poconé;37.6;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.626793;-16.266004
estabelecimento de saúde;ODONTO CLINICA;Poconé;37.74;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.627717;-16.265151
estabelecimento de saúde;EXCELENCIA FISIOTERAPIA;Poconé;37.89;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.624168;-16.260513
estabelecimento de saúde;ODONTO POCONE CONSULTORIO ODONTOLOGICO;Poconé;37.89;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.623975;-16.2604
estabelecimento de saúde;CLINICA ASSIS ODONTOLOGICA ESPECIALIZADA;Poconé;37.94;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.627837;-16.262944
estabelecimento de saúde;ESF AGROVILA;Santo Antônio de Leverger;38.07;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-55.539198;-15.965718
estabelecimento de saúde;CENTRO DE DESENVOLVIMENTO SOCIAL SESC POCONE;Poconé;38.13;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.626239;-16.259422
estabelecimento de saúde;CENTRAL DE REGULACAO DE POCONE;Poconé;38.15;acima de 10 km;jusante_capital;;;sem atendimento hospitalar;-56.626561;-16.259442
estabelecimento de saúde;DROGARIA VAREJAO DOS REMEDIOS;Cuiabá;38.16;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.626172;-16.258967
estabelecimento de saúde;ESPACO INTEGRADO BLUE;Cuiabá;38.16;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.626172;-16.258967
estabelecimento de saúde;NUTRICAO E BEM ESTAR;Cuiabá;38.16;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.626172;-16.258967
estabelecimento de saúde;SANTE;Poconé;38.16;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.626172;-16.258967
estabelecimento de saúde;SAMU 192 POCONE USB B7;Poconé;38.21;acima de 10 km;jusante_capital;;;sem atendimento hospitalar;-56.623449;-16.256291
estabelecimento de saúde;PSF CENTRAL;Poconé;38.28;acima de 10 km;jusante_capital;;Não;sem atendimento hospitalar;-56.623535;-16.255549
