id_snisb;nome_barragem;municipio_sede;municipio_potencialmente_afetado;codigo_trecho_barragem;codigo_secao_controle_afetado;relacao_otto;idap;nivel;dano_potencial_associado
35573;BARRAGEM DO POÇO;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469964;469958224;montante;12;Verde;Baixo
27548;BIG BERION;Pontes e Lacerda;Comodoro;469962;46993296;montante;18;Verde;Médio
27548;BIG BERION;Pontes e Lacerda;Nova Lacerda;469962;46993962;montante;18;Verde;Médio
27548;BIG BERION;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469962;469958224;montante;18;Verde;Médio
35103;Barragem Tamboril I;Pontes e Lacerda;Comodoro;469962;46993296;montante;12;Verde;Baixo
35103;Barragem Tamboril I;Pontes e Lacerda;Nova Lacerda;469962;46993962;montante;12;Verde;Baixo
35103;Barragem Tamboril I;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469962;469958224;montante;12;Verde;Baixo
35104;Barragem Tamboril II;Pontes e Lacerda;Comodoro;469962;46993296;montante;12;Verde;Baixo
35104;Barragem Tamboril II;Pontes e Lacerda;Nova Lacerda;469962;46993962;montante;12;Verde;Baixo
35104;Barragem Tamboril II;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469962;469958224;montante;12;Verde;Baixo
36585;CPO1;Pontes e Lacerda;Comodoro;469958;46993296;montante;16;Verde;Baixo
36585;CPO1;Pontes e Lacerda;Nova Lacerda;469958;46993962;montante;16;Verde;Baixo
21941;Campos;Pontes e Lacerda;Comodoro;469962;46993296;montante;18;Verde;Baixo
21941;Campos;Pontes e Lacerda;Nova Lacerda;469962;46993962;montante;18;Verde;Baixo
21941;Campos;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469962;469958224;montante;18;Verde;Baixo
21942;Elvo 1;Pontes e Lacerda;Comodoro;469962;46993296;montante;18;Verde;Baixo
21942;Elvo 1;Pontes e Lacerda;Nova Lacerda;469962;46993962;montante;18;Verde;Baixo
21942;Elvo 1;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469962;469958224;montante;18;Verde;Baixo
21943;Elvo Captação;Pontes e Lacerda;Comodoro;469962;46993296;montante;18;Verde;Baixo
21943;Elvo Captação;Pontes e Lacerda;Nova Lacerda;469962;46993962;montante;18;Verde;Baixo
21943;Elvo Captação;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469962;469958224;montante;18;Verde;Baixo
31305;Manga;Pontes e Lacerda;Comodoro;469962;46993296;montante;18;Verde;Baixo
31305;Manga;Pontes e Lacerda;Nova Lacerda;469962;46993962;montante;18;Verde;Baixo
31305;Manga;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469962;469958224;montante;18;Verde;Baixo
22459;Massa d'Água #125702;Pontes e Lacerda;Comodoro;46998;46993296;montante;11;Verde;Não Classificado
22459;Massa d'Água #125702;Pontes e Lacerda;Nova Lacerda;46998;46993962;montante;11;Verde;Não Classificado
22459;Massa d'Água #125702;Pontes e Lacerda;Vila Bela da Santíssima Trindade;46998;469958224;montante;11;Verde;Não Classificado
22498;Massa d'Água #139258;Pontes e Lacerda;Comodoro;46998;46993296;montante;11;Verde;Não Classificado
22498;Massa d'Água #139258;Pontes e Lacerda;Nova Lacerda;46998;46993962;montante;11;Verde;Não Classificado
22498;Massa d'Água #139258;Pontes e Lacerda;Vila Bela da Santíssima Trindade;46998;469958224;montante;11;Verde;Não Classificado
22503;Massa d'Água #140377;Pontes e Lacerda;Comodoro;46998;46993296;montante;11;Verde;Não Classificado
22503;Massa d'Água #140377;Pontes e Lacerda;Nova Lacerda;46998;46993962;montante;11;Verde;Não Classificado
22503;Massa d'Água #140377;Pontes e Lacerda;Vila Bela da Santíssima Trindade;46998;469958224;montante;11;Verde;Não Classificado
22621;Massa d'Água #162788;Pontes e Lacerda;Comodoro;46998;46993296;montante;11;Verde;Não Classificado
22621;Massa d'Água #162788;Pontes e Lacerda;Nova Lacerda;46998;46993962;montante;11;Verde;Não Classificado
22621;Massa d'Água #162788;Pontes e Lacerda;Vila Bela da Santíssima Trindade;46998;469958224;montante;11;Verde;Não Classificado
22374;Massa d'Água #94452;Pontes e Lacerda;Comodoro;46998;46993296;montante;11;Verde;Não Classificado
22374;Massa d'Água #94452;Pontes e Lacerda;Nova Lacerda;46998;46993962;montante;11;Verde;Não Classificado
22374;Massa d'Água #94452;Pontes e Lacerda;Vila Bela da Santíssima Trindade;46998;469958224;montante;11;Verde;Não Classificado
29388;P.R.A;Pontes e Lacerda;Comodoro;46997456;46993296;montante;17;Verde;Baixo
29388;P.R.A;Pontes e Lacerda;Nova Lacerda;46997456;46993962;montante;17;Verde;Baixo
29388;P.R.A;Pontes e Lacerda;Vila Bela da Santíssima Trindade;46997456;469958224;montante;17;Verde;Baixo
31011;Reservatório de Água P.R.A.;Pontes e Lacerda;Comodoro;46997456;46993296;montante;10;Verde;Baixo
31011;Reservatório de Água P.R.A.;Pontes e Lacerda;Nova Lacerda;46997456;46993962;montante;10;Verde;Baixo
31011;Reservatório de Água P.R.A.;Pontes e Lacerda;Vila Bela da Santíssima Trindade;46997456;469958224;montante;10;Verde;Baixo
26261;SR.PEDRINHO;Pontes e Lacerda;Comodoro;469962;46993296;montante;17;Verde;Baixo
26261;SR.PEDRINHO;Pontes e Lacerda;Nova Lacerda;469962;46993962;montante;17;Verde;Baixo
26261;SR.PEDRINHO;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469962;469958224;montante;17;Verde;Baixo
36578;Barramento 1 a montante ? Fazenda Celentano;Porto dos Gaúchos;Juara;44632;4463178;montante;10;Verde;Baixo
36578;Barramento 1 a montante ? Fazenda Celentano;Porto dos Gaúchos;Novo Horizonte do Norte;44632;44631784;montante;10;Verde;Baixo
35728;Barramento Jerusalém;Porto dos Gaúchos;Tabaporã;446268;4462582;montante;9;Verde;Baixo
36577;Barramento Principal ? Fazenda Celentano;Porto dos Gaúchos;Juara;44632;4463178;montante;10;Verde;Baixo
36577;Barramento Principal ? Fazenda Celentano;Porto dos Gaúchos;Novo Horizonte do Norte;44632;44631784;montante;10;Verde;Baixo
35001;Barramento Santa Rita;Porto dos Gaúchos;Juara;4463354;4463178;montante;9;Verde;Baixo
35001;Barramento Santa Rita;Porto dos Gaúchos;Novo Horizonte do Norte;4463354;44631784;montante;9;Verde;Baixo
34978;Barramento principal - Fazenda Sinop I;Porto dos Gaúchos;Tabaporã;446282;4462582;montante;10;Verde;Médio
34034;CGH Rancho Fundo - CGH RANCHO FUNDO;Porto dos Gaúchos;Tabaporã;446298;4462582;montante;12;Verde;Baixo
20317;Faz. Agrovera;Porto dos Gaúchos;Tabaporã;446298;4462582;montante;9;Verde;Baixo
5479;Fazenda Padre Cicero;Porto dos Gaúchos;Tabaporã;446296;4462582;montante;9;Verde;Não Classificado
26328;Fazenda Água Boa;Poxoréu;General Carneiro;6878;687382;montante;8;Verde;Médio
26328;Fazenda Água Boa;Poxoréu;Novo São Joaquim;6878;6873132;montante;8;Verde;Médio
30836;Mariana IB;Poxoréu;General Carneiro;6878;687382;montante;8;Verde;Baixo
30836;Mariana IB;Poxoréu;Novo São Joaquim;6878;6873132;montante;8;Verde;Baixo
28886;Mariana II;Poxoréu;General Carneiro;6878;687382;montante;6;Verde;Baixo
28886;Mariana II;Poxoréu;Novo São Joaquim;6878;6873132;montante;6;Verde;Baixo
34610;Barramento - Fazenda Luchese I;Primavera do Leste;General Carneiro;6878;687382;montante;10;Verde;Baixo
34610;Barramento - Fazenda Luchese I;Primavera do Leste;Novo São Joaquim;6878;6873132;montante;10;Verde;Baixo
26164;Bacia Grota da Onça;Pontes e Lacerda;Comodoro;4699672;46993296;montante;15;Verde;Alto
26164;Bacia Grota da Onça;Pontes e Lacerda;Nova Lacerda;4699672;46993962;montante;15;Verde;Alto
26164;Bacia Grota da Onça;Pontes e Lacerda;Vila Bela da Santíssima Trindade;4699672;469958224;montante;15;Verde;Alto
577;Barragem EPP;Pontes e Lacerda;Comodoro;4699644;46993296;montante;13;Verde;Alto
577;Barragem EPP;Pontes e Lacerda;Nova Lacerda;4699644;46993962;montante;13;Verde;Alto
577;Barragem EPP;Pontes e Lacerda;Vila Bela da Santíssima Trindade;4699644;469958224;montante;13;Verde;Alto
31643;Beariz;Pontes e Lacerda;Comodoro;469964;46993296;montante;15;Verde;Baixo
31643;Beariz;Pontes e Lacerda;Nova Lacerda;469964;46993962;montante;15;Verde;Baixo
31643;Beariz;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469964;469958224;montante;15;Verde;Baixo
35254;Beariz 2;Pontes e Lacerda;Comodoro;469964;46993296;montante;17;Verde;Baixo
35254;Beariz 2;Pontes e Lacerda;Nova Lacerda;469964;46993962;montante;17;Verde;Baixo
35254;Beariz 2;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469964;469958224;montante;17;Verde;Baixo
21924;Berion;Pontes e Lacerda;Comodoro;469962;46993296;montante;18;Verde;Médio
21924;Berion;Pontes e Lacerda;Nova Lacerda;469962;46993962;montante;18;Verde;Médio
21924;Berion;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469962;469958224;montante;18;Verde;Médio
21946;Fortuna;Pontes e Lacerda;Comodoro;469966;46993296;montante;26;Amarelo;Alto
21946;Fortuna;Pontes e Lacerda;Nova Lacerda;469966;46993962;montante;26;Amarelo;Alto
21946;Fortuna;Pontes e Lacerda;Vila Bela da Santíssima Trindade;469966;469958224;montante;26;Amarelo;Alto
35099;LV-01;Pontes e Lacerda;Comodoro;4699644;46993296;montante;15;Verde;Baixo
35099;LV-01;Pontes e Lacerda;Nova Lacerda;4699644;46993962;montante;15;Verde;Baixo
35099;LV-01;Pontes e Lacerda;Vila Bela da Santíssima Trindade;4699644;469958224;montante;15;Verde;Baixo
35170;BARRAGEM SÃO JOSÉ I;Querência;Bom Jesus do Araguaia;4272938;4272784;montante;9;Verde;Médio
33359;Barragem Goiana II;Querência;Bom Jesus do Araguaia;4272916;4272784;montante;9;Verde;Baixo
32071;BARRAGEM 03;Ribeirão Cascalheira;Bom Jesus do Araguaia;4272882;4272784;montante;8;Verde;Baixo
20118;Barragem 1 na Fazenda São João;Ribeirão Cascalheira;Bom Jesus do Araguaia;4272882;4272784;montante;8;Verde;Baixo
26401;Barragem Principal na Fazenda Campo Claro;Ribeirão Cascalheira;Bom Jesus do Araguaia;427288;4272784;montante;8;Verde;Médio
30798;Fazenda Furnas;Ribeirão Cascalheira;Bom Jesus do Araguaia;4272862;4272784;montante;8;Verde;Baixo
35824;Fazenda Três Marias ? Barramento;Ribeirão Cascalheira;Bom Jesus do Araguaia;4272862;4272784;montante;8;Verde;Baixo
33360;Três Marias II;Ribeirão Cascalheira;Bom Jesus do Araguaia;4272882;4272784;montante;8;Verde;Baixo
4548;PCH São Domingos (Torixoréo) - Torixoréo;Ribeirãozinho;Torixoréu;69934;69934;mesmo trecho;6;Verde;Baixo
33949;Barragem I Fazenda Talismã;Rondonópolis;Pedra Preta;89646;89646;mesmo trecho;8;Verde;Médio
29888;BARRAGEM FAZENDA PANFLORA;Rosário Oeste;Cuiabá;896592;896573;montante;15;Verde;Não Classificado
29888;BARRAGEM FAZENDA PANFLORA;Rosário Oeste;Nossa Senhora do Livramento;896592;89657184;montante;15;Verde;Não Classificado
29888;BARRAGEM FAZENDA PANFLORA;Rosário Oeste;Várzea Grande;896592;89657182;montante;15;Verde;Não Classificado
21949;BARRAGEM ÁGUA BRANCA;Rosário Oeste;Cuiabá;8965944;896573;montante;19;Verde;Baixo
21949;BARRAGEM ÁGUA BRANCA;Rosário Oeste;Nossa Senhora do Livramento;8965944;89657184;montante;19;Verde;Baixo
21949;BARRAGEM ÁGUA BRANCA;Rosário Oeste;Várzea Grande;8965944;89657182;montante;19;Verde;Baixo
35477;Barramento III - Fazenda São José I;Rosário Oeste;Cuiabá;89664;896573;montante;12;Verde;Baixo
35477;Barramento III - Fazenda São José I;Rosário Oeste;Jangada;89664;89658;montante;12;Verde;Baixo
35477;Barramento III - Fazenda São José I;Rosário Oeste;Nossa Senhora do Livramento;89664;89657184;montante;12;Verde;Baixo
35477;Barramento III - Fazenda São José I;Rosário Oeste;Santo Antônio de Leverger;89664;896544;montante;12;Verde;Baixo
35477;Barramento III - Fazenda São José I;Rosário Oeste;Várzea Grande;89664;89657182;montante;12;Verde;Baixo
27940;Estância 2R - Retiro Vista Alegre;Rosário Oeste;Cuiabá;8965932;896573;montante;14;Verde;Baixo
27940;Estância 2R - Retiro Vista Alegre;Rosário Oeste;Nossa Senhora do Livramento;8965932;89657184;montante;14;Verde;Baixo
27940;Estância 2R - Retiro Vista Alegre;Rosário Oeste;Várzea Grande;8965932;89657182;montante;14;Verde;Baixo
8009;Faz. Dona Leila - Reservatório 12;Rosário Oeste;Cuiabá;896592;896573;montante;14;Verde;Baixo
8009;Faz. Dona Leila - Reservatório 12;Rosário Oeste;Nossa Senhora do Livramento;896592;89657184;montante;14;Verde;Baixo
8009;Faz. Dona Leila - Reservatório 12;Rosário Oeste;Várzea Grande;896592;89657182;montante;14;Verde;Baixo
8010;Faz. Dona Leila - Reservatório 13;Rosário Oeste;Cuiabá;896592;896573;montante;14;Verde;Baixo
8010;Faz. Dona Leila - Reservatório 13;Rosário Oeste;Nossa Senhora do Livramento;896592;89657184;montante;14;Verde;Baixo
8010;Faz. Dona Leila - Reservatório 13;Rosário Oeste;Várzea Grande;896592;89657182;montante;14;Verde;Baixo
35147;Fazenda Curió - Barramento 3;Rosário Oeste;Cuiabá;896592;896573;montante;16;Verde;Baixo
35147;Fazenda Curió - Barramento 3;Rosário Oeste;Nossa Senhora do Livramento;896592;89657184;montante;16;Verde;Baixo
35147;Fazenda Curió - Barramento 3;Rosário Oeste;Várzea Grande;896592;89657182;montante;16;Verde;Baixo
35150;Fazenda Curió - Barramento I;Rosário Oeste;Cuiabá;896592;896573;montante;16;Verde;Médio
35150;Fazenda Curió - Barramento I;Rosário Oeste;Nossa Senhora do Livramento;896592;89657184;montante;16;Verde;Médio
35150;Fazenda Curió - Barramento I;Rosário Oeste;Várzea Grande;896592;89657182;montante;16;Verde;Médio
5490;Fazenda Dona Leila - RESERVATÓRIO 1;Rosário Oeste;Cuiabá;896592;896573;montante;15;Verde;Baixo
5490;Fazenda Dona Leila - RESERVATÓRIO 1;Rosário Oeste;Nossa Senhora do Livramento;896592;89657184;montante;15;Verde;Baixo
5490;Fazenda Dona Leila - RESERVATÓRIO 1;Rosário Oeste;Várzea Grande;896592;89657182;montante;15;Verde;Baixo
35396;Fazenda São José;Rosário Oeste;Cuiabá;896638;896573;montante;12;Verde;Médio
35396;Fazenda São José;Rosário Oeste;Jangada;896638;89658;montante;12;Verde;Médio
35396;Fazenda São José;Rosário Oeste;Nossa Senhora do Livramento;896638;89657184;montante;12;Verde;Médio
35396;Fazenda São José;Rosário Oeste;Santo Antônio de Leverger;896638;896544;montante;12;Verde;Médio
35396;Fazenda São José;Rosário Oeste;Várzea Grande;896638;89657182;montante;12;Verde;Médio
8006;VALE DOURADO;Rosário Oeste;Cuiabá;8965956;896573;montante;21;Amarelo;Baixo
8006;VALE DOURADO;Rosário Oeste;Nossa Senhora do Livramento;8965956;89657184;montante;21;Amarelo;Baixo
8006;VALE DOURADO;Rosário Oeste;Várzea Grande;8965956;89657182;montante;21;Amarelo;Baixo
36508;Fazenda Santo Antônio;Santa Carmem;Cláudia;426972;426912;montante;6;Verde;Baixo
36508;Fazenda Santo Antônio;Santa Carmem;Marcelândia;426972;42678;montante;6;Verde;Baixo
36508;Fazenda Santo Antônio;Santa Carmem;União do Sul;426972;426918;montante;6;Verde;Baixo
20077;Faz. Três Pinheiros;Santa Rita do Trivelato;Alta Floresta;444938;44452872;montante;7;Verde;Baixo
20077;Faz. Três Pinheiros;Santa Rita do Trivelato;Carlinda;444938;44457212;montante;7;Verde;Baixo
20077;Faz. Três Pinheiros;Santa Rita do Trivelato;Itaúba;444938;444762;montante;7;Verde;Baixo
20077;Faz. Três Pinheiros;Santa Rita do Trivelato;Nova Canaã do Norte;444938;44473332;montante;7;Verde;Baixo
20077;Faz. Três Pinheiros;Santa Rita do Trivelato;Sinop;444938;4447944;montante;7;Verde;Baixo
20077;Faz. Três Pinheiros;Santa Rita do Trivelato;Vera;444938;4449162;montante;7;Verde;Baixo
387;Fazenda Pau da Onça;Santa Rita do Trivelato;Alta Floresta;444938;44452872;montante;6;Verde;Baixo
387;Fazenda Pau da Onça;Santa Rita do Trivelato;Carlinda;444938;44457212;montante;6;Verde;Baixo
387;Fazenda Pau da Onça;Santa Rita do Trivelato;Itaúba;444938;444762;montante;6;Verde;Baixo
387;Fazenda Pau da Onça;Santa Rita do Trivelato;Nova Canaã do Norte;444938;44473332;montante;6;Verde;Baixo
387;Fazenda Pau da Onça;Santa Rita do Trivelato;Sinop;444938;4447944;montante;6;Verde;Baixo
387;Fazenda Pau da Onça;Santa Rita do Trivelato;Vera;444938;4449162;montante;6;Verde;Baixo
8044;Fazenda Quatrilho;Santa Rita do Trivelato;Alta Floresta;444892;44452872;montante;6;Verde;Baixo
8044;Fazenda Quatrilho;Santa Rita do Trivelato;Carlinda;444892;44457212;montante;6;Verde;Baixo
8044;Fazenda Quatrilho;Santa Rita do Trivelato;Ipiranga do Norte;444892;44483152;montante;6;Verde;Baixo
8044;Fazenda Quatrilho;Santa Rita do Trivelato;Itaúba;444892;444762;montante;6;Verde;Baixo
8044;Fazenda Quatrilho;Santa Rita do Trivelato;Nova Canaã do Norte;444892;44473332;montante;6;Verde;Baixo
8044;Fazenda Quatrilho;Santa Rita do Trivelato;Sinop;444892;4447944;montante;6;Verde;Baixo
8044;Fazenda Quatrilho;Santa Rita do Trivelato;Sorriso;444892;44483162;montante;6;Verde;Baixo
8044;Fazenda Quatrilho;Santa Rita do Trivelato;Tapurah;444892;4448338;montante;6;Verde;Baixo
35383;Barramento - Fazenda Gema;Santo Afonso;Nova Marilândia;899896;899874;montante;9;Verde;Baixo
32159;Barragem na Fazenda Iguaçu;Santo Antônio do Leste;General Carneiro;68766;687382;montante;8;Verde;Baixo
32159;Barragem na Fazenda Iguaçu;Santo Antônio do Leste;Novo São Joaquim;68766;6873132;montante;8;Verde;Baixo
31709;Barragem Chácara nº 270;Sinop;Alta Floresta;4447964;44452872;montante;10;Verde;Médio
31709;Barragem Chácara nº 270;Sinop;Carlinda;4447964;44457212;montante;10;Verde;Médio
31709;Barragem Chácara nº 270;Sinop;Nova Canaã do Norte;4447964;44473332;montante;10;Verde;Médio
31633;Barragem na Fazenda Remanso I;Sinop;Alta Floresta;444794;44452872;montante;10;Verde;Baixo
31633;Barragem na Fazenda Remanso I;Sinop;Carlinda;444794;44457212;montante;10;Verde;Baixo
31633;Barragem na Fazenda Remanso I;Sinop;Nova Canaã do Norte;444794;44473332;montante;10;Verde;Baixo
31656;Barragerm Chácara nº269;Sinop;Alta Floresta;4447964;44452872;montante;10;Verde;Médio
31656;Barragerm Chácara nº269;Sinop;Carlinda;4447964;44457212;montante;10;Verde;Médio
31656;Barragerm Chácara nº269;Sinop;Nova Canaã do Norte;4447964;44473332;montante;10;Verde;Médio
31632;Barramento Fazenda Remanso II;Sinop;Alta Floresta;4447944;44452872;montante;10;Verde;Baixo
31632;Barramento Fazenda Remanso II;Sinop;Carlinda;4447944;44457212;montante;10;Verde;Baixo
31632;Barramento Fazenda Remanso II;Sinop;Nova Canaã do Norte;4447944;44473332;montante;10;Verde;Baixo
32150;Fazenda Alvorada III;Sinop;Alta Floresta;4447982;44452872;montante;9;Verde;Baixo
32150;Fazenda Alvorada III;Sinop;Carlinda;4447982;44457212;montante;9;Verde;Baixo
32150;Fazenda Alvorada III;Sinop;Nova Canaã do Norte;4447982;44473332;montante;9;Verde;Baixo
31174;LOTES 79 E 80;Sinop;Alta Floresta;4449114;44452872;montante;11;Verde;Alto
31174;LOTES 79 E 80;Sinop;Carlinda;4449114;44457212;montante;11;Verde;Alto
31174;LOTES 79 E 80;Sinop;Itaúba;4449114;444762;montante;11;Verde;Alto
31174;LOTES 79 E 80;Sinop;Nova Canaã do Norte;4449114;44473332;montante;11;Verde;Alto
31175;LOTES 79 E 80;Sinop;Alta Floresta;4449114;44452872;montante;11;Verde;Médio
31175;LOTES 79 E 80;Sinop;Carlinda;4449114;44457212;montante;11;Verde;Médio
31175;LOTES 79 E 80;Sinop;Itaúba;4449114;444762;montante;11;Verde;Médio
31175;LOTES 79 E 80;Sinop;Nova Canaã do Norte;4449114;44473332;montante;11;Verde;Médio
31468;BARRAGEM PRINCIPAL;Sorriso;Alta Floresta;4449254;44452872;montante;9;Verde;Baixo
31468;BARRAGEM PRINCIPAL;Sorriso;Carlinda;4449254;44457212;montante;9;Verde;Baixo
31468;BARRAGEM PRINCIPAL;Sorriso;Itaúba;4449254;444762;montante;9;Verde;Baixo
31468;BARRAGEM PRINCIPAL;Sorriso;Nova Canaã do Norte;4449254;44473332;montante;9;Verde;Baixo
31468;BARRAGEM PRINCIPAL;Sorriso;Sinop;4449254;4447944;montante;9;Verde;Baixo
31468;BARRAGEM PRINCIPAL;Sorriso;Vera;4449254;4449162;montante;9;Verde;Baixo
5891;Balneário Boa Esperança;Sorriso;Feliz Natal;428694;428586;montante;8;Verde;Não Classificado
20139;Barragem 2;Sorriso;Alta Floresta;4449142;44452872;montante;9;Verde;Baixo
20139;Barragem 2;Sorriso;Carlinda;4449142;44457212;montante;9;Verde;Baixo
20139;Barragem 2;Sorriso;Itaúba;4449142;444762;montante;9;Verde;Baixo
20139;Barragem 2;Sorriso;Nova Canaã do Norte;4449142;44473332;montante;9;Verde;Baixo
20139;Barragem 2;Sorriso;Sinop;4449142;4447944;montante;9;Verde;Baixo
8035;Barragem Caititu;Sorriso;Alta Floresta;44483392;44452872;montante;8;Verde;Baixo
8035;Barragem Caititu;Sorriso;Carlinda;44483392;44457212;montante;8;Verde;Baixo
8035;Barragem Caititu;Sorriso;Ipiranga do Norte;44483392;44483152;montante;8;Verde;Baixo
8035;Barragem Caititu;Sorriso;Itaúba;44483392;444762;montante;8;Verde;Baixo
8035;Barragem Caititu;Sorriso;Nova Canaã do Norte;44483392;44473332;montante;8;Verde;Baixo
8035;Barragem Caititu;Sorriso;Sinop;44483392;4447944;montante;8;Verde;Baixo
35537;Barragem Fazenda Barreiro III;Sorriso;Alta Floresta;4449192;44452872;montante;9;Verde;Baixo
35537;Barragem Fazenda Barreiro III;Sorriso;Carlinda;4449192;44457212;montante;9;Verde;Baixo
35537;Barragem Fazenda Barreiro III;Sorriso;Itaúba;4449192;444762;montante;9;Verde;Baixo
35537;Barragem Fazenda Barreiro III;Sorriso;Nova Canaã do Norte;4449192;44473332;montante;9;Verde;Baixo
35537;Barragem Fazenda Barreiro III;Sorriso;Sinop;4449192;4447944;montante;9;Verde;Baixo
19988;Barragem I - Fazenda Santa Ernestina I;Sorriso;Alta Floresta;4449316;44452872;montante;7;Verde;Baixo
19988;Barragem I - Fazenda Santa Ernestina I;Sorriso;Carlinda;4449316;44457212;montante;7;Verde;Baixo
19988;Barragem I - Fazenda Santa Ernestina I;Sorriso;Itaúba;4449316;444762;montante;7;Verde;Baixo
19988;Barragem I - Fazenda Santa Ernestina I;Sorriso;Nova Canaã do Norte;4449316;44473332;montante;7;Verde;Baixo
19988;Barragem I - Fazenda Santa Ernestina I;Sorriso;Sinop;4449316;4447944;montante;7;Verde;Baixo
19988;Barragem I - Fazenda Santa Ernestina I;Sorriso;Vera;4449316;4449162;montante;7;Verde;Baixo
31648;Barragem I Fazenda Santana;Sorriso;Alta Floresta;44493222;44452872;montante;9;Verde;Baixo
31648;Barragem I Fazenda Santana;Sorriso;Carlinda;44493222;44457212;montante;9;Verde;Baixo
31648;Barragem I Fazenda Santana;Sorriso;Itaúba;44493222;444762;montante;9;Verde;Baixo
31648;Barragem I Fazenda Santana;Sorriso;Nova Canaã do Norte;44493222;44473332;montante;9;Verde;Baixo
31648;Barragem I Fazenda Santana;Sorriso;Sinop;44493222;4447944;montante;9;Verde;Baixo
31648;Barragem I Fazenda Santana;Sorriso;Vera;44493222;4449162;montante;9;Verde;Baixo
19995;Barragem IMA;Sorriso;Alta Floresta;4449344;44452872;montante;7;Verde;Baixo
19995;Barragem IMA;Sorriso;Carlinda;4449344;44457212;montante;7;Verde;Baixo
19995;Barragem IMA;Sorriso;Itaúba;4449344;444762;montante;7;Verde;Baixo
19995;Barragem IMA;Sorriso;Nova Canaã do Norte;4449344;44473332;montante;7;Verde;Baixo
19995;Barragem IMA;Sorriso;Sinop;4449344;4447944;montante;7;Verde;Baixo
19995;Barragem IMA;Sorriso;Vera;4449344;4449162;montante;7;Verde;Baixo
35227;Barragem Principal - Fazenda Juliana;Sorriso;Alta Floresta;44492;44452872;montante;9;Verde;Baixo
35227;Barragem Principal - Fazenda Juliana;Sorriso;Carlinda;44492;44457212;montante;9;Verde;Baixo
35227;Barragem Principal - Fazenda Juliana;Sorriso;Itaúba;44492;444762;montante;9;Verde;Baixo
35227;Barragem Principal - Fazenda Juliana;Sorriso;Nova Canaã do Norte;44492;44473332;montante;9;Verde;Baixo
35227;Barragem Principal - Fazenda Juliana;Sorriso;Sinop;44492;4447944;montante;9;Verde;Baixo
35227;Barragem Principal - Fazenda Juliana;Sorriso;Vera;44492;4449162;montante;9;Verde;Baixo
35256;Barragem São Miguel;Sorriso;Alta Floresta;4448572;44452872;montante;9;Verde;Baixo
35256;Barragem São Miguel;Sorriso;Carlinda;4448572;44457212;montante;9;Verde;Baixo
35256;Barragem São Miguel;Sorriso;Ipiranga do Norte;4448572;44483152;montante;9;Verde;Baixo
35256;Barragem São Miguel;Sorriso;Itaúba;4448572;444762;montante;9;Verde;Baixo
35256;Barragem São Miguel;Sorriso;Nova Canaã do Norte;4448572;44473332;montante;9;Verde;Baixo
35256;Barragem São Miguel;Sorriso;Sinop;4448572;4447944;montante;9;Verde;Baixo
35256;Barragem São Miguel;Sorriso;Tapurah;4448572;4448338;montante;9;Verde;Baixo
35461;Barramento - Fazenda Santo Antônio;Sorriso;Alta Floresta;4449344;44452872;montante;9;Verde;Baixo
35461;Barramento - Fazenda Santo Antônio;Sorriso;Carlinda;4449344;44457212;montante;9;Verde;Baixo
35461;Barramento - Fazenda Santo Antônio;Sorriso;Itaúba;4449344;444762;montante;9;Verde;Baixo
35461;Barramento - Fazenda Santo Antônio;Sorriso;Nova Canaã do Norte;4449344;44473332;montante;9;Verde;Baixo
35461;Barramento - Fazenda Santo Antônio;Sorriso;Sinop;4449344;4447944;montante;9;Verde;Baixo
35461;Barramento - Fazenda Santo Antônio;Sorriso;Vera;4449344;4449162;montante;9;Verde;Baixo
35123;Barramento - Fazenda Seriema;Sorriso;Alta Floresta;444932;44452872;montante;11;Verde;Baixo
35123;Barramento - Fazenda Seriema;Sorriso;Carlinda;444932;44457212;montante;11;Verde;Baixo
35123;Barramento - Fazenda Seriema;Sorriso;Itaúba;444932;444762;montante;11;Verde;Baixo
35123;Barramento - Fazenda Seriema;Sorriso;Nova Canaã do Norte;444932;44473332;montante;11;Verde;Baixo
35123;Barramento - Fazenda Seriema;Sorriso;Sinop;444932;4447944;montante;11;Verde;Baixo
35123;Barramento - Fazenda Seriema;Sorriso;Vera;444932;4449162;montante;11;Verde;Baixo
34025;Barramento 01 (Montante) São Cristóvão;Sorriso;Alta Floresta;4449362;44452872;montante;9;Verde;Baixo
34025;Barramento 01 (Montante) São Cristóvão;Sorriso;Carlinda;4449362;44457212;montante;9;Verde;Baixo
34025;Barramento 01 (Montante) São Cristóvão;Sorriso;Itaúba;4449362;444762;montante;9;Verde;Baixo
34025;Barramento 01 (Montante) São Cristóvão;Sorriso;Nova Canaã do Norte;4449362;44473332;montante;9;Verde;Baixo
