id_snisb;nome_barragem;municipio_sede;municipio_potencialmente_afetado;codigo_trecho_barragem;codigo_secao_controle_afetado;relacao_otto;idap;nivel;dano_potencial_associado
20036;FAZENDA RINCÃO FLORIDO;Ipiranga do Norte;Sinop;44482;4447944;montante;8;Verde;Não Classificado
8022;Faz. Bogorni;Ipiranga do Norte;Alta Floresta;4448282;44452872;montante;7;Verde;Baixo
8022;Faz. Bogorni;Ipiranga do Norte;Carlinda;4448282;44457212;montante;7;Verde;Baixo
8022;Faz. Bogorni;Ipiranga do Norte;Itaúba;4448282;444762;montante;7;Verde;Baixo
8022;Faz. Bogorni;Ipiranga do Norte;Nova Canaã do Norte;4448282;44473332;montante;7;Verde;Baixo
8022;Faz. Bogorni;Ipiranga do Norte;Sinop;4448282;4447944;montante;7;Verde;Baixo
388;Fazenda Cabeceira;Ipiranga do Norte;Alta Floresta;4448242;44452872;montante;9;Verde;Baixo
388;Fazenda Cabeceira;Ipiranga do Norte;Carlinda;4448242;44457212;montante;9;Verde;Baixo
388;Fazenda Cabeceira;Ipiranga do Norte;Itaúba;4448242;444762;montante;9;Verde;Baixo
388;Fazenda Cabeceira;Ipiranga do Norte;Nova Canaã do Norte;4448242;44473332;montante;9;Verde;Baixo
388;Fazenda Cabeceira;Ipiranga do Norte;Sinop;4448242;4447944;montante;9;Verde;Baixo
32064;Fazenda Cafundó - Barramento I;Ipiranga do Norte;Alta Floresta;444814;44452872;montante;10;Verde;Baixo
32064;Fazenda Cafundó - Barramento I;Ipiranga do Norte;Carlinda;444814;44457212;montante;10;Verde;Baixo
32064;Fazenda Cafundó - Barramento I;Ipiranga do Norte;Itaúba;444814;444762;montante;10;Verde;Baixo
32064;Fazenda Cafundó - Barramento I;Ipiranga do Norte;Nova Canaã do Norte;444814;44473332;montante;10;Verde;Baixo
32064;Fazenda Cafundó - Barramento I;Ipiranga do Norte;Sinop;444814;4447944;montante;10;Verde;Baixo
20126;Fazenda Duas Nascentes;Ipiranga do Norte;Alta Floresta;44483152;44452872;montante;9;Verde;Baixo
20126;Fazenda Duas Nascentes;Ipiranga do Norte;Carlinda;44483152;44457212;montante;9;Verde;Baixo
20126;Fazenda Duas Nascentes;Ipiranga do Norte;Itaúba;44483152;444762;montante;9;Verde;Baixo
20126;Fazenda Duas Nascentes;Ipiranga do Norte;Nova Canaã do Norte;44483152;44473332;montante;9;Verde;Baixo
20126;Fazenda Duas Nascentes;Ipiranga do Norte;Sinop;44483152;4447944;montante;9;Verde;Baixo
27283;Fazenda Santa Regina;Ipiranga do Norte;Alta Floresta;44482;44452872;montante;7;Verde;Baixo
27283;Fazenda Santa Regina;Ipiranga do Norte;Carlinda;44482;44457212;montante;7;Verde;Baixo
27283;Fazenda Santa Regina;Ipiranga do Norte;Itaúba;44482;444762;montante;7;Verde;Baixo
27283;Fazenda Santa Regina;Ipiranga do Norte;Nova Canaã do Norte;44482;44473332;montante;7;Verde;Baixo
27283;Fazenda Santa Regina;Ipiranga do Norte;Sinop;44482;4447944;montante;7;Verde;Baixo
27906;Fazenda São Marcos A;Ipiranga do Norte;Alta Floresta;444826;44452872;montante;9;Verde;Baixo
27906;Fazenda São Marcos A;Ipiranga do Norte;Carlinda;444826;44457212;montante;9;Verde;Baixo
27906;Fazenda São Marcos A;Ipiranga do Norte;Itaúba;444826;444762;montante;9;Verde;Baixo
27906;Fazenda São Marcos A;Ipiranga do Norte;Nova Canaã do Norte;444826;44473332;montante;9;Verde;Baixo
27906;Fazenda São Marcos A;Ipiranga do Norte;Sinop;444826;4447944;montante;9;Verde;Baixo
5608;Fazenda São Miguel;Ipiranga do Norte;Alta Floresta;4448272;44452872;montante;7;Verde;Baixo
5608;Fazenda São Miguel;Ipiranga do Norte;Carlinda;4448272;44457212;montante;7;Verde;Baixo
5608;Fazenda São Miguel;Ipiranga do Norte;Itaúba;4448272;444762;montante;7;Verde;Baixo
5608;Fazenda São Miguel;Ipiranga do Norte;Nova Canaã do Norte;4448272;44473332;montante;7;Verde;Baixo
5608;Fazenda São Miguel;Ipiranga do Norte;Sinop;4448272;4447944;montante;7;Verde;Baixo
36652;Fazenda São Miguel ? Barramento 02;Ipiranga do Norte;Alta Floresta;4448272;44452872;montante;11;Verde;Baixo
36652;Fazenda São Miguel ? Barramento 02;Ipiranga do Norte;Carlinda;4448272;44457212;montante;11;Verde;Baixo
36652;Fazenda São Miguel ? Barramento 02;Ipiranga do Norte;Itaúba;4448272;444762;montante;11;Verde;Baixo
36652;Fazenda São Miguel ? Barramento 02;Ipiranga do Norte;Nova Canaã do Norte;4448272;44473332;montante;11;Verde;Baixo
36652;Fazenda São Miguel ? Barramento 02;Ipiranga do Norte;Sinop;4448272;4447944;montante;11;Verde;Baixo
35702;Fazenda Tupi;Ipiranga do Norte;Alta Floresta;4448272;44452872;montante;9;Verde;Baixo
35702;Fazenda Tupi;Ipiranga do Norte;Carlinda;4448272;44457212;montante;9;Verde;Baixo
35702;Fazenda Tupi;Ipiranga do Norte;Itaúba;4448272;444762;montante;9;Verde;Baixo
35702;Fazenda Tupi;Ipiranga do Norte;Nova Canaã do Norte;4448272;44473332;montante;9;Verde;Baixo
35702;Fazenda Tupi;Ipiranga do Norte;Sinop;4448272;4447944;montante;9;Verde;Baixo
35703;Fazenda Tupi;Ipiranga do Norte;Alta Floresta;4448272;44452872;montante;9;Verde;Baixo
35703;Fazenda Tupi;Ipiranga do Norte;Carlinda;4448272;44457212;montante;9;Verde;Baixo
35703;Fazenda Tupi;Ipiranga do Norte;Itaúba;4448272;444762;montante;9;Verde;Baixo
35703;Fazenda Tupi;Ipiranga do Norte;Nova Canaã do Norte;4448272;44473332;montante;9;Verde;Baixo
35703;Fazenda Tupi;Ipiranga do Norte;Sinop;4448272;4447944;montante;9;Verde;Baixo
5622;Fazenda Tupi Barão;Ipiranga do Norte;Alta Floresta;4448272;44452872;montante;8;Verde;Não Classificado
5622;Fazenda Tupi Barão;Ipiranga do Norte;Carlinda;4448272;44457212;montante;8;Verde;Não Classificado
5622;Fazenda Tupi Barão;Ipiranga do Norte;Itaúba;4448272;444762;montante;8;Verde;Não Classificado
5622;Fazenda Tupi Barão;Ipiranga do Norte;Nova Canaã do Norte;4448272;44473332;montante;8;Verde;Não Classificado
5622;Fazenda Tupi Barão;Ipiranga do Norte;Sinop;4448272;4447944;montante;8;Verde;Não Classificado
30900;Lagemann;Ipiranga do Norte;Alta Floresta;44483152;44452872;montante;10;Verde;Baixo
30900;Lagemann;Ipiranga do Norte;Carlinda;44483152;44457212;montante;10;Verde;Baixo
30900;Lagemann;Ipiranga do Norte;Itaúba;44483152;444762;montante;10;Verde;Baixo
30900;Lagemann;Ipiranga do Norte;Nova Canaã do Norte;44483152;44473332;montante;10;Verde;Baixo
30900;Lagemann;Ipiranga do Norte;Sinop;44483152;4447944;montante;10;Verde;Baixo
34135;CGH ITAUBÁ - USINA;Itaúba;Alta Floresta;444762;44452872;montante;8;Verde;Baixo
34135;CGH ITAUBÁ - USINA;Itaúba;Carlinda;444762;44457212;montante;8;Verde;Baixo
34135;CGH ITAUBÁ - USINA;Itaúba;Nova Canaã do Norte;444762;44473332;montante;8;Verde;Baixo
20137;Fazenda Arara Azul;Itaúba;Alta Floresta;444778;44452872;montante;9;Verde;Baixo
20137;Fazenda Arara Azul;Itaúba;Carlinda;444778;44457212;montante;9;Verde;Baixo
20137;Fazenda Arara Azul;Itaúba;Nova Canaã do Norte;444778;44473332;montante;9;Verde;Baixo
31000;Barramento II - Fazenda Cabeceira;Ipiranga do Norte;Alta Floresta;4448242;44452872;montante;7;Verde;Baixo
31000;Barramento II - Fazenda Cabeceira;Ipiranga do Norte;Carlinda;4448242;44457212;montante;7;Verde;Baixo
31000;Barramento II - Fazenda Cabeceira;Ipiranga do Norte;Itaúba;4448242;444762;montante;7;Verde;Baixo
31000;Barramento II - Fazenda Cabeceira;Ipiranga do Norte;Nova Canaã do Norte;4448242;44473332;montante;7;Verde;Baixo
31000;Barramento II - Fazenda Cabeceira;Ipiranga do Norte;Sinop;4448242;4447944;montante;7;Verde;Baixo
23960;CGH Cambará - Cambará;Jaciara;Juscimeira;8964242;89642166;montante;6;Verde;Baixo
23960;CGH Cambará - Cambará;Jaciara;Rondonópolis;8964242;8964214;montante;6;Verde;Baixo
23961;CGH Embaúba - Embaúba;Jaciara;Juscimeira;896424;89642166;montante;6;Verde;Baixo
23961;CGH Embaúba - Embaúba;Jaciara;Rondonópolis;896424;8964214;montante;6;Verde;Baixo
23962;CGH Sucupira - Sucupira;Jaciara;Juscimeira;896424;89642166;montante;6;Verde;Baixo
23962;CGH Sucupira - Sucupira;Jaciara;Rondonópolis;896424;8964214;montante;6;Verde;Baixo
8063;Fazenda São Pedro do jatobá II;Jaciara;Juscimeira;89642962;89642166;montante;7;Verde;Não Classificado
8063;Fazenda São Pedro do jatobá II;Jaciara;Rondonópolis;89642962;8964214;montante;7;Verde;Não Classificado
4967;PCH Pequi - Pequi;Jaciara;Juscimeira;896424;89642166;montante;6;Verde;Baixo
4967;PCH Pequi - Pequi;Jaciara;Rondonópolis;896424;8964214;montante;6;Verde;Baixo
34857;Barragem I Jangada Agropastoril;Jangada;Cuiabá;89658;896573;montante;17;Verde;Médio
34857;Barragem I Jangada Agropastoril;Jangada;Nossa Senhora do Livramento;89658;89657184;montante;17;Verde;Médio
34857;Barragem I Jangada Agropastoril;Jangada;Várzea Grande;89658;89657182;montante;17;Verde;Médio
35231;Fazenda Jangada Agropastoril - Barragem a montante;Jangada;Cuiabá;89658;896573;montante;15;Verde;Baixo
35231;Fazenda Jangada Agropastoril - Barragem a montante;Jangada;Nossa Senhora do Livramento;89658;89657184;montante;15;Verde;Baixo
35231;Fazenda Jangada Agropastoril - Barragem a montante;Jangada;Várzea Grande;89658;89657182;montante;15;Verde;Baixo
35229;Fazenda Jangada Agropastoril II - Barragem Principal;Jangada;Cuiabá;89658;896573;montante;17;Verde;Baixo
35229;Fazenda Jangada Agropastoril II - Barragem Principal;Jangada;Nossa Senhora do Livramento;89658;89657184;montante;17;Verde;Baixo
35229;Fazenda Jangada Agropastoril II - Barragem Principal;Jangada;Várzea Grande;89658;89657182;montante;17;Verde;Baixo
4715;PCH Antônio Brennand (Antiga  Alto Jauru) - Antônio Brennand;Jauru;Araputanga;8994;8994;mesmo trecho;13;Verde;Baixo
4202;PCH Indiavaí - Indiavaí;Jauru;Araputanga;8994;8994;mesmo trecho;11;Verde;Médio
26142;Barragem  LVR;Juína;Aripuanã;4629968;46293322;montante;15;Verde;Baixo
948;Rejeito;Juína;Aripuanã;46299564;46293322;montante;15;Verde;Baixo
32029;BARRAGEM NA FAZENDA ÁGUA SANTA II;Lucas do Rio Verde;Alta Floresta;44484;44452872;montante;10;Amarelo;Baixo
32029;BARRAGEM NA FAZENDA ÁGUA SANTA II;Lucas do Rio Verde;Carlinda;44484;44457212;montante;10;Amarelo;Baixo
32029;BARRAGEM NA FAZENDA ÁGUA SANTA II;Lucas do Rio Verde;Ipiranga do Norte;44484;44483152;montante;10;Amarelo;Baixo
32029;BARRAGEM NA FAZENDA ÁGUA SANTA II;Lucas do Rio Verde;Itaúba;44484;444762;montante;10;Amarelo;Baixo
32029;BARRAGEM NA FAZENDA ÁGUA SANTA II;Lucas do Rio Verde;Nova Canaã do Norte;44484;44473332;montante;10;Amarelo;Baixo
32029;BARRAGEM NA FAZENDA ÁGUA SANTA II;Lucas do Rio Verde;Sinop;44484;4447944;montante;10;Amarelo;Baixo
32029;BARRAGEM NA FAZENDA ÁGUA SANTA II;Lucas do Rio Verde;Sorriso;44484;44483162;montante;10;Amarelo;Baixo
32029;BARRAGEM NA FAZENDA ÁGUA SANTA II;Lucas do Rio Verde;Tapurah;44484;4448338;montante;10;Amarelo;Baixo
31517;Barragem Bem-te-vi;Lucas do Rio Verde;Juara;44658;4463178;montante;10;Amarelo;Baixo
31517;Barragem Bem-te-vi;Lucas do Rio Verde;Novo Horizonte do Norte;44658;44631784;montante;10;Amarelo;Baixo
31517;Barragem Bem-te-vi;Lucas do Rio Verde;Porto dos Gaúchos;44658;4463354;montante;10;Amarelo;Baixo
35359;Barragem do Parque Oeste;Lucas do Rio Verde;Alta Floresta;4448;44452872;montante;9;Amarelo;Médio
35359;Barragem do Parque Oeste;Lucas do Rio Verde;Carlinda;4448;44457212;montante;9;Amarelo;Médio
35359;Barragem do Parque Oeste;Lucas do Rio Verde;Itaúba;4448;444762;montante;9;Amarelo;Médio
35359;Barragem do Parque Oeste;Lucas do Rio Verde;Nova Canaã do Norte;4448;44473332;montante;9;Amarelo;Médio
35359;Barragem do Parque Oeste;Lucas do Rio Verde;Sinop;4448;4447944;montante;9;Amarelo;Médio
20051;Barramento Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Alta Floresta;444852;44452872;montante;12;Amarelo;Médio
20051;Barramento Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Carlinda;444852;44457212;montante;12;Amarelo;Médio
20051;Barramento Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Ipiranga do Norte;444852;44483152;montante;12;Amarelo;Médio
20051;Barramento Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Itaúba;444852;444762;montante;12;Amarelo;Médio
20051;Barramento Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Nova Canaã do Norte;444852;44473332;montante;12;Amarelo;Médio
20051;Barramento Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Sinop;444852;4447944;montante;12;Amarelo;Médio
20051;Barramento Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Sorriso;444852;44483162;montante;12;Amarelo;Médio
20051;Barramento Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Tapurah;444852;4448338;montante;12;Amarelo;Médio
31577;Barramento Montante Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Alta Floresta;444852;44452872;montante;8;Amarelo;Baixo
31577;Barramento Montante Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Carlinda;444852;44457212;montante;8;Amarelo;Baixo
31577;Barramento Montante Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Ipiranga do Norte;444852;44483152;montante;8;Amarelo;Baixo
31577;Barramento Montante Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Itaúba;444852;444762;montante;8;Amarelo;Baixo
31577;Barramento Montante Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Nova Canaã do Norte;444852;44473332;montante;8;Amarelo;Baixo
31577;Barramento Montante Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Sinop;444852;4447944;montante;8;Amarelo;Baixo
31577;Barramento Montante Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Sorriso;444852;44483162;montante;8;Amarelo;Baixo
31577;Barramento Montante Fazenda Carajas  - Lote 64;Lucas do Rio Verde;Tapurah;444852;4448338;montante;8;Amarelo;Baixo
34136;CGH Aprovale - Associação Dos Produtores Do Vale Do Cedro - cedro;Lucas do Rio Verde;Alta Floresta;44484;44452872;montante;8;Amarelo;Baixo
34136;CGH Aprovale - Associação Dos Produtores Do Vale Do Cedro - cedro;Lucas do Rio Verde;Carlinda;44484;44457212;montante;8;Amarelo;Baixo
34136;CGH Aprovale - Associação Dos Produtores Do Vale Do Cedro - cedro;Lucas do Rio Verde;Ipiranga do Norte;44484;44483152;montante;8;Amarelo;Baixo
34136;CGH Aprovale - Associação Dos Produtores Do Vale Do Cedro - cedro;Lucas do Rio Verde;Itaúba;44484;444762;montante;8;Amarelo;Baixo
34136;CGH Aprovale - Associação Dos Produtores Do Vale Do Cedro - cedro;Lucas do Rio Verde;Nova Canaã do Norte;44484;44473332;montante;8;Amarelo;Baixo
34136;CGH Aprovale - Associação Dos Produtores Do Vale Do Cedro - cedro;Lucas do Rio Verde;Sinop;44484;4447944;montante;8;Amarelo;Baixo
34136;CGH Aprovale - Associação Dos Produtores Do Vale Do Cedro - cedro;Lucas do Rio Verde;Sorriso;44484;44483162;montante;8;Amarelo;Baixo
34136;CGH Aprovale - Associação Dos Produtores Do Vale Do Cedro - cedro;Lucas do Rio Verde;Tapurah;44484;4448338;montante;8;Amarelo;Baixo
8028;FAZENDA DONA IRILDE;Lucas do Rio Verde;Alta Floresta;444844;44452872;montante;8;Amarelo;Baixo
8028;FAZENDA DONA IRILDE;Lucas do Rio Verde;Carlinda;444844;44457212;montante;8;Amarelo;Baixo
8028;FAZENDA DONA IRILDE;Lucas do Rio Verde;Ipiranga do Norte;444844;44483152;montante;8;Amarelo;Baixo
8028;FAZENDA DONA IRILDE;Lucas do Rio Verde;Itaúba;444844;444762;montante;8;Amarelo;Baixo
8028;FAZENDA DONA IRILDE;Lucas do Rio Verde;Nova Canaã do Norte;444844;44473332;montante;8;Amarelo;Baixo
8028;FAZENDA DONA IRILDE;Lucas do Rio Verde;Sinop;444844;4447944;montante;8;Amarelo;Baixo
8028;FAZENDA DONA IRILDE;Lucas do Rio Verde;Sorriso;444844;44483162;montante;8;Amarelo;Baixo
8028;FAZENDA DONA IRILDE;Lucas do Rio Verde;Tapurah;444844;4448338;montante;8;Amarelo;Baixo
8034;FAZENDA OGLIARI;Lucas do Rio Verde;Alta Floresta;4448632;44452872;montante;8;Amarelo;Baixo
8034;FAZENDA OGLIARI;Lucas do Rio Verde;Carlinda;4448632;44457212;montante;8;Amarelo;Baixo
8034;FAZENDA OGLIARI;Lucas do Rio Verde;Ipiranga do Norte;4448632;44483152;montante;8;Amarelo;Baixo
8034;FAZENDA OGLIARI;Lucas do Rio Verde;Itaúba;4448632;444762;montante;8;Amarelo;Baixo
8034;FAZENDA OGLIARI;Lucas do Rio Verde;Nova Canaã do Norte;4448632;44473332;montante;8;Amarelo;Baixo
8034;FAZENDA OGLIARI;Lucas do Rio Verde;Sinop;4448632;4447944;montante;8;Amarelo;Baixo
8034;FAZENDA OGLIARI;Lucas do Rio Verde;Sorriso;4448632;44483162;montante;8;Amarelo;Baixo
8034;FAZENDA OGLIARI;Lucas do Rio Verde;Tapurah;4448632;4448338;montante;8;Amarelo;Baixo
341;Faz. Espera Feliz;Lucas do Rio Verde;Juara;44658;4463178;montante;8;Amarelo;Baixo
341;Faz. Espera Feliz;Lucas do Rio Verde;Novo Horizonte do Norte;44658;44631784;montante;8;Amarelo;Baixo
341;Faz. Espera Feliz;Lucas do Rio Verde;Porto dos Gaúchos;44658;4463354;montante;8;Amarelo;Baixo
8033;Fazenda Botucatu lll;Lucas do Rio Verde;Alta Floresta;444842;44452872;montante;10;Amarelo;Baixo
8033;Fazenda Botucatu lll;Lucas do Rio Verde;Carlinda;444842;44457212;montante;10;Amarelo;Baixo
8033;Fazenda Botucatu lll;Lucas do Rio Verde;Ipiranga do Norte;444842;44483152;montante;10;Amarelo;Baixo
8033;Fazenda Botucatu lll;Lucas do Rio Verde;Itaúba;444842;444762;montante;10;Amarelo;Baixo
8033;Fazenda Botucatu lll;Lucas do Rio Verde;Nova Canaã do Norte;444842;44473332;montante;10;Amarelo;Baixo
8033;Fazenda Botucatu lll;Lucas do Rio Verde;Sinop;444842;4447944;montante;10;Amarelo;Baixo
8033;Fazenda Botucatu lll;Lucas do Rio Verde;Sorriso;444842;44483162;montante;10;Amarelo;Baixo
8033;Fazenda Botucatu lll;Lucas do Rio Verde;Tapurah;444842;4448338;montante;10;Amarelo;Baixo
5679;Fazenda Juliandre II;Lucas do Rio Verde;Alta Floresta;444842;44452872;montante;8;Amarelo;Baixo
5679;Fazenda Juliandre II;Lucas do Rio Verde;Carlinda;444842;44457212;montante;8;Amarelo;Baixo
5679;Fazenda Juliandre II;Lucas do Rio Verde;Ipiranga do Norte;444842;44483152;montante;8;Amarelo;Baixo
5679;Fazenda Juliandre II;Lucas do Rio Verde;Itaúba;444842;444762;montante;8;Amarelo;Baixo
5679;Fazenda Juliandre II;Lucas do Rio Verde;Nova Canaã do Norte;444842;44473332;montante;8;Amarelo;Baixo
5679;Fazenda Juliandre II;Lucas do Rio Verde;Sinop;444842;4447944;montante;8;Amarelo;Baixo
5679;Fazenda Juliandre II;Lucas do Rio Verde;Sorriso;444842;44483162;montante;8;Amarelo;Baixo
5679;Fazenda Juliandre II;Lucas do Rio Verde;Tapurah;444842;4448338;montante;8;Amarelo;Baixo
361;Fazenda Nadin;Lucas do Rio Verde;Alta Floresta;4448422;44452872;montante;8;Amarelo;Baixo
361;Fazenda Nadin;Lucas do Rio Verde;Carlinda;4448422;44457212;montante;8;Amarelo;Baixo
361;Fazenda Nadin;Lucas do Rio Verde;Ipiranga do Norte;4448422;44483152;montante;8;Amarelo;Baixo
361;Fazenda Nadin;Lucas do Rio Verde;Itaúba;4448422;444762;montante;8;Amarelo;Baixo
361;Fazenda Nadin;Lucas do Rio Verde;Nova Canaã do Norte;4448422;44473332;montante;8;Amarelo;Baixo
361;Fazenda Nadin;Lucas do Rio Verde;Sinop;4448422;4447944;montante;8;Amarelo;Baixo
361;Fazenda Nadin;Lucas do Rio Verde;Sorriso;4448422;44483162;montante;8;Amarelo;Baixo
361;Fazenda Nadin;Lucas do Rio Verde;Tapurah;4448422;4448338;montante;8;Amarelo;Baixo
20075;Fazenda Ogliari;Lucas do Rio Verde;Alta Floresta;4448632;44452872;montante;9;Amarelo;Baixo
20075;Fazenda Ogliari;Lucas do Rio Verde;Carlinda;4448632;44457212;montante;9;Amarelo;Baixo
20075;Fazenda Ogliari;Lucas do Rio Verde;Ipiranga do Norte;4448632;44483152;montante;9;Amarelo;Baixo
20075;Fazenda Ogliari;Lucas do Rio Verde;Itaúba;4448632;444762;montante;9;Amarelo;Baixo
20075;Fazenda Ogliari;Lucas do Rio Verde;Nova Canaã do Norte;4448632;44473332;montante;9;Amarelo;Baixo
20075;Fazenda Ogliari;Lucas do Rio Verde;Sinop;4448632;4447944;montante;9;Amarelo;Baixo
20075;Fazenda Ogliari;Lucas do Rio Verde;Sorriso;4448632;44483162;montante;9;Amarelo;Baixo
20075;Fazenda Ogliari;Lucas do Rio Verde;Tapurah;4448632;4448338;montante;9;Amarelo;Baixo
8037;Fazenda Palmeira ll;Lucas do Rio Verde;Alta Floresta;444856;44452872;montante;8;Amarelo;Baixo
8037;Fazenda Palmeira ll;Lucas do Rio Verde;Carlinda;444856;44457212;montante;8;Amarelo;Baixo
8037;Fazenda Palmeira ll;Lucas do Rio Verde;Ipiranga do Norte;444856;44483152;montante;8;Amarelo;Baixo
8037;Fazenda Palmeira ll;Lucas do Rio Verde;Itaúba;444856;444762;montante;8;Amarelo;Baixo
8037;Fazenda Palmeira ll;Lucas do Rio Verde;Nova Canaã do Norte;444856;44473332;montante;8;Amarelo;Baixo
8037;Fazenda Palmeira ll;Lucas do Rio Verde;Sinop;444856;4447944;montante;8;Amarelo;Baixo
8037;Fazenda Palmeira ll;Lucas do Rio Verde;Sorriso;444856;44483162;montante;8;Amarelo;Baixo
8037;Fazenda Palmeira ll;Lucas do Rio Verde;Tapurah;444856;4448338;montante;8;Amarelo;Baixo
8036;Fazenda Piva;Lucas do Rio Verde;Alta Floresta;4448;44452872;montante;8;Amarelo;Baixo
8036;Fazenda Piva;Lucas do Rio Verde;Carlinda;4448;44457212;montante;8;Amarelo;Baixo
8036;Fazenda Piva;Lucas do Rio Verde;Itaúba;4448;444762;montante;8;Amarelo;Baixo
8036;Fazenda Piva;Lucas do Rio Verde;Nova Canaã do Norte;4448;44473332;montante;8;Amarelo;Baixo
8036;Fazenda Piva;Lucas do Rio Verde;Sinop;4448;4447944;montante;8;Amarelo;Baixo
389;Fazenda Santo Antonio I;Lucas do Rio Verde;Alta Floresta;44486;44452872;montante;9;Amarelo;Baixo
389;Fazenda Santo Antonio I;Lucas do Rio Verde;Carlinda;44486;44457212;montante;9;Amarelo;Baixo
389;Fazenda Santo Antonio I;Lucas do Rio Verde;Ipiranga do Norte;44486;44483152;montante;9;Amarelo;Baixo
389;Fazenda Santo Antonio I;Lucas do Rio Verde;Itaúba;44486;444762;montante;9;Amarelo;Baixo
389;Fazenda Santo Antonio I;Lucas do Rio Verde;Nova Canaã do Norte;44486;44473332;montante;9;Amarelo;Baixo
389;Fazenda Santo Antonio I;Lucas do Rio Verde;Sinop;44486;4447944;montante;9;Amarelo;Baixo
389;Fazenda Santo Antonio I;Lucas do Rio Verde;Sorriso;44486;44483162;montante;9;Amarelo;Baixo
389;Fazenda Santo Antonio I;Lucas do Rio Verde;Tapurah;44486;4448338;montante;9;Amarelo;Baixo
31561;Prefeitura Municipal de Lucas do Rio Verde;Lucas do Rio Verde;Juara;4465882;4463178;montante;12;Amarelo;Baixo
31561;Prefeitura Municipal de Lucas do Rio Verde;Lucas do Rio Verde;Novo Horizonte do Norte;4465882;44631784;montante;12;Amarelo;Baixo
31561;Prefeitura Municipal de Lucas do Rio Verde;Lucas do Rio Verde;Porto dos Gaúchos;4465882;4463354;montante;12;Amarelo;Baixo
5751;Prefeitura de LUCAS DO RIO VERDE;Lucas do Rio Verde;Alta Floresta;4448;44452872;montante;9;Amarelo;Não Classificado
5751;Prefeitura de LUCAS DO RIO VERDE;Lucas do Rio Verde;Carlinda;4448;44457212;montante;9;Amarelo;Não Classificado
5751;Prefeitura de LUCAS DO RIO VERDE;Lucas do Rio Verde;Itaúba;4448;444762;montante;9;Amarelo;Não Classificado
5751;Prefeitura de LUCAS DO RIO VERDE;Lucas do Rio Verde;Nova Canaã do Norte;4448;44473332;montante;9;Amarelo;Não Classificado
5751;Prefeitura de LUCAS DO RIO VERDE;Lucas do Rio Verde;Sinop;4448;4447944;montante;9;Amarelo;Não Classificado
20177;Faz. Carvalho;Nobres;Cuiabá;896634;896573;montante;12;Verde;Baixo
20177;Faz. Carvalho;Nobres;Jangada;896634;89658;montante;12;Verde;Baixo
20177;Faz. Carvalho;Nobres;Nossa Senhora do Livramento;896634;89657184;montante;12;Verde;Baixo
20177;Faz. Carvalho;Nobres;Rosário Oeste;896634;8965932;montante;12;Verde;Baixo
20177;Faz. Carvalho;Nobres;Santo Antônio de Leverger;896634;896544;montante;12;Verde;Baixo
20177;Faz. Carvalho;Nobres;Várzea Grande;896634;89657182;montante;12;Verde;Baixo
4224;UHE Manso - Dique 1;Nobres;Juara;446984;4463178;montante;13;Verde;Alto
4224;UHE Manso - Dique 1;Nobres;Novo Horizonte do Norte;446984;44631784;montante;13;Verde;Alto
4224;UHE Manso - Dique 1;Nobres;Porto dos Gaúchos;446984;4463354;montante;13;Verde;Alto
4224;UHE Manso - Dique 1;Nobres;São José do Rio Claro;446984;446916;montante;13;Verde;Alto
5169;CGH Diamante - Diamante;Nortelândia;Barra do Bugres;8999972;8999194;montante;9;Verde;Médio
35637;BA-01;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;17;Verde;Baixo
35637;BA-01;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;17;Verde;Baixo
29384;BR SANTA FELICIDADE 04;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;20;Amarelo;Baixo
29384;BR SANTA FELICIDADE 04;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;20;Amarelo;Baixo
34856;Barragem GMX;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;20;Amarelo;Baixo
34856;Barragem GMX;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;20;Amarelo;Baixo
26156;Barragem JL;Nossa Senhora do Livramento;Cuiabá;8965742;896573;montante;20;Amarelo;Baixo
26156;Barragem JL;Nossa Senhora do Livramento;Várzea Grande;8965742;89657182;montante;20;Amarelo;Baixo
35108;Barragem VI (montante);Nossa Senhora do Livramento;Cuiabá;8965882;896573;montante;17;Verde;Baixo
35108;Barragem VI (montante);Nossa Senhora do Livramento;Várzea Grande;8965882;89657182;montante;17;Verde;Baixo
