cod_aldeia;cod_municipio;cod_ti;coord_lat;coord_long;data_cadastro;flag_ativo;nome_aldeia;nome_cr;nommunic;nomuf;undadm_codigo
1441;5107958;33401;-14.095375;-58.785675;13/04/2018;A;NOVA ESPERANÇA;COORDENACAO REGIONAL DE CUIABA;Tangará da Serra;Mato Grosso;30202002025
1442;5107958;33401;-14.06;-58.7806527778;13/04/2018;A;BURITI;COORDENACAO REGIONAL DE CUIABA;Tangará da Serra;Mato Grosso;30202002025
1443;5107958;11901;-14.584875;-58.6444611111;13/04/2018;A;ESTIVADINHO;COORDENACAO REGIONAL DE CUIABA;Tangará da Serra;Mato Grosso;30202002025
1444;5106752;33401;-14.7183555556;-58.6628222222;13/04/2018;A;FIGUEIRAS;COORDENACAO REGIONAL DE CUIABA;Pontes e Lacerda;Mato Grosso;30202002025
1445;5103361;19501;-14.5475972222;-59.1775416667;13/04/2018;A;JUININHA;COORDENACAO REGIONAL DE CUIABA;Conquista D'Oeste;Mato Grosso;30202002025
1446;5103361;19501;-14.5336277778;-59.0586472222;13/04/2018;A;TRES LAGOAS;COORDENACAO REGIONAL DE CUIABA;Conquista D'Oeste;Mato Grosso;30202002025
1447;5106182;47901;-14.3286777778;-59.3821361111;13/04/2018;A;UIRAPURU;COORDENACAO REGIONAL DE CUIABA;Nova Lacerda;Mato Grosso;30202002025
1448;5107875;45501;-13.3443277778;-58.4574777778;13/04/2018;A;TUYENTSU;COORDENACAO REGIONAL DE CUIABA;Sapezal;Mato Grosso;30202002025
1449;5107875;45501;-13.3400055556;-58.447275;13/04/2018;A;CAITITU;COORDENACAO REGIONAL DE CUIABA;Sapezal;Mato Grosso;30202002025
1450;5107875;45501;-13.2783388889;-58.4594805556;13/04/2018;A;TRES JACU;COORDENACAO REGIONAL DE CUIABA;Sapezal;Mato Grosso;30202002025
1451;5107875;45501;-13.2547583333;-58.4226305556;13/04/2018;A;NOVO HORIZONTE;COORDENACAO REGIONAL DE CUIABA;Sapezal;Mato Grosso;30202002025
1452;5107958;45501;-13.0273916667;-58.2825638889;13/04/2018;A;UTIARITI - DESATIVADO;COORDENACAO REGIONAL DE CUIABA;Tangará da Serra;Mato Grosso;30202002025
1454;5107180;35301;-13.3195555556;-51.677;13/04/2018;A;PIMENTEL BARBOSA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Ribeirão Cascalheira;Mato Grosso;30202002046
1455;5102637;48501;-13.9075694444;-58.2641083333;13/04/2018;A;SALTO DA MULHER;COORDENACAO REGIONAL DE CUIABA;Campo Novo do Parecis;Mato Grosso;30202002025
1456;5102637;48501;-13.7739555556;-58.2442222222;13/04/2018;A;CHAPADA AZUL;COORDENACAO REGIONAL DE CUIABA;Campo Novo do Parecis;Mato Grosso;30202002025
1457;5102637;48501;-13.5663361111;-58.4058583333;13/04/2018;A;VALE DO PAPAGAIO;COORDENACAO REGIONAL DE CUIABA;Campo Novo do Parecis;Mato Grosso;30202002025
1458;5102637;48501;-13.6422083333;-58.2883333333;13/04/2018;A;BACAVAL;COORDENACAO REGIONAL DE CUIABA;Campo Novo do Parecis;Mato Grosso;30202002025
1459;5102637;48501;-13.6320666667;-58.127775;13/04/2018;A;QUATRO CACHOEIRAS;COORDENACAO REGIONAL DE CUIABA;Campo Novo do Parecis;Mato Grosso;30202002025
1460;5102637;48501;-13.6243611111;-58.0898;13/04/2018;A;SERINGAL;COORDENACAO REGIONAL DE CUIABA;Campo Novo do Parecis;Mato Grosso;30202002025
1461;5102637;48501;-13.6361305556;-58.0978722222;13/04/2018;A;CABECEIRA DO SERINGAL;COORDENACAO REGIONAL DE CUIABA;Campo Novo do Parecis;Mato Grosso;30202002025
1462;5102637;48501;-13.0287861111;-58.1924361111;13/04/2018;A;SACRE II;COORDENACAO REGIONAL DE CUIABA;Campo Novo do Parecis;Mato Grosso;30202002025
1463;5102637;48501;-13.0378083333;-58.1917;13/04/2018;A;BACAIUVAL;COORDENACAO REGIONAL DE CUIABA;Campo Novo do Parecis;Mato Grosso;30202002025
1464;5106174;3901;-14.5011472222;-51.8790694444;13/04/2018;A;Santana;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
1465;5102637;48501;-13.1250277778;-58.1820222222;13/04/2018;A;MORRINHO;COORDENACAO REGIONAL DE CUIABA;Campo Novo do Parecis;Mato Grosso;30202002025
1466;5107875;48501;-13.0292638889;-58.2765638889;13/04/2018;A;UTIARITI II;COORDENACAO REGIONAL DE CUIABA;Sapezal;Mato Grosso;30202002025
1468;5102637;36501;-13.5698805556;-57.3607194444;13/04/2018;A;PONTE DE PEDRA;COORDENACAO REGIONAL DE CUIABA;Campo Novo do Parecis;Mato Grosso;30202002025
1469;5108857;11801;-14.1512611111;-56.9281888889;13/04/2018;A;ESTAÇÃO PARECI;COORDENACAO REGIONAL DE CUIABA;Nova Marilândia;Mato Grosso;30202002025
1570;5107065;49801;-11.8643166667;-52.9016666667;17/04/2018;A;NGOIWERE;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1571;5107065;49801;-11.8645527778;-52.9424361111;17/04/2018;A;ROPTOTXI;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1572;5107065;49801;-11.6063138889;-52.9611027778;17/04/2018;A;HOREHUSIKRO;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1573;5107065;49801;-11.5149361111;-53.035425;17/04/2018;A;NOGOSOKO (Aldeia Velha);COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1574;5107065;49801;-11.8792138889;-52.9493583333;17/04/2018;A;RONKÔ (Antigo Wawi);COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1575;5103858;33801;-12.1667361111;-53.3351305556;18/04/2018;A;YAWALAPITI;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1576;5103858;33801;-12.1619638889;-53.2555416667;18/04/2018;A;AIHA /KALAPALO;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1577;5103858;33801;-12.2502916667;-53.5842222222;18/04/2018;A;WAURÁ;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1578;5103858;33801;-12.0065277778;-53.3997111111;18/04/2018;A;JACARE ( Antiga Base FAB);COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1579;5103858;33801;-12.3513055556;-53.2090277778;18/04/2018;A;IPATSE/KUIKURO;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1580;5103858;33801;-12.6031805556;-53.418975;18/04/2018;A;MEHINAKO;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1581;5103858;33801;-12.3822388889;-53.3917111111;18/04/2018;A;AWETI;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1582;5103858;33801;-12.1536277778;-53.4324583333;18/04/2018;A;IPAVU;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1583;5107065;33801;-12.2315083333;-53.1863194444;18/04/2018;A;MATIPU;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1584;5107065;33801;-12.1023638889;-53.2954;18/04/2018;A;NAHUKWÁ;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1590;5107065;33801;-12.5983944444;-52.9226944444;18/04/2018;A;TANGURO;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1591;5103858;33801;-12.2634222222;-53.3542972222;18/04/2018;A;SAIDÃO DA FUMAÇA;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1592;5103858;33801;-12.5439638889;-53.2398;18/04/2018;A;BURITIZAL;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1593;5103858;33801;-12.8311638889;-52.8260833333;18/04/2018;A;LAGO AZUL;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1594;5103858;33801;-12.852775;-53.3864833333;18/04/2018;A;YARAMY;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1595;5103858;33801;-12.5537555556;-53.10835;18/04/2018;A;LAHATUA;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1596;5103858;33801;-12.9925694444;-53.4355055556;18/04/2018;A;UTAWUANA;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1597;5103858;33801;-12.0943083333;-53.452375;18/04/2018;A;GAUCHA;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1598;5103858;6001;-12.9924722222;-53.9767888889;18/04/2018;A;BATOVI;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1599;5107065;33801;-12.6781944444;-52.6220833333;18/04/2018;A;CURUMIM;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1601;5103858;33801;-11.7447527778;-53.6115666667;18/04/2018;A;PAVARU;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1602;5103700;33801;-11.8564444444;-53.5945722222;18/04/2018;A;BOA ESPERANÇA;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1603;5103700;33801;-11.9325277778;-53.5523194444;18/04/2018;A;MORENA;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1604;5103700;33801;-12.0850722222;-53.9457555556;18/04/2018;A;STEINEM;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1605;5103700;33801;-12.0670861111;-53.8570333333;18/04/2018;A;ARUAK;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1606;5103700;33801;-11.7481222222;-53.6210944444;18/04/2018;A;MOYGU;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1607;5107065;33801;-11.5145583333;-53.4713833333;18/04/2018;A;ILHA GRANDE;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1608;5103700;33801;-11.5519722222;-53.5311888889;18/04/2018;A;BARRACO ALTO;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1609;5103700;33801;-11.6336472222;-53.5793722222;18/04/2018;A;TRÊS IRMÃOS;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1610;5107859;33801;-11.1990777778;-53.2352722222;18/04/2018;A;DIAUARUM;COORDENACAO REGIONAL DO XINGU;São Félix do Araguaia;Mato Grosso;30202002060
1611;5107065;33801;-12.5170027778;-53.0041388889;18/04/2018;A;AFUKURI;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1612;5107859;33801;-11.0473527778;-53.27795;18/04/2018;A;PEQUIZAL;COORDENACAO REGIONAL DO XINGU;São Félix do Araguaia;Mato Grosso;30202002060
1613;5107859;33801;-11.0950416667;-53.2591944444;18/04/2018;A;CAPIVARA;COORDENACAO REGIONAL DO XINGU;São Félix do Araguaia;Mato Grosso;30202002060
1614;5107859;33801;-11.0297083333;-53.2889777778;18/04/2018;A;PAKSAMBA;COORDENACAO REGIONAL DO XINGU;São Félix do Araguaia;Mato Grosso;30202002060
1615;5105580;33801;-10.9485305556;-53.315675;18/04/2018;A;TUBATUBA;COORDENACAO REGIONAL DO XINGU;Marcelândia;Mato Grosso;30202002060
1616;5105580;33801;-10.8578694444;-53.2039333333;18/04/2018;A;CAIÇARA;COORDENACAO REGIONAL DO XINGU;Marcelândia;Mato Grosso;30202002060
1617;5107354;33801;-10.8105777778;-53.1061;18/04/2018;A;BOA VISTA;COORDENACAO REGIONAL DO XINGU;São José do Xingu;Mato Grosso;30202002060
1618;5105580;33801;-11.0447833333;-53.4218083333;18/04/2018;A;AIPORE;COORDENACAO REGIONAL DO XINGU;Marcelândia;Mato Grosso;30202002060
1619;5105580;33801;-11.0493194444;-53.4618361111;18/04/2018;A;JOÃO KAIABI;COORDENACAO REGIONAL DO XINGU;Marcelândia;Mato Grosso;30202002060
1620;5105580;33801;-11.0785277778;-53.528675;18/04/2018;A;MAPADÁ;COORDENACAO REGIONAL DO XINGU;Marcelândia;Mato Grosso;30202002060
1621;5103700;33801;-11.0968861111;-53.5145305556;18/04/2018;A;PARANAITA;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1622;5103700;33801;-11.1248416667;-53.5964194444;18/04/2018;A;TRÊS PATOS;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1623;5103700;33801;-11.2546361111;-53.7573194444;18/04/2018;A;SOBRADINHO;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1624;5103700;33801;-11.2947333333;-53.7808638889;19/04/2018;A;NOVA MARAKÁ;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1625;5103700;33801;-11.3248166667;-53.7911972222;19/04/2018;A;IGUAÇU;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1626;5107065;33801;-11.3278444444;-53.2047777778;19/04/2018;A;11 DE SETEMBRO;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1629;5107065;33801;-11.2936138889;-53.2691277778;19/04/2018;A;TRES BURITI;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1630;5107065;33801;-11.3741805556;-53.3524333333;19/04/2018;A;MOITARÁ;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1631;5107065;33801;-11.3814666667;-53.3593027778;19/04/2018;A;SAMAUMA;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1632;5107065;33801;-11.4375888889;-53.3963222222;19/04/2018;A;TUIARARÉ;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1633;5103700;33801;-11.4752916667;-53.5108666667;19/04/2018;A;KWARYJA;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
1634;5107354;33801;-10.8014444444;-52.7611583333;19/04/2018;A;TUIUIÚ;COORDENACAO REGIONAL DO XINGU;São José do Xingu;Mato Grosso;30202002060
1635;5103858;33801;-12.9910972222;-53.4364472222;19/04/2018;A;KURISEVO;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1637;5107065;33801;-12.6894166667;-52.61185;19/04/2018;A;TANGURINHO;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
1640;5105580;33801;-11.1122027778;-53.5984138889;19/04/2018;A;MONITO (Antiga Base de Apoio);COORDENACAO REGIONAL DO XINGU;Marcelândia;Mato Grosso;30202002060
1646;5100359;26901;-11.7906388889;-51.6570277778;23/04/2018;A;Ubdonhou;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Alto Boa Vista;Mato Grosso;30202002046
1647;5100359;26901;-11.7509722222;-51.5322777778;23/04/2018;A;ALDEIA ETEWAWE;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Alto Boa Vista;Mato Grosso;30202002046
1648;5107859;26901;-11.6668611111;-51.6445;23/04/2018;A;ÊTETSIMÃRÃ;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;São Félix do Araguaia;Mato Grosso;30202002046
1649;5100359;26901;-11.7600277778;-51.8157777778;23/04/2018;A;MADZABDZÉ;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Alto Boa Vista;Mato Grosso;30202002046
1688;5103858;33801;-12.2003416667;-53.3785055556;27/04/2018;A;LEONARDO;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
1697;5107800;45001;-16.5944166667;-55.2136111111;30/04/2018;A;GOMES CARNEIRO;COORDENACAO REGIONAL DE CUIABA;Santo Antônio de Leverger;Mato Grosso;30202002025
1698;5107800;45001;-16.5915777778;-54.9899666667;30/04/2018;A;PIEBAGA;COORDENACAO REGIONAL DE CUIABA;Santo Antônio de Leverger;Mato Grosso;30202002025
1699;5107602;43701;-16.5020111111;-54.5671444444;30/04/2018;A;POBORE;COORDENACAO REGIONAL DE CUIABA;Rondonópolis;Mato Grosso;30202002025
1700;5107602;43701;-16.5053611111;-54.5075444444;30/04/2018;A;praião;COORDENACAO REGIONAL DE CUIABA;Rondonópolis;Mato Grosso;30202002025
1701;5107602;43701;-16.528475;-54.4673638889;30/04/2018;A;TADARIMANA;COORDENACAO REGIONAL DE CUIABA;Rondonópolis;Mato Grosso;30202002025
1702;5107602;43701;-16.5375361111;-54.4533166667;30/04/2018;A;JURIGUE;COORDENACAO REGIONAL DE CUIABA;Rondonópolis;Mato Grosso;30202002025
1703;5106307;5201;-14.2926916667;-54.7367166667;30/04/2018;A;PAXOLA;COORDENACAO REGIONAL DE CUIABA;Paranatinga;Mato Grosso;30202002025
1704;5106307;5201;-14.3196666667;-54.6828916667;30/04/2018;A;PAKUERA;COORDENACAO REGIONAL DE CUIABA;Paranatinga;Mato Grosso;30202002025
1705;5106455;5201;-14.3466888889;-54.7211333333;30/04/2018;A;SAWOPA;COORDENACAO REGIONAL DE CUIABA;Planalto da Serra;Mato Grosso;30202002025
1706;5106307;5201;-14.391;-54.6506916667;30/04/2018;A;ATURUA;COORDENACAO REGIONAL DE CUIABA;Paranatinga;Mato Grosso;30202002025
1707;5106307;5201;-14.3061277778;-54.6112277778;30/04/2018;A;PAIKUM;COORDENACAO REGIONAL DE CUIABA;Paranatinga;Mato Grosso;30202002025
1708;5106307;5201;-14.2764805556;-54.5358027778;30/04/2018;A;CABECEIRA DO AZUL;COORDENACAO REGIONAL DE CUIABA;Paranatinga;Mato Grosso;30202002025
1709;5106307;5201;-14.3293833333;-54.4759388889;30/04/2018;A;KAIAHOALO;COORDENACAO REGIONAL DE CUIABA;Paranatinga;Mato Grosso;30202002025
1710;5106752;19501;-14.5475972222;-59.1775416667;30/04/2018;A;JUANINHA;COORDENACAO REGIONAL DE CUIABA;Pontes e Lacerda;Mato Grosso;30202002025
1711;5101605;34901;-16.9214638889;-56.2299944444;30/04/2018;A;PERIGARA;COORDENACAO REGIONAL DE CUIABA;Barão de Melgaço;Mato Grosso;30202002025
1713;5107958;12801;-14.7559833333;-58.6669972222;30/04/2018;A;CAPITÃO CARDOSO;COORDENACAO REGIONAL DE CUIABA;Tangará da Serra;Mato Grosso;30202002025
1714;5107958;12801;-14.7185722222;-58.6627277778;30/04/2018;A;FIGUEIRA;COORDENACAO REGIONAL DE CUIABA;Tangará da Serra;Mato Grosso;30202002025
1715;5106182;48601;-14.2459083333;-59.5911555556;30/04/2018;A;WASSUSU;COORDENACAO REGIONAL DE CUIABA;Nova Lacerda;Mato Grosso;30202002025
1716;5103304;48601;-14.1707777778;-59.8383888889;30/04/2018;A;ALANTESU;COORDENACAO REGIONAL DE CUIABA;Comodoro;Mato Grosso;30202002025
1718;5103304;48601;-13.3909722222;-60.0072305556;30/04/2018;A;MAMAINDÊ;COORDENACAO REGIONAL DE CUIABA;Comodoro;Mato Grosso;30202002025
2180;5102702;35301;-13.5066388889;-51.8733888889;08/06/2018;A;SÃO JOAQUIM;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Canarana;Mato Grosso;30202002046
2181;5107180;35301;-13.4676666667;-51.8673888889;08/06/2018;A;SÃO DOMINGOS;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Ribeirão Cascalheira;Mato Grosso;30202002046
2182;5102702;35301;-13.5856388889;-51.9242222222;08/06/2018;A;WEDEZE;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Canarana;Mato Grosso;30202002046
2183;5102702;35301;-13.5291111111;-51.7716666667;08/06/2018;A;SANTA CRUZ;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Canarana;Mato Grosso;30202002046
2184;5102702;35301;-13.5419722222;-51.7578611111;08/06/2018;A;CAÇULA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Canarana;Mato Grosso;30202002046
2185;5102702;35301;-13.5467222222;-51.8725;08/06/2018;A;TANGURO;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Canarana;Mato Grosso;30202002046
2186;5102702;35301;-13.5070833333;-51.8957777778;08/06/2018;A;ATSERERÉ;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Canarana;Mato Grosso;30202002046
2187;5102702;35301;-13.5565555556;-51.9184166667;08/06/2018;A;NOVO PARAISO;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Canarana;Mato Grosso;30202002046
2188;5102702;35301;-13.5361944444;-51.9011111111;08/06/2018;A;SANTA MATINHA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Canarana;Mato Grosso;30202002046
2189;5102702;35301;-13.6534444444;-51.9328611111;08/06/2018;A;PEQUI;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Canarana;Mato Grosso;30202002046
2190;5106174;3901;-14.2388888889;-52.0196666667;08/06/2018;A;JERUSALÉM;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2192;5106174;3901;-14.5819166667;-51.9773333333;08/06/2018;A;RÃIRÃTE;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2193;5106174;3901;-14.5474722222;-51.9388611111;08/06/2018;A;CRISTLINO (ETÉ-A);COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2194;5106174;3901;-14.5847777778;-51.9986388889;08/06/2018;A;PEDRA BRANCA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2195;5106174;3901;-14.6087305556;-52.0179888889;08/06/2018;A;MUTUM;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2196;5106174;3901;-14.579;-52.0777777778;08/06/2018;A;DOIS GALHOS;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2197;5106174;3901;-14.1570277778;-51.7641666667;08/06/2018;A;TRITOPÁ;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2198;5106174;3901;-14.1598611111;-51.8791111111;08/06/2018;A;SANTA RITA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2199;5106174;3901;-14.2253055556;-51.9844444444;08/06/2018;A;MAEREA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2201;5106174;3901;-14.2294722222;-52.1328611111;08/06/2018;A;SERRA NOVA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2202;5100201;3901;-14.2926944444;-52.1657222222;08/06/2018;A;TRIPÁ;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Água Boa;Mato Grosso;30202002046
2203;5106174;3901;-14.3178333333;-52.1175833333;08/06/2018;A;UBARIRÉ (NOVA VIDA);COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2205;5106174;3901;-14.4097777778;-52.2054444444;08/06/2018;A;ALEGRIA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2206;5106174;3901;-14.4546944444;-52.2595;08/06/2018;A;NOVA ESPERANÇA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2207;5106174;3901;-14.4279416667;-52.2423361111;08/06/2018;A;SANTA TEREZINHA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2208;5106174;3901;-14.5058055556;-52.1560555556;08/06/2018;A;PEQUI;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2209;5106174;3901;-14.5069166667;-52.2800833333;08/06/2018;I;BURITIRANA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2210;5106174;3901;-14.5746388889;-52.1902777778;08/06/2018;A;CACHOEIRA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2211;5106174;3901;-14.5454722222;-52.2363055556;08/06/2018;A;MUITA PAZ;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2212;5106174;3901;-14.5376388889;-52.2706111111;08/06/2018;A;CAMPO ALEGRA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2213;5106174;3901;-14.565;-52.3359444444;08/06/2018;A;TANGARA DA SERRA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2214;5106174;3901;-14.5654166667;-52.3280555556;08/06/2018;A;SANTA MINA;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2215;5106174;3901;-14.2832222222;-52.0646666667;08/06/2018;A;NORÕWEDW;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2216;5106174;3901;-14.28175;-52.0837777778;08/06/2018;A;JESUS MARIA JOSE;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2218;5106174;3901;-14.4640833333;-52.1511388889;08/06/2018;A;FELIZ NATAL;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;Nova Nazaré;Mato Grosso;30202002046
2272;5103700;33801;-11.2596055556;-53.2915972222;09/07/2018;A;JAYTATA;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
2273;5107065;33801;-11.3169833333;-53.3006805556;09/07/2018;A;TRÊS BURITIS;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
2274;5107065;33801;-11.432;-53.1020722222;09/07/2018;A;KAYASSU;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
2275;5107065;33801;-11.4713722222;-53.1034694444;09/07/2018;A;RIO DOS LAGOS;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
2276;5107065;33801;-11.4705944444;-53.4719722222;09/07/2018;A;YATEKAP;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
2277;5103700;33801;-11.5728277778;-53.5561611111;09/07/2018;A;KANINÉ;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
2278;5103700;33801;-11.6158111111;-53.5760777778;09/07/2018;A;KUMARI;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
2279;5103700;33801;-11.7381305556;-53.6099361111;09/07/2018;A;ARAYO;COORDENACAO REGIONAL DO XINGU;Feliz Natal;Mato Grosso;30202002060
2280;5107065;33801;-11.9096944444;-53.4933305556;09/07/2018;A;ATIXI TIXIKXU;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
2281;5106240;33801;-12.21;-53.9675555556;09/07/2018;A;TUPARA;COORDENACAO REGIONAL DO XINGU;Nova Ubiratã;Mato Grosso;30202002060
