cod_aldeia;cod_municipio;cod_ti;coord_lat;coord_long;data_cadastro;flag_ativo;nome_aldeia;nome_cr;nommunic;nomuf;undadm_codigo
2283;5103858;33801;-12.289625;-53.3472;09/07/2018;A;PALLUSHAYU;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2284;5103858;33801;-12.5238611111;-53.1289472222;09/07/2018;A;MAYENE;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2285;5107065;33801;-12.4267555556;-52.738225;09/07/2018;A;CURUMIM;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
2286;5107065;33801;-12.5523805556;-52.6021361111;09/07/2018;A;TUPEKU;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
2287;5107065;33801;-12.6637527778;-52.6393694444;09/07/2018;A;SAPEZAL;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
2288;5103858;33801;-12.7384694444;-52.9685805556;09/07/2018;A;KALUANE;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2289;5103858;33801;-12.7853888889;-52.7853888889;09/07/2018;A;CARAMUJO;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2290;5103858;33801;-12.7656611111;-52.9136916667;09/07/2018;A;AGATHA;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2291;5102702;33801;-12.8068138889;-52.8491694444;09/07/2018;A;TEHUHUNGU;COORDENACAO REGIONAL DO XINGU;Canarana;Mato Grosso;30202002060
2292;5103858;33801;-12.8620333333;-52.8242305556;09/07/2018;A;ARANHE;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2293;5103858;33801;-12.9350888889;-53.1664305556;09/07/2018;A;NEKUPAI;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2294;5103858;33801;-12.9434055556;-53.1330305556;09/07/2018;A;KARIB;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2295;5103858;33801;-12.9607333333;-53.1440833333;09/07/2018;A;KAWPYNA;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2296;5103858;33801;-12.9850722222;-53.2320861111;09/07/2018;A;MIRASSOL;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2297;5103858;33801;-12.999375;-53.6819583333;09/07/2018;A;PACUERA;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2298;5103858;6001;-12.9011527778;-53.8980194444;09/07/2018;A;ULUPUENE;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
2299;5107065;49801;-11.6378194444;-52.9409194444;09/07/2018;A;YARUMA;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
2300;5107065;49801;-11.7272527778;-52.9235222222;09/07/2018;A;KINGATI;COORDENACAO REGIONAL DO XINGU;Querência;Mato Grosso;30202002060
2314;5101407;43001;-11.2426055556;-61.2973611111;12/07/2018;A;LOBÓ;COORDENACAO REGIONAL DE CACOAL;Aripuanã;Mato Grosso;30202001934
2315;5101407;43001;-11.246525;-61.29575;12/07/2018;A;TIKAN;COORDENACAO REGIONAL DE CACOAL;Aripuanã;Mato Grosso;30202001934
2316;5101407;51101;-10.3252222222;-60.7396055556;12/07/2018;A;CANECO;COORDENACAO REGIONAL DE JI PARANA;Aripuanã;Mato Grosso;30202001948
2317;5101407;51101;-10.4207666667;-60.654425;12/07/2018;A;CHICÃO;COORDENACAO REGIONAL DE JI PARANA;Aripuanã;Mato Grosso;30202001948
2318;5101407;51101;-10.5477888889;-60.7019027778;12/07/2018;A;SERINGAL;COORDENACAO REGIONAL DE JI PARANA;Aripuanã;Mato Grosso;30202001948
2319;5101407;51101;-10.6697388889;-60.7757138889;12/07/2018;A;PANDARAWEJ;COORDENACAO REGIONAL DE JI PARANA;Aripuanã;Mato Grosso;30202001948
2320;5101407;51101;-10.6606416667;-60.57145;12/07/2018;A;ESCOLA;COORDENACAO REGIONAL DE JI PARANA;Aripuanã;Mato Grosso;30202001948
2321;5101407;51101;-10.7044666667;-60.5793111111;12/07/2018;A;SANTA CRUZ;COORDENACAO REGIONAL DE JI PARANA;Aripuanã;Mato Grosso;30202001948
2322;5101407;51101;-10.8033861111;-60.7264916667;12/07/2018;A;PARAISO DA SERRA;COORDENACAO REGIONAL DE JI PARANA;Aripuanã;Mato Grosso;30202001948
2323;5101407;51101;-10.8565305556;-60.7697888889;12/07/2018;A;CASA VERDE;COORDENACAO REGIONAL DE JI PARANA;Aripuanã;Mato Grosso;30202001948
2326;5101407;43001;-10.8113611111;-61.4069055556;12/07/2018;A;APOENA MEIRELES;COORDENACAO REGIONAL DE CACOAL;Aripuanã;Mato Grosso;30202001934
2369;5101605;5101;-17.0097888889;-56.5936416667;19/07/2018;A;ATERRADINHO;COORDENACAO REGIONAL DE CUIABA;Barão de Melgaço;Mato Grosso;30202002025
2370;5101605;5101;-17.0568361111;-56.582775;19/07/2018;A;ALEGRIA;COORDENACAO REGIONAL DE CUIABA;Barão de Melgaço;Mato Grosso;30202002025
2371;5101605;5101;-16.9997055556;-56.460425;19/07/2018;A;SÃO BENEDITO;COORDENACAO REGIONAL DE CUIABA;Barão de Melgaço;Mato Grosso;30202002025
2372;5103908;29001;-15.5523833333;-53.0788555556;19/07/2018;A;MERURE;COORDENACAO REGIONAL DE CUIABA;General Carneiro;Mato Grosso;30202002025
2373;5103908;29001;-15.58135;-53.1812194444;19/07/2018;A;NABUREIAU;COORDENACAO REGIONAL DE CUIABA;General Carneiro;Mato Grosso;30202002025
2374;5103908;29001;-15.7122944444;-53.074125;19/07/2018;A;GARÇA;COORDENACAO REGIONAL DE CUIABA;General Carneiro;Mato Grosso;30202002025
2375;5103304;30201;-13.0214138889;-59.5675944444;19/07/2018;A;CAMARARÉ;COORDENACAO REGIONAL DE CUIABA;Comodoro;Mato Grosso;30202002025
2376;5103304;30201;-12.8024888889;-59.8707861111;19/07/2018;A;CAMPOS NOVOS;COORDENACAO REGIONAL DE CUIABA;Comodoro;Mato Grosso;30202002025
2377;5105903;41301;-14.1940722222;-55.4780972222;19/07/2018;A;NOVA CANAÃ;COORDENACAO REGIONAL DE CUIABA;Nobres;Mato Grosso;30202002025
2378;5105903;41301;-14.2335972222;-55.4796166667;19/07/2018;A;SANTANA;COORDENACAO REGIONAL DE CUIABA;Nobres;Mato Grosso;30202002025
2380;5101704;48001;-15.0892055556;-57.1083472222;19/07/2018;A;UMUTINA;COORDENACAO REGIONAL DE CUIABA;Barra do Bugres;Mato Grosso;30202002025
2381;5106752;42101;-14.7906444444;-59.3984777778;19/07/2018;A;Sararé Centra;COORDENACAO REGIONAL DE CUIABA;Pontes e Lacerda;Mato Grosso;30202002025
3063;5105309;58301;-11.3025166667;-50.6999055556;04/09/2018;A;TERIBORÉ;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;Luciara;Mato Grosso;30202001962
3439;5102603;32701;-14.266325;-53.0285166667;15/10/2018;A;SÃO PEDRO;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3440;5102603;32701;-14.2705833333;-53.0260472222;15/10/2018;A;PARANOWÀ;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3441;5102603;32701;-14.2676277778;-53.0342194444;15/10/2018;A;ONÇA PRETA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3442;5102603;32701;-14.2378666667;-53.0768388889;15/10/2018;A;SÃO PAULO;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3443;5102603;32701;-14.2569861111;-52.9898333333;15/10/2018;A;BOM JESUS DA LAPA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3444;5102603;32701;-14.2807083333;-53.0280555556;15/10/2018;A;PIRAIBA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3445;5102603;32701;-14.3617111111;-53.0418194444;15/10/2018;A;SANTA ROSA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3446;5102603;32701;-14.3988083333;-53.0608805556;15/10/2018;A;COUTO MAGALHÃES;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3585;5103304;11201;-12.3141527778;-59.2472416667;25/10/2018;A;Halataikwa;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Comodoro;Mato Grosso;30202002032
3616;5102603;10001;-14.5485555556;-53.2305861111;29/10/2018;A;CHÃO PRETO;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3617;5102603;10001;-14.5519111111;-53.2103722222;29/10/2018;A;MATA VERDE;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3618;5102603;32701;-14.4749416667;-53.2092611111;29/10/2018;A;SANTA HELENA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3619;5102603;32701;-14.4783305556;-53.1968638889;29/10/2018;A;CAMPINAS;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3620;5102603;32701;-14.4799722222;-53.1948833333;29/10/2018;A;SERRINHA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3621;5102603;32701;-14.5169361111;-53.1580611111;29/10/2018;A;SÃO JOÃO BATISTA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3622;5102603;32701;-14.453925;-53.1723055556;29/10/2018;A;CANDUSUL;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3623;5102603;32701;-14.4611638889;-53.2250777778;29/10/2018;A;BRASIL;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3624;5102603;32701;-14.4685444444;-53.2538972222;29/10/2018;A;JERUSALÉM;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3625;5102603;32701;-14.4566666667;-53.2839888889;29/10/2018;A;COHABI;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3626;5102603;32701;-14.517275;-53.2766083333;29/10/2018;A;BOA VISTA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3627;5102603;32701;-14.4102277778;-53.3156361111;29/10/2018;A;BAIXÃO;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3628;5102603;32701;-14.4238027778;-53.2986666667;29/10/2018;A;SUCURI;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3629;5102603;32701;-14.4243416667;-53.2654222222;29/10/2018;A;MATO GROSSO;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3630;5102603;32701;-14.4206083333;-53.2231138889;29/10/2018;A;NOVO PARAISO;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3631;5102603;32701;-14.3374805556;-53.2103638889;29/10/2018;A;ESTRELA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3632;5102603;32701;-14.3767277778;-53.17075;29/10/2018;A;ETEIPORE;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3633;5102603;32701;-14.3785805556;-53.1671277778;29/10/2018;A;TELA VIVE;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3634;5102603;32701;-14.3818555556;-53.0092111111;29/10/2018;A;ESPIRITO SANTO;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3635;5102603;32701;-14.3908666667;-52.9761916667;29/10/2018;A;SÃO DOMINGOS;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3636;5102603;32701;-14.4269527778;-52.8939472222;29/10/2018;A;SÃO FELIPE;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3637;5102603;32701;-14.3636027778;-52.8618194444;29/10/2018;A;SANTA CLARA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3638;5102603;32701;-14.3242333333;-52.9324111111;29/10/2018;A;SÃO JOSE;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3639;5102603;32701;-14.5822027778;-53.0219166667;29/10/2018;A;H O IWAPRÉDZWY;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3640;5102603;32701;-14.5724166667;-53.0477277778;29/10/2018;A;SERRA VERDE;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3641;5102603;32701;-14.4688166667;-53.3699055556;29/10/2018;A;PANORAMA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3642;5102603;32701;-14.4486;-53.3961138889;29/10/2018;A;ALDEONA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3643;5102603;32701;-14.4713916667;-53.4008472222;29/10/2018;A;CULINA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3644;5102603;47801;-14.4536388889;-53.5058444444;29/10/2018;A;PEDRA BRANCA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3645;5106281;47801;-14.4631138889;-53.4516833333;29/10/2018;A;SETE RIOS;COORDENACAO REGIONAL XAVANTE;Novo São Joaquim;Mato Grosso;30202002053
3646;5102603;32701;-14.4453777778;-53.4300972222;29/10/2018;A;ALVORADA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3647;5102603;32701;-14.4317722222;-53.447225;29/10/2018;A;PARAISO;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3648;5102603;32701;-14.4141361111;-53.3701416667;29/10/2018;A;LAGOINHA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3649;5102603;32701;-14.3863722222;-53.3588055556;29/10/2018;A;EGITO;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3650;5102603;32701;-14.3641083333;-53.40245;29/10/2018;A;TIRIWAWEPÁ;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3651;5102603;32701;-14.33015;-53.3527444444;29/10/2018;A;BETEL;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3652;5102603;32701;-14.297675;-53.3964694444;29/10/2018;A;ALTO DA VITORIA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3653;5102603;32701;-14.2501888889;-53.388225;29/10/2018;A;SANTA FÉ;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3654;5102603;32701;-14.2608222222;-53.2855055556;29/10/2018;A;NOVA CANAÃ;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3655;5102603;32701;-14.2044861111;-53.3497611111;29/10/2018;A;CORREGO DA MATA;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3656;5102603;32701;-14.2298277778;-53.2434222222;29/10/2018;A;JACU;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3657;5102603;32701;-14.2461166667;-53.2463638889;29/10/2018;A;PIRANHÃO;COORDENACAO REGIONAL XAVANTE;Campinápolis;Mato Grosso;30202002053
3658;5101803;58101;-15.0715194444;-52.5829166667;29/10/2018;A;TERRA PROMETIDA;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3659;5101803;58101;-15.1087361111;-52.7482666667;29/10/2018;A;EVANGÉLICA DE DEUS;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3660;5101803;58101;-15.142875;-52.7849444444;29/10/2018;A;SÃO GABRIEL;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3661;5101803;58101;-15.1840305556;-52.8590694444;29/10/2018;A;NAMUNKURA;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3662;5101803;58101;-15.2519055556;-52.9094472222;29/10/2018;A;NOSSA SENHORA AUXILIADORA;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3663;5101803;58101;-15.3145555556;-52.8453972222;29/10/2018;A;SANTISSIMA TRINDADE;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3664;5101803;58101;-15.3382777778;-52.8396611111;29/10/2018;A;NOSSA SENHORA APARECIDA;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3665;5101803;58101;-15.3569111111;-52.8478416667;29/10/2018;A;NOSSA SENHORA DA GUIA;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3666;5101803;58101;-15.3571611111;-52.8232194444;29/10/2018;A;DIVINA PROVIDENCIA;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3667;5101803;58101;-15.360975;-52.8208888889;29/10/2018;A;RAINHA DA PAZ;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3668;5101803;58101;-15.3622194444;-52.8086333333;29/10/2018;A;SÃO JOSE;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3669;5101803;58101;-15.3587777778;-52.8642916667;29/10/2018;A;SAGRADA FAMILIA;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3670;5101803;58101;-15.3653805556;-52.8722194444;29/10/2018;A;NOVA VIDA;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3671;5101803;58101;-15.3687055556;-52.8983083333;30/10/2018;A;IMACULADA CONCEIÇÃO;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3672;5101803;58101;-15.3755888889;-52.9049861111;30/10/2018;A;SÃO MARCOS;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3673;5101803;58101;-15.3841527778;-52.9302694444;30/10/2018;A;SALVADOR;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3674;5101803;58101;-15.4177611111;-52.932725;30/10/2018;A;NOSSA SENHORA DAS GRAÇAS;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3675;5101803;58101;-15.4212861111;-52.9354833333;30/10/2018;A;GUADALUPE;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3676;5101803;58101;-15.4239666667;-52.9290472222;30/10/2018;A;JUNDIAI;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3677;5101803;58101;-15.4519166667;-52.8587333333;30/10/2018;A;NOSSA SENHORA DE FÁTIMA;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3678;5101803;58101;-15.4697111111;-52.8586333333;30/10/2018;A;NOVA ESPERANÇA;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3679;5101803;58101;-15.4553972222;-52.8263083333;30/10/2018;A;DIAMAT;COORDENACAO REGIONAL XAVANTE;Barra do Garças;Mato Grosso;30202002053
3680;5101803;29001;-15.5195055556;-52.9519333333;30/10/2018;A;JESUS DE NAZARE;COORDENACAO REGIONAL DE CUIABA;Barra do Garças;Mato Grosso;30202002025
3681;5101803;29001;-15.4965638889;-52.9323916667;30/10/2018;A;SÃO CRISTOVÃO;COORDENACAO REGIONAL DE CUIABA;Barra do Garças;Mato Grosso;30202002025
3682;5106281;41101;-15.1834555556;-53.8530416667;30/10/2018;A;VOLTA GRANDE;COORDENACAO REGIONAL XAVANTE;Novo São Joaquim;Mato Grosso;30202002053
3683;5107008;41101;-15.3155944444;-53.932;30/10/2018;A;LAGOA ENCANTADA;COORDENACAO REGIONAL XAVANTE;Poxoréu;Mato Grosso;30202002053
3684;5107008;41101;-15.6063555556;-53.9575083333;30/10/2018;A;NHOWI;COORDENACAO REGIONAL XAVANTE;Poxoréu;Mato Grosso;30202002053
3685;5107008;41101;-15.2890611111;-53.8002972222;30/10/2018;A;DOM BOSCO;COORDENACAO REGIONAL XAVANTE;Poxoréu;Mato Grosso;30202002053
3686;5107008;41101;-15.4638361111;-53.947375;30/10/2018;A;MORIMBU;COORDENACAO REGIONAL XAVANTE;Poxoréu;Mato Grosso;30202002053
3687;5107008;41101;-15.582675;-53.9817305556;30/10/2018;A;ÉTE ARE;COORDENACAO REGIONAL XAVANTE;Poxoréu;Mato Grosso;30202002053
3688;5103908;41101;-15.537575;-53.8757194444;30/10/2018;A;TRES LAGOAS;COORDENACAO REGIONAL XAVANTE;General Carneiro;Mato Grosso;30202002053
3689;5103908;41101;-15.5201416667;-53.8217666667;30/10/2018;A;ABELHINHA;COORDENACAO REGIONAL XAVANTE;General Carneiro;Mato Grosso;30202002053
3690;5103908;41101;-15.4696138889;-53.8503583333;30/10/2018;A;CACHOEIRA DE PEDRA;COORDENACAO REGIONAL XAVANTE;General Carneiro;Mato Grosso;30202002053
3691;5103908;41101;-15.4705805556;-53.8026444444;30/10/2018;A;SÃO MIGUEL;COORDENACAO REGIONAL XAVANTE;General Carneiro;Mato Grosso;30202002053
3692;5103908;41101;-15.6825138889;-53.8303472222;30/10/2018;A;BOM JESUS;COORDENACAO REGIONAL XAVANTE;General Carneiro;Mato Grosso;30202002053
3693;5103908;41101;-15.7106722222;-53.7943666667;30/10/2018;A;TSÕ REPRE;COORDENACAO REGIONAL XAVANTE;General Carneiro;Mato Grosso;30202002053
3979;5100805;22902;-9.02777777778;-57.0963888889;09/10/2019;A;Ximari;COORDENACAO REGIONAL NORTE DO MATO GROSSO;Apiacás;Mato Grosso;30202002039
4089;5102702;33801;-12.849044444444;-52.810908333333;10/06/2020;A;Adjuaga (Kuluene);COORDENACAO REGIONAL DO XINGU;Canarana;Mato Grosso;30202002060
4090;5102702;33801;-12.830941666667;-52.827019444444;10/06/2020;A;Lago Azul;COORDENACAO REGIONAL DO XINGU;Canarana;Mato Grosso;30202002060
4091;5102702;33801;-12.807430555556;-52.849422222222;10/06/2020;A;Tehuhungu (Pedra);COORDENACAO REGIONAL DO XINGU;Canarana;Mato Grosso;30202002060
4092;5103858;55201;-12.961833333333;-52.906425;10/06/2020;A;Naruvôtu;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4093;5103858;33801;-12.766397222222;-52.914252777778;10/06/2020;A;Agatha (Barranco Queimado);COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4094;5103858;33801;-12.785416666667;-52.984827777778;10/06/2020;A;Pangakigi (Caramujo);COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4095;5103858;33801;-12.736677777778;-52.969922222222;10/06/2020;A;Kaluwani (Paraíso);COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4096;5103858;33801;-12.588755555556;-53.071869444444;10/06/2020;A;Assahutu;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4097;5103858;33801;-12.554113888889;-53.108305555556;10/06/2020;A;Lahatua;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4098;5103858;33801;-12.523447222222;-53.128488888889;10/06/2020;A;Mayene;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4099;5103858;33801;-12.351883333333;-53.209516666667;10/06/2020;A;Ipatse (Kuikuro);COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4100;5103858;33801;-12.542;-53.240366666667;10/06/2020;A;Buritizal;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4101;5103858;33801;-12.983922222222;-53.232625;10/06/2020;A;Mirassol;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4102;5103858;33801;-12.898380555556;-53.195866666667;10/06/2020;A;Nyarazul;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4103;5103858;33801;-12.96105;-53.1442;10/06/2020;A;Kawpyna;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4104;5103858;33801;-12.938569444444;-53.168561111111;10/06/2020;A;Nekupai;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4105;5103858;33801;-12.992447222222;-53.437380555556;10/06/2020;A;Utawana;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4106;5103858;33801;-12.854094444444;-53.385061111111;10/06/2020;A;Yaramy;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4107;5103858;33801;-12.783030555556;-53.247741666667;10/06/2020;A;Ihumba;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4108;5103858;33801;-12.603763888889;-53.419913888889;10/06/2020;A;Uyaipiuku (Mehinako);COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4109;5103858;33801;-12.382875;-53.392183333333;10/06/2020;A;Tazu´jyt Tetam (Aweti);COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4110;5103858;33801;-12.346216666667;-53.329280555556;10/06/2020;A;São Jorge;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4111;5103858;33801;-12.289775;-53.345211111111;10/06/2020;A;Palushayu;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4112;5103858;33801;-12.263902777778;-53.353383333333;10/06/2020;A;Saidão da Fumaça;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4113;5103858;33801;-12.166841666667;-53.335361111111;10/06/2020;A;Tuatuari (Yawalapiti);COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4114;5103858;33801;-12.153563888889;-53.432958333333;10/06/2020;A;Ipavu (Kamayura);COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4115;5103858;33801;-12.248977777778;-53.582594444444;10/06/2020;A;Piyulaga (Waura);COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4116;5103858;33801;-12.999322222222;-53.681930555556;10/06/2020;A;Aturwa;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4117;5103858;6001;-12.992580555556;-53.976761111111;10/06/2020;A;Kamitatuwalu (Batovi);COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4118;5103858;6001;-12.900963888889;-53.897963888889;10/06/2020;A;Ulupuwene;COORDENACAO REGIONAL DO XINGU;Gaúcha do Norte;Mato Grosso;30202002060
4119;5106307;33801;-12.748141666667;-53.854941666667;10/06/2020;A;Tsekuru;COORDENACAO REGIONAL DO XINGU;Paranatinga;Mato Grosso;30202002060
4120;5106307;33801;-12.488583333333;-53.799102777778;10/06/2020;A;Topepeweke;COORDENACAO REGIONAL DO XINGU;Paranatinga;Mato Grosso;30202002060
4122;5106240;33801;-12.209955555556;-53.967836111111;10/06/2020;A;Tupará;COORDENACAO REGIONAL DO XINGU;Nova Ubiratã;Mato Grosso;30202002060
