id_snisb;nome;municipio_sede;regiao_saude;perfil_sanitario;idap;nivel;completude;confiabilidade;pontos_a;pontos_b;pontos_c;pontos_d;alertavel;area_estimada_km2;populacao_estimada;metodo_populacao;chuva_24h_mm;chuva_72h_mm;saturacao_antecedente;nivel_alerta_hidro;aproximacao_espacial;municipios_potencialmente_afetados;arquivo_alerta;resumo;instante
37396;Solimões Indústria e Comércio de Óleos e Proteínas Ltda ? Barragem I;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;15;Verde;0,500;parcial;5;3;6;1;não;0,01;1;area_x_densidade;0.7;0.7;0,3070;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_37396.txt;Solimões Indústria e Comércio de Óleos e Proteínas Ltda ? Barragem I (Nossa Senhora do Livramento) — IDAP 15/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
20047;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;14;Verde;0,500;parcial;5;2;6;1;não;0,02;4;area_x_densidade;0.3;0.6;0,3070;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_20047.txt;Fazenda Murici Sesmaria Molhado (Nossa Senhora do Livramento) — IDAP 14/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
20048;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;14;Verde;0,500;parcial;5;2;6;1;não;0,22;35;area_x_densidade;0.3;0.6;0,3070;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_20048.txt;Fazenda Murici Sesmaria Molhado (Nossa Senhora do Livramento) — IDAP 14/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
20049;Fazenda Murici Sesmaria Molhado;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;15;Verde;0,500;parcial;5;2;7;1;não;0,35;54;area_x_densidade;0.3;0.6;0,3070;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_20049.txt;Fazenda Murici Sesmaria Molhado (Nossa Senhora do Livramento) — IDAP 15/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
20135;Fazenda São Jose;Várzea Grande;Baixada Cuiabana;rejeito;14;Verde;0,500;parcial;5;2;6;1;não;0,06;18;area_x_densidade;0.7;0.7;0,2710;laranja;sede_mais_montante_max;Várzea Grande;alertas/piloto/verde_20135.txt;Fazenda São Jose (Várzea Grande) — IDAP 14/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
20138;Fazenda Santa Luzia;Várzea Grande;Baixada Cuiabana;rejeito;14;Verde;0,500;parcial;5;2;6;1;não;0,01;1;area_x_densidade;0.7;0.7;0,2710;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_20138.txt;Fazenda Santa Luzia (Várzea Grande) — IDAP 14/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
20141;Chapéu do Sol;Várzea Grande;Baixada Cuiabana;rejeito;14;Verde;0,500;parcial;5;2;6;1;não;0,01;1;area_x_densidade;0.7;0.7;0,2710;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_20141.txt;Chapéu do Sol (Várzea Grande) — IDAP 14/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
20196;Afluente do Pitomba;Várzea Grande;Baixada Cuiabana;rejeito;14;Verde;0,500;parcial;5;2;6;1;não;0,04;6;area_x_densidade;0.7;0.7;0,2710;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_20196.txt;Afluente do Pitomba (Várzea Grande) — IDAP 14/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
21935;córrego Sapateiro;Várzea Grande;Baixada Cuiabana;rejeito;14;Verde;0,500;parcial;5;2;6;1;não;0,01;2;area_x_densidade;0.7;0.7;0,2710;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_21935.txt;córrego Sapateiro (Várzea Grande) — IDAP 14/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
27954;Lago Recreativo Cuiabá;Cuiabá;Baixada Cuiabana;rejeito;16;Amarelo;0,500;parcial;5;2;8;1;não;1,67;259;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/amarelo_27954.txt;Lago Recreativo Cuiabá (Cuiabá) — IDAP 16/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
31620;Loteamento Brisas do Campo;Cuiabá;Baixada Cuiabana;rejeito;13;Amarelo;0,500;parcial;5;2;5;1;não;0,0;;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/amarelo_31620.txt;Loteamento Brisas do Campo (Cuiabá) — IDAP 13/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
31954;SS RANCH;Cuiabá;Baixada Cuiabana;rejeito;14;Amarelo;0,630;parcial;5;1;6;2;não;0,23;36;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/amarelo_31954.txt;SS RANCH (Cuiabá) — IDAP 14/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 63% (parcial);2026-07-30T09:58:09-04:00
32445;Mangaba e Aterrado;Cuiabá;Baixada Cuiabana;rejeito;14;Amarelo;0,500;parcial;5;2;6;1;não;0,04;6;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/amarelo_32445.txt;Mangaba e Aterrado (Cuiabá) — IDAP 14/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
33355;Barramento 2 - Mangaba Urbanismo LTDA;Cuiabá;Baixada Cuiabana;rejeito;14;Amarelo;0,500;parcial;5;2;6;1;não;0,0;1;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/amarelo_33355.txt;Barramento 2 - Mangaba Urbanismo LTDA (Cuiabá) — IDAP 14/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
33960;Barramento 1 - Mangaba Urbanismo LTDA;Cuiabá;Baixada Cuiabana;rejeito;14;Amarelo;0,500;parcial;5;2;6;1;não;0,0;1;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/amarelo_33960.txt;Barramento 1 - Mangaba Urbanismo LTDA (Cuiabá) — IDAP 14/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
340;Piscicultura São Rafael;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;15;Verde;0,500;parcial;5;2;7;1;não;0,76;89;area_x_densidade;0.7;0.7;0,3070;laranja;sede_mais_montante_max;Cuiabá | Jangada | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_340.txt;Piscicultura São Rafael (Nossa Senhora do Livramento) — IDAP 15/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
34733;BARRAGEM 2 SUPERIOR;Cuiabá;Baixada Cuiabana;rejeito;14;Amarelo;0,500;parcial;5;2;6;1;não;0,02;3;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/amarelo_34733.txt;BARRAGEM 2 SUPERIOR (Cuiabá) — IDAP 14/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
35147;Fazenda Curió - Barramento 3;Rosário Oeste;Baixada Cuiabana;rejeito;14;Verde;0,500;parcial;4;3;6;1;não;0,01;1;area_x_densidade;0.1;0.2;0,1850;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_35147.txt;Fazenda Curió - Barramento 3 (Rosário Oeste) — IDAP 14/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
35150;Fazenda Curió - Barramento I;Rosário Oeste;Baixada Cuiabana;rejeito;14;Verde;0,500;parcial;4;3;6;1;não;0,07;11;area_x_densidade;0.1;0.2;0,1850;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_35150.txt;Fazenda Curió - Barramento I (Rosário Oeste) — IDAP 14/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
36516;Barramento 3;Cuiabá;Baixada Cuiabana;rejeito;14;Amarelo;0,500;parcial;5;2;6;1;não;0,02;3;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/amarelo_36516.txt;Barramento 3 (Cuiabá) — IDAP 14/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
36539;Barramento Pé de Pequi I;Chapada dos Guimarães;Baixada Cuiabana;rejeito;13;Amarelo;0,500;parcial;4;3;5;1;não;0,0;;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Chapada dos Guimarães | Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/amarelo_36539.txt;Barramento Pé de Pequi I (Chapada dos Guimarães) — IDAP 13/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
5339;ESTÂNCIA RANCHO DOURADO;Várzea Grande;Baixada Cuiabana;rejeito;14;Verde;0,500;parcial;5;2;6;1;não;0,06;9;area_x_densidade;0.7;0.7;0,2710;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_5339.txt;ESTÂNCIA RANCHO DOURADO (Várzea Grande) — IDAP 14/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
20601;UHE Manso - Dique 2;Chapada dos Guimarães;Baixada Cuiabana;rejeito;17;Amarelo;0,530;parcial;4;1;10;2;não;1834,25;147657;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/amarelo_20601.txt;UHE Manso - Dique 2 (Chapada dos Guimarães) — IDAP 17/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 53% (parcial);2026-07-30T09:58:09-04:00
20602;UHE Manso - Dique 3;Chapada dos Guimarães;Baixada Cuiabana;rejeito;17;Amarelo;0,530;parcial;4;1;10;2;não;1834,25;147657;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/amarelo_20602.txt;UHE Manso - Dique 3 (Chapada dos Guimarães) — IDAP 17/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 53% (parcial);2026-07-30T09:58:09-04:00
20603;UHE Manso - Dique 4;Chapada dos Guimarães;Baixada Cuiabana;rejeito;17;Amarelo;0,530;parcial;4;1;10;2;não;1834,25;147657;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/amarelo_20603.txt;UHE Manso - Dique 4 (Chapada dos Guimarães) — IDAP 17/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 53% (parcial);2026-07-30T09:58:09-04:00
20604;UHE Manso - Dique 5;Chapada dos Guimarães;Baixada Cuiabana;rejeito;17;Amarelo;0,530;parcial;4;1;10;2;não;1834,25;147657;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/amarelo_20604.txt;UHE Manso - Dique 5 (Chapada dos Guimarães) — IDAP 17/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 53% (parcial);2026-07-30T09:58:09-04:00
20605;UHE Manso - Dique 6;Chapada dos Guimarães;Baixada Cuiabana;rejeito;17;Amarelo;0,530;parcial;4;1;10;2;não;1834,25;147657;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/amarelo_20605.txt;UHE Manso - Dique 6 (Chapada dos Guimarães) — IDAP 17/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 53% (parcial);2026-07-30T09:58:09-04:00
20606;UHE Manso - Dique 7;Chapada dos Guimarães;Baixada Cuiabana;rejeito;17;Amarelo;0,530;parcial;4;1;10;2;não;1834,25;147657;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/amarelo_20606.txt;UHE Manso - Dique 7 (Chapada dos Guimarães) — IDAP 17/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 53% (parcial);2026-07-30T09:58:09-04:00
20754;Fazenda 3 irmãos;Cuiabá;Baixada Cuiabana;rejeito;13;Amarelo;0,500;parcial;5;1;6;1;não;0,08;12;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/amarelo_20754.txt;Fazenda 3 irmãos (Cuiabá) — IDAP 13/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
29888;BARRAGEM FAZENDA PANFLORA;Rosário Oeste;Baixada Cuiabana;rejeito;13;Verde;0,500;parcial;4;2;6;1;não;0,04;5;area_x_densidade;0.1;0.2;0,1850;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_29888.txt;BARRAGEM FAZENDA PANFLORA (Rosário Oeste) — IDAP 13/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
35136;Barramento 4;Cuiabá;Baixada Cuiabana;rejeito;13;Amarelo;0,500;parcial;5;1;6;1;não;0,02;3;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/amarelo_35136.txt;Barramento 4 (Cuiabá) — IDAP 13/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
35231;Fazenda Jangada Agropastoril - Barragem a montante;Jangada;Baixada Cuiabana;rejeito;13;Verde;0,500;parcial;5;1;6;1;não;0,01;1;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Jangada | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_35231.txt;Fazenda Jangada Agropastoril - Barragem a montante (Jangada) — IDAP 13/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
36517;Barramento 2 (Montante);Cuiabá;Baixada Cuiabana;rejeito;13;Amarelo;0,500;parcial;5;1;6;1;não;0,0;1;area_x_densidade;0.7;0.7;0,2610;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/amarelo_36517.txt;Barramento 2 (Montante) (Cuiabá) — IDAP 13/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
4436;UHE Manso - Barragem de Terra do Leito do Rio;Chapada dos Guimarães;Baixada Cuiabana;rejeito;17;Amarelo;0,530;parcial;4;1;10;2;não;1834,25;286143;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Chapada dos Guimarães | Cuiabá | Várzea Grande;alertas/piloto/amarelo_4436.txt;UHE Manso - Barragem de Terra do Leito do Rio (Chapada dos Guimarães) — IDAP 17/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 53% (parcial);2026-07-30T09:58:09-04:00
5490;Fazenda Dona Leila - RESERVATÓRIO 1;Rosário Oeste;Baixada Cuiabana;rejeito;14;Verde;0,500;parcial;4;2;7;1;não;0,96;149;area_x_densidade;0.1;0.2;0,1850;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_5490.txt;Fazenda Dona Leila - RESERVATÓRIO 1 (Rosário Oeste) — IDAP 14/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
7989;Faz. Cabeça Branca - Barragem 06;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;13;Verde;0,500;parcial;5;1;6;1;não;0,01;1;area_x_densidade;0.3;0.6;0,3070;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_7989.txt;Faz. Cabeça Branca - Barragem 06 (Nossa Senhora do Livramento) — IDAP 13/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
7990;Faz. Cabeça Branca - Barragem 05;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;13;Verde;0,500;parcial;5;1;6;1;não;0,02;3;area_x_densidade;0.3;0.6;0,3070;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_7990.txt;Faz. Cabeça Branca - Barragem 05 (Nossa Senhora do Livramento) — IDAP 13/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
7991;Faz. Cabeça Branca - Barragem 04;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;13;Verde;0,500;parcial;5;1;6;1;não;0,0;1;area_x_densidade;0.3;0.6;0,3070;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_7991.txt;Faz. Cabeça Branca - Barragem 04 (Nossa Senhora do Livramento) — IDAP 13/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
7992;Fazenda Cabeça Branca - Barragem 03;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;13;Verde;0,500;parcial;5;1;6;1;não;0,08;12;area_x_densidade;0.3;0.6;0,3070;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_7992.txt;Fazenda Cabeça Branca - Barragem 03 (Nossa Senhora do Livramento) — IDAP 13/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
7993;Faz. Cabeça Branca - Barragem 02;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;13;Verde;0,500;parcial;5;1;6;1;não;0,02;3;area_x_densidade;0.3;0.6;0,3070;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_7993.txt;Faz. Cabeça Branca - Barragem 02 (Nossa Senhora do Livramento) — IDAP 13/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
7994;Faz. Cabeça Branca - Barragem 01;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;13;Verde;0,500;parcial;5;1;6;1;não;0,11;13;area_x_densidade;0.7;0.7;0,3070;laranja;sede_mais_montante_max;Cuiabá | Jangada | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_7994.txt;Faz. Cabeça Branca - Barragem 01 (Nossa Senhora do Livramento) — IDAP 13/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
8008;Estância Recreio;Nossa Senhora do Livramento;Baixada Cuiabana;rejeito;13;Verde;0,500;parcial;5;1;6;1;não;0,09;14;area_x_densidade;0.7;0.7;0,3070;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_8008.txt;Estância Recreio (Nossa Senhora do Livramento) — IDAP 13/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
20618;PCH Casca II - B02 - Ponte Alta;Chapada dos Guimarães;Baixada Cuiabana;rejeito;12;Amarelo;0,500;parcial;4;1;6;1;não;0,01;1;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Chapada dos Guimarães | Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/amarelo_20618.txt;PCH Casca II - B02 - Ponte Alta (Chapada dos Guimarães) — IDAP 12/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
27940;Estância 2R - Retiro Vista Alegre;Rosário Oeste;Baixada Cuiabana;rejeito;11;Verde;0,500;parcial;4;1;5;1;não;0,0;;area_x_densidade;0.1;0.2;0,1850;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Rosário Oeste | Várzea Grande;alertas/piloto/verde_27940.txt;Estância 2R - Retiro Vista Alegre (Rosário Oeste) — IDAP 11/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
34145;UHE Manso - Barragem da Margem Direita;Chapada dos Guimarães;Baixada Cuiabana;rejeito;16;Amarelo;0,500;parcial;4;1;10;1;não;1834,25;286143;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Chapada dos Guimarães | Cuiabá | Várzea Grande;alertas/piloto/amarelo_34145.txt;UHE Manso - Barragem da Margem Direita (Chapada dos Guimarães) — IDAP 16/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
34146;UHE Manso - Barragem da Margem Esquerda;Chapada dos Guimarães;Baixada Cuiabana;rejeito;16;Amarelo;0,500;parcial;4;1;10;1;não;1834,25;286143;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Chapada dos Guimarães | Cuiabá | Várzea Grande;alertas/piloto/amarelo_34146.txt;UHE Manso - Barragem da Margem Esquerda (Chapada dos Guimarães) — IDAP 16/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
4931;PCH Casca II - B01 - CASCA I;Chapada dos Guimarães;Baixada Cuiabana;rejeito;12;Amarelo;0,500;parcial;4;1;6;1;não;0,01;1;area_x_densidade;0.1;0.1;0,0000;laranja;municipio_sede;Chapada dos Guimarães | Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/amarelo_4931.txt;PCH Casca II - B01 - CASCA I (Chapada dos Guimarães) — IDAP 12/100 — Amarelo: atenção (elevado de Verde por regra determinística) — completude 50% (parcial);2026-07-30T09:58:09-04:00
8009;Faz. Dona Leila - Reservatório 12;Rosário Oeste;Baixada Cuiabana;rejeito;12;Verde;0,500;parcial;4;1;6;1;não;0,29;45;area_x_densidade;0.1;0.2;0,1850;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_8009.txt;Faz. Dona Leila - Reservatório 12 (Rosário Oeste) — IDAP 12/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
8010;Faz. Dona Leila - Reservatório 13;Rosário Oeste;Baixada Cuiabana;rejeito;13;Verde;0,500;parcial;4;1;7;1;não;0,51;78;area_x_densidade;0.1;0.2;0,1850;laranja;sede_mais_montante_max;Cuiabá | Nossa Senhora do Livramento | Várzea Grande;alertas/piloto/verde_8010.txt;Faz. Dona Leila - Reservatório 13 (Rosário Oeste) — IDAP 13/100 — Verde: normalidade — completude 50% (parcial);2026-07-30T09:58:09-04:00
20177;Faz. Carvalho;Nobres;Baixada Cuiabana;rejeito;10;Verde;0,460;parcial;1;2;6;1;não;0,01;1;area_x_densidade;0.2;0.9;0,0140;;municipio_sede;Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/verde_20177.txt;Faz. Carvalho (Nobres) — IDAP 10/100 — Verde: normalidade — completude 46% (parcial);2026-07-30T09:58:09-04:00
35396;Fazenda São José;Rosário Oeste;Baixada Cuiabana;rejeito;11;Verde;0,460;parcial;0;3;7;1;não;0,86;69;area_x_densidade;0.0;0.2;0,1850;;municipio_sede;Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/verde_35396.txt;Fazenda São José (Rosário Oeste) — IDAP 11/100 — Verde: normalidade — completude 46% (parcial);2026-07-30T09:58:09-04:00
35477;Barramento III - Fazenda São José I;Rosário Oeste;Baixada Cuiabana;rejeito;10;Verde;0,460;parcial;0;3;6;1;não;0,04;3;area_x_densidade;0.0;0.2;0,1850;;municipio_sede;Cuiabá | Jangada | Nossa Senhora do Livramento | Rosário Oeste | Santo Antônio de Leverger | Várzea Grande;alertas/piloto/verde_35477.txt;Barramento III - Fazenda São José I (Rosário Oeste) — IDAP 10/100 — Verde: normalidade — completude 46% (parcial);2026-07-30T09:58:09-04:00
4224;UHE Manso - Dique 1;Nobres;Baixada Cuiabana;rejeito;14;Verde;0,490;parcial;1;1;10;2;não;1834,25;24212;area_x_densidade;0.2;0.9;0,0140;;municipio_sede;Juara | Nobres | Novo Horizonte do Norte | Porto dos Gaúchos | São José do Rio Claro;alertas/piloto/verde_4224.txt;UHE Manso - Dique 1 (Nobres) — IDAP 14/100 — Verde: normalidade — completude 49% (parcial);2026-07-30T09:58:09-04:00
